@relation data/M_multi_metrics_LC.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R40-weka.filters.unsupervised.attribute.Remove-R59-weka.filters.unsupervised.attribute.Remove-R47-weka.filters.unsupervised.attribute.Remove-R39-weka.filters.unsupervised.attribute.Remove-R55-weka.filters.unsupervised.attribute.Remove-R46-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Remove-R17-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.attribute.Remove-R24-weka.filters.unsupervised.attribute.Remove-R49-weka.filters.unsupervised.attribute.Remove-R35-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.attribute.Remove-R39-weka.filters.unsupervised.attribute.Remove-R27-weka.filters.unsupervised.attribute.Remove-R29-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R34-weka.filters.unsupervised.attribute.Remove-R28-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.Remove-R24-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.attribute.Remove-R29-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.Remove-R17-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-R19-weka.filters.unsupervised.attribute.Remove-R5

@attribute LDHH_fanIn numeric
@attribute WCHU_numberOfPublicAttributes numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute LDHH_numberOfPrivateAttributes numeric
@attribute LDHH_numberOfPublicAttributes numeric
@attribute ck_oo_numberOfPublicAttributes numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute CvsLogEntropy numeric
@attribute LDHH_numberOfAttributesInherited numeric
@attribute ck_oo_fanOut numeric
@attribute ck_oo_numberOfLinesOfCode numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_dit numeric
@attribute LDHH_noc numeric
@attribute WCHU_dit numeric
@attribute numberOfHighPriorityBugsFoundUntil: numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute numberOfMajorBugsFoundUntil: numeric
@attribute LDHH_dit numeric
@attribute LDHH_fanOut numeric
@attribute LDHH_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfPublicMethods numeric
@attribute CvsExpEntropy numeric
@attribute class {buggy,clean}

@data
0,0,0,0,0,0,3,0,0,0.108803,0,0,0,0,1,0,0,0,0,0,0,0,0.005149,9,0,0.040816,clean
0.002141,0,0.002879,0.003209,0,0,0,0,0,0.32498,0,7,147,0,1,0,0,0,6,0,0,0.004299,0.010398,9,4,0.144619,clean
0,0,0,0,0,0,1,0,0,0.042456,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0.045793,clean
0.001284,0,0.001637,0.0018,0,0,0,0,0.001287,0.087698,0,1,23,0,1,0,0,0,3,0,0,0.001763,0.00831,9,5,0.005271,clean
0.119088,0,0.001757,0,0,0,0,0,0,0.076062,0,3,12,0,2,0,0,0,0,0,0,0.00273,0.010398,15,3,0.006748,clean
0,0,0,0,0,8,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,9,2,0,clean
0,0,0,0,0,0,2,0,0,0.074005,0,0,0,0,2,0,0,0,0,0,0,0,0.01129,21,1,0.025429,clean
0.001001,0,0,0,0,2,0,0,0,0.034425,0,4,86,0,1,0,0,0,0,0,0,0,0.010398,18,4,0.000188,clean
0.042276,0,0,0,0,0,0,0,0,0.078901,0,0,14,0,2,0,1.01,0,2,0,0.000639,0,0.011007,19,2,0.049305,clean
0,1.09,0,0.001062,0.001811,9,0,0,0,0.038216,0,1,17,0,1,0,0,0,0,0,0,0,0,9,2,0.039402,buggy
0.001066,0,0,0,0,1,0,0,0,0.245446,0,0,4,2,2,0,0,0,0,0,0,0,0.010398,21,0,0.108156,clean
0,0,0,0,0,0,0,0,0,0.33567,0,26,269,0,1,0,0,0,5,0,0,0.004723,0,9,5,0.288668,clean
0.002716,0,0.0022,0,0,1,0,0,0,0.28374,0,2,10,1,3,0,0,0,0,0,0,0,0.017159,16,2,0.221425,clean
0,0,0,0,0,0,0,0,0,0.041874,0,0,0,0,1,0,0,0,0,0,0,0,0.010398,9,0,0.001163,clean
0.005755,0,0.007045,0.001056,0,0,1,0,0.000589,0.453825,0.000769,3,98,0,2,0.00089,1.01,0,6,0,0.001152,0.003803,0.009344,24,10,0.17475,clean
0,0,0,0,0,7,0,0,0,0.042456,0,3,32,0,2,0,0,0,0,0,0,0,0,11,3,0.045793,clean
0,0,0.015802,0,0,0,0,0,0,3.39625,0,7,151,0,2,0,1.01,0,10,0,0.006823,0.00542,0.021972,16,9,0.189983,clean
0.003183,1.01,0.001409,0.001597,0.003514,1,0,0,0.001785,0.226735,0,12,163,0,1,0,0,0,4,0,0,0.006915,0.010398,9,2,0.069843,clean
0,0,0,0,0,0,0,0,0,0.102943,0,4,35,14,2,0,0,0,2,0,0,0,0.010398,15,2,0.006757,clean
0.001304,0,0.001156,0,0,1,0,0,0,0.218393,0,2,14,0,1,0,0,0,0,0,0,0,0.010398,10,4,0.108978,clean
0.048452,0,0.001757,0,0,0,0,0,0,0.076062,0,3,12,0,2,0,0,0,0,0,0,0.00273,0.010398,15,3,0.006748,clean
0,0,0,0,0,0,0,0,0,0.041874,0.027046,1,7,15,4,0,1.01,0,0,0,0.00165,0,0.05882,80,1,0.001163,clean
0,0,0,0,0,0,1,0,0,0.042456,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0.045793,clean
0,0,0,0,0,0,0,0,0,0.065057,0,4,29,1,3,0,0,0,0,0,0,0,0.010398,47,4,0.001185,clean
0,0,0,0,0,6,0,0,0,0.028841,0,2,75,0,1,0,0,0,0,0,0,0,0.023042,21,13,0.000011,clean
0,0,0,0,0,7,0,0,0,0.042456,0,5,26,0,2,0,0,0,0,0,0,0,0,13,4,0.045793,clean
0,0,0,0,0,0,0,0,0,0,0,4,11,0,2,0,0,0,1,0,0,0,0,15,2,0,clean
0,0,0,0,0,0,0,0,0,0.03126,0,8,183,0,1,0,0,0,0,0,0,0,0.010398,9,0,0.000009,clean
0,0,0,0,0,0,0,0,0,0.072646,0,3,115,0,1,0,0,0,4,0,0,0.003144,0.010398,9,12,0.001874,clean
0,0,0,0,0,0,0,0,0,0.145898,0,2,11,2,2,0,0,0,0,0,0,0,0,39,2,0.106899,clean
0,0,0,0,0,0,0,0,0,0.187772,0,3,26,0,1,0,0,0,0,0,0,0,0.010398,9,1,0.108062,clean
0,0,0,0.002246,0,0,0,0,0,0.132413,0.002052,9,66,11,2,0,0,0,0,0,0,0,0.010213,33,3,0.043124,clean
0,0,0,0,0,0,1,0,0,0.111471,0,2,7,2,3,0.002203,1.01,0,0,0,0.00165,0,0.006006,42,2,0.010393,clean
0,0,0,0,0,0,0,0,0,0.275728,0,11,137,0,1,0,0,0,8,0,0,0.00283,0.010398,32,6,0.126799,clean
0.002279,0,0.00184,0,0,0,0,0,0,0.233121,0,6,53,1,2,0,0,0,1,0,0,0.004493,0.010398,13,3,0.026065,clean
0.001697,0,0.002501,0.0028,0,0,0,0,0,0.096298,0,5,154,0,1,0,0,0,11,0,0,0,0.00831,9,14,0.036651,clean
0,0,0,0,0,0,0,0,0,0.027544,0,15,199,0,1,0,0,0,10,0,0,0.00542,0,0,11,0.000009,clean
0,0,0,0,0,0,0,0,0,0.101164,0,1,345,6,2,0,0,0,8,0,0,0,0,35,1,0.099579,clean
0,0,0,0,0,0,0,0,0,0.101164,0,1,1131,6,2,0,0,0,17,0,0,0,0,35,1,0.099579,clean
0,0,0,0,0,1,0,0,0,0.2271,0,6,52,0,1,0,0,0,0,0,0,0.00273,0.010398,9,3,0.108089,clean
0,0,0,0,0,0,0,0,0,0,0,3,15,1,3,0,0,0,0,0,0,0,0,16,1,0,clean
0.018753,0,0.016745,0,0,0,0,0,0,0.312237,0,7,170,0,3,0,0,0,2,0,0,0.001313,0.021972,44,11,0.102246,buggy
0,0,0,0.013591,0,0,0,0,0,0,0,4,33,1,3,0,0,0,2,0,0,0.02301,0.024375,16,5,0,clean
0.004795,1.03,0.005638,0.004134,0.000994,3,1,0,0.001428,0.258121,0,4,38,11,2,0.000734,0,0,4,0,0,0.009448,0.010213,33,4,0.142609,clean
0,0,0,0,0,0,0,0,0,0.188199,0,2,49,0,1,0,0,0,0,0,0,0,0.010398,10,3,0.106929,clean
0,0,0,0.001713,0,0,4,0,0,0.220687,0,1,23,0,2,0,0,0,1,0,0,0.000976,0.00831,23,8,0.121571,clean
0,0,0,0,0,0,0,0,0,0.142268,0,0,24,0,1,0,0,0,4,0,0,0,0.010398,9,8,0.011956,clean
0,0,0,0,0,0,0,0,0,0.041874,0.003039,1,11,1,2,0,0,0,0,0,0,0,0.012964,19,0,0.001163,clean
0,0,0,0,0,0,0,0,0,0,0,4,18,0,3,0,0,0,2,0,0,0,0,24,2,0,clean
0,0,0,0,0,1,0,0,0,0.074035,0,4,19,0,3,0,0,0,0,0,0,0.001313,0.010398,12,2,0.001685,clean
0,0,0.001637,0.0018,0,0,1,0,0.001287,0.12145,0.001517,3,24,3,2,0,1.01,0,0,0,0.000816,0.005496,0.010098,23,0,0.010322,clean
0.004333,0,0.0027,0,0,0,0,0,0,0.151484,0,1,30,0,2,0,0,0,2,0,0,0.00106,0.010398,15,6,0.007179,clean
0,0,0,0,0,7,0,0,0,3.20079,0,13,268,0,1,0,0,0,0,0,0,0,0,48,14,0.073119,clean
0.029142,0,0.016745,0.001173,0,0,1,0,0,0.313174,0,7,36,0,3,0.001521,0,0,0,0,0,0,0.021972,44,10,0.103685,clean
0.094521,0,0,0,0,0,16,0,0,0.205876,0,7,84,0,1,0.035524,0,0,1,0,0,0,0.010398,27,11,0.001503,clean
0.028935,0,0.003046,0.000783,0,0,0,0,0.000966,0.585738,0.011062,3,49,16,3,0,1.02,0,0,0,0,0.022652,0.029353,104,6,0.232305,buggy
0,0,0,0,0,0,0,0,0,0.099935,0,3,23,0,1,0,0,0,1,0,0,0,0.010398,12,6,0.0014,clean
0,0,0,0,0,1,0,0,0,0.137154,0,3,57,0,1,0,0,0,0,0,0,0,0.041644,27,2,0.113602,clean
0.016949,0,0.0022,0,0,0,4,0,0,0.325349,0,0,28,1,3,0.002905,0,0,0,0,0,0.020279,0.005149,16,6,0.237195,clean
0,0,0,0,0,0,0,0,0,0.187772,0,4,44,0,1,0,0,0,0,0,0,0.001313,0.010398,9,1,0.108062,clean
0,0,0,0,0,0,0,0,0,0.079697,0,0,26,0,2,0,0,0,0,0,0,0,0.010398,31,3,0.005456,clean
0,0,0,0,0,0,0,0,0,0.231331,0,8,168,0,1,0,0,0,0,0,0,0,0.010398,9,0,0.108276,clean
0,0,0,0,0,0,0,0,0,0.205541,0,16,53,0,1,0,0,0,0,0,0,0,0.010398,9,2,0.107064,clean
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,clean
0.004333,1.01,0.005326,0.003893,0.002652,1,0,0,0,0.563933,0.027046,7,267,2,2,0,0,0,8,0,0,0.013756,0.05882,58,20,0.140551,clean
0,0,0,0,0,0,1,0,0,0.070158,0,1,25,0,1,0,0,0,0,0,0,0,0.010398,10,1,0.006189,clean
0,0,0,0,0,6,0,0,0,0.065057,0,2,75,0,1,0,0,0,0,0,0,0,0.011467,19,13,0.001185,clean
0,0,0,0,0,0,0,0,0,0.101164,0,2,9,15,4,0,0,0,0,0,0,0,0.027761,80,1,0.099579,clean
0.03915,0,0,0.001062,0,0,0,0,0,0.206049,0,17,226,0,1,0,0,0,8,0,0,0.00604,0,18,10,0.160434,clean
0,0,0.00274,0,0,0,0,0,0.000928,0.212649,0,12,206,0,1,0,0,0,0,0,0,0.009826,0.010398,9,3,0.054778,clean
0,0,0,0,0,1,0,0,0,0.30133,0,10,37,0,1,0,0,0,0,0,0,0.02301,0.010398,10,2,0.207983,clean
0,0,0,0,0,0,0,0,0,0,0,4,38,1,3,0,0,0,1,0,0,0.02301,0.024375,16,2,0,clean
0,0,0,0,0,0,0,0,0,0.359523,0,2,115,0,3,0,1.01,0,4,0,0.00406,0.00729,0.013377,17,7,0.161567,clean
0,0,0,0,0,11,1,0,0,0.05565,0,23,822,36,1,0,0,0,24,0,0,0.00273,0.010398,9,30,0.000026,clean
0,0,0,0,0,0,0,0,0,0.097162,0,6,35,1,3,0,0,0,2,0,0,0,0.010398,44,6,0.001258,clean
0.008957,0,0,0.000783,0,0,0,0,0,0.127247,0,5,126,0,1,0,0,0,8,0,0,0.001313,0.010398,9,5,0.021855,clean
0.008587,0,0,0,0,1,0,0,0,0.049488,0,1,45,0,1,0,0,0,3,0,0,0,0,9,6,0.043934,clean
0,0,0,0,0,0,0,0,0,0.041874,0.003039,3,16,1,2,0,0,0,0,0,0,0,0.012964,19,0,0.001163,clean
0.03915,0,0,0,0,0,0,0,0,3.45233,0,25,469,0,1,0,0,0,10,0,0,0.020279,0,9,17,0.2911,buggy
0.008587,2.26,0.006204,0,0.005303,6,0,0,0,0.136571,0,2,13,0,1,0,0,0,0,0,0,0,0,9,1,0.120185,buggy
0,0,0,0,0,4,0,0,0,0.041874,0,0,12,0,1,0,0,0,0,0,0,0,0.010398,9,0,0.001163,clean
0,0,0,0,0,0,0,0,0,0.099935,0,3,22,0,1,0,0,0,1,0,0,0,0.010398,12,5,0.0014,clean
0,0,0,0,0,0,0,0,0,0.279074,0,2,32,1,3,0,0,0,3,0,0,0.00273,0.022288,16,2,0.208732,buggy
0,0,0,0,0,0,0,0,0,0,0,5,19,0,1,0,0,0,0,0,0,0,0.010398,10,1,0,clean
0,0,0,0,0,0,0,0,0,0.101164,0,1,644,6,2,0,0,0,12,0,0,0,0,35,1,0.099579,clean
0,0,0,0,0,0,0,0,0,0,0,1,66,1,3,0,0,0,9,0,0,0,0.012366,16,2,0,clean
0.001697,0,0.002501,0.0028,0,0,0,0,0,0.074362,0,7,60,0,1,0,0,0,2,0,0,0,0.00831,9,6,0.022518,clean
0.015664,0,0.016745,0,0,0,0,0,0,0.247252,0,6,98,0,3,0,0,0,2,0,0,0,0.021972,44,12,0.10083,clean
0.006184,0,0,0,0,0,0,0,0,0.159005,0,9,166,0,1,0,0,0,0,0,0,0.006733,0.010398,9,13,0.048005,clean
0.04129,0,0,0,0,0,0,0,0,0.158247,0,2,79,0,2,0,0,0,11,0,0,0,0.00831,15,0,0.12715,clean
0,0,0,0,0,0,0,0,0,0.136055,0,7,81,0,1,0,0,0,2,0,0,0.02407,0.010398,15,8,0.100458,clean
0,0,0,0,0,0,0,0,0,0,0,4,19,0,2,0,0,0,2,0,0,0.007029,0.010398,15,3,0,clean
0,0,0,0,0,0,0,0,0,0.068167,0.003039,1,16,1,2,0,0,0,0,0,0,0,0.012964,19,0,0.003407,clean
0,0,0,0,0,4,0,0,0,0.361464,0,11,58,0,1,0,0,0,1,0,0,0.029742,0.010398,10,2,0.212374,clean
0,0,0.029129,0,0,0,0,0,0,0.182153,0.023233,13,88,2,3,0,0,0,2,0,0,0.031902,0.038159,49,8,0.018353,clean
0.001933,1.01,0.003717,0.005146,0.000661,1,0,0,0,0,0,13,176,0,1,0,0,0,5,0,0,0.009437,0.010398,9,9,0,clean
0.00432,0,0,0.001471,0,0,0,0,0,0.471706,0,6,185,0,1,0,0,0,4,0,0,0.002955,0.010398,9,0,0.322137,clean
0,0,0,0,0,7,0,0,0,0.028841,0,3,947,36,1,0,0,0,2,0,0,0,0.010398,9,5,0.000011,clean
0,0,0,0,0,0,0,0,0,0.03126,0.010885,8,102,2,2,0,0,0,0,0,0,0,0.027347,27,14,0.000009,clean
0,0,0,0,0,0,0,0,0,0.065057,0,2,7,1,3,0,0,0,0,0,0,0,0.010398,45,2,0.001185,clean
0,0,0,0,0,0,0,0,0,0.137482,0,3,19,3,4,0,0,0,0,0,0,0.020279,0.005149,22,2,0.115025,clean
0,0,0.001757,0,0,0,0,0,0,0.159885,0,5,17,0,2,0,0,0,1,0,0,0.03332,0.010398,15,3,0.007053,clean
0,0,0,0,0,0,0,0,0,0.078839,0,5,51,0,1,0,0,0,3,0,0,0.005046,0.010398,9,2,0.011542,clean
0.117339,1.01,0.005218,0,0.001811,1,7,0,0,3.59951,0,5,64,0,1,0.003673,0,0,0,0,0,0.008112,0.010398,9,17,0.218627,buggy
0,0,0.001637,0,0,0,0,0,0,0.087698,0,0,18,0,1,0,0,0,4,0,0,0,0.00831,9,5,0.005271,clean
0,0,0,0,0,0,0,0,0,0.155112,0,2,45,1,3,0,0,0,4,0,0,0.00273,0.022288,16,2,0.115967,buggy
0,0,0,0,0,0,2,0,0,0.068167,0,7,107,0,3,0,1.01,0,4,0,0.00406,0,0.013377,17,6,0.003407,clean
0,0,0,0,0,0,0,0,0,0.111471,0,2,7,2,4,0,1.02,0,0,0,0.00165,0,0.006006,44,2,0.010393,clean
0,0,0,0,0,3,0,0,0,0.17608,0,1,225,0,1,0,0,0,0,0,0,0,0.010398,9,1,0.106916,clean
0.001027,0,0,0,0,0,0,0,0,0.041874,0,4,135,0,3,0,0,0,11,0,0,0.001313,0.010398,24,4,0.001163,clean
0.046699,0,0,0,0,0,4,0,0,0.040252,0,0,0,0,1,0,0,0,0,0,0,0,0,9,4,0.020379,clean
0,0,0,0,0,4,0,0,0,0.03126,0,12,188,0,1,0,0,0,0,0,0,0.005979,0.010398,9,2,0.000009,clean
0,0,0.003231,0,0,0,1,0,0,0.221084,0,2,11,0,2,0,0,0,0,0,0,0,0.01129,21,3,0.129997,clean
0.045183,0,0,0.027692,0,0,0,0,0,3.56135,0,9,90,0,2,0,0,0,5,0,0,0.001313,0.010398,39,10,0.262809,clean
0.003936,1.03,0.007137,0.007396,0.000994,0,0,0,0.001428,0.332374,0.000847,2,62,1,3,0,0,0,3,0,0,0.001759,0.012366,16,7,0.182565,buggy
0.002237,0,0,0.010257,0,0,0,0,0.005465,0.926117,0,15,332,0,1,0,0,0,11,0,0,0.055021,0.010398,9,0,0.425781,buggy
0,0,0,0,0,8,0,0,0,0,0,3,30,1,2,0,0,0,0,0,0,0,0,11,0,0,clean
0,1.01,0.003137,0,0.001468,1,0,0,0,0.12928,0,3,16,2,2,0,0,0,0,0,0,0.004754,0.004949,39,4,0.024729,clean
0.105082,7.14,0.017618,0.026853,0.006303,3,4,0,0.056109,4.4516,0,28,2630,0,1,0.013319,0,0,45,0,0,0.05365,0.010398,9,55,0.535071,buggy
0,0,0,0,0,7,0,0,0,0.069929,0,5,32,0,1,0,0,0,0,0,0,0,0.010398,9,3,0.004366,clean
0,0,0,0,0,1,0,0,0,0.074035,0,4,19,0,3,0,0,0,0,0,0,0,0.010398,12,2,0.001685,clean
0.010711,0,0.000841,0.001056,0,0,0,0,0,0.113095,0.000769,2,9,2,3,0,1.01,0,0,0,0.001152,0.000845,0.014314,27,3,0.003958,clean
0.0043,0,0,0.001254,0,0,0,0,0,0.240385,0.010885,4,97,2,2,0,0,0,5,0,0,0,0.027347,27,14,0.063745,clean
0,0,0,0,0,0,0,0,0,0.065057,0,3,18,0,1,0,0,0,2,0,0,0,0.010398,9,5,0.001185,clean
0,0,0,0,0,0,0,0,0,0.042298,0,1,18,0,1,0,0,0,0,0,0,0,0.005149,9,4,0.016693,clean
0.003788,0,0,0,0,0,0,0,0,0.170244,0.000847,2,32,1,3,0,0,0,2,0,0,0.00273,0.024375,16,2,0.106043,clean
0.04646,0,0.002703,0,0,0,42,0,0,0.290392,0,1,10,0,2,0.054308,0,0,0,0,0,0,0.012366,13,2,0.157777,buggy
0.004773,0,0.0016,0,0,0,0,0,0,0.406381,0,4,30,0,2,0,0,0,0,0,0,0,0.010398,39,7,0.13632,clean
0.023219,1.03,0,0.000387,0.000452,0,0,0,0,0.246981,0,3,37,0,1,0,0,0,2,0,0,0.00106,0.010398,18,10,0.005489,clean
0,0,0,0,0,0,0,0,0,0.209658,0,2,45,0,1,0,0,0,0,0,0,0,0.010398,9,0,0.108135,clean
0.004544,0,0,0,0,0,0,0,0,0.029128,0,0,3,0,1,0,0,0,0,0,0,0,0.038662,27,1,0.001572,clean
0,0,0,0,0,0,3,0,0,0.038994,0,4,26,0,1,0,0,0,0,0,0,0,0.00831,13,4,0.002539,clean
0,0,0,0,0,0,0,0,0,0.040252,0,0,73,0,2,0,0,0,7,0,0,0,0,13,4,0.020379,clean
0.011789,0,0,0,0,0,12,0,0,0.113686,0,0,0,0,1,0.050297,0,0,0,0,0,0,0.010398,9,2,0.015482,clean
0.03915,0,0.029129,0.027692,0,0,5,0,0,0.17215,0,12,76,0,2,0.033026,0,0,0,0,0,0.03059,0.010398,39,8,0.001354,clean
0,0,0,0,0,0,0,0,0,0,0,4,14,0,2,0,0,0,2,0,0,0.005716,0.010398,15,3,0,clean
0,0,0,0,0,0,0,0,0,0,0,2,7,0,2,0,0,0,0,0,0,0,0.010398,15,2,0,clean
0,0,0,0,0,0,0,0,0,0.237672,0.010885,7,102,2,2,0,0,0,0,0,0,0,0.027347,27,14,0.110802,clean
0.006004,0,0,0,0,2,1,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0.010398,9,5,0,clean
0,0,0,0,0,0,1,0,0,0.042456,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0.045793,clean
0,0,0.001637,0,0,0,3,0,0,0.087698,0,3,28,2,3,0.003946,0,0,0,0,0,0.001763,0.037859,55,9,0.005271,clean
0,0,0,0,0,0,0,0,0,0.209658,0,5,88,0,2,0,0,0,0,0,0,0,0.01379,33,7,0.108135,clean
0,0,0,0,0,0,0,0,0,0,0,1,25,0,2,0,0,0,2,0,0,0,0.010398,11,2,0,clean
0.043086,0,0.002879,0,0,0,10,0,0,0.212545,0,1,9,0,2,0.036337,0,0,0,0,0,0,0.012366,13,2,0.123469,clean
0,0,0,0,0,0,0,0,0.000928,0.122947,0,4,32,0,1,0,0,0,0,0,0,0,0.010398,9,1,0.002903,clean
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,clean
0,0,0.001637,0,0,0,0,0,0,0.087698,0,5,19,2,2,0,0,0,2,0,0,0.001763,0.004949,39,4,0.005271,clean
0,0,0,0,0,4,0,0,0.002642,0.021936,0,3,71,0,1,0,0,0,0,0,0,0.004292,0,9,0,0.014134,clean
0.004861,0,0.000716,0.001471,0,0,0,0,0.001774,0.591047,0,10,313,0,1,0,0,0,8,0,0,0.005624,0.010398,18,1,0.254187,clean
0,0,0,0,0,0,0,0,0,0.040609,0,3,33,0,1,0,0,0,1,0,0,0,0.005149,9,2,0.017467,clean
0,0,0,0,0,0,0,0,0,0.087698,0.001517,6,40,12,3,0,0,0,0,0,0,0.010588,0.004949,46,2,0.005271,clean
0,0,0,0,0,0,0,0,0,3.31753,0,6,40,0,3,0,0,0,0,0,0,0,0.01129,22,7,0.114553,clean
0,0,0.029129,0.027692,0,0,1,0,0.025024,0.494687,0.023233,7,85,2,3,0.033026,1.01,0,6,0,0.01117,0.031902,0.038159,49,13,0.210123,buggy
0,0,0,0,0,0,0,0,0,0.101164,0,1,866,6,2,0,0,0,13,0,0,0,0,35,1,0.099579,clean
0,0,0,0,0,0,0,0,0,0,0,2,140,1,3,0,0,0,9,0,0,0.007475,0.012366,16,2,0,clean
0.003691,0,0,0,0,0,0,0,0,0.03126,0,17,285,0,1,0,0,0,12,0,0,0.036706,0.010398,9,28,0.000009,clean
0,0,0,0,0,0,0,0,0,0.029128,0,0,3,0,1,0,0,0,0,0,0,0,0.038662,27,1,0.001572,clean
