@relation 'data/M_multi_metrics_PDE.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R2-6,9,11-15,18,20,24-26,28,30,33,35-43,47,49-55,58-61'

@attribute ck_oo_numberOfPrivateMethods numeric
@attribute CvsWEntropy numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute LDHH_numberOfPrivateAttributes numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute CvsLogEntropy numeric
@attribute WCHU_noc numeric
@attribute LDHH_numberOfAttributesInherited numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_dit numeric
@attribute LDHH_noc numeric
@attribute WCHU_dit numeric
@attribute WCHU_numberOfAttributesInherited numeric
@attribute numberOfHighPriorityBugsFoundUntil: numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute numberOfMajorBugsFoundUntil: numeric
@attribute LDHH_dit numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfPublicMethods numeric
@attribute class {buggy,clean}

@data
45,0.782287,0.000619,0.0006,0,0,0.016338,4.84923,0,0,6,3,0,0,0,0,3,2,0,30,3,clean
0,0.008566,0,0,1,0,0,0.225924,0,0.001237,1,4,0,0,1.01,0,0,0,0,31,2,clean
0,0.050123,0,0,0,0,0,0.232775,0,0,0,2,0,0,0,0,5,0,0,8,6,clean
7,0.169755,0.000909,0.001799,2,0,0,0.449008,0,0,0,1,0,0,0,0,2,0,0,6,6,buggy
0,0.007863,0,0,0,0,0,0.292636,0,0.001644,3,3,0,1.01,2.08,0,1,0,0.000742,33,3,clean
1,0.058523,0.004397,0.004169,0,0,0,0.307588,0,0,0,1,0,0,0,0,15,0,0,6,11,clean
9,0.210853,0,0,0,0,0.005726,0.563558,0,0,0,2,0,0,0,0,1,0,0,11,1,buggy
1,0.01223,0.002033,0,6,0,0,0.346805,4.05,0.001237,1,5,0.005002,0,1.01,0,5,0,0,37,9,clean
0,0.003861,0,0,0,0,0,0.159009,0,0,0,1,0,0,0,0,5,0,0,6,11,clean
0,0.024161,0.001089,0.001799,0,0,0,0.179677,0,0,0,2,0,0,0,0,4,0,0,8,6,clean
0,0.00133,0,0,0,0,0,0.052586,0,0,0,1,0,0,0,0,1,0,0,0,5,clean
21,0.271202,0.002965,0.001384,0,0,0.00529,0.705493,0,0.001986,2,5,0,0,1.01,0,9,1,0,73,11,clean
0,0.000156,0,0,1,0,0,0.06092,0,0,0,2,0,0,0,0,0,0,0,11,2,clean
5,0.274109,0.00307,0.004034,0,1,0.001226,0.665848,0,0.000726,1,2,0,1.01,1.01,0,1,2,0,19,2,clean
0,0.005954,0,0,0,0,0,0.13759,0,0,0,1,0,0,0,0,2,0,0,0,3,clean
0,0.003116,0,0,0,0,0,0.06092,0,0,0,2,0,0,0,0,0,0,0,9,4,clean
0,0.001878,0,0,0,0,0,0.169543,0,0,0,1,0,0,0,0,0,0,0,6,0,clean
0,0.000831,0,0,0,0,0,0.052586,0,0,0,6,0,0,0,0,0,0,0,20,3,clean
1,0.003741,0,0,0,0,0,0.098286,0,0,0,1,0,0,0,0,1,0,0,6,6,clean
0,0.026885,0,0,0,0,0,0.350401,0,0,0,1,0,0,0,0,0,0,0,7,2,buggy
1,0.078337,0.000954,0,3,0,0,0.153718,1.01,0,0,2,0.002902,1.01,0,0,2,0,0.000752,10,6,clean
1,0.00715,0,0,0,0,0,0.052586,0,0,13,5,0,0,0,0,0,0,0,80,8,clean
1,0.01341,0,0,25,0,0,0.240457,3.03,0,7,4,0.002747,0,0,0,0,0,0,72,2,clean
7,0.005187,0,0.000835,0,0,0,0.127787,0,0.001986,0,3,0,0,1.01,0,3,0,0,21,11,clean
0,0.009821,0.000687,0,0,0,0,0.144873,0,0,0,1,0,0,0,0,0,0,0,0,5,clean
0,0.002532,0,0,0,0,0,0.095785,0,0,0,1,0,0,0,0,2,0,0,0,2,clean
1,0.051409,0.00053,0.000549,0,0,0.001704,0.515244,0,0.001986,0,3,0,0,1.01,0,1,0,0,21,1,buggy
0,0.002465,0,0,0,0,0,0.095785,0,0.001175,5,3,0,0,1.01,0,0,0,0,14,3,clean
0,0.004542,0,0.000835,0,0,0,0.231362,0,0,0,1,0,0,0,0,2,0,0,0,2,clean
0,0.058001,0.002033,0,0,0,0,0.348779,0,0.0074,18,5,0,0,3.12,0,2,0,0,211,14,clean
0,0.006019,0,0,4,0,0,0.194515,1.01,0.001237,1,4,0,0,1.01,0,0,0,0,31,2,clean
1,0.00187,0,0,0,0,0,0.147436,0,0,0,1,0,0,0,0,2,0,0,0,3,clean
1,0.005459,0.001766,0,2,0,0,0.189499,0,0,0,1,0,0,0,0,0,0,0,0,2,clean
1,0.095371,0,0,0,0,0.001498,0.421899,0,0,0,1,0,0,0,0,2,0,0,0,1,clean
1,0.019143,0.000954,0.0007,0,0,0,0.177006,0,0,1,2,0,0,0,0,2,0,0,10,4,clean
0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,1,0,0,67,4,clean
0,0.002543,0,0,1,0,0,0.169334,0,0,0,1,0,0,0,0,2,0,0,6,4,clean
0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,10,2,clean
4,0.00207,0,0,0,0,0,0.061715,0,0,0,2,0,0,0,0,5,0,0,18,3,clean
6,0.205914,0.004984,0.002226,0,1,0.00373,0.724685,0,0,0,1,0,0,0,0,5,3,0,8,16,clean
5,0.066654,0,0,0,0,0.002497,0.460028,0,0,0,1,0,0,0,0,0,0,0,0,3,clean
0,0.001023,0,0,0,0,0,0.061715,0,0,0,1,0,0,0,0,3,0,0,6,7,clean
1,0.048193,0,0,0,0,0.003473,0.204077,0,0.00374,0,3,0,0,1.12,0,9,1,0,33,6,clean
0,0.000117,0,0,0,0,0,0.06092,0,0,4,9,0,0,0,0,1,0,0,228,3,clean
2,0.04909,0,0,0,0,0,0.298961,0,0,0,1,0,0,0,0,9,2,0,6,6,buggy
0,0.004494,0,0,0,0,0,0.194515,0,0,0,1,0,0,0,0,3,0,0,0,2,clean
3,0.057181,0,0.000528,0,0,0.000399,0.469285,0,0,0,1,0,0,0,0,7,0,0,0,6,clean
0,0.000117,0,0,0,0,0,0.06092,0,0,0,1,0,0,0,0,0,1,0,6,1,clean
2,0.019468,0,0,0,0,0.00132,0.18202,0,0,0,1,0,0,0,0,0,0,0,0,3,clean
1,0.046118,0.001086,0.0006,0,0,0,0.362505,0,0,0,1,0,0,0,0,7,0,0,0,8,clean
0,0.007935,0.002009,0,0,0,0,0.208079,0,0,0,1,0,0,0,0,2,0,0,0,1,clean
0,0.005064,0,0,0,0,0,0.141992,0,0,0,1,0,0,0,0,2,0,0,12,9,clean
0,0.042388,0,0,0,0,0,0.312778,0,0,0,1,0,0,0,0,5,0,0,0,3,clean
1,0.043657,0,0.001571,2,0,0.001272,0.203728,0,0,0,3,0,0,0,0,1,0,0,16,1,clean
1,0.005432,0,0,0,0,0,0.098696,0,0,0,1,0,0,0,0,0,0,0,6,2,clean
0,0.020346,0,0.001855,0,0,0.000617,0.235264,0,0,0,2,0,1.01,0,0,2,0,0.000295,9,2,clean
0,0.003562,0,0,2,0,0,0.186578,0,0.000762,9,4,0,0,1.01,0,1,0,0,48,3,clean
9,0.243135,0.000199,0,0,0,0.003971,0.421662,0,0,0,1,0,0,0,0,0,0,0,6,4,buggy
0,0.027253,0,0,0,0,0,0.11519,0,0,7,5,0,0,0,0,0,1,0,40,1,buggy
7,0.026566,0,0,0,0,0,0.304492,0,0.001986,0,3,0,0,1.01,0,7,0,0,21,10,clean
0,0.014336,0,0,0,0,0,0.140719,0,0,0,4,0,0,0,0,0,0,0,18,5,clean
0,0.001115,0,0,0,0,0,0.093871,0,0,0,3,0,0,0,0,2,0,0,32,5,clean
2,0.013726,0,0,0,0,0,0.251988,0,0.001986,0,3,0,0,1.01,0,1,0,0,21,10,clean
7,0.140377,0,0.000835,1,0,0.003265,0.574608,0,0,0,1,0,0,0,0,1,0,0,20,10,clean
1,0.001571,0,0,1,0,0,0.061715,0,0,0,1,0,0,0,0,0,0,0,0,4,clean
1,0.002571,0,0,0,0,0,0.099413,0,0,0,1,0,0,0,0,4,0,0,6,2,clean
0,0.003086,0,0,0,0,0,0.168539,0,0,8,4,0,0,0,0,1,0,0,90,6,clean
0,0.030456,0.001498,0,2,0,0,0.134278,0,0,0,3,0,0,0,0,1,0,0,23,3,clean
0,0.001164,0,0,0,0,0,0.052586,0,0,0,6,0,0,0,0,0,0,0,20,3,clean
1,0.005702,0,0.000835,0,0,0,0.227553,0,0,0,1,0,0,0,0,4,0,0,0,3,clean
0,0.01055,0,0,0,0,0,0.228725,0,0,0,2,0,0,0,0,0,0,0,4,1,buggy
5,0.024198,0.002103,0,0,0,0,0.138856,0,0,0,2,0,0,0,0,1,0,0,17,6,clean
0,0.029437,0,0,3,0,0,0.12122,1.01,0.007109,2,2,0.005184,0,1.01,0,1,0,0,47,1,clean
0,0.011664,0.000619,0,2,0,0,0.094381,0,0,0,2,0,0,0,0,0,0,0,9,1,clean
0,0.007449,0.000787,0.003313,0,0,0,0.274225,0,0,0,2,0,0,0,0,8,0,0,8,6,clean
1,0.022974,0.002033,0,0,0,0,0.231447,0,0,4,4,0,0,0,0,1,0,0,51,5,clean
10,0,0.004894,0.010086,0,0,0.010505,0,0,0,0,1,0,0,0,0,21,0,0,0,9,clean
0,0.018776,0.000526,0,0,0,0,0.35167,0,0.000966,3,7,0,0,1.01,0,5,0,0,92,16,buggy
0,0.026915,0.007616,0.001799,2,0,0,0.474248,2.02,0,0,1,0.001796,0,0,0,0,0,0,6,16,buggy
5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,17,7,clean
1,0.000648,0,0,0,0,0,0.061715,0,0,0,1,0,0,0,0,0,0,0,6,1,buggy
0,0.006423,0.001113,0.000549,7,0,0,0.11457,1.01,0,0,1,0.000498,0,0,0,2,0,0,8,8,clean
0,0.006332,0,0.002713,2,0,0,0.206349,0,0,3,3,0,0,0,0,3,0,0,24,7,clean
2,0.208582,0.000687,0.000488,0,0,0,0.347748,0,0.034517,11,1,0,0,9.16,0,3,0,0,0,4,buggy
0,0.010231,0.000503,0,0,0,0,0.248675,0,0,0,1,0,0,0,0,3,0,0,6,7,clean
11,0.532839,0.011187,0.004729,0,1,0.005426,1.01253,0,0.001028,6,2,0,1.01,2.06,2,6,1,0.000183,19,18,buggy
0,0.026935,0.001226,0.001256,0,0,0,0.281968,0,0.001305,27,5,0,0,2.02,1,4,2,0,143,13,clean
14,0.017784,0.001526,0,0,0,0,0.102465,0,0,0,1,0,0,0,0,2,0,0,0,2,clean
0,0.015588,0.000537,0,0,0,0,0.262385,0,0,6,6,0,0,0,0,1,0,0,78,5,clean
0,0.001486,0,0,0,0,0,0.09499,0,0,0,2,0,0,0,0,0,0,0,6,3,clean
0,0.10781,0.003242,0.002713,2,0,0,0.49561,0,0,5,3,0,0,0,0,1,0,0,71,14,clean
0,0.07253,0,0,0,0,0,4.11741,0,0,0,1,0,0,0,0,1,0,0,0,0,clean
0,0.01152,0,0,2,0,0,0.135081,0,0,1,2,0,0,0,0,0,0,0,10,2,clean
0,0.025959,0.00443,0.005994,0,0,0,0.236319,0,0,19,5,0,0,1.03,0,3,0,0,92,6,clean
3,0.045445,0.002642,0,0,0,0,0.138302,0,0,0,1,0,0,0,1,0,0,0,6,11,buggy
0,0.013274,0,0,1,0,0,0.370064,0,0.001203,6,2,0,0,1.01,0,0,1,0,26,4,clean
0,0.005741,0,0,0,0,0,0.221422,0,0,5,3,0,0,0,0,1,0,0,14,2,clean
0,0.003193,0,0,2,0,0,0.169334,0,0,0,1,0,0,0,0,0,0,0,0,2,clean
0,0.000857,0,0,0,0,0,0.06092,0,0,0,1,0,0,0,0,0,0,0,6,4,buggy
19,0.049381,0,0,0,0,0,0.110538,0,0,0,1,0,0,0,0,0,0,0,6,2,clean
1,0.005985,0,0,1,0,0,0.239474,0,0,0,1,0,0,0,0,2,0,0,6,3,clean
1,0.003981,0,0,0,0,0,0.169334,0,0,0,1,0,0,0,0,3,0,0,0,3,clean
0,0.012856,0,0,0,0,0,0.157322,0,0.0074,30,5,0,0,3.12,0,1,0,0,251,7,clean
0,0.008508,0,0,0,0,0,0.285475,0,0,0,1,0,0,0,0,1,0,0,6,11,clean
0,0.000399,0,0,0,0,0,0.061715,0,0,0,1,0,0,0,0,0,0,0,9,6,clean
0,0.036348,0.000703,0.0006,0,0,0.000741,0.378963,0,0.005384,21,3,0,0,2.06,0,9,0,0,35,20,clean
8,0.005307,0,0,0,0,0,0.097266,0,0,0,1,0,0,0,0,4,0,0,0,1,clean
2,0.012584,0,0.000835,0,0,0,0.269015,0,0.001986,0,3,0,0,1.01,0,2,0,0,21,11,clean
0,0.041109,0,0,0,0,0,0.285053,0,0,0,1,0,0,0,0,3,0,0,0,2,buggy
2,0.013729,0,0,0,0,0,0.149601,0,0.000543,2,3,0,0,1.02,0,3,0,0,34,7,clean
11,0.291638,0.000909,0.002199,0,0,0.002722,0.439562,0,0,0,1,0,0,0,0,12,1,0,6,10,buggy
0,0.009451,0,0,0,0,0,0.268815,0,0,5,3,0,0,0,0,2,1,0,67,7,clean
0,0.016933,0,0,2,0,0,0.140719,0,0,0,3,0,0,0,0,0,0,0,16,1,clean
0,0.003005,0,0,0,0,0,0.130918,0,0,0,3,0,0,0,0,3,0,0,34,7,clean
4,0.27717,0.000836,0.000504,0,0,0.000833,0.616172,0,0,0,1,0,0,0,0,1,0,0,6,3,clean
3,0.05717,0,0,0,0,0,0.157739,0,0,0,2,0,0,0,0,1,0,0,29,6,clean
0,0.127028,0.004887,0,1,0,0,0.560387,0,0.023538,43,2,0,0,8.2,0,1,0,0,6,10,clean
0,0.044551,0.003057,0.002243,2,0,0,0.421727,0,0.001986,0,3,0,0,1.01,0,3,0,0,32,14,clean
0,0.000665,0,0,0,0,0,0.052586,0,0,0,6,0,0,0,0,0,0,0,20,2,clean
0,0.000117,0,0,0,0,0,0.06092,0,0,0,1,0,0,0,0,0,1,0,6,1,clean
1,0.072874,0.00334,0,0,0,0.001005,0.561237,0,0,1,3,0,0,0,0,1,0,0,72,9,clean
15,0.067882,0,0.010093,0,0,0,4.09013,0,0,0,1,0,0,0,0,39,1,0,6,9,clean
1,0.026681,0.002425,0.000757,0,0,0.000665,0.286389,0,0,0,1,0,0,0,0,2,0,0,0,9,clean
1,0.017058,0,0,0,0,0,0.197615,0,0,4,3,0,0,0,0,1,0,0,9,1,clean
0,0.004604,0,0,0,0,0,0.13759,0,0,2,1,0,0,0,0,1,0,0,9,8,clean
3,0.098615,0.001498,0,0,0,0.001748,0.221531,0,0,0,1,0,0,0,0,1,0,0,7,2,clean
0,0.004988,0,0,0,0,0,0.052586,0,0,13,5,0,0,0,0,0,0,0,80,7,clean
0,0.025137,0,0,0,0,0,0.197819,0,0,0,1,0,0,0,0,1,0,0,6,5,clean
0,0.003189,0,0,0,0,0,0.169334,0,0,0,1,0,0,0,0,2,0,0,6,12,clean
1,0.083929,0.001664,0.000284,0,0,0.001594,0.497542,0,0.001317,5,3,0,3.03,3.07,0,1,0,0.000993,31,3,clean
0,0.081698,0.000934,0,0,0,0,0.318859,0,0,2,2,0,0,0,0,0,0,0,9,2,clean
0,0.001136,0,0,0,0,0,0.09499,0,0,0,2,0,0,0,0,0,0,0,6,3,clean
0,0.00239,0,0,0,0,0,0.095785,0,0.001175,5,3,0,0,1.01,0,1,0,0,14,3,clean
0,0.04032,0,0.001432,0,0,0,0.28873,0,0,4,2,0,0,0,0,4,0,0,18,6,clean
6,0.021319,0.001685,0,0,0,0.001697,0.312227,0,0.001986,2,5,0,0,1.01,0,4,0,0,72,5,clean
5,0.032409,0.001047,0.001131,0,0,0.001242,0.104707,0,0,14,1,0,0,0,0,5,0,0,0,8,clean
0,0.038033,0.000702,0,0,0,0.000741,0.384781,0,0.001986,0,3,0,0,1.01,0,3,0,0,21,9,clean
1,0.00718,0.000537,0,0,0,0,0.130509,0,0,0,1,0,0,0,0,0,0,0,0,6,buggy
7,0.153059,0.001306,0,0,0,0.002358,0.271362,0,0,0,1,0,0,0,0,0,0,0,6,5,clean
0,0.15206,0.006225,0,0,0,0,0.5292,0,0,0,1,0,0,0,0,0,1,0,6,10,buggy
0,0.000274,0,0,0,0,0,0.061715,0,0,0,1,0,0,0,0,0,0,0,0,4,clean
1,0.018105,0,0,0,0,0,0.093944,0,0,13,5,0,0,0,0,0,0,0,80,7,clean
10,0.12552,0.008228,0,0,0,0.001809,0.426771,0,0,0,1,0,0,0,0,3,0,0,6,11,buggy
1,0.006675,0,0,0,0,0,0.255261,0,0,0,1,0,0,0,0,2,0,0,6,5,clean
3,0.116567,0.001371,0,2,0,0.001161,0.190289,0,0.00374,0,2,0,0,1.01,0,4,0,0,56,7,buggy
1,0.064607,0.001482,0,2,0,0.0006,0.550306,0,0.003121,0,1,0,0,3.11,0,0,0,0,6,6,buggy
4,0.02255,0,0.000835,0,0,0.002209,0.226056,0,0,0,1,0,0,0,0,4,1,0,0,7,clean
52,0.393324,0.009625,0.006789,0,0,0.01819,0.593991,0,0,0,1,0,0,0,0,34,3,0,0,15,buggy
1,0.017489,0.004189,0,8,0,0,0.278914,1.01,0,0,3,0.000683,0,0,0,2,0,0,17,14,clean
0,0.035857,0.001423,0,0,0,0,0.173855,0,0.002202,3,4,0,1.01,1.02,0,0,0,0.00166,51,3,clean
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,clean
0,0.013291,0.0007,0,0,0,0,0.242331,0,0.000762,6,3,0,0,1.01,0,3,1,0,56,7,clean
0,0.050873,0,0.002259,0,0,0,0.10439,0,0,0,1,0,0,0,0,1,0,0,0,2,buggy
19,0.215509,0.00137,0.011144,0,2,0.00455,0.948907,0,0,0,1,0,0,0,1,18,5,0,0,10,buggy
1,0.004121,0,0,0,0,0,0.09499,0,0,4,3,0,0,0,0,3,0,0,36,9,buggy
1,0.052919,0,0,4,0,0,0.157739,0,0,0,3,0,0,0,0,4,0,0,14,14,clean
0,0.08822,0.011842,0.023449,0,0,0,0.36444,0,0.016204,9,3,0,0,2.02,0,4,0,0,57,10,clean
0,0.018088,0.001089,0,0,0,0,0.221986,0,0,1,4,0,1.02,0,0,0,0,0.0023,73,8,clean
0,0.007945,0,0,0,0,0,0.06092,0,0,0,1,0,0,0,0,0,0,0,0,2,clean
0,0.011007,0.001708,0.001983,0,0,0,0.219524,0,0,0,1,0,0,0,0,1,0,0,0,2,clean
0,0.003426,0,0,1,0,0,0.196109,0,0.000762,6,3,0,0,1.01,0,1,0,0,39,4,clean
0,0.03501,0.00129,0.00149,1,0,0,0.148539,0,0,0,1,0,0,0,0,6,0,0,19,15,clean
0,0.017553,0.001254,0.002713,5,0,0,0.367681,0,0,1,2,0,0,0,2,1,2,0,14,11,clean
0,0.000574,0,0,0,0,0,0.061715,0,0,0,1,0,0,0,0,1,0,0,0,3,clean
0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,5,1,clean
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,34,6,clean
5,0.060891,0.002494,0.002264,0,0,0.003474,0.389329,0,0.001986,0,3,0,0,1.01,0,10,0,0,21,4,clean
0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,5,3,clean
4,0.010696,0,0,0,0,0.000572,0.196003,0,0,0,2,0,0,0,0,2,0,0,18,5,clean
3,0.019306,0,0,0,0,0,0.430581,0,0.000854,2,3,0,1.01,1.01,0,0,1,0.000297,15,2,buggy
0,0.004224,0,0,0,0,0,0.168539,0,0,5,3,0,0,0,0,3,0,0,32,10,clean
0,0.002308,0,0,1,0,0,0.095785,0,0,0,1,0,0,0,0,3,0,0,0,4,clean
0,0.018329,0,0,0,0,0,0.183292,0,0,0,1,0,0,0,0,1,0,0,7,2,clean
0,0.004601,0,0,0,0,0,0.103073,0,0,0,1,0,0,0,0,0,0,0,0,1,clean
1,0.025373,0,0,2,0,0,0.142065,0,0,0,1,0,0,0,0,1,0,0,0,1,clean
0,0.011702,0,0.001475,0,0,0,0.139582,0,0,5,3,0,0,0,0,1,0,0,14,2,clean
2,0.002447,0,0,0,0,0,0.097967,0,0,3,1,0,0,0,0,4,0,0,10,5,clean
0,0.035718,0.003336,0.003321,2,0,0,0.530239,0,0.000966,2,7,0,0,1.01,0,6,0,0,101,37,clean
1,0.021589,0.000619,0.00036,0,0,0,0.262579,0,0,0,1,0,0,0,0,10,0,0,6,11,clean
0,0.002312,0,0,0,0,0,0.147296,0,0,0,1,0,0,0,0,1,0,0,0,2,clean
0,0.005728,0,0,1,0,0,0.077936,1.01,0.002859,10,3,0.001788,0,1.07,0,1,0,0,120,1,clean
0,0.012543,0,0,1,0,0,0.307941,0,0,0,1,0,0,0,0,2,0,0,6,6,clean
0,0.011098,0.000777,0.002713,2,0,0,0.225042,0,0.002952,1,4,0,0,2.02,1,2,0,0,63,4,clean
2,0.019457,0,0.002713,5,0,0,0.216974,0,0,30,3,0,0,0,0,3,0,0,17,12,clean
0,0.008242,0,0,0,0,0,0.125048,0,0,11,3,0,0,0,0,0,0,0,23,1,clean
1,0.027318,0,0.000997,0,0,0.001086,0.219911,0,0,0,1,0,0,0,0,3,0,0,0,2,clean
11,0.080841,0,0.002816,0,0,0.000784,0.400782,0,0.001986,0,3,0,0,1.01,1,12,1,0,21,12,clean
0,0.004604,0,0,0,0,0,0.13759,0,0,2,1,0,0,0,0,1,0,0,9,8,clean
1,0.000312,0,0,0,0,0,0.06092,0,0,0,1,0,0,0,0,2,0,0,15,3,clean
0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,5,1,clean
0,0.005403,0,0,1,0,0,0.111127,1.01,0,4,5,0.005184,0,0,0,1,0,0,64,3,clean
0,0.000923,0,0,0,0,0,0.06943,0,0.001175,5,3,0,0,1.01,0,0,0,0,14,3,clean
0,0.044066,0.004023,0,3,0,0,0.343141,0,0,0,4,0,0,0,0,8,1,0,31,33,clean
3,0,0,0.002713,0,0,0.001351,0,0,0,0,1,0,0,0,0,5,0,0,6,2,clean
1,0.015804,0,0.001099,0,0,0.001005,0.381548,0,0,0,2,0,0,0,0,2,0,0,3,1,clean
0,0.001749,0,0,0,0,0,0.130886,0,0,0,1,0,0,0,0,6,0,0,11,8,clean
1,0.001581,0,0,0,0,0,0.126065,0,0,0,1,0,0,0,0,1,0,0,6,1,clean
0,0.006531,0,0,0,0,0,0.179163,0,0,62,4,0,0,0,0,3,0,0,57,11,clean
0,0.000117,0,0,0,0,0,0.06092,0,0,0,1,0,0,0,0,0,1,0,6,1,clean
1,0.020891,0,0,0,0,0,0.16105,0,0,0,2,0,0,0,0,1,0,0,5,1,clean
0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,5,1,clean
28,0.241356,0.00358,0.004362,0,0,0.008236,0.884419,0,0.001986,2,5,0,0,1.01,0,13,1,0,74,14,clean
13,0.049208,0,0.000788,0,0,0.002154,0.336458,0,0.000895,1,2,0,1.01,1.01,0,7,0,0.000297,12,3,buggy
4,0.029334,0.003192,0,0,0,0.00236,0.347701,0,0,1,2,0,0,0,0,0,0,0,69,8,clean
7,0.182762,0,0,1,0,0,0.335727,0,0,0,1,0,0,0,0,5,1,0,0,7,buggy
5,0.103746,0.003637,0.003089,0,0,0.001473,0.257273,0,0.001422,2,3,0,0,2.04,0,12,0,0,63,36,clean
0,0.008474,0,0.001855,0,0,0,0.123344,0,0,0,1,0,0,0,0,3,0,0,7,5,clean
0,0.002678,0,0,0,0,0,0.09279,0,0,2,3,0,0,0,0,0,0,0,11,1,clean
0,0.006782,0,0,3,0,0,0.125048,0,0,0,1,0,0,0,0,0,0,0,0,0,clean
2,0.021725,0.000717,0.000938,0,0,0,0.354085,0,0,0,1,0,0,0,0,6,0,0,0,4,buggy
0,0.002676,0,0,5,0,0,0.169334,5.05,0,1,2,0.006191,0,0,0,0,0,0,39,1,clean
0,0.034148,0,0,2,0,0,0.269441,0,0,0,1,0,0,0,0,1,0,0,6,4,clean
0,0.060086,0.002885,0.004709,7,0,0,0.438454,8.1,0,0,3,0.009842,0,0,1,5,2,0,23,18,clean
1,0.008165,0,0,0,0,0.00408,0.099305,0,0,0,1,0,0,0,0,0,0,0,0,1,buggy
1,0.016161,0,0.0006,0,0,0,0.202284,0,0,0,1,0,0,0,0,3,0,0,0,3,clean
0,0.002312,0,0,0,0,0,0.107619,0,0,5,3,0,0,0,0,1,0,0,28,2,clean
0,0.042503,0.005638,0.001328,0,0,0,0.179606,0,0.00651,158,7,0,1.01,3.73,0,2,0,0.0023,523,12,clean
0,0.002197,0,0,0,0,0,0.110934,0,0,0,1,0,0,0,0,1,0,0,6,5,clean
0,0.011869,0,0,1,0,0,0.317973,0,0,0,1,0,0,0,0,0,0,0,0,9,clean
1,0.056987,0.002033,0.002183,0,0,0.002488,0.41057,0,0,1,2,0,0,0,0,3,0,0,4,4,clean
0,0.008696,0.00074,0.000835,2,0,0,0.229877,0,0,0,4,0,1.01,0,0,1,0,0.000706,5,10,clean
0,0.002547,0.000845,0,0,0,0,0.095785,0,0.001175,7,3,0,0,1.01,0,0,0,0,14,2,clean
0,0.006841,0,0,2,0,0,0.20523,0,0,0,1,0,0,0,0,1,0,0,0,1,clean
0,0.006732,0,0,0,0,0,0.187232,0,0,0,1,0,0,0,0,1,0,0,12,7,clean
1,0.016024,0,0,3,0,0,0.193361,0,0.00199,5,2,0,0,2.03,0,0,0,0,50,1,clean
0,0.103266,0.004712,0.003634,0,0,0.001604,0.783861,0,0.004502,0,4,0,1.01,2.02,0,7,2,0.00091,70,11,clean
3,0.099297,0.00099,0.001359,1,0,0.001025,0.521461,1.01,0,0,1,0.000227,0,0,0,3,2,0,6,1,clean
2,0.000748,0,0,0,0,0,0.061715,0,0,0,1,0,0,0,0,2,0,0,6,4,clean
0,0.003529,0,0,2,0,0,0.182272,1.02,0,0,1,0.000201,0,0,0,0,0,0,6,11,buggy
1,0.005592,0,0,0,0,0,0.240619,0,0,0,1,0,0,0,0,0,0,0,6,2,clean
3,0.036949,0,0,0,0,0,0.272807,0,0,0,1,0,0,0,0,0,0,0,0,0,buggy
0,0.011173,0,0,0,0,0,0.220689,0,0,0,1,0,0,0,0,2,0,0,0,2,clean
0,0.01509,0,0,0,0,0,0.117977,0,0.005456,28,5,0,0,2.17,0,1,0,0,248,7,clean
0,0.002385,0,0,0,0,0,0.061041,0,0,0,1,0,0,0,0,0,0,0,6,1,clean
6,0.038333,0.00117,0.001053,0,0,0.001005,0.44382,0,0,0,1,0,0,0,0,1,0,0,0,3,clean
1,0.149015,0,0.004435,0,0,0.004351,0.234636,0,0.007931,3,3,0,0,3.06,0,15,0,0,34,7,clean
28,0.271423,0,0.001922,0,0,0.00236,0.225835,0,0,2,5,0,0,0,0,19,1,0,70,14,clean
2,0.01512,0,0,0,0,0.001272,0.178441,0,0,13,5,0,0,0,0,6,0,0,80,10,clean
29,0.443198,0.00499,0.008717,0,0,0.007458,0.908089,0,0.001986,2,5,0,0,1.01,0,15,3,0,71,15,buggy
15,0.31972,0.005368,0.005702,0,0,0.002319,0.591774,0,0.004977,0,4,0,1.01,2.02,0,4,1,0.00091,72,10,buggy
6,0.058686,0.000526,0,3,0,0,0.392315,2.02,0,0,1,0.001628,0,0,1,1,2,0,0,9,clean
7,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0,4,0,0,80,6,clean
3,0.001641,0,0,0,0,0,0.107253,0,0,0,1,0,0,0,0,1,0,0,6,3,clean
