@relation 'bugzilla-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R1-3,12-14'

@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute npt numeric
@attribute bug {1,0}

@data
0,0.425926,0.685185,54,1,17,287,1,0
0.736199,0.07215,0.034632,173.25,1,27,72,0.75,0
0,0.875,2.25,24,1,6,31,1,1
1,0.05,0.016667,60,1,8,726,1,1
0.998636,0.072289,0.02008,124.5,1,1,8,0.5,1
0,0.130435,0.130435,23,1,6,93,1,0
0,0.102041,0,49,0,2,44,1,0
0,0,0,47,1,1,0,1,0
0,0.013158,0.013158,76,0,2,209,1,0
0.63185,0.716049,1.691358,40.5,0,4,384,0.5,0
0,0,0,0,0,1,0,1,0
0,2.070175,0,57,0,1,0,1,0
0,0,0,0,0,1,0,1,0
0.861382,1.367647,0.235294,34,0,6,192,1,0
0,0.00431,0,77.333333,0,1,14,0.666667,1
0,0.166667,0.016667,60,1,16,47,1,0
0,0.074074,0.074074,54,1,16,73,1,1
0,0.018182,0.018182,55,1,14,70,1,1
0,0.025,0.025,40,1,9,96,1,0
0,0.1,0.025,40,1,7,135,1,1
1,0.064516,0.064516,31,0,2,70,1,0
0.604897,0.118993,0.131198,262.2,1,19,795,0.7,0
0,0.555556,0.047619,63,1,14,205,1,0
0,0.023256,0.023256,86,1,8,17,1,0
0,0.023256,0.046512,86,1,8,1,1,0
0,0.056818,0.034091,88,1,7,48,1,1
0,0.034884,0.034884,86,1,6,0,1,0
0,0.197674,0.174419,86,1,6,3,1,1
0,0.235294,0,85,1,6,80,1,1
0,0.929577,0.704225,71,1,5,364,1,1
0,0.025641,0.025641,78,0,4,111,1,0
0,0.014925,0,67,1,1,1,1,0
0.612671,0.525813,0.50956,261.5,0,7,259,0.75,0
0,0.056818,0.034091,88,1,8,89,1,0
0,0.034483,0.022989,87,1,8,21,1,0
0,0.006849,0.006849,146,1,18,2,1,0
0.783189,0.026178,0.063991,312.545455,1,38,64,0.727273,1
0,0.013333,0.006667,150,1,16,106,1,1
0,0.066667,0.006667,150,1,15,12,1,1
0,0.041096,0.041096,146,1,15,175,1,1
0,0.062069,0.062069,145,1,14,4,1,0
0.121159,0.982143,0.003247,308,1,13,22,1,1
0,0.028571,0.007143,140,1,10,66,1,1
0,0.398551,0.137681,138,1,10,2,1,1
0,0.008333,0.008333,120,1,10,3,1,0
0.847751,0.012576,0.000719,695.75,1,26,109,1,1
0,0.008772,0.008772,114,1,9,19,1,0
0,0.342342,0.324324,111,1,9,43,1,1
0,0.127273,0.145455,110,1,8,63,1,1
0,0.348214,0.169643,112,1,8,6,1,1
0,1.221154,2.221154,104,1,7,81,1,1
0,0.280702,0.169591,171,1,4,5,1,0
0,0.0375,0,160,1,4,3,1,1
0,0.019231,0.019231,156,1,4,0,1,1
0,0.057692,0.032051,156,1,4,42,1,1
0,0.2,0.122581,155,1,4,73,1,1
1,0.014599,0,68.5,1,11,41,1,0
0,0.018519,0.018519,108,0,2,78,1,0
0,0.018519,0.018519,108,1,2,52,1,0
0,0,0,108,0,1,0,1,1
0,0.031746,0.007937,126,1,16,808,1,0
0,0.105691,0.00813,123,1,13,365,1,0
0,0.006667,0.006667,150,1,18,232,1,0
0,0.029412,0,45.333333,0,1,120,0.666667,0
0,0,0,48.5,1,1,0,0.5,0
0,0.01105,0.005525,181,1,7,5,1,1
0,0.233696,0.032609,184,1,7,28,1,1
0,0,0,130.75,1,1,0,0.25,1
0,0,0,0,0,9,0,1,0
0,0,0.036585,164,0,2,0,1,0
0,0.018072,0,166,0,2,0,1,0
0,0.005495,0.005495,182,1,10,807,1,0
0.512197,0.286611,0.443515,159.333333,1,5,38,1,1
0.998562,0.025692,0.023715,168.666667,1,8,32,1,1
0,0.056604,0.037736,212,1,4,7,1,1
0,0.009434,0,212,1,3,11,1,0
0,0.042654,0.028436,211,1,3,3,1,1
0.483419,0.282873,0.41768,301.666667,1,26,23,1,1
0,0.038997,0,359,1,23,9,1,0
1,0.003247,0.003247,308,1,23,47,0.666667,0
0.204669,0.318912,0.529048,404.5,1,22,18,1,1
0.591673,0.003113,0.001245,803,1,22,18,0.5,0
0.922852,0.012852,0.0066,575.8,1,25,545,0.6,1
0,0.026263,0.00202,495,1,16,169,1,1
0,0.004049,0.004049,494,1,14,17,1,0
0,0,0.008114,493,1,13,47,1,0
1,0.002751,0,363.555556,1,18,873,0.666667,0
0.673814,0.012204,0.001907,437,1,16,482,0.833333,1
0,0.006098,0.042683,492,1,10,114,1,0
0.970951,0.005021,0.003347,597.5,1,10,206,0.5,0
1,0.011019,0.019835,453.75,1,10,764,1,1
0,0.008439,0.016878,474,1,7,10,1,0
0,0.016878,0.00211,474,1,6,1,1,1
0,0.010593,0.002119,472,1,5,185,1,1
0,0.002128,0.002128,470,1,3,8,1,1
0.935862,0.037351,0.016978,392.666667,0,3,8,1,1
1,0.013889,0.013889,72,1,2,161,1,0
0,0.044118,0,68,1,1,48,1,0
0,0.002421,0.002421,137.666667,0,3,0,0.666667,1
0,0.023904,0.001992,502,1,16,378,1,0
0,0,0.008114,493,1,13,104,1,0
0.639457,0.043228,0.004163,1561.5,1,34,1128,1,0
0.921352,0.002064,0.007078,565.166667,1,27,295,1,0
0.614138,0.046293,0.004177,1436.5,1,34,450,1,0
0,0.019608,0.019608,102,1,2,6,1,1
0,0,0,69,1,1,0,1,1
0,0.016827,0,416,1,11,25,1,0
0.772507,0.003133,0.001994,1170.333333,1,15,20,0.666667,0
0.991076,0.005263,0.004211,475,1,14,16,1,0
0.58843,0.039523,0.064736,733.75,1,35,19,0.75,1
0,0.036458,0,384,1,10,49,1,0
0,0.010638,0.005319,376,1,10,29,1,0
0,0.026738,0.005348,374,1,10,50,1,0
0,0.291105,0.264151,371,1,10,7,1,1
0.980796,0.006101,0.009152,273.166667,1,34,256,0.75,0
0.503258,0.007955,0.002273,440,1,15,17,1,1
0.90436,0.006855,0.006093,328.25,1,33,110,0.875,1
0,0.345238,0.318452,336,1,9,5,1,1
0,0.018576,0.006192,323,1,8,12,1,1
0,0.031034,0.02069,290,1,6,20,1,0
0,0.006969,0.006969,287,1,6,59,1,0
0,0.003534,0.003534,283,1,2,94,1,0
0,0.014134,0.007067,283,1,1,38,1,0
0.905647,0.180039,0.088063,255.5,1,10,866,1,0
0,0.003436,0,291,1,6,258,1,0
0,0.006969,0.006969,287,1,6,161,1,0
0,0.01108,0.00554,361,1,10,277,1,0
0,0.033426,0.002786,359,1,10,248,1,0
0.539048,0.042022,0.038789,567.166667,1,43,74,1,1
0,0.002304,0.002304,434,1,24,2,1,0
0,0.076566,0,431,1,23,59,1,1
0.547895,0.002538,0.024535,394,1,30,27,1,0
0,0.007282,0.004854,412,1,23,1,1,1
0,0.034063,0.019465,411,1,23,23,1,0
0,0.088235,0.004902,408,1,23,66,1,1
0.998846,0.048964,0.045198,265.5,1,24,20,1,1
0,0.4275,0.4375,400,1,23,8,1,1
0,0.002481,0.004963,403,1,23,120,1,1
0,0.029777,0.01737,403,1,22,7,1,1
0,0.007557,0,397,1,22,0,1,0
0,0.007614,0.005076,394,1,21,0,1,0
0,0.596439,1.376855,337,1,18,6,1,1
0,0.001742,0.001742,574,1,18,5,1,0
0.975106,0.004636,0.004636,377.5,1,29,246,1,1
0,0.019856,0.025271,554,1,18,58,1,1
0,0.318996,0.043011,558,1,18,128,1,1
0,0.002242,0.002242,446,1,18,1,1,0
0,0.002242,0.002242,446,0,17,9,1,0
0,0.015695,0.098655,446,1,16,44,1,1
0,0.002066,0.002066,484,1,12,5,1,1
0,0.002169,0.002169,461,1,12,6,1,0
0,0.002247,0.004494,445,1,7,116,1,0
0,0.002433,0,411,1,7,0,1,0
0,0.06326,0.021898,411,1,7,43,1,0
0,0.002525,0.002525,396,1,6,7,1,0
0,0.002525,0.002525,396,1,6,44,1,0
0.685065,0.176072,0.040632,443,1,7,185,1,1
0,0,0,306,1,3,8,1,0
0,0,0,0,0,1,0,1,0
0.885465,0.072785,0.080169,474,1,12,179,1,0
0.940286,0.00996,0.003984,502,1,26,1663,1,0
0,0.004338,0.004338,461,1,12,134,1,0
0.946395,0.001489,0.000496,671.666667,1,22,190,1,0
0,0.002165,0.008658,462,1,11,111,1,0
0.721928,0.003765,0.003765,664,0,22,157,1,0
0,0.017204,0.017204,465,0,11,110,1,0
0,0.015086,0.002155,464,0,11,106,1,0
0,0.004032,0.012097,496,0,11,97,1,0
0,0.011788,0.013752,509,1,11,87,1,0
0,0.005882,0.009804,510,0,11,87,1,0
0,0.014,0.004,500,1,11,86,1,0
0.287503,0.036702,0.03268,663,1,23,158,1,0
0,0.238384,0.00202,495,0,11,85,1,0
0,0.301887,0.214408,583,1,19,229,1,0
0,0.004695,0.002347,426,1,23,306,1,0
0,0.084706,0.004706,425,1,23,282,1,0
0,0.002481,0.004963,403,1,23,133,1,0
0,0.002309,0.002309,433,1,24,149,1,0
0,0.076212,0,433,1,23,128,1,0
0,0.162393,0,117,1,17,4,1,1
0,0.007042,0.007042,142,1,16,190,1,0
0,0.077465,0.042254,142,1,15,47,1,0
0,0.007143,0.007143,140,1,15,1,1,1
0,0.428571,0.535714,140,1,15,22,1,1
0,0.006494,0.006494,154,1,12,9,1,1
0,0.103896,0.071429,154,1,12,88,1,1
0.295182,0.089965,0.242215,289,1,15,20,1,1
0,0.004386,0,228,1,11,37,1,1
0,0.004386,0.004386,228,1,6,1,1,1
0,0.061674,0,227,1,4,216,1,1
0,0.004525,0.004525,221,1,3,185,1,1
0.998636,0.079848,0.007605,131.5,1,1,11,1,0
0.918296,0.006993,0.006993,214.5,0,5,6,1,0
0,0.004348,0,230,1,11,552,1,0
0,0.070513,0.038462,156,1,15,625,1,0
0,0.070968,0.03871,155,1,15,271,1,0
0,0.006536,0.006536,153,1,15,224,1,0
0,0.007042,0.007042,142,1,16,237,1,0
0,0,0,0,0,1,0,1,0
0,1.624506,0,253,0,1,0,1,0
0.811278,0.002825,0.002825,354,1,22,43,1,0
0.673707,0.041738,0.031516,391.333333,1,33,78,0.666667,1
0.924457,0.059486,0.025723,311,1,21,42,1,1
0.891205,0.061624,0.083795,511.166667,1,30,49,0.833333,1
0.910573,0.022727,0.009721,384.421053,1,35,166,0.526316,1
0.784234,0.015928,0.021653,365.272727,1,30,1337,1,1
0.97676,0.001786,0.009375,560,1,23,132,1,1
0,0.017751,0,338,1,15,5,1,0
0,0.003003,0.003003,333,1,15,19,1,0
0,0.017964,0,334,1,13,144,1,1
1,0.003185,0.003185,314,1,13,6,0.5,0
0,0.006079,0.015198,329,1,9,97,1,1
0,0.003012,0.003012,332,1,8,45,1,0
0,0.021341,0.021341,328,1,3,219,1,1
0.936667,0.069853,0.023897,272,1,21,946,1,0
0,0,0,0,0,1,0,1,0
0,1.746479,0,213,1,1,0,1,0
0,0,0,0,0,5,74,1,0
0.852959,0.400338,0.224662,118.4,0,2,158,0.8,0
0,0.555556,0.592593,27,0,6,192,1,0
0.833765,0.073913,0.073913,115,1,25,13,1,1
0,0.013699,0.013699,73,1,20,133,1,0
0.353359,0.135338,0.090226,66.5,1,19,9,1,1
0,0.014085,0.014085,71,1,19,1,1,0
0.934642,0.015581,0.012153,356.555556,1,35,566,0.777778,1
1,0.002083,0.002083,480,1,26,283,0.833333,0
0,0.103448,0,58,0,1,4,1,1
0,0.365854,0.02439,41,0,1,0,1,0
0,0.45,0.433333,60,0,6,120,1,0
0.719843,0.049029,0.025386,446.444444,1,24,1227,0.888889,0
0,0.013699,0.013699,73,1,20,139,1,0
0.885522,0.047354,0.009099,269.25,1,42,967,0.95,0
0,0.001558,0.001558,642,1,24,1,1,0
0,0.001558,0.001558,642,1,23,16,1,0
0.901709,0.007168,0.008798,613.8,1,36,108,0.8,0
0,0.013975,0.013975,644,1,23,30,1,0
0,0.033951,0.030864,648,1,23,4,1,1
0.924111,0.016351,0.005203,897,1,33,8,0.666667,1
0,0.007911,0.007911,632,1,23,0,1,1
0,0.415214,0.416799,631,1,23,4,1,1
0.164711,0.163743,0.315789,456,1,25,28,0.666667,1
0,0.007453,0,805,1,23,11,1,1
0,0.063591,0.197007,802,1,23,1,1,1
0,0.001155,0,866,1,23,0,1,0
0,0.015029,0.035838,865,1,23,4,1,1
0,0.122588,0.068104,881,1,23,7,1,1
0,0.082271,0.264195,863,1,23,6,1,0
0,0.005092,0,982,1,23,3,1,1
0.883425,0.022785,0.014684,658.333333,1,27,29,1,1
0,0,0.183695,969,1,23,0,1,0
0,0.002634,0,1139,1,23,6,1,0
0.124969,0.070006,0.106216,828.5,1,25,92,1,1
0,0.001684,0.001684,1188,1,23,21,1,0
0,0.001684,0.001684,1188,1,23,13,1,1
0,0.005051,0.004209,1188,1,23,1,1,1
0.657256,0.039501,0.037422,801.666667,1,34,21,1,1
0,0.037975,0.042194,1185,1,23,3,1,0
0,0.020781,0.014963,1203,1,23,6,1,0
0,0.015873,0.020886,1197,1,23,2,1,1
0.83161,0.000405,0.019028,352.857143,1,26,112,0.571429,0
0,0.001656,0,1208,1,19,28,1,0
0,0.012438,0.008292,1206,1,19,94,1,0
0,0.014073,0.012417,1208,1,19,10,1,0
0,0.016438,0.001826,1095,1,19,4,1,1
0,0.0046,0,1087,1,19,8,1,0
0,0.011982,0.000922,1085,1,19,1,1,1
0,0.000929,0.000929,1077,1,19,2,1,0
0,0.004664,0.004664,1072,1,19,9,1,1
0,0.004664,0.027985,1072,1,19,46,1,0
0.995227,0,0.006526,561.833333,1,27,0,0.166667,0
0,0.008257,0.001835,1090,1,18,29,1,0
0,0,0.000938,1066,1,15,104,1,0
0,0.001626,0.001626,615,1,14,28,1,0
0,0.001626,0.001626,615,0,13,0,1,0
0,0.002899,0.002899,690,1,12,2,1,0
0,0.001445,0.001445,692,1,11,45,1,1
0,0.001445,0.001445,692,1,8,41,1,0
0,0.017291,0.017291,694,1,5,3,1,0
0,0.004286,0.004286,700,1,5,17,1,1
0,0.001429,0.001429,700,1,5,141,1,1
0,0.002288,0.002288,437,1,3,4,1,0
0,0.002288,0.002288,437,1,3,2,1,0
0,0.080092,0.025172,437,0,3,19,1,1
0.997509,0.042893,0.030278,396.333333,1,4,135,0.333333,1
0,0.004938,0.004938,405,0,2,7,1,0
0.891337,0.646429,0.655357,420,0,10,314,0.75,0
0,0.062937,0.013986,715,1,13,752,1,0
0.314068,0.063046,0.075012,1086.5,1,15,208,1,0
0,0.004161,0.002774,721,1,18,564,1,0
0,0.002778,0.001389,720,1,14,301,1,0
0,0.062587,0.013908,719,1,13,158,1,0
0,0.008251,0,606,1,12,107,1,0
0,0.009917,0.271074,605,1,12,89,1,0
0.485461,0.005081,0.014228,492,1,20,170,1,0
0,0.009917,0.271074,605,0,12,89,1,0
0,0.001845,0.001845,1084,1,23,334,1,0
0,0.001845,0,1084,1,19,185,1,0
0,0.013863,0.009242,1082,1,19,157,1,0
0.815139,0.027333,0.01508,884.166667,1,33,742,1,0
0,0.0046,0,1087,1,19,9,1,0
0,0.004044,0.004044,989,1,23,227,1,0
0,0.008089,0,989,1,23,113,1,0
0,0.001016,0.001016,984,1,23,101,1,0
0,0.001016,0,984,1,23,98,1,0
0,0.005086,0,983,1,23,81,1,0
0.883425,0.024129,0.01555,621.666667,1,27,266,1,0
0,0,0.183695,969,1,23,37,1,0
0,0.002634,0,1139,1,23,37,1,0
0.933663,0.038375,0.005267,332.25,1,36,1262,1,0
0,0.001563,0.001563,640,1,24,164,1,0
0,0.001563,0.001563,640,1,23,163,1,0
0,0.035937,0.032813,640,1,23,53,1,0
0,0,0,0,0,1,0,1,0
0,0.010417,0.010417,96,1,3,0,1,0
0,0.177083,0.166667,96,1,3,0,1,0
0,1.842105,0,76,0,1,0,1,0
0.858183,0.015538,0.008769,342.105263,1,43,100,0.210526,1
0.926242,0.057018,0.019424,266,1,30,1976,0.833333,0
0,0,0,0,1,1,0,1,0
0,1.886926,0,283,1,1,0,1,0
0,0.003322,0.008306,602,1,27,6,1,0
0,0.00846,0.00846,591,1,27,9,1,0
0,0.011551,0.024752,606,1,27,15,1,1
0,0.003257,0.006515,614,1,27,6,1,0
0,0.022727,0.006494,616,1,27,4,1,1
0,0.041946,0,596,1,25,3,1,1
0,0.001727,0.001727,579,1,25,1,1,0
0,0.031034,0.006897,580,1,25,49,1,0
0,0.015789,0.008772,570,1,25,4,1,0
0,0.003521,0.001761,568,1,25,10,1,1
0,0.021164,0,567,1,25,13,1,0
0,0.120721,0.072072,555,1,24,26,1,1
0,0.001852,0.001852,540,1,24,11,1,0
0,0.001852,0.001852,540,1,24,22,1,1
0.522559,0.002706,0.008796,739,1,25,27,1,1
0,0.054845,0.023766,547,1,24,4,1,1
0.920478,0.009931,0.00431,762.428571,1,34,170,1,1
0,0.176909,0.027933,537,1,24,4,1,1
0,0.018868,0.012579,477,1,24,4,1,1
0.958712,0.037245,0.0513,711.5,1,25,4,1,1
0.332287,0.040275,0.007859,509,1,27,16,1,1
0.909511,0.043909,0.038952,706,1,25,10,0.5,1
0.946647,0.034884,0.018895,688,1,25,14,1,0
0,0.005859,0.001953,512,1,24,3,1,1
0,0.113725,0.086275,510,1,24,4,1,1
0,0.001984,0,504,1,24,0,1,0
0,0.011928,0.013917,503,1,24,28,1,0
0,0.001946,0.001946,514,1,23,3,1,1
0.57934,0.024444,0.025778,562.5,1,33,0,0.5,1
0.828775,0.010496,0.006941,492.25,1,37,180,0.75,1
0.899744,0.007256,0.005277,758,1,24,7,1,1
0,0.001754,0.001754,570,1,22,1,1,0
0.714842,0.015009,0.009005,666.285714,1,34,626,0.857143,1
0,0.005172,0.001724,580,1,21,78,1,0
0.892008,0.007191,0.007191,649,1,31,11,0.666667,1
0,0.001736,0.001736,576,1,21,5,1,0
0,0.005208,0.005208,576,1,21,1,1,1
0.632413,0.041284,0.01789,436,1,32,914,0.8,1
0,0,0.005119,586,1,21,0,1,0
0,0.003401,0.001701,588,1,21,0,1,1
0,0.015332,0.001704,587,1,21,24,1,0
0,0.001724,0,580,1,21,0,1,0
0,0.006908,0.006908,579,1,20,18,1,0
0,0.001721,0.005164,581,1,20,5,1,0
0,0.04811,0.017182,582,1,20,125,1,1
0,0.001773,0.001773,564,1,19,45,1,0
0,0.008897,0.003559,562,1,17,46,1,1
0,0.003676,0.003676,544,1,14,31,1,0
0,0.003676,0,544,1,13,2,1,0
0,0.036969,0.036969,541,1,12,41,1,0
0,0.007449,0.001862,537,1,10,12,1,0
0,0.001873,0.001873,534,1,8,14,1,1
0,0.001873,0.001873,534,1,8,0,1,1
0,0.003745,0.001873,534,1,8,5,1,1
0,0.013133,0.003752,533,1,7,86,1,1
0,0.166667,0.113636,528,1,7,7,1,1
1,0.002188,0.002188,457,1,9,66,1,1
0,0,0.003861,518,1,5,10,1,0
0.146094,0.038058,0.024934,381,0,9,26,1,1
0,0.082852,0.015414,519,1,4,1,1,1
0,0.002037,0.002037,491,1,4,1,1,1
0,0.004073,0.002037,491,1,4,24,1,0
0,0.012397,0.006198,484,0,2,0,1,1
0.234463,0.06213,0.019527,422.5,0,7,5,0.75,0
0,0.003752,0.003752,533,1,14,364,1,0
0.918296,0.001855,0,808.5,1,14,732,1,0
0,0.007533,0.001883,531,1,10,171,1,0
0,0.014363,0.019749,557,0,10,87,1,0
0.472952,0.568633,0.08695,485.5,1,23,584,0.928571,0
0,0.001805,0.001805,554,1,21,912,1,0
0.995227,0,0.007736,474,1,27,5058,0.5,0
0,0.019964,0.005445,551,1,21,803,1,0
0,0.003676,0.003676,544,1,14,33,1,0
0,0.048387,0.012545,558,0,15,85,1,0
0,0.03525,0.012987,539,1,15,80,1,0
0.982141,0.004359,0.004359,535.333333,0,22,171,1,0
0,0.011299,0.00565,531,0,15,53,1,0
0.863121,0.004888,0.008798,511.5,0,18,137,1,0
0.6474,0.016703,0.008082,618.666667,0,22,96,1,0
0.561825,0.034961,0.022905,553,0,22,100,1,0
0,0.010204,0.003401,588,1,24,519,1,0
0.678199,0.010513,0.018553,539,1,34,1165,1,0
0,0.001695,0.001695,590,1,22,215,1,0
0,0.005093,0.001698,589,1,21,99,1,0
0,0.001706,0.001706,586,1,21,16,1,0
0,0.005119,0.005119,586,1,21,11,1,0
0,0.021053,0,570,1,25,176,1,0
0,0.001842,0.001842,543,1,24,119,1,0
0.522559,0.002701,0.008778,740.5,1,25,177,1,0
0,0,0.001815,551,1,24,67,1,0
0,0.172101,0.027174,552,1,24,67,1,0
0.997294,0.04446,0.05928,708.5,1,25,91,1,0
0.332287,0.039347,0.007678,521,1,27,134,1,0
0,0.009091,0.009091,220,1,4,0,1,0
0,0.004545,0.004545,220,1,4,15,1,0
0,0.004695,0.004695,213,1,3,4,1,0
0,0.14554,0.00939,213,1,3,67,1,1
0,0.010309,0.010309,194,1,2,35,1,0
0,0.030928,0.030928,194,1,1,8,1,1
0,0.005128,0.005128,195,1,4,568,1,0
1,0.007282,0.002427,206,1,5,259,1,0
0,0.010309,0.010309,194,1,2,137,1,0
0,0.004695,0.004695,213,1,4,339,1,0
0.999728,0.512712,0.360169,118,1,20,153,1,0
0,0.007634,0.007634,131,1,20,80,1,0
0.906976,0.002637,0.00879,487.571429,1,39,157,0.714286,1
0.943279,0.056047,0.076696,254.25,1,28,81,1,1
0.949452,0.03255,0.001808,276.5,1,21,14,0.5,1
0.949452,0.03255,0.001808,276.5,1,21,58,1,1
0.868014,0.0415,0.12929,156.625,1,26,246,0.75,1
0.91899,0.008363,0.009558,279,1,23,45,0.666667,0
0.753959,0.355932,0.398305,157.333333,1,19,116,0.666667,1
0,0.018265,0.022831,219,1,16,11,1,0
0.150451,0.204578,0.32475,349.5,1,19,173,1,1
0,0.016722,0.013378,299,1,14,1,1,0
0,0.003344,0.003344,299,1,5,2,1,0
0.997683,0.018132,0.018132,367.666667,1,6,425,1,0
0.748381,0.03095,0.009605,234.25,1,31,1295,1,0
0,0.007576,0.007576,132,1,20,179,1,0
0,0.064394,0.037879,264,1,5,12,1,0
0,0.091954,0.191571,261,1,5,0,1,1
0,0.007092,0.007092,282,1,5,17,1,0
0.769952,0.020083,0.018369,583.285714,1,36,87,0.857143,1
0,0.336879,0.180851,282,1,3,33,1,1
0,0.064151,0.037736,265,1,5,45,1,0
0.498028,0.131004,0.008734,229,1,15,690,1,0
0,0,0,239,1,1,0,1,1
0.746137,0.030066,0.017901,594.764706,1,45,452,0.647059,0
0.47583,0.029951,0.00284,774.6,1,35,79,0.8,0
0,0.022876,0.022876,306,1,30,5,1,0
0,0.003268,0,306,1,30,20,1,0
0.833734,0.008061,0.000403,992.4,1,41,37,0.8,0
0.691658,0.008999,0.037321,472.25,1,39,382,0.875,1
0,0.011799,0,339,1,29,67,1,0
0.936667,0.004598,0.014943,435,1,37,34,1,0
0,0.108504,0.067449,341,1,29,37,1,1
0,0.05638,0.041543,337,1,29,1,1,0
0.691241,0.032003,0.016199,506.2,1,37,97,1,1
0,0.003077,0.003077,325,1,29,54,1,1
0,0.003077,0.003077,325,1,29,0,1,0
0,0.027692,0.030769,325,1,28,0,1,1
0,0.006309,0,317,1,27,9,1,0
0,0,0.012658,316,1,27,1,1,0
0.96042,0.003171,0.004933,567.6,1,34,70,0.7,1
0,0.101124,0.026217,267,1,26,78,1,1
0.468996,0.015794,0.000831,601.5,1,31,53,1,0
0.79998,0.047101,0.010145,460,1,32,55,0.666667,1
0,0.004405,0,227,1,26,0,1,0
0,0.004425,0,226,1,26,6,1,0
0,0.008889,0.008889,225,1,26,71,1,0
0,0.062222,0.075556,225,1,26,11,1,1
0,0.074236,0.052402,229,1,25,46,1,0
0,0.017778,0,225,1,24,146,1,0
0,0.054795,0.045662,219,1,24,32,1,1
0,0.004651,0.004651,215,1,22,7,1,0
0,0.004651,0,215,1,21,0,1,0
0,0.009346,0,214,1,21,52,1,0
0,0.004695,0.004695,213,1,20,43,1,0
0,0.042654,0.028436,211,1,20,20,1,0
0,0.009479,0,211,1,20,28,1,1
0.873479,0.001613,0.008065,413.333333,1,24,31,1,1
0,0.004444,0,225,1,19,3,1,0
0,0.004464,0.004464,224,1,19,13,1,1
0,0.023364,0,214,1,19,0,1,0
0,0.876777,1.725118,211,1,17,3,1,1
0,0.002915,0,343,1,16,13,1,1
0,0.005865,0.002933,341,1,15,8,1,1
0,0.041176,0.011765,340,1,15,5,1,0
0,0.210843,0.087349,332,1,15,23,1,1
0,0.003279,0.003279,305,1,15,20,1,0
0,0.006557,0.006557,305,1,15,0,1,0
0,0.006557,0,305,1,15,75,1,0
0,0.050167,0.050167,299,1,14,0,1,0
0,0.030303,0.094276,297,1,14,6,1,0
0,0.092105,0.029605,304,1,14,3,1,1
0,0.003367,0.003367,297,1,12,149,1,0
0,0.006734,0.006734,297,0,11,43,1,1
0,0.003367,0.003367,297,1,10,3,1,0
0,0.030303,0.003367,297,1,10,41,1,1
0,0.12069,0.141379,290,1,8,8,1,1
0.938315,0.13577,0.02611,191.5,1,7,11,1,1
0,0.012552,0,239,1,7,11,1,1
0,0.050847,0.012712,236,1,7,8,1,0
0,0.022831,0,219,0,7,1,1,1
0,0.004651,0,215,0,7,64,1,1
0,0.004673,0.009346,214,0,6,10,1,1
0,0.071429,0.071429,196,1,5,0,1,0
0,0.188776,0.188776,196,1,5,2,1,1
0,0.041451,0.036269,193,1,4,54,1,0
0.961237,0.098901,0.008242,182,1,2,45,1,1
0,0.005435,0.005435,184,1,2,21,1,0
0,0.010929,0.010929,183,0,2,12,1,0
1,0.031983,0.002132,234.5,1,1,32,1,1
0,0.00578,0,173,1,1,6,1,0
0,0.00641,0.00641,156,1,1,1,1,0
0,0.00641,0.00641,156,1,1,4,1,0
0,0.00641,0.00641,156,0,1,0,1,0
0,0.147436,0.147436,156,1,1,1,1,1
0.591673,0.007021,0.007021,498.5,1,16,40,1,0
0,0.002924,0,342,1,15,104,1,0
0.876751,0.028423,0.018001,527.75,1,36,4431,1,0
0,0.004444,0,225,1,19,19,1,0
0,0.004464,0.004464,224,1,19,16,1,0
0.61582,0.055556,0.04963,337.5,1,23,274,1,0
0.591673,0.020408,0.005566,269.5,1,28,495,1,0
0,0.00295,0,339,1,30,454,1,0
0.89809,0.003333,0.007333,375,1,34,630,1,0
0,0.032353,0.005882,340,1,29,152,1,0
0,0.020588,0.020588,340,1,30,295,1,0
0,0.002941,0,340,1,30,281,1,0
0,0,0,0,0,1,5,1,0
0,0.034483,0.012931,232,1,1,4,1,0
0,0.004386,0.004386,228,1,1,0,1,0
0,0,0,228,1,1,0,1,1
0.270722,0.001854,0.139944,359.666667,1,37,3,0.666667,0
0.872517,0.006809,0.012071,807.75,1,40,113,1,0
0.997772,0.011628,0.012996,731,1,35,22,1,0
0.890492,0.006024,0.072289,249,1,37,0,0.5,1
0,0,0.068966,261,1,34,7,1,0
0,0,0.023729,295,1,34,0,1,0
0.991076,0.009653,0.007722,777,1,35,1,1,0
0.461274,0.065127,0.081809,445.285714,1,37,255,1,1
0,0.008753,0,457,1,34,0,1,1
0.724786,0.01208,0.014369,413.894737,1,39,193,0.473684,1
0,0,0.019651,458,1,34,1,1,0
0,0.014925,0.005597,536,1,34,4,1,0
0.79208,0.008592,0.004296,523.75,1,36,49,1,1
0.995188,0.04901,0.043355,530.5,1,34,10,1,1
0,0,0.019969,651,1,34,0,1,0
0.738285,0.012543,0.014823,438.5,1,34,37,1,1
0,0.003021,0.009063,662,1,34,5,1,1
0,0.002999,0.001499,667,1,33,5,1,0
0,0.054054,0.028529,666,1,33,23,1,1
0,0.00761,0.003044,657,1,33,1,1,0
0,0.00315,0.00315,635,1,33,10,1,1
0.84916,0.004944,0.002414,322.148148,1,38,1078,0.814815,1
