@relation data/M_multi_metrics_PDE.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R47-weka.filters.unsupervised.attribute.Remove-R47-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R39-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R50-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Remove-R29-weka.filters.unsupervised.attribute.Remove-R32-weka.filters.unsupervised.attribute.Remove-R22-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R25-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.Remove-R22-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.attribute.Remove-R29-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Remove-R20

@attribute ck_oo_numberOfPrivateMethods numeric
@attribute LDHH_fanIn numeric
@attribute CvsWEntropy numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute LDHH_numberOfPrivateAttributes numeric
@attribute CvsEntropy numeric
@attribute LDHH_numberOfPublicAttributes numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute WCHU_numberOfPrivateAttributes numeric
@attribute CvsLogEntropy numeric
@attribute LDHH_numberOfAttributesInherited numeric
@attribute ck_oo_fanOut numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_dit numeric
@attribute ck_oo_fanIn numeric
@attribute LDHH_noc numeric
@attribute WCHU_dit numeric
@attribute ck_oo_numberOfAttributes numeric
@attribute numberOfHighPriorityBugsFoundUntil: numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute numberOfMajorBugsFoundUntil: numeric
@attribute LDHH_dit numeric
@attribute WCHU_numberOfMethodsInherited numeric
@attribute LDHH_fanOut numeric
@attribute ck_oo_numberOfPublicMethods numeric
@attribute CvsExpEntropy numeric
@attribute class {buggy,clean}

@data
1,0.001979,0.021203,0,0,4.79899,0,0,0,0.001272,0,0.145418,0,7,0,1,1,0,0,0,0,0,0,0,0,0.001534,1,0.040495,buggy
16,0,0.002384,0,0,1.38451,0,0,0,0,0,0.049262,0,25,2,5,4,0,0,19,0,19,0,0,0,0,19,0.029068,clean
1,0,0.001248,0,0,4.19546,0,0,0,0,0,0.119524,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0.031517,buggy
1,0,0.004365,0,0,3.15241,0,0,0,0,0,0.103077,0,5,0,1,1,0,0,1,0,1,0,0,0,0,1,0.042799,clean
1,0,0.009918,0,0.001228,11.1153,0,0,0,0,1.01,0.28513,0,5,0,1,1,0,0,1,0,1,0,0,0,0.002854,4,0.041132,clean
1,0,0.005,0,0,3.05459,0,2,0,0,0,0.103073,0,2,0,1,7,0,0,1,0,1,0,0,0,0,5,0.048942,clean
0,0.002598,0.003295,0,0.002713,6.09363,0,9,0,0,1.01,0.185614,0,4,0,2,9,0.001889,0,2,0,2,0,0,1.01,0,5,0.051836,clean
1,0.000792,0.055484,0.003892,0.004315,25.7875,0,0,0,0.00236,4.08,0.665477,0.002859,17,5,4,1,0,1.02,2,0,2,1,0.0023,12.31,0.005978,10,0.075384,clean
1,0,0.001422,0,0,2.99178,0,0,0,0,0,0.099413,0,0,0,1,5,0,0,2,0,1,0,0,0,0,4,0.043815,clean
0,0,0.054939,0,0.004099,7.17242,0,0,0,0,1.02,0.228232,0,4,3,3,1,0,0,4,0,4,0,0,3.04,0.005787,1,0.104807,buggy
12,0.045633,0.373898,0.009485,0.003532,33.6659,0,0,4,0.007238,3.05,0.958309,0,23,0,1,27,0,0,6,5,6,6,0,2.02,0.019719,21,0.222775,buggy
0,0.00243,0.064898,0.002434,0.002713,5.63729,0,3,0,0,1.01,0.176667,0.005456,4,28,4,14,0.001788,0,1,0,1,0,0,3.47,0,14,0.056957,clean
5,0.00501,0.158569,0,0,19.8036,0,0,0,0.003755,0,0.514681,0,6,0,1,4,0,0,4,0,1,0,0,1.01,0.00287,7,0.075247,clean
11,0.002157,0.133105,0.00053,0.002038,19.1818,0,2,0,0.002487,2.09,0.495106,0.001986,19,0,3,3,0.000498,0,13,0,12,0,0,4.08,0.008369,7,0.059104,clean
0,0.000615,0.021781,0.000777,0.002713,19.1282,0,1,0,0.000319,1.01,0.511397,0.000966,4,2,6,2,0,0,2,0,1,0,0,5.08,0.004013,10,0.072878,clean
2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,6,0,0,3,0,1,0,0,0,0,4,0,clean
0,0.006354,0.005398,0,0,8.05292,0,0,0,0,0,0.234844,0,1,0,1,0,0,0,0,0,0,0,0,1.01,0.003303,1,0.059362,clean
2,0.004801,0.063238,0.004088,0.001922,19.8138,0,0,1,0,1.01,0.524193,0,29,1,3,5,0,0,1,2,1,3,0,12.22,0.000787,11,0.088857,buggy
0,0,0.009932,0.00126,0,9.53614,0.000389,0,0,0,0,0.25412,0,1,0,1,0,0,0,1,0,0,0,0,0,0.002006,1,0.039735,clean
0,0,0.003764,0.000407,0,2.97312,0,0,0,0,0,0.09279,0.001959,2,5,2,1,0,0,0,0,0,0,0,2.31,0.001234,3,0.034972,clean
0,0,0.116715,0.00117,0.001053,16.1061,0,0,0,0,1.01,0.410909,0.002445,9,12,2,1,0,0,2,0,2,1,0,3.05,0.003262,3,0.044892,clean
0,0,0.031897,0,0,6.90917,0,0,0,0,0,0.1993,0,5,1,3,1,0,0,0,0,0,0,0,1.02,0,1,0.041551,clean
5,0,0.191977,0,0.011941,22.9998,0,0,1,0.011984,5.17,0.660711,0.005045,9,11,2,1,0,0,19,0,18,3,0,1.01,0.013373,4,0.220466,buggy
0,0.000861,0.005865,0,0,10.1983,0,0,0,0,0,0.253344,0.000762,5,7,3,2,0,0,2,0,2,0,0,2.07,0.000989,7,0.031468,clean
0,0,0.008712,0.002434,0,4.51037,0,0,0,0.002409,0,0.14367,0,2,0,1,1,0,0,2,0,2,0,0,0,0,2,0.051645,clean
0,0,0.035008,0,0,11.1043,0,1,0,0,0,0.301086,0,3,0,1,3,0,0,6,0,5,0,0,1.01,0.002545,5,0.046867,buggy
0,0.009365,0.015448,0,0,4.41258,0,0,0,0,0,0.138856,0,4,5,6,11,0,0,3,0,3,0,0,2.06,0,3,0.046384,clean
1,0,0.012715,0,0,9.1192,0,0,0,0,0,0.267765,0,6,0,2,1,0,0,1,0,0,0,0,3.09,0,1,0.058961,clean
0,0.002382,0.012768,0,0,14.0791,0,1,0,0.002409,0,0.38395,0,2,0,1,6,0.001082,0,9,0,3,0,0,1.01,0.002006,2,0.067598,clean
0,0.015694,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,0,0,0,0,0,0,0,0,0,9,0,clean
0,0.003389,0.00327,0,0,7.6651,0,3,0,0,0,0.196109,0.000762,3,6,3,8,0,0,2,0,1,0,0,3.07,0,3,0.031399,clean
0,0,0.002242,0,0,5.63928,0,0,0,0,0,0.14874,0.001644,0,3,2,0,0,0,0,0,0,0,0,5.08,0,1,0.034052,clean
0,0,0.004246,0,0,6.41569,0,3,0,0,0,0.169334,0,1,0,1,5,0,0,2,0,2,0,0,0,0,5,0.034357,clean
10,0,0.08079,0.006397,0.002294,13.1365,0,0,0,0.000867,2.02,0.367256,0,9,0,4,1,0,0,9,0,9,0,0,6.14,0.008269,9,0.05623,clean
0,0,0.001965,0,0,3.01668,0,0,0,0,0,0.09829,0,5,2,5,1,0,0,5,0,5,0,0,1.02,0,3,0.040488,clean
0,0,0.033566,0,0,9.92215,0,0,1,0,0,4.18617,0.001986,5,0,1,0,0,0,0,0,0,1,0,0,0.005632,1,0.181692,buggy
0,0.003268,0.007177,0,0.000835,11.828,0,0,0,0,1.01,0.314543,0,5,0,2,1,0,0,1,0,1,0,0,0,0.000877,1,0.051466,clean
4,0,0.022804,0,0,15.769,0,0,0,0,0,0.398003,0,8,0,1,1,0,0,4,0,4,0,0,1.01,0.003522,2,0.044093,clean
0,0,0.003269,0,0,7.46676,0,1,0,0,0,0.191806,0,0,4,1,4,0,0,6,0,6,0,0,1.01,0,7,0.031409,buggy
0,0.005917,0.021051,0,0,3.03875,0,2,0,0,0,0.102722,0,0,0,1,6,0,0,2,0,1,1,0,0,0,11,0.04901,clean
2,0.003734,0.0002,0,0,1.76682,0,0,0,0,0,0.061715,0,3,0,1,1,0,0,7,0,7,0,0,0,0,3,0.033928,buggy
2,0,0.005304,0,0,8.39741,0,0,0,0,0,0.217436,0,12,3,4,1,0,0,2,0,1,0,0,9.11,0.003747,3,0.035407,buggy
1,0.00135,0.014132,0,0,5.5393,0,0,0,0,0,0.168267,0,8,0,1,2,0,0,20,0,20,0,0,0,0.001528,24,0.059604,buggy
3,0.003122,0.044194,0.002705,0.002354,5.55124,0,0,0,0,1.02,0.181891,0.001223,7,1,2,5,0,1.01,10,0,9,1,0.000869,1.11,0.002338,14,0.074596,clean
10,0,0.06798,0,0,5.02919,0,0,0,0.00236,0,0.157739,0,7,0,4,1,0,0,4,0,4,0,0,1.07,0.002203,7,0.052183,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,2,0,clean
0,0,0.149945,0.000717,0,21.8778,0,2,1,0,0,0.595141,0,14,0,1,2,0,0,1,0,0,2,0,0,0.009015,9,0.089612,buggy
0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,4,0,0,2,0,0,0,0,0,0,4,0,clean
0,0.000807,0.003499,0,0,7.47927,0,0,0,0,0,0.194515,0,0,0,1,6,0,0,2,0,2,0,0,1.01,0,4,0.034528,clean
0,0.01584,0.014303,0.002103,0,9.20458,0,7,0,0,0,0.246125,0,0,0,2,18,0.013394,0,0,0,0,0,0,0,0,6,0.044043,clean
0,0,0.000665,0,0,1.56044,0,0,0,0,0,0.052586,0,2,0,6,0,0,0,0,0,0,0,0,0,0,3,0.024708,clean
1,0.001585,0.003824,0,0,8.04434,0,0,0,0,0,0.205054,0,2,0,1,0,0,0,1,0,1,0,0,1.01,0,4,0.03437,clean
0,0,0.000249,0,0,1.76682,0,0,0,0,0,0.061715,0,2,0,2,1,0,0,0,0,0,0,0,0,0,5,0.033928,clean
0,0,0.015957,0,0,5.24229,0,0,0,0,0,0.152022,0,3,1,2,1,0,0,1,0,1,0,0,1.01,0.001255,1,0.044469,clean
0,0,0.003171,0,0,7.47927,0,0,0,0,0,0.194515,0,0,0,1,0,0,0,0,0,0,0,0,1.01,0,9,0.034528,buggy
3,0.002067,0.186016,0,0.000829,11.0132,0,3,0,0.000849,1.03,0.319893,0,5,0,1,3,0,0,3,0,3,0,0,0,0.006852,8,0.069738,buggy
0,0,0.020084,0,0,3.04262,0,0,0,0,0,0.084262,0,0,3,2,0,0,0,0,0,0,0,0,1.01,0,1,0.008702,clean
0,0.005844,0.036905,0.002818,0.000775,8.36237,0,0,0,0.000747,1.02,0.226477,0.004098,9,4,4,18,0,2.02,0,0,0,0,0.000359,4.09,0.003428,3,0.039675,clean
7,0,0.015405,0,0.000835,8.51102,0,1,0,0,1.08,0.225648,0.001986,11,0,3,0,0,0,5,0,5,0,0,3.04,0.001815,15,0.040143,clean
1,0.002911,0.056221,0,0.001306,14.7948,0,1,0,0,2.02,0.378897,0,3,0,1,2,0.000945,0,6,0,5,0,0,0,0,5,0.044033,clean
0,0,0.00661,0,0,3.36633,0,0,0,0,0,0.107253,0,1,0,1,0,0,0,2,0,2,0,0,0,0,4,0.040121,clean
0,0,0.018213,0,0,4.50833,0,0,0,0,0,0.126122,0.00199,3,5,5,1,0,0,0,0,0,0,0,3.08,0,1,0.03137,clean
0,0.003734,0.004159,0,0.000835,7.72196,0,1,0,0,1.01,0.198359,0,3,0,2,1,0.001219,0,5,0,5,0,0,0,0,4,0.034375,clean
5,0,0.038001,0,0,4.8424,0,0,0,0.00337,0,0.159886,0,6,0,1,0,0,0,0,0,0,0,0,0,0.005336,2,0.068913,clean
1,0,0.007181,0,0,3.98647,0,0,0,0,0,0.114134,0,5,1,4,1,0,0,2,0,2,0,0,1.01,0,2,0.034176,clean
0,0.01902,0.017487,0.00117,0,11.8519,0,0,0,0,0,0.315309,0,2,5,5,46,0,0,2,0,2,0,0,3.04,0.001234,6,0.041388,clean
0,0.000807,0.03743,0.002485,0.001256,14.5908,0,0,0,0,2.05,0.376646,0.001305,13,31,5,5,0,0,5,0,5,0,0,4.15,0.002995,16,0.047981,clean
0,0.005917,0.022222,0.002009,0,4.41258,0,0,0,0,0,0.138856,0.00651,2,158,6,3,0,1.01,1,0,1,0,0.0023,6.58,0.002417,12,0.046384,clean
4,0.010499,0.252955,0.005768,0.004464,17.9368,0,0,0,0.004157,3.04,0.528067,0,18,0,1,24,0,0,7,0,7,2,0,1.01,0.010644,13,0.131198,clean
0,0.006546,0.036948,0,0.001202,10.5919,0,0,0,0,1.01,0.29603,0,0,0,1,8,0,0,4,0,4,0,0,0,0,2,0.049302,clean
12,0,0.193112,0.002291,0.005788,31.5637,0,0,1,0.003107,5.12,0.794498,0,29,0,3,1,0,1.01,5,0,4,1,0.000693,9.27,0.015588,3,0.079218,clean
0,0,0.095906,0,0,35.8788,0.094339,0,0,0,0,4.99501,0,0,0,1,0,0,0,185,0,1,1,0,0,0,0,0.400336,buggy
7,0,0.025583,0,0,12.0816,0,0,0,0,0,0.313029,0.001986,11,0,3,1,0,0,6,0,6,0,0,3.04,0.002692,8,0.043137,clean
0,0,0.01162,0,0,3.71677,0,0,0,0,0,0.117977,0.005456,2,28,5,3,0,0,1,0,1,0,0,4.49,0,7,0.041707,clean
0,0,0.000499,0,0,1.56044,0,0,0,0,0,0.052586,0,2,0,6,0,0,0,0,0,0,0,0,0,0,3,0.024708,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,2,0,clean
5,0.000882,0.105731,0.000619,0.001328,17.2562,0,0,0,0.003665,1.03,0.489061,0,10,0,1,2,0,0,4,0,4,0,0,0,0.002339,3,0.120031,clean
1,0,0.005067,0,0,7.26436,0,0,0,0,0,0.19472,0,3,0,1,0,0,0,1,0,1,0,0,1.01,0,5,0.037348,clean
1,0,0.011072,0,0,2.84822,0,0,0,0,0,0.093944,0,13,13,5,0,0,0,2,0,2,0,0,2.04,0,8,0.039721,clean
0,0.002731,0.003185,0,0,6.41569,0,0,0,0,0,0.169334,0,3,0,1,3,0,0,2,0,2,0,0,1.01,0,4,0.034357,clean
1,0,0.009729,0,0,2.23703,0,0,0,0,0,0.087183,0,12,2,5,1,0,0,4,0,4,0,0,0,0,3,0.066867,clean
0,0,0.004275,0,0,4.80854,0,0,0,0,0,0.144244,0,8,0,1,2,0,0,2,0,2,0,0,0,0,1,0.040324,clean
5,0.001037,0.019249,0,0,5.68119,0,0,0,0,0,0.147519,0,13,0,1,11,0,0,11,0,7,0,0,1.01,0.001011,15,0.031003,clean
7,0.008447,0.030971,0,0,6.83452,0,3,0,0.002409,0,0.227843,0,10,7,2,41,0,0,14,0,11,0,0,0,0.003303,47,0.103915,buggy
1,0.002997,0.051336,0,0,11.1725,0,3,0,0,0,0.310246,0,4,0,1,4,0,0,7,0,3,0,0,1.01,0.001534,2,0.068309,buggy
0,0,0.014315,0.001685,0,6.02605,0,0,0,0,0,0.176257,0.001986,6,1,5,2,0,0,4,0,4,0,0,4.07,0.002771,12,0.040699,buggy
3,0,0.004933,0,0,7.696,0,0,0,0,0,0.219763,0,4,0,1,1,0,0,5,0,5,0,0,0,0,4,0.044677,clean
0,0,0.001097,0,0,3.19695,0,0,0,0,0,0.09499,0.00199,3,5,5,1,0,0,0,0,0,0,0,3.08,0,1,0.0312,clean
6,0,0.12801,0.00117,0.001053,14.3413,0,0,0,0.000763,1.01,0.383659,0,24,0,1,1,0,0,4,0,4,0,0,1.01,0.003107,3,0.053654,clean
0,0,0.049227,0,0.000706,5.6766,0,0,0,0,1.02,0.151782,0,2,0,1,0,0,0,2,0,2,0,0,1.01,0,1,0.034241,clean
0,0,0.056695,0,0.023449,5.05091,0,0,0,0,1.01,0.247483,0.008453,8,8,3,1,0,0,1,0,1,0,0,4.06,0.031046,1,0.207366,buggy
0,0.039348,0.004965,0,0,2.67051,0,0,0,0,0,0.096349,0,2,0,1,34,0,0,0,0,0,0,0,0,0,6,0.059399,clean
1,0,0.010861,0,0,7.81509,0,0,0,0,0,0.198115,0,1,1,2,1,0,0,0,0,0,0,0,0,0.00168,9,0.034116,clean
0,0.007048,0.122363,0.004887,0.004435,10.9776,0,0,0,0,1.01,4.29487,0,1,0,1,10,0,0,30,0,0,1,0,1.01,0.006621,4,0.261606,clean
0,0,0.005309,0,0,6.41569,0,0,0,0,0,0.169334,0,2,0,1,1,0,0,1,0,1,0,0,0,0.001314,8,0.034357,clean
0,0.001101,0.075869,0,0,10.2464,0,0,0,0,0,0.289839,0,19,0,1,3,0,0,0,0,0,0,0,0,0.002417,4,0.053163,clean
1,0,0.020257,0,0,16.2007,0,0,0,0,0,0.411045,0,7,0,1,2,0,0,4,0,4,0,0,1.01,0.003459,8,0.041182,clean
0,0.00135,0.00611,0,0.003313,3.82071,0,0,0,0,1.01,0.112153,0,3,1,2,3,0,0,9,0,9,0,0,0,0.00094,5,0.031977,clean
6,0,0.055891,0,0.001799,11.1198,0,0,0,0.001617,1.02,0.301819,0,9,0,2,1,0,0,7,0,6,0,0,7.17,0.003655,3,0.047824,buggy
2,0,0.01246,0,0,4.36826,0,0,1,0,0,0.159775,0,13,0,1,5,0,0,1,0,1,1,0,0,0,5,0.10271,clean
0,0.004455,0.042147,0.002861,0.002713,21.2841,0,4,0,0,1.01,0.550266,0,10,1,2,23,0,0,7,0,5,1,0,2.02,0.004813,23,0.059469,clean
0,0,0.015312,0,0.000835,12.0347,0,0,0,0,1.01,0.310315,0,5,0,2,1,0,0,3,0,2,0,0,8.18,0.003324,2,0.04325,clean
5,0.006277,0.054705,0.000848,0.000829,9.64953,0,0,0,0.001005,1.01,0.280825,0,9,0,1,2,0,0,2,0,2,0,0,0,0.003415,3,0.059641,clean
0,0,0.000078,0,0,1.77712,0,3,0,0,0,0.06092,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0.030953,clean
0,0.00135,0,0.001772,0.000549,0,0,0,0,0,1.01,0,0,7,0,2,2,0,0,2,0,2,0,0,6.19,0.002859,8,0,clean
1,0,0.005587,0,0,7.72196,0,0,0,0,0,0.198359,0,2,0,1,0,0,0,4,0,4,0,0,0,0,5,0.034375,clean
5,0.00135,0.133329,0,0.001935,5.15869,0,0,0,0.001849,3.03,0.147555,0,3,0,1,3,0,0,1,0,1,0,0,0,0,12,0.036011,buggy
1,0.001698,0.013492,0.000777,0.002713,13.06,0,2,0,0,1.01,0.346922,0.000966,8,2,5,8,0,1.01,4,1,3,1,0.000983,4.07,0.002246,10,0.051767,clean
1,0.001867,0.048264,0.002967,0.00292,11.2702,0,0,0,0,2.02,0.315381,0,3,0,1,7,0,0,14,0,10,0,0,0,0,13,0.049251,clean
1,0.000943,0.027569,0.001089,0,6.05686,0,0,0,0,0,0.179677,0,10,1,2,2,0,0,0,0,0,0,0,1.01,0.00184,3,0.04571,clean
0,0.000807,0.012874,0.0007,0,11.5519,0,0,0,0,0,0.295297,0,11,0,2,1,0,0,5,0,5,0,0,0,0.003284,7,0.044411,clean
0,0,0.003962,0,0,2.90397,0,0,0,0,0,0.089543,0,1,1,2,1,0,0,0,0,0,0,0,1.01,0,2,0.034256,clean
0,0,0.062943,0.001605,0.001432,10.2582,0,0,0,0,1.03,0.288809,0,6,0,2,1,0,0,5,0,5,0,0,2.02,0.002023,6,0.050685,clean
1,0.000959,0.01693,0.000848,0,5.38823,0,0,0,0,0,0.159697,0,2,0,1,3,0,0,3,0,0,0,0,0,0,11,0.042116,clean
5,0,0.014362,0,0,7.21846,0,0,0,0,0,0.213975,0,12,13,5,1,0,0,2,0,0,0,0,2.04,0,9,0.051013,clean
21,0,0.345489,0,0.00234,27.4277,0,0,0,0.008811,2.02,0.741349,0.001986,34,2,5,2,0,0,10,0,10,1,0,5.37,0.012382,6,0.151917,clean
0,0,0.008692,0.0007,0.000752,5.4727,0,0,0,0,1.01,0.142564,0.001305,2,8,3,2,0,0,3,0,3,0,0,4.11,0.001775,7,0.030993,clean
1,0.000882,0.076003,0.001089,0.002713,12.7295,0,2,0,0,1.01,0.346092,0.0074,9,19,4,1,0,0,2,0,2,1,0,9.58,0.001011,21,0.057858,clean
1,0,0.000698,0,0,1.76682,0,0,0,0,0,0.061715,0,0,0,1,1,0,0,1,0,1,0,0,0,0,3,0.033928,clean
1,0,0.002543,0,0,4.7997,0,0,0,0,0,0.146801,0,0,0,1,1,0,0,5,0,5,0,0,0,0,4,0.043853,clean
3,0,0.031059,0,0,6.26191,0,0,0,0,0,0.184027,0,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0.045054,clean
3,0,0.001192,0,0,1.38451,0,0,0,0,0,0.049262,0,7,0,1,2,0,0,3,0,0,1,0,0,0,2,0.029068,clean
1,0.010846,0.145847,0.004112,0.002713,6.35106,0,3,0,0,1.01,0.198321,0.002859,13,14,3,28,0.008087,0,3,0,3,0,0,3.52,0.008892,27,0.062258,clean
5,0,0.212011,0.006397,0.005531,15.7896,0,0,0,0.002937,4.05,0.439259,0.000669,11,0,4,1,0,0,9,0,9,0,0,7.21,0.00843,11,0.063604,clean
1,0,0.002362,0,0,4.64887,0,0,0,0,0,0.107619,0,1,0,2,1,0,0,0,0,0,0,0,2.02,0,2,0.000428,clean
0,0.006966,0.016984,0,0,7.70698,0,0,0,0,0,0.210719,0.003046,4,4,4,1,0,1.01,0,0,0,0,0.000359,3.04,0.002417,2,0.039555,clean
0,0,0.006365,0,0,8.04434,0,0,0,0,0,0.205054,0.001203,4,7,3,0,0,0,0,0,0,0,0,3.03,0,2,0.03437,clean
0,0,0.002547,0.000845,0,3.18664,0,0,0,0,0,0.095785,0.001175,2,7,3,1,0,0,0,0,0,0,0,2.04,0,2,0.034176,clean
0,0,0.004608,0,0,2.15793,0,0,0,0,0,0.085143,0,11,0,2,1,0,0,2,0,1,0,0,0,0,6,0.067305,clean
13,0,0.079729,0.002103,0,21.0274,0,7,0,0,0,0.564533,0,13,1,3,1,0.010111,0,2,0,0,0,0,7.07,0.006086,1,0.102155,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,2,0,0,0,0,5,0,clean
4,0,0.066065,0.0007,0.001588,5.52957,0,0,0,0.000784,2.11,0.144814,0.002529,22,2,5,1,0,1.02,4,1,4,1,0,6.55,0.000787,9,0.033969,clean
1,0,0.012817,0.000711,0,9.08573,0,0,0,0.001235,0,0.264973,0,2,11,3,2,0,0,3,0,2,0,0,1.01,0.002867,5,0.092455,clean
3,0,0.003076,0,0,3.32521,0,0,0,0,0,0.102206,0,12,0,1,1,0,0,0,0,0,0,0,0,0,1,0.033396,clean
8,0.001563,0.071993,0.002563,0.000549,17.7108,0,0,0,0.000511,1.02,0.44627,0.001986,13,0,3,2,0.000682,0,7,0,6,0,0,3.04,0.002884,7,0.04718,clean
1,0,0.051439,0.001547,0.000362,17.5143,0,0,0,0.001704,1.01,0.472641,0.001237,1,1,2,1,0,0,8,0,7,0,0,2.02,0,9,0.076121,clean
0,0,0.00279,0,0,6.41569,0,2,0,0,0,0.169334,0,0,0,1,0,0,0,4,0,2,0,0,0,0,1,0.034357,clean
0,0,0.000349,0,0,1.76682,0,0,0,0,0,0.061715,0,4,2,2,0,0,0,1,0,0,0,0,0,0,1,0.033928,clean
2,0,0.107786,0.006397,0.004093,15.7896,0,0,0,0.001617,3.03,0.439259,0.000669,9,0,4,1,0,0,5,0,5,0,0,7.21,0.00843,11,0.063604,clean
13,0,0.162925,0.003341,0.006294,16.1068,0,0,0,0.005992,4.04,0.460277,0,15,0,5,2,0,1.04,8,0,8,0,0.000487,4.27,0.00646,6,0.091535,clean
0,0,0.000506,0,0,1.77712,0,0,0,0,0,0.06092,0,3,0,2,2,0,0,1,0,1,0,0,0,0,2,0.030953,clean
4,0,0.087589,0.001685,0,13.7684,0,0,0,0,0,0.361643,0.001986,23,2,5,2,0,0,1,0,1,0,0,5.37,0.002006,6,0.045625,buggy
18,0.000943,0.180108,0.006397,0.002567,12.3564,0,0,0,0.000867,3.04,0.346518,0,22,0,4,2,0,0,8,0,8,0,0,6.14,0.008269,9,0.05506,clean
1,0.006654,0.185114,0.003991,0.0024,20.29,0,4,0,0.00418,3.19,0.544254,0.002339,9,2,4,3,0.003466,0,12,0,12,0,0,4.1,0.004716,6,0.071305,buggy
1,0,0.070493,0,0,12.6552,0,0,0,0,0,0.381441,0,2,0,1,0,0,0,3,0,3,0,0,0,0.000547,4,0.118216,clean
2,0,0.00663,0,0,3.36633,0,0,0,0,0,0.107253,0,4,0,1,1,0,0,9,0,0,0,0,0,0,3,0.040121,clean
0,0.000615,0.014734,0.004188,0.003875,7.08978,0,0,0,0,3.04,0.207289,0,0,0,3,4,0,0,5,0,5,0,0,6.11,0,11,0.056909,clean
9,0.02883,0.28815,0.004701,0.004147,36.1864,0,0,0,0.004713,5.07,0.926008,0.002859,48,5,4,13,0,1.01,7,0,7,1,0.0023,12.28,0.012282,15,0.101493,clean
2,0.001867,0.064252,0,0,21.4581,0,2,0,0.00534,0,0.581607,0,7,0,1,5,0,0,11,0,0,0,0,0,0.009033,6,0.133499,buggy
1,0.000986,0.013035,0,0,10.8383,0,1,0,0,0,0.283314,0,3,0,1,6,0,0,5,0,5,1,0,0,0,10,0.03976,clean
0,0.001823,0.003711,0.001766,0,6.41569,0,0,0,0,0,0.169334,0,2,0,1,1,0,0,2,0,2,0,0,1.01,0,4,0.034357,clean
3,0,0.092507,0,0,5.42567,0,1,0,0.002259,0,0.163456,0,6,0,1,1,0,0,0,0,0,0,0,1.01,0,0,0.059836,clean
0,0,0.034364,0,0,6.90708,0,0,0,0,0,0.200311,0,2,0,3,0,0,0,2,0,2,0,0,0,0,4,0.044585,clean
10,0.002043,0.06572,0.00074,0.000757,19.4171,0,0,0,0.00065,1.02,0.500895,0,14,0,1,2,0,0,7,0,7,0,0,0,0.006912,10,0.059724,buggy
0,0.000833,0.003397,0,0,3.30831,0,0,0,0,0,0.096281,0,1,4,5,2,0,0,1,0,1,0,0,3.07,0,3,0.031038,clean
4,0,0.008934,0,0,9.30009,0,0,0,0,0,0.235653,0,17,0,2,1,0,0,0,0,0,0,0,1.01,0,2,0.034582,clean
0,0,0.002287,0,0,3.19189,0,1,0,0,0,0.097192,0,4,0,2,1,0,0,8,0,7,0,0,0,0,4,0.03454,clean
0,0,0.014265,0,0.000752,13.9202,0,0,0,0,1.01,0.353593,0,6,0,2,1,0,0,4,0,3,0,0,8.18,0.003479,1,0.043077,clean
0,0,0.00507,0,0,7.62199,0,0,0,0,0,0.200409,0,1,1,3,1,0,0,2,0,2,0,0,0,0,3,0.035401,clean
