@relation 'columba-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R2-3,12-13'

@attribute ns numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute npt numeric
@attribute sexp numeric
@attribute bug {1,0}

@data
1,0,1.833333,1.833333,114,1,6,1,1,94,1
1,0,1.964286,1.982143,112,0,6,50,1,82,1
1,0,0.52,0.032,125,1,5,0,1,59,1
1,0,0.315789,0.242105,95,1,5,1,1,399,0
1,0,0.11828,0.086022,93,1,5,11,1,58,1
1,0,0.074468,0.021277,94,1,2,4,1,195,1
1,0,0.065217,0.097826,92,0,2,0,1,156,0
1,0,1.193548,1.225806,93,1,2,30,1,4741,1
1,0,0.136842,0.042105,95,1,3,23,1,3,0
1,0,0,0,29,0,1,0,1,8497,1
1,0,0,0,91,0,1,0,1,2721,0
1,0,0,0,35,0,1,0,1,3510,1
1,0.906184,0.036272,0.011719,179.2,0,12,694,1,1890,0
1,0,0.003984,0.003984,251,1,4,9,1,13772,0
1,0.457106,0.089828,0.018494,189.25,0,7,432,0.5,1814,0
1,0.906735,0.06351,0.030023,108.25,0,9,112,0.75,13613,0
1,0.976161,1.561837,1.459364,141.5,0,4,16,0.5,11237,0
1,0.28317,1.553097,1.367257,226,0,4,8,1,8323,0
1,0.59861,0.088,0.0576,156.25,1,4,21,1,5801,1
1,0,0.007937,0.027778,252,1,3,13,1,5752,1
1,0,0.098039,0.188235,255,0,2,26,1,256,1
1,0,0.04461,0.089219,269,1,2,4,1,4605,0
1,0,0.007353,0.007353,272,1,2,62,1,100,0
1,0.67828,0.072562,0.072562,88.2,0,1,31,0.6,947,1
1,0,0.363971,0.330882,272,1,1,2,1,822,1
1,0.468996,0.027682,0.00692,144.5,0,3,43,1,1760,0
1,0,0,0,30.5,0,1,0,0.5,3517,0
1,0,0.00369,0.02583,90.333333,0,2,56,0.666667,3513,1
1,0,0,0,0,0,1,56,0.5,3517,0
1,0,0,0,40,0,1,0,1,3519,0
1,0.555105,0.126649,0.164248,45.939394,0,5,2881,0.69697,5623,1
1,0,0.010989,0.005495,182,1,5,3,1,5542,0
1,0,0.035242,0.127753,227,0,5,0,1,394,0
1,0,0.004348,0.030435,230,0,5,7,1,393,0
1,0,0.008547,0,234,1,4,3,1,5392,0
1,0,0.081897,0.086207,232,1,4,2,1,293,0
1,0.810403,0.050171,0.058153,175.4,0,4,146,0.8,5035,1
1,0.817111,0.093633,0.070225,89,0,2,246,0.416667,2813,1
1,0.864974,0.005579,0.001395,239,1,1,3,0.333333,902,1
1,0.324903,0.043165,0.034943,243.25,1,1,0,0.5,675,1
1,0,2.285714,2.326531,49,1,5,34,1,14153,0
1,0.61665,0.402906,0.314399,108.142857,1,5,266,0.714286,8602,1
1,0,0.527273,0.309091,55,1,4,7,1,5432,0
1,0.413817,0.058219,0.023973,146,0,4,1,1,137,1
1,0,0.575,1.025,40,0,3,1,1,391,0
1,0,0.311111,0.111111,45,0,2,7,1,5304,1
1,0.781673,0.0875,0.075,80,1,3,210,0.857143,570,1
1,0,0,0,51.416667,0,1,0,0.083333,3531,1
1,0,0,0,33.333333,0,1,0,0.333333,433,0
1,0,0,0,60,0,1,0,0.5,5303,0
1,0.680119,0.836735,0.959184,32.666667,0,6,538,1,13359,1
1,0,0,0,16,0,1,0,1,5786,0
1,0,0.01,0.01,100,1,3,21,1,6313,0
1,0,0.010309,0.092784,97,0,2,27,1,407,0
1,0.587627,0.089664,0.16812,61.769231,0,5,336,0.692308,6167,1
1,0,0,0,3,0,1,0,1,2801,0
1,0,0.01773,0.024823,282,1,7,1,1,17205,0
1,0,0.003534,0.007067,283,0,7,0,1,17198,0
1,0.627519,0.370588,0.152941,102,0,9,273,0.8,14159,1
1,0,0.018868,0.080189,212,0,7,1,1,13893,0
1,0.321579,0.153518,0.449893,93.8,0,8,651,1,13885,1
1,0.970951,0.012376,0,202,1,7,8,1,13386,0
1,0.833616,0.024691,0.032407,129.6,1,9,193,0.8,11607,0
1,0,0.008969,0.004484,223,1,7,24,1,29,1
1,0.911342,0.140468,0.023411,149.5,1,6,111,1,10627,1
1,0.562287,0.136943,0.071656,89.714286,1,8,375,0.857143,10268,0
1,0.322757,0.092593,0.033333,135,1,6,119,1,10161,0
1,0.997503,0.056391,0.007519,133,1,6,11,1,10000,1
1,0,0.073059,0.502283,219,0,4,0,1,8362,0
1,0,0.083019,0.026415,265,1,4,3,1,6475,0
1,0,0.0625,0.042969,256,1,4,7,1,6402,1
1,0,0.00365,0.00365,274,1,4,0,1,6196,1
1,0,0.032847,0.00365,274,1,4,0,1,6190,0
1,0.163861,0.411028,0.005013,199.5,0,4,56,1,5961,0
1,0,0.008197,0.086066,244,0,4,0,1,5724,0
1,0,0.011538,0.207692,260,0,4,0,1,5723,0
1,0,0.525362,0.362319,276,0,4,1,1,5682,1
1,0,0.004082,0.004082,245,1,4,1,1,5469,0
1,0,0.022222,0.044444,225,0,4,0,1,5316,0
1,0.57938,0.00722,0.01444,92.333333,0,4,201,1,376,0
1,0.642256,0.160584,0.755474,137,1,4,4,1,5312,0
1,0.539126,0.132988,0.193437,96.5,0,3,201,0.5,5072,1
1,0.30362,0.32041,0.066135,159.454545,0,4,755,0.727273,4870,1
1,0.87112,0.20339,0.10678,98.333333,1,3,141,0.833333,4727,1
1,0.379022,0.057437,0.061856,75.444444,0,2,197,1,4484,0
1,0,0,0.020492,244,0,2,0,1,3519,0
1,0.70255,0.085052,0.130155,258.666667,0,2,82,1,433,1
1,0.488622,0.034923,0.017649,380.428571,0,3,125,1,2801,1
1,0,0.023077,0.026923,260,1,1,0,1,2725,0
1,0,0.004,0.004,250,0,1,7,1,2684,0
1,0.758503,0.28125,0.178977,117.333333,0,1,0,1,683,0
1,0.217818,0.680715,0.683269,130.5,0,9,338,1,14945,0
1,0,0,0,39,0,1,0,1,5723,0
1,0,0,0,20,1,1,0,0.5,3582,1
1,0,0,0,13,0,1,0,1,3589,0
1,0,0.026316,0,152,0,5,1,1,16385,0
1,0,0.006579,0.006579,152,0,5,106,1,2335,0
1,0.503258,0.013294,0,338.5,1,6,40,1,15328,0
1,0.297693,1.330097,1.556634,103,1,8,220,1,11407,1
1,0.165427,0.061466,0.035461,211.5,0,8,14,1,11358,1
1,0.402613,0.277397,0.217466,116.8,1,9,61,0.6,11173,1
1,0.467442,0.317576,0.259394,117.857143,0,8,160,0.857143,9996,1
1,0,0.107955,0,176,1,4,16,1,9824,0
1,0.786854,0.453581,0.290451,75.4,0,4,29,0.5,8375,1
1,0,0.025641,0,195,1,4,19,1,6409,0
1,0.713857,0.184322,0.076271,157.333333,0,4,1,1,6170,1
1,0.512185,0.407258,0.71371,82.666667,0,4,69,1,5747,1
1,0.721928,0.053506,0.020295,271,1,4,23,1,5720,0
1,0,0.003534,0.003534,283,1,4,1,1,5468,0
1,0,0.024735,0.102473,283,0,4,0,1,401,0
1,0,0.013605,0.061224,294,1,4,18,1,400,0
1,0,0.006711,0.006711,298,1,2,2,1,5249,0
1,0.556242,0.049254,0.052239,167.5,1,1,0,0.5,3362,0
1,0.89771,0.084071,0.014749,135.6,1,1,0,0.2,3358,1
1,0,0.00738,0.00738,271,1,1,3,1,2859,1
1,0.338386,0.10136,0.055624,67.416667,0,9,961,0.583333,14973,1
1,0.74638,0.73829,0.749442,89.666667,0,11,1439,1,14432,0
1,0,0,0,31,0,1,0,1,3508,0
1,0.865888,0.064349,0.017012,112.666667,0,3,0,0.5,3508,0
1,0,0.026316,1.078947,38,1,1,8,1,4508,0
1,0.650022,0.034091,0.034091,88,0,8,6,0.5,11189,0
1,0,0.33871,0.225806,62,0,3,29,1,1,1
1,0,0,0,55,1,1,0,1,6841,0
1,0.741274,0.500522,0.992685,95.7,0,1,30,0.6,840,1
1,0.833502,1.239024,1.209756,34.166667,0,5,412,0.5,54,1
1,0.934068,0.097826,0.119565,46,1,5,50,0.5,16873,0
1,0.908622,1.225664,0.99115,37.666667,0,5,18,0.166667,11160,1
1,0.999812,0.395349,0.325581,43,0,2,140,0.25,456,0
1,0.792481,0.108108,0,27.75,1,1,8,0.25,4424,0
1,0.841761,0.72973,0.205405,46.25,0,3,196,0.5,39,0
1,0.996493,0.019558,0.019558,52.833333,0,2,0,0.033333,4021,0
1,0.937765,0.296802,0.071966,54.512821,0,3,83,0.179487,3990,1
1,0.996155,0.026341,0.261463,37.962963,0,1,0,0.074074,3482,0
1,0,0,0,45.846154,0,1,0,0.038462,3446,1
1,0.999236,0.042146,0.287356,43.5,0,3,168,0.333333,452,0
1,1,1.021277,0.276596,47,0,2,199,0.666667,43,0
1,0,0,0,15,0,1,0,1,5074,0
2,0.950148,0.011628,0.019767,86,0,6,398,0.7,18274,0
1,0,2.280702,2.245614,57,0,6,201,1,2030,0
1,0,0.216667,0.1,60,1,6,130,1,10663,0
1,0,0.03125,0.015625,64,0,3,42,1,6028,0
1,0,0.269841,0.206349,63,0,3,35,1,446,0
1,0,0.075758,0.045455,66,0,2,42,1,32,0
1,0,0.296296,0.12963,54,0,3,16,1,445,0
1,0.710656,0.122776,0.008897,140.5,0,4,10,0.75,135,0
1,0.897759,0.390244,0.211382,82,0,2,9,0.666667,5315,0
1,0,0,0,51,0,1,0,0.5,129,0
1,0,0,0,38,0,1,0,1,6257,0
1,0,0,0,0,0,2,89,1,5991,0
1,0.434973,0.024779,0.034513,565,0,2,56,1,468,0
1,0.982389,0.003374,0.002699,296.4,0,1,40,0.6,2645,0
1,0,0,0,1100,0,1,0,1,240,1
1,0,0.011278,0.045113,1064,0,1,24,1,1780,0
1,0,0,0,0,0,2,280,0.25,3543,0
1,0,0,0,60,0,1,0,1,3448,0
1,0.707057,0.646853,0.437063,71.5,0,3,10,0.75,9859,1
1,0,0,0.15,40,0,1,0,1,6823,0
1,0,0,0,38.5,0,1,0,0.5,6805,0
1,0.668742,0.208459,0.172205,82.75,1,4,42,1,6491,0
1,0.668549,0.224852,0.204635,50.280992,0,11,5536,0.132231,13158,1
1,0.66021,0.533537,0.335366,82,0,5,92,0.75,9842,0
1,0,0,0,35,0,1,0,1,4734,0
1,0.999992,2.085366,1.658537,41,1,3,52,0.5,8434,1
1,0,0.171429,0.085714,35,0,3,51,1,1346,1
1,0.862187,0.110277,0.068775,58.837209,0,4,2370,0.418605,4935,1
1,0,0.027027,0.081081,37,1,1,3,1,4751,1
1,0,0,0,37,0,1,0,0.5,4740,1
1,0.775138,0.086401,0.081142,95.071429,1,5,130,0.428571,6423,1
1,0.986006,0.384615,0.498482,44.909091,0,5,2995,0.386364,295,1
1,0.999745,0.39499,0.294798,43.25,0,3,382,0.166667,444,0
1,0.607847,0.639344,0.418033,54.222222,0,9,284,0.555556,11151,1
1,0.702988,0.488599,0.488599,76.75,0,9,216,0.625,11142,0
1,0.925375,0.04451,0.04451,48.142857,0,5,535,0.571429,6186,0
1,0.991118,0.120332,0.012448,60.25,0,1,46,0.5,5308,0
1,0.774998,0.135135,0.068034,119.222222,0,4,231,0.888889,5301,1
1,0.621417,0.160846,0.106618,120.888889,0,3,118,0.777778,4446,1
1,0,0.191489,0.042553,47,0,2,0,1,457,0
1,0,0.090909,0.068182,44,1,1,6,1,4515,0
1,0,0,0,26,0,1,0,1,4406,1
1,0.541968,0.844894,0.487476,64.875,1,8,2960,0.625,13822,1
1,0,0,0,25.666667,0,1,0,0.333333,5072,0
1,0,0,0,60,1,1,0,1,4419,0
1,1,0,0.04336,46.125,0,4,0,0.125,705,0
1,0.999346,0.412955,0.311741,41.166667,0,3,172,0.333333,431,0
1,0,0,0,41,1,1,0,1,4686,0
1,0,0.147059,0,34,0,4,28,1,126,0
1,0.987538,2.396018,2.429204,33.9,0,7,2810,0.1,48,1
1,0,0.066667,0.066667,30,1,4,220,1,14154,0
1,0,0,0,58,0,1,0,0.25,6236,1
1,0,0.482072,0.003984,83.666667,0,2,11,1,29,0
1,0,0,0,50,0,1,0,1,24,0
1,0.966334,0.422535,0.690141,35.5,0,4,60,1,109,1
1,0,0.042553,0.212766,47,0,2,33,1,432,0
1,0.808611,0.11871,0.11871,45.588235,0,10,3083,0.098039,16482,1
1,0,0.047619,0.214286,42,0,2,33,1,425,0
1,0,0,0,44.111111,0,1,0,0.111111,8679,1
1,0,0.137931,0.086207,116,1,6,31,1,512,0
1,0,1.894737,1.912281,114,0,5,21,1,234,1
1,0.639629,0.849858,0.529745,70.6,0,5,35,0.6,8361,1
1,0.963398,0.032466,0.032466,46.698925,0,7,3134,0.354839,7067,0
1,0,1.215909,0.215909,88,0,3,50,1,5787,1
1,0,0,0,31,0,1,0,1,471,0
1,0,2.298246,2.245614,57,1,5,50,1,511,1
1,0,0.113924,0.113924,79,1,2,3,1,4488,0
1,0,0.024691,0,81,0,3,59,1,4857,0
1,0,0,0,40.166667,0,1,0,0.166667,9972,1
1,0,0,0,34,0,1,0,1,10145,1
1,1,0.122727,0.013636,36.666667,0,1,365,0.333333,10490,0
1,0.874422,1.826796,1.869337,53.235294,1,6,4407,0.323529,9562,1
1,0,1,1.017857,56,0,3,2,1,342,1
1,0,0.948276,0.862069,58,0,3,0,1,341,0
1,0.861353,0.011905,0.019841,50.4,0,4,228,1,5579,0
1,0.912734,0.330189,0.820755,53,0,2,0,0.5,5318,0
1,0.985228,0.066038,0,53,0,2,2,0.5,5292,0
1,0,0,0.695652,23,0,4,20,1,2099,0
1,0.863121,0.06,0.045,100,0,4,228,1,1989,0
1,0.627766,0.243902,0.341463,13.666667,0,3,9,0.333333,645,0
1,0.553231,0.232082,0.146758,48.833333,0,2,4,1,3589,0
1,0,0,0,24.5,0,1,0,0.5,468,1
1,0,0,0,61,0,1,0,1,4699,0
1,0,0.038462,0,52,0,4,13,1,2197,0
1,0.565218,1.576748,1.567666,122.333333,0,6,530,1,15193,1
1,0,0.097561,0.04878,41,0,4,49,1,2080,0
1,0,0.147059,0.058824,34,0,4,19,1,1869,0
1,0,0.676471,0.176471,34,1,4,0,1,1847,1
1,0,0.2,0.12,25,1,4,146,1,1846,1
1,0.726821,0.16129,0.148883,31,0,4,1118,0.384615,12364,0
1,0,0.051282,0.051282,39,0,4,33,1,1595,0
1,0.724617,0.016206,0.043851,349.666667,1,6,13,1,6599,0
1,0.744154,0.035754,0.027933,149.166667,1,6,35,0.833333,6449,0
1,0.666914,0.083636,0.076364,183.333333,1,4,39,1,6430,0
1,0.867614,0.176768,0.166667,66,1,3,3,0.333333,4887,1
1,0,0,0.293333,75,0,2,2,1,4822,0
1,0.424087,0.088983,0.04096,177,1,4,28,0.75,4756,0
1,0,0.62963,0.135802,81,0,2,12,1,4607,1
1,0.754697,0.216015,0.256983,53.7,0,3,277,0.5,464,1
1,0.558765,0.055973,0.037594,239.4,0,3,117,1,2793,0
1,0.695061,0.009034,0.009034,32.796296,0,4,502,0.185185,2400,1
1,0,0.194805,0.116883,77,0,2,33,1,4856,0
1,0,0.053333,0.026667,75,0,2,32,1,4850,0
1,0,0,0.293333,75,1,2,16,1,4820,0
1,0.980834,0.085714,0.085714,93.333333,0,8,78,0.666667,13248,0
1,0,0,0,57.333333,0,1,0,0.333333,5579,0
1,0,0.009346,0.009346,107,0,2,0,1,3509,0
1,0,0.009346,0.009346,107,0,2,28,1,407,0
1,0.635011,0.150875,0.064575,150.636364,1,1,39,0.818182,895,0
1,0,0,0,114,0,1,0,0.25,644,1
1,0,0.204545,0.068182,88,0,3,58,1,641,0
1,0,0.107143,0.008929,112,1,2,126,1,10522,1
1,0,0.327586,1.189655,116,1,1,15,1,5780,0
1,0,0.02381,0.02381,126,1,2,0,1,13562,0
1,0,0,0,3,0,1,0,1,13347,0
1,0,0,0,51,0,1,0,1,6154,0
1,0,0,0,6,1,1,0,1,11011,0
1,0.91076,0.47432,0.909366,66.2,0,4,250,0.4,9987,1
1,0.954434,0.241379,0.586207,29,0,2,248,1,536,0
1,0.716086,0.075472,0.021563,123.666667,0,5,305,1,15720,0
1,0,0.581395,0.325581,86,1,1,6,1,6761,0
1,0,0.012048,0,83,1,1,61,1,6600,1
1,0,0.241935,0.629032,62,0,1,3,1,5781,0
1,0,0,0,84,0,1,0,0.090909,5623,1
1,0,0.013889,0.006944,144,1,4,408,1,15898,0
1,0,0.007143,0.007143,140,0,4,1,1,11235,0
1,0.308399,0.500935,0.471028,133.75,1,5,141,1,11229,0
1,0,0.624204,2.471338,157,0,4,53,1,9980,1
1,1,0.477612,0.208955,33.5,0,2,160,0.5,1519,0
1,0,0,0,39.166667,0,1,0,0.166667,5743,0
1,0.596744,0.2,0.214286,175,0,3,111,1,5290,0
1,0,0,0,20,1,1,0,1,1310,1
1,0,0.086957,0.23913,46,1,1,100,1,10195,0
1,0.883585,0.29771,0.10687,65.5,1,5,271,1,15286,0
1,0.978928,0.016393,0.013115,101.666667,1,5,704,1,6803,0
1,0,0.075269,0,93,1,4,54,1,20,0
1,0.513588,0.145833,0.354167,96,0,2,80,1,4990,1
1,0.975379,2.287081,2.394737,34.833333,1,4,3858,0.166667,14171,1
1,0.861646,0.161458,0.09375,48,0,2,194,1,6500,0
1,0.607907,0.133188,0.196507,35.230769,0,4,190,0.230769,5743,1
1,0,0.026549,0.00885,113,1,2,0,1,2223,0
1,0,0,0,113,0,1,0,1,15720,1
1,0,0.377778,0.177778,45,0,1,0,1,6824,0
1,0,0,0,39,1,1,0,1,6816,0
1,0.810143,0.04698,0.040268,59.6,1,5,668,0.8,17068,0
1,0,0.291667,0.083333,24,1,2,137,1,10601,0
1,0,0,0,20,0,1,0,1,1311,1
1,0,0,0,10.5,0,1,0,0.5,4484,0
1,0.980656,0.029744,0.027692,72.222222,0,10,328,0.296296,15621,0
1,0,0.234375,0.28125,64,1,1,1,1,6385,0
1,0,0.111111,0.648148,54,0,1,9,1,5310,0
1,0.95209,0.035599,0.02589,103,0,2,81,1,4396,1
1,0,0,0,42.666667,0,1,0,0.333333,4024,1
1,0.49624,0.142105,0.257895,38,0,4,100,1,6153,0
1,0,0,0,3,0,1,0,1,6134,0
1,0,0,0,68.571429,0,1,0,0.071429,466,1
1,0.979393,0.052348,0.052348,36.5,0,11,2161,0.178571,15588,0
1,0.91464,2.125281,2.128424,106.047619,1,7,502,0.380952,182,1
1,0.680936,0.354839,0.079944,142.6,0,4,137,0.4,6257,0
1,0.250894,0.228963,0.174168,102.2,0,4,60,0.6,6069,1
1,0.804001,0.052083,0.119792,64,0,3,110,0.666667,176,0
1,0.89388,0.005481,0.005481,125.114286,0,3,240,0.2,2569,1
1,0.761905,0.124327,0.101322,127.6875,1,2,22,0.25,880,1
1,0.822164,0.252252,0.475676,85.384615,0,1,357,0.307692,2721,1
1,0,0,0,0,0,2,0,1,5482,0
1,0,0.067227,0.088235,238,1,2,39,1,406,0
1,0.399887,0.043393,0.035503,169,1,2,57,1,4492,0
1,0,0.321429,0.107143,84,1,1,57,1,4489,1
1,0.813986,0.118467,0.25784,191.333333,1,5,15,1,5463,1
1,0,0.103226,0.167742,155,1,2,66,1,5428,0
1,0.952251,0.046655,0.013204,113.6,1,3,197,0.8,4134,1
1,0,0,0,0,0,1,12,1,5721,0
1,0,0.16568,0.177515,338,0,3,5,1,5309,0
1,0.943114,0.023778,0.05284,189.25,0,2,148,0.75,173,0
1,0.176045,0.059565,0.026346,291,0,4,180,1,4856,0
1,0,0.021341,0,164,1,5,42,1,9891,0
1,0,0.356742,0.292135,356,1,1,2,1,6765,0
1,0,0,0,369,1,1,0,1,4449,0
1,0.933748,0.055827,0.027913,238.833333,0,3,82,0.833333,24,0
1,0,0.165625,0.15625,640,1,3,17,1,4066,1
1,0.067222,0.18018,0.195195,333,0,3,56,0.5,427,1
1,0.090262,0.157549,0.129103,457,0,2,16,1,3242,1
1,0.693943,0.237316,0.175123,305.5,0,3,59,1,3237,1
1,0.722743,0.73692,0.703329,68.653061,0,10,8993,0.632653,14082,1
1,0,0,0,136,0,1,0,1,12945,0
1,0,0,0,39.5,0,1,0,0.5,3555,1
1,0,0,0,140.5,0,1,0,0.5,87,1
1,0.537289,0.730028,0.597796,90.75,0,6,715,0.75,17160,0
1,0,0.08046,0.068966,87,1,5,4,1,11359,0
1,0.722594,1.144172,0.983129,144.888889,0,6,119,0.777778,69,1
1,0.195147,0.133813,0.152518,347.5,1,5,5,1,6312,0
1,0.666737,0.11893,0.063429,144.142857,0,6,193,0.857143,6304,0
1,0,0.059524,1.107143,84,0,3,1,1,6148,0
1,0.972005,0.014815,0.013333,168.75,0,6,67,1,6138,0
1,0.068703,0.137255,0.730838,280.5,1,3,21,1,4449,0
1,0.802219,0.24263,0.031746,46.421053,0,3,122,0.368421,4043,1
1,0.082595,0.079327,0.074519,59.428571,1,3,5,0.714286,3576,1
1,0,0.080357,0.008929,112,1,1,1,1,2571,0
1,0,0.473054,0.45509,167,0,1,24,1,1772,0
1,0.904467,0.043038,0.03038,98.75,1,3,2,0.75,4139,0
1,0.767578,0.136152,0.118237,56.959184,0,10,3333,0.44898,12945,1
1,0,0.110236,0.141732,127,1,3,23,1,6426,0
1,0,0.015504,0.124031,129,0,3,39,1,496,0
1,0.840034,0.140903,0.274966,182.75,0,2,149,0.583333,102,0
1,0,0,0,37,0,1,0,0.5,425,0
1,0,0.013245,0.006623,151,1,4,102,1,15291,0
1,0,0.007463,0.014925,134,0,3,1,1,87,1
1,0.322757,0.056277,0.017316,115.5,1,3,64,1,84,1
1,0.077501,0.917355,0.92562,121,0,5,39,1,8664,1
1,0,0.014925,0.014925,134,1,3,22,1,74,1
1,0,0.649254,0.253731,134,1,3,4,1,72,1
1,0,0.038462,0.076923,26,1,1,56,1,4450,0
1,0,0,0,239,0,1,0,0.2,261,1
1,0,0,0,47.5,0,1,0,0.25,69,1
1,0,0,0,57,0,1,0,1,272,0
1,1,0.021277,0.021277,47,1,6,462,0.833333,10678,1
1,0,0.910714,0.625,56,1,4,174,1,10113,1
1,0.816421,0.009723,0.027368,84.151515,0,3,312,0.545455,4603,0
1,0,0.023256,0.069767,43,1,4,16,1,1740,0
1,0,0.113636,0,44,1,4,7,1,11230,0
1,1,0.339623,0.127358,47.111111,0,6,36,0.111111,714,0
1,0,0.098039,0.137255,51,1,3,24,1,6762,0
1,0,0,0,42.142857,0,1,0,0.142857,3552,1
1,0.982218,0.04902,0.029412,40.8,1,7,395,0.2,2247,0
1,0,0.973684,0.763158,38,1,3,9,1,9784,1
1,0.116003,0.571678,0.958042,143,0,6,100,0.5,9730,1
1,0,2.575758,2.575758,33,1,5,126,1,71,1
1,0.942984,0.005421,0.006867,553.4,0,3,43,1,2769,0
1,0.642794,0.055417,0.037983,200.75,0,2,147,0.875,1700,0
1,0.687193,0.071165,0.062847,270.5,0,1,66,1,1654,0
1,0.826074,0.00892,0.001982,336.333333,0,1,43,1,1522,0
1,0,0,0,0,0,2,28,1,3552,0
1,0,0.357143,0.809524,42,1,2,0,1,27,0
1,0,0.039216,0.019608,51,1,2,0,1,26,0
1,0,0.3,0.18,50,0,2,7,1,25,0
1,0,0,0,286,0,1,0,0.5,602,1
1,0,0,0,45,0,1,0,1,90,1
1,0.450742,0.659274,0.56922,59.52,0,10,1463,0.36,15026,1
1,0.739978,0.342412,0.2607,85.666667,1,8,300,0.666667,13801,1
1,0.658536,0.937107,1.345912,53,0,3,53,0.666667,272,1
1,0,0,0,50,0,1,0,0.5,8667,1
1,0,0.166667,0.090909,66,1,5,18,1,335,0
1,0.970951,0.026316,0.017544,57,1,5,2,1,1110,0
1,0,0,0.016393,61,0,4,15,1,3,0
1,0,0.480769,1.019231,52,0,5,15,1,4,0
1,0.444463,0.219381,0.030956,185.75,0,3,93,1,6231,1
1,0,0.018519,0.018519,108,0,2,2,1,1948,0
1,0,0.095238,0.057143,105,1,1,6,1,268,0
1,0,0,0,102,0,1,0,1,233,1
1,0,2.195122,2.121951,41,0,3,10,1,8383,0
1,0,0,0,30,0,1,0,1,3544,0
1,0,0.066667,0,30,1,4,5,1,11340,0
1,0,0,0,18,0,1,0,1,480,0
1,0,0,0,41,1,1,0,1,10116,1
1,0,0.9375,1.28125,32,1,4,56,1,10116,0
1,0.839009,0.009224,0.019985,185.857143,0,3,246,0.714286,169,0
1,0,0.40625,0.5625,32,0,2,24,1,1728,0
1,0.965634,0.010152,0.001269,262.666667,1,2,64,1,1818,0
1,0,0.142857,0.190476,21,0,1,24,1,1729,0
1,0,0,0,33,0,1,0,1,15305,0
1,0.793049,0.583333,0.8125,24,0,1,14,0.5,274,0
1,0,0,0,22.666667,0,1,0,0.333333,231,0
1,0,0,0,61.363636,0,1,0,0.090909,620,1
1,0.811551,0.037628,0.069555,87.7,0,10,120,0.6,11225,0
1,0,0.039216,0,51,1,4,3,1,11168,0
1,0.319112,0.809249,0.687861,86.5,1,4,19,1,71,1
1,0,0,0,27,0,1,0,0.25,4047,0
1,0.991076,0.293333,0.066667,37.5,0,2,0,0.5,6140,0
1,0.3441,0.281106,0.281764,189.875,1,9,208,0.75,1589,1
1,0.997357,1.651163,1.58804,150.5,1,4,12,0.5,10303,1
1,0.999249,0.09622,0.010309,145.5,1,4,0,0.5,10194,1
1,0.703789,0.727927,0.709614,101.933333,1,7,1795,0.533333,10191,1
1,0,0,0,143,1,1,0,1,990,0
1,1,0.009009,0,111,0,3,2,0.5,500,0
1,0,1.287234,1.170213,94,1,2,85,1,29,0
1,0.439775,0.152241,0.067233,143.777778,0,1,297,1,1863,0
1,0,0.027273,0.027273,110,0,5,25,1,2400,0
1,0,0.009615,0.009615,104,1,5,139,1,13823,0
1,0.877212,0.069988,0.067616,93.666667,0,11,110,0.222222,12960,0
1,0.140335,0.323625,0.221683,206,0,7,81,1,11166,1
1,0.879992,1.929252,1.887105,71.178571,1,7,1543,0.535714,9590,1
2,0.922593,1.700932,1.790293,60.493961,0,9,53512,0.289855,8518,1
1,0,0.142857,0.142857,91,1,5,0,1,1,0
1,0.613527,0.117302,0.043988,85.25,1,5,13,1,6271,1
1,0,0.630952,0.630952,84,0,3,67,1,311,1
1,0,0.008772,0.008772,114,0,1,4,1,883,0
1,0.813572,0.275267,0.204165,70.321429,0,2,151,0.25,1688,0
1,0.764205,0.128205,0.044872,78,0,1,34,1,1424,0
1,0,0.012987,0,154,1,5,4,1,15515,0
1,0.855236,0.071623,0.012693,183.833333,0,7,141,1,27,1
1,0,0.149351,0.116883,154,1,4,52,1,10668,0
1,0,0.067227,0.008403,119,1,4,0,1,10117,1
1,0,0.353448,0.275862,116,1,4,56,1,10114,0
1,0.045459,0.542857,0.54,140,1,6,193,0.8,8660,1
1,0.955161,0.050505,0.090315,240.428571,0,5,252,0.857143,395,0
1,0.664695,0.45,0.731818,110,0,3,155,1,498,1
1,0.515947,0.040146,0.054745,137,0,2,136,1,162,0
1,0,0,0,130.25,0,1,0,0.25,8,1
1,0.53496,0.094402,0.051592,151.833333,0,1,184,0.666667,1863,0
1,0.640383,0.283162,0.321649,132.272727,0,1,170,0.454545,1516,0
1,0,0,0,15,1,1,0,1,13580,0
1,0,0.138462,0.246154,65,0,2,82,1,160,0
1,0.993709,0.124129,0.078192,108.648649,0,5,4389,0.324324,3353,0
1,0,0,0,62.5,0,1,0,0.25,12,1
2,0.590937,0.035632,0.143103,56.129032,0,6,2451,0.709677,7324,0
1,0.66621,0.541979,0.093703,133.4,0,1,244,0.6,1848,0
1,0,0.069767,0.046512,43,1,2,112,1,2429,0
1,0,0.5,0.192308,26,0,2,5,1,11238,0
1,0,0,0.090909,22,0,2,0,1,11163,0
1,0,2.652174,2.043478,23,0,2,50,1,11162,0
1,0,0,0,18,0,1,0,1,1466,0
1,0,0,0,0,0,3,96,0.5,9895,0
1,0,0,0,19,0,1,0,1,4465,1
1,0,0,0,19,0,1,0,1,1502,1
