@relation 'postgres-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R2-3,12-13'

@attribute ns numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute npt numeric
@attribute sexp numeric
@attribute bug {1,0}

@data
1,0.220504,0.208772,0.05614,190,0,2,99,0.333333,262,1
1,0.701587,0.173167,0.082683,106.833333,1,2,124,0.333333,114,1
1,0.877461,0.011723,0.010551,170.6,1,2,10,0.2,218,1
1,0.8244,0.117117,0.073359,259,0,1,15,0.333333,212,0
1,0.900482,0.07052,0.004624,144.166667,1,1,22,0.666667,205,0
1,0,0.011628,0.034884,86,0,4,357,1,308,0
1,0,0.058156,0.043972,705,1,4,28,1,660,0
1,0.993293,0.117647,0.152941,28.333333,0,3,3245,0.666667,1646,0
1,0,0,0,76.090909,1,1,0,0.090909,167,1
1,0.840686,0.089415,0.044707,190.125,0,5,95,0.875,118,0
1,0,0.2,0.155556,45,0,3,2,1,72,0
1,0.980834,0.015625,0.011161,149.333333,0,4,394,1,39,1
1,0,0.01046,0.008368,956,0,5,20,1,34,0
1,0.970951,0.003074,0.002049,488,0,5,437,1,24,0
1,0,0.005252,0.002101,952,0,5,3,1,22,0
1,0,0.001059,0.047669,944,0,4,4,1,21,1
1,0.375209,0.009997,0.00575,2758,0,3,20,0.285714,390,1
2,0.764205,0.013333,0.066667,112.5,0,3,33,1,180,0
2,0.737016,0.060897,0.082621,234,0,5,69,0.333333,864,1
1,0,0,0,262.333333,0,1,9,0.666667,411,1
1,0,0.009957,0.008535,703,1,4,159,1,701,0
1,1,0.003142,0.003142,636.5,1,6,83,1,1830,0
1,0.835455,0.012754,0.011192,548.857143,1,7,1093,0.571429,257,1
1,0,0.010899,0.002725,734,0,5,169,1,1673,0
1,0.844051,0.046453,0.028765,430.538461,0,10,1397,0.846154,242,1
1,0,0.005487,0.004115,729,0,5,53,1,601,0
1,0.765805,0.100697,0.096517,358.928571,0,8,592,0.642857,1558,1
1,0,0.006993,0.012587,715,0,4,1,1,2364,0
1,0,0.002774,0.001387,721,0,4,2,1,874,0
1,0.893284,0.004684,0.006635,854,1,6,235,0.666667,815,1
1,0.954434,0.007067,0.007067,566,1,4,104,1,378,0
1,0,0.001418,0.001418,705,0,4,45,1,211,0
1,0,0.003003,0.003003,666,0,4,1,1,637,0
1,0.985228,0.030086,0.030086,349,0,4,39,1,619,0
1,0,0.045,0.038333,600,1,4,0,1,336,0
1,0,0.010187,0.003396,589,1,3,7,1,568,0
1,0,0.040956,0,586,1,3,1,1,561,0
1,0.962681,0.00391,0.008038,657.571429,1,3,116,0.571429,550,0
1,0,0.001789,0.001789,559,1,3,0,1,1843,0
1,0,0.464531,0.002288,437,0,2,26,1,440,1
1,0,0.227425,0.036789,299,1,2,2,1,434,1
1,0.807149,0.022672,0.005668,247,0,6,70,0.8,433,1
1,0,0.003906,0,256,0,2,2,1,1786,0
1,0.954434,0.007067,0.007067,566,1,4,176,0.5,380,0
1,0,0.001418,0.001418,705,0,4,72,1,210,0
1,0.591259,0.031377,0.014848,713.9,1,6,6812,0.4,864,0
1,0.276195,0.006478,0.005889,849,1,6,1023,1,882,0
1,0.908304,0.003903,0.005855,854,1,6,1194,1,818,0
1,0.909022,0.054054,0.029279,222,0,6,161,1,1653,0
2,0.91114,0.069196,0.065848,298.666667,1,5,298,1,4765,0
2,0.894452,0.053793,0.008276,362.5,0,3,0,0.5,7244,0
2,1,0.002845,0.002845,1054.5,0,11,37,1,518,0
1,0,0.010127,0.010127,395,0,4,330,1,1958,0
1,0,0.005051,0.005051,396,1,4,215,1,1722,0
1,0.888718,0.017393,0.011437,190.772727,0,10,2055,0.318182,1341,1
1,0.959017,0.00905,0.007692,147.333333,1,7,145,0.044444,1302,0
1,0.120168,0.105838,0.105363,421.4,1,8,28,0.6,989,1
1,0.994737,0.00484,0.003025,551,1,6,250,0.666667,867,0
1,0.632629,0.032953,0.016268,719.2,1,6,793,0.8,844,1
1,0,0.041322,0.013774,363,1,4,1,1,1973,0
1,0.650022,0.045929,0.016701,239.5,0,3,10,0.5,175,0
1,0.792891,0.072769,0.033722,246.5,0,8,407,0.625,514,1
1,0.414359,0.030255,0.030255,209.333333,1,6,49,0.666667,439,1
1,0,0.018462,0.015385,325,1,4,1046,1,834,0
1,0,0.007895,0.002632,380,1,4,801,1,1211,0
1,0.994737,0.004819,0.003012,553.333333,1,6,1998,1,873,0
1,0,0.015957,0.013298,376,1,4,659,1,833,0
1,0,0.06383,0.018617,376,1,4,228,1,775,0
1,0,0.007895,0.002632,380,1,4,573,1,1212,0
1,0.991076,0.004441,0.002221,675.5,1,5,785,1,870,0
1,0,0.015957,0.013298,376,1,4,431,1,832,0
1,0,0.010127,0.010127,395,0,4,477,1,1959,0
1,0.835944,0.044944,0.005843,741.666667,1,6,44,1,1917,0
1,0,0.493852,0.571721,488,0,4,57,1,1836,1
1,0,0.001923,0.005769,520,0,4,0,1,2656,0
1,0,0.019608,0.001961,510,0,4,118,1,1382,0
1,0,0.111111,0.010893,459,0,4,95,1,804,1
1,0,0.056604,0.056604,424,1,4,360,1,781,0
1,0,0.002882,0.011527,347,0,2,1,1,573,0
1,0,0.028818,0.083573,347,0,2,9,1,572,0
1,0,0.005988,0.005988,334,0,2,3,1,498,0
1,0.260863,0.092995,0.071256,414,1,3,10,1,488,0
1,0,0,0,256.25,0,1,0,0.125,335,1
1,0,0.014493,0.002415,414,1,4,991,1,828,0
1,0,0.058537,0.058537,410,1,4,705,1,783,0
1,0,0.014019,0.002336,428,1,4,702,1,829,0
1,0,0.056604,0.056604,424,1,4,416,1,782,0
1,0,0.014019,0.002336,428,1,4,286,1,830,0
1,0,0.019481,0.003247,616,0,6,0,1,1893,0
1,0,0.013645,0.003899,513,0,6,0,1,590,0
1,0.711687,0.042271,0.039117,226.428571,1,6,9,0.428571,1544,0
1,0.52675,0.183664,0.086458,380.636364,0,7,2370,0.545455,1409,1
1,0.490483,0.095301,0.096625,755.5,0,6,235,1,1369,0
1,0,0.00432,0.00432,463,0,5,19,1,1027,0
1,0,0.010941,0.002188,457,1,5,46,1,35,0
1,0,0.006696,0.006696,448,0,4,1,1,741,0
1,0.808035,0.251767,0.065253,306.5,1,9,856,0.666667,738,1
1,0.844354,0.024845,0.006211,161,0,5,685,1,475,0
1,0.490483,0.098563,0.099932,730.5,0,6,1688,1,1373,0
1,0,0.010941,0.002188,457,1,5,559,1,36,0
1,0,0.010941,0.002188,457,1,5,559,1,37,0
1,0.947326,0.019151,0.018634,386.4,0,7,2556,0.8,801,0
1,0,0.048936,0.017021,470,0,5,247,1,1371,0
1,0,0.009662,0.009662,207,0,5,3,1,1933,0
1,0,0.077295,0.024155,207,0,5,267,1,1932,0
1,0,0.026432,0.026432,227,0,5,1,1,258,0
1,0,0.012987,0.012987,154,1,3,1,1,596,0
1,0,0.012987,0.012987,154,1,4,938,1,812,0
1,0,0.012987,0.012987,154,1,4,937,1,811,0
1,0,0.012987,0.012987,154,1,4,841,1,810,0
1,0,0.058824,0.004902,204,1,5,887,1,1935,0
1,0,0.057971,0.004831,207,1,5,416,1,1934,0
1,0.358996,0.023834,0.016734,657.333333,1,6,24,1,1926,0
1,0,0.00154,0.00077,1299,0,6,0,1,689,0
1,0,0.001574,0.001574,1271,1,6,7,1,1912,1
1,0,0.017133,0.017133,1109,1,6,27,1,1826,0
1,1,0.00188,0.00188,1063.75,0,7,125,0.5,1803,0
1,0,0.001807,0.001807,1107,0,6,0,1,1769,0
1,0,0.00542,0.001807,1107,1,6,1,1,1768,0
2,0.863121,0.006462,0.004847,619,1,8,81,1,16598,0
1,0.711532,0.008976,0.01056,473.5,1,6,178,0.75,1575,1
1,0.27158,0.050135,0.052291,463.75,0,6,278,0.75,1571,1
1,0.427137,0.048751,0.033844,413.666667,0,6,63,0.5,1536,1
1,0.37794,0.042472,0.033914,286.818182,1,8,392,0.454545,1520,1
1,0,0.000903,0.001807,1107,0,6,38,1,1509,0
1,0,0.007663,0.009579,1044,0,6,122,1,1308,0
1,0,0,0.001,1000,0,6,0,1,893,0
1,0.887976,0.017943,0.006901,724.5,1,5,19,1,886,1
1,0.558629,0.007092,0.006501,846,1,6,3,1,880,0
1,0.684038,0.009729,0.005559,719.5,0,5,8,1,876,1
1,0.811278,0.003883,0.003883,515,0,5,34,1,2155,0
1,0.410743,0.053525,0.052219,383,0,7,25,0.666667,747,1
1,0,0.09209,0.125148,847,0,3,2,1,665,1
1,0,0.066272,0.059172,845,0,3,10,1,575,0
1,0,0.008373,0.007177,836,1,3,3,1,551,0
1,0,0.002674,0.002674,748,0,2,1,1,159,0
1,0,0.023613,0.024793,847,1,6,1258,1,1316,0
1,0,0.002353,0.005882,850,1,5,623,1,780,0
1,0,0.070838,0.07438,847,0,3,53,1,664,0
1,0,0.020202,0.021212,990,1,6,967,1,1317,0
1,0,0.008056,0.009063,993,0,6,946,1,1312,0
1,0,0.033199,0.031187,994,1,6,774,1,1010,0
1,0.887976,0.017857,0.006868,728,1,5,1460,0.5,890,0
1,0.276195,0.006455,0.005869,852,1,6,1387,1,884,0
1,0,0.012208,0.006104,983,0,5,720,1,878,0
1,0,0.004348,0.007609,920,1,5,332,1,778,0
1,0,0.034068,0.016032,998,1,6,603,1,1318,0
1,0,0.008105,0.010132,987,0,6,582,1,1311,0
1,0,0.033401,0.031377,988,0,6,410,1,1009,0
1,0.887976,0.017931,0.006897,725,1,5,1096,1,888,0
1,0,0.012282,0.006141,977,0,5,356,1,877,0
1,0,0.115568,0.131805,1047,0,6,247,1,1371,0
1,0,0.028463,0.020873,1054,1,6,188,1,1319,0
1,0,0.007663,0.009579,1044,0,6,167,1,1310,0
1,1,0.035398,0.00885,113,1,7,0,1,1492,0
1,0,0.008621,0.068966,116,0,3,29,1,1374,0
1,0,0.033613,0.008403,119,0,3,43,1,2386,0
1,0.611705,0.122655,0.083694,462,0,3,159,1,663,1
1,0.720766,0.101368,0.047868,226,0,5,684,0.727273,1832,1
1,0.371094,0.04065,0.019217,451,0,3,212,1,668,0
1,0,0.008621,0.008621,116,1,3,333,1,779,0
1,0.561753,0.026037,0.010608,518.5,1,5,513,1,773,0
1,0,0,0.063063,111,0,3,662,1,1376,0
1,0,0.008772,0.070175,114,0,3,247,1,1375,0
1,0.991076,0.013274,0.006637,226,1,4,426,1,1210,0
1,0.267905,0.209091,0.188636,220,1,4,520,1,769,1
1,0,0.016173,0.013477,371,0,5,67,1,1832,0
1,0,0.016529,0.016529,363,0,5,27,1,1820,0
1,0,0.00554,0.00554,361,0,5,18,1,250,0
1,0,0.044321,0.030471,361,1,5,0,1,645,0
1,0,0.078652,0.087079,356,0,5,4,1,1721,1
1,0,0.005587,0.005587,358,0,5,169,1,1674,0
1,0,0.009646,0.006431,311,0,5,0,1,905,0
1,0.439497,0.052326,0.011628,172,1,6,731,1,904,0
1,0,0.059406,0.046205,303,1,5,333,1,784,0
1,0,0.006734,0.006734,297,1,5,0,1,1972,0
1,0,0.017007,0.003401,294,0,4,42,1,361,0
1,0,0.017241,0.010345,290,1,3,5,1,176,1
1,0,0.011111,0.007407,270,0,2,0,1,1842,0
1,0,0.022388,0.003731,268,1,2,0,1,1841,0
1,0,0.007547,0.003774,265,0,2,0,1,515,0
1,0.902393,0.0625,0.035714,112,0,5,2,1,1834,1
1,0,0.03125,0.010417,96,0,1,5,1,384,1
1,0.303744,0.059289,0.003953,253,0,8,988,1,730,0
1,0,0.059406,0.046205,303,1,5,339,1,785,0
1,0,0.006601,0.006601,303,1,5,282,1,870,0
1,0,0.009464,0.009464,317,1,6,24,1,1947,0
1,0,0.006309,0.006309,317,0,6,0,1,1897,0
1,0.511989,0.150089,0.025755,281.5,1,8,382,1,1889,1
1,0,0.006472,0.006472,309,1,6,41,1,108,0
2,0.985228,0.01194,0.008955,167.5,1,6,136,1,4850,0
1,0,0.022581,0.009677,310,0,5,95,1,1663,0
1,0,0.01,0.01,300,1,5,33,1,596,0
1,0,0.02521,0.008403,119,1,4,213,1,1132,0
1,0,0.026786,0.008929,112,0,2,18,1,562,1
1,0,0.077586,0.034483,116,0,4,431,1,762,0
1,0,0.003236,0.006472,309,0,5,201,1,621,0
1,0,0.022581,0.009677,310,0,5,179,1,1664,0
1,0,0.012862,0.006431,311,1,6,233,1,1882,0
1,0,0.006472,0.006472,309,1,6,63,1,109,0
1,0,0.004706,0.004706,425,0,1,0,1,1881,0
1,0,0.023622,0.015748,127,1,3,0,1,1885,0
1,0,0.022472,0.022472,89,1,3,8,1,1309,0
1,0,0.011494,0.011494,87,0,2,0,1,493,0
1,0,0.058824,0.058824,85,1,2,2,1,486,0
1,0,0,0,64,0,1,0,0.333333,335,1
1,0,0.794521,0.753425,73,1,1,1,1,192,0
1,0,0,0,0,0,2,0,1,203,0
1,0.943189,0.037037,0.098765,27,1,3,0,0.333333,1582,0
1,0,0,0.076923,13,0,2,1,1,1779,0
1,0.863243,0.028469,0.028725,412.263158,1,7,702,0.210526,617,1
1,0.82079,0.080514,0.024357,184.75,0,1,44,0.5,383,1
1,0.989498,0.160494,0.074074,27,0,3,3,0.333333,1588,0
1,0.764205,0.010101,0.080808,49.5,0,5,1112,0.5,2318,0
1,0.204304,1.026667,0.093333,25,0,3,265,0.666667,203,0
1,0.989934,0.112676,0.056338,35.5,1,5,3374,0.75,1592,0
1,0,0,0,18,1,1,0,1,279,1
1,0.970951,0.004299,0.004299,581.5,0,7,161,1,1567,0
1,0,0.015385,0.046154,65,0,5,2,1,560,0
1,0,0.015873,0,63,0,5,56,1,355,0
1,0,0,0.016129,62,0,5,1,1,173,0
1,0,0.015873,0.015873,63,0,5,4,1,1924,0
1,0.631273,0.131655,0.089545,187.818182,1,5,168,0.636364,248,1
1,0,0.040816,0,49,1,4,17,1,758,0
1,0.591673,0.052288,0.039216,76.5,0,4,10,0.5,95,1
1,0.460818,0.165803,0.015544,64.333333,0,3,7,1,107,0
1,0.615296,0.049651,0.018619,429.666667,0,5,2,1,81,0
1,0.811278,0.231884,0,34.5,0,3,409,1,60,0
1,0.090211,0.560345,0.537931,193.333333,1,2,78,0.666667,282,1
1,0,0,0,16,0,1,0,1,170,0
1,0.947326,0.019211,0.018692,385.2,0,7,1827,1,796,0
1,0,0.045455,0.030303,66,1,5,559,1,1583,0
1,0.927527,0.051802,0.027027,222,0,6,338,0.5,1655,0
1,0,0.019608,0,51,1,4,9,1,530,1
1,0,0.02439,0,41,0,3,145,1,1290,1
1,1,0.019048,0.019048,52.5,0,6,4,1,144,0
1,0,0,0,12,0,1,0,1,172,1
1,0.996568,0.241935,0.005376,37.2,1,3,1110,0.6,717,0
1,0.666709,0.132854,0.040746,343.588235,1,3,66,0.352941,428,1
1,0,0,0,3,0,1,0,1,352,0
1,0,0.047619,0.047619,42,1,2,237,1,1392,0
1,0,0.675,0.05,40,0,2,1,1,1031,0
1,0,0,0,15,0,1,0,1,398,1
1,0.773374,0.054878,0.011324,382.666667,1,4,156,1,979,1
1,0.519925,0.070727,0.025881,344.769231,1,6,160,0.692308,543,1
2,0.816009,0.028634,0.028634,324.285714,1,7,1569,0.857143,9530,0
1,0,0.08,0,25,0,2,116,1,2112,0
1,0.921185,0.007447,0.007447,235,1,4,60,1,75,0
1,0,0,0,22,0,1,0,1,60,1
1,0.954434,0.45,0.216667,30,0,3,306,1,168,0
1,0,0,0.041667,24,0,3,16,1,597,0
1,0.605187,0.01626,0.011179,492,0,5,85,1,56,1
1,0,0.043478,0.043478,23,1,3,67,1,468,0
1,0,0,0,8,0,1,0,1,172,1
1,0,0.043478,0.043478,23,1,3,455,1,469,0
1,0.970951,0.03125,0.013393,224,0,1,1,1,1880,0
1,0,0,0,14,0,1,0,0.5,383,0
1,0.922106,0.486842,0.486842,25.333333,0,3,3,0.333333,2713,0
1,0,0,0.004172,239.666667,0,3,0,0.666667,1870,0
1,0.866711,0.050258,0.013531,258.666667,1,8,787,0.666667,318,0
1,0.748041,0.030464,0.006623,251.666667,0,3,485,1,355,0
1,0,0.125,0,40,1,2,22,1,275,0
1,0.829959,0.042332,0.005591,313,0,3,103,0.75,10,0
1,0.419872,0.139748,0.128293,291,0,2,42,0.333333,345,1
1,0,0.071186,0.037288,295,1,2,85,1,200,1
1,0,0.010638,0.010638,188,0,2,5,1,742,0
1,0,0,0,126,0,1,0,1,127,0
1,0,0.015686,0.015686,255,1,4,0,1,207,0
1,1,0.009732,0.004866,205.5,0,1,12,0.5,127,0
1,0,0,0,175,0,1,0,1,97,1
1,0,0,0,10,0,1,0,1,78,0
1,0.602707,0.276126,0.474936,294.25,0,5,4,0.25,104,1
1,0.397348,0.160691,0.179283,150.6,0,6,5,1,78,0
1,0,0,0.073892,203,0,1,1,1,66,0
1,0,0,0,217,0,1,0,1,65,0
1,0.780613,0.009265,0.011913,151.1,0,6,74,0.7,139,1
1,0,0.00119,0.00119,840,0,5,2,1,122,0
1,0.734715,0.030229,0.006536,306,0,6,153,1,65,1
1,0,0.001053,0.001053,950,1,5,23,1,494,0
1,0,0.008316,0.007277,962,1,5,7,1,484,0
1,0,0,0.001054,949,0,5,9,1,33,0
1,0,0.008421,0,950,0,4,8,1,382,0
1,0,0.013187,0.024176,910,0,4,5,1,1,1
1,0,0.002232,0.002232,448,0,1,7,1,199,0
1,0,0,0,448,0,1,0,1,173,1
1,0,0.001053,0.001053,950,1,5,131,1,460,0
1,0.954434,0.023585,0.014151,106,0,4,0,0.5,251,0
1,0.923705,0.010228,0.016522,211.833333,0,4,71,0.5,236,0
1,0,0.005579,0.005579,717,1,4,150,1,296,0
1,0.757417,0.104762,0.07517,210,1,6,446,0.5,272,1
1,0,0.01983,0.011331,706,1,4,4,1,183,1
1,0,0.005706,0.005706,701,0,4,6,1,226,1
1,0.546873,0.033603,0.069607,175.421053,1,8,1177,0.421053,225,0
1,0,0.002451,0.002451,816,0,4,12,1,1003,0
1,0,0.077206,0.055147,816,1,4,29,1,195,0
1,0,0.002494,0.001247,802,1,4,15,1,774,0
1,0,0.004184,0.005579,717,0,4,189,1,303,0
1,0.749765,0.195535,0.04234,259.8,0,4,231,0.4,174,1
1,0,0,0,78.333333,0,1,0,0.333333,104,1
1,0,0,0,57,0,1,0,0.5,139,1
1,0,0,0,44,0,1,0,1,174,1
1,0.926628,0.232558,0.232558,3.583333,0,5,2115,0.583333,352,0
1,0,0.096774,0.032258,31,0,2,1,1,108,1
1,0,0,0,19,0,1,0,1,174,0
1,0.684038,0.016129,0.009217,217,1,7,156,1,710,0
1,0.562535,0.157648,0.077536,426.9,0,3,70,0.4,408,1
1,0,0.010101,0.050505,99,0,4,648,1,27,0
1,1,0,0.028777,69.5,1,3,98,0.5,352,0
1,0.918296,0.004615,0.004615,325,0,3,0,0.5,595,1
1,0,0.05,0,20,0,2,0,1,1785,0
1,0,0.05,0,20,0,2,2,1,1778,0
1,0,0.002342,0,427,0,3,0,1,192,0
1,0.873479,0.013844,0.0057,409.333333,1,3,30,1,571,0
1,0,0.004566,0.013699,219,0,3,5,1,656,0
1,0.858181,0.016502,0.061655,484.777778,0,9,609,0.555556,1501,0
4,0.766456,0.011566,0.005181,1080.8,1,12,629,0.9,17033,0
1,0,0.004878,0.004878,205,0,3,77,1,2209,1
2,0.985228,0.021951,0.012195,205,0,5,2,1,9213,0
2,0.970951,0.012195,0.012195,205,0,5,0,0.5,9205,0
2,0.992774,0.022167,0.027094,203,0,5,2,0.5,9194,0
1,0.155092,0.030377,0.000349,954.666667,1,3,318,0.666667,767,0
1,0,0,0.020202,198,0,3,0,1,2084,0
1,0,0.019802,0,202,0,3,226,1,2083,0
1,0.708321,0.00092,0.005215,815,1,3,93,0.5,650,0
1,0,0,0.015,200,1,3,0,1,335,0
1,0.918296,0.001867,0.000933,1071.5,1,3,15,1,334,0
2,0.996792,0.051075,0.02957,186,0,6,2,0.5,3014,0
1,0,0.067358,0.020725,193,1,3,9,1,327,0
1,0,0,0.005051,198,0,3,168,1,695,0
1,0.824029,0.008176,0.007842,499.416667,0,9,2604,0.666667,1786,1
1,0,0.001013,0.001013,1974,0,4,1,1,1774,0
1,0.747452,0.016489,0.007023,818.75,0,6,783,1,1773,0
1,0,0.000509,0.078451,1963,0,4,0,1,1385,0
1,0,0.002465,0.001972,2028,1,4,39,1,28,0
1,0,0.00051,0.001019,1962,0,4,584,1,1389,0
1,0,0.004075,0.075904,1963,1,4,584,1,1387,0
2,0.936754,0.00836,0.00836,1244,1,15,212,0.8,9530,0
1,0,0.00051,0.001019,1962,0,4,334,1,1388,0
1,0,0.003566,0.084055,1963,1,4,334,1,1386,0
1,0,0,0,10.75,0,1,0,0.25,373,1
1,0,0.002532,0.001266,790,0,3,0,1,1719,0
1,0.749595,0.009843,0.003937,508,1,5,228,1,827,0
1,0,0.027422,0.027422,547,0,3,78,1,2208,0
2,0.811278,0.003755,0.003755,1598,1,10,1,1,16532,1
1,0,0.001828,0.001828,547,0,3,0,1,2142,0
2,0.811278,0.001298,0.001298,1540.5,0,11,2,1,16426,0
1,0,0.003676,0,544,0,2,198,1,752,0
1,0,0.003676,0,544,0,2,300,1,753,0
1,0.884067,0.003883,0.008877,721,0,9,1281,0.8,1825,0
1,0.815738,0.018278,0.013005,569,1,8,16,0.8,984,1
1,0,0.030655,0.0074,946,0,4,39,1,29,0
1,0,0,0.001078,928,1,3,1,1,656,0
1,0,0.01507,0.004306,929,1,3,17,1,655,1
1,0,0.00111,0,901,0,2,2,1,326,0
1,0,0.002275,0.002275,879,0,1,40,1,516,1
1,0.845234,0.003231,0.00525,825.333333,1,6,2809,1,824,0
1,0.871605,0.003136,0.005488,850.333333,1,6,1864,0.666667,821,0
1,0,0.003086,0,648,0,3,0,1,495,0
1,0,0.003333,0.001667,600,0,3,142,1,693,0
1,0.962346,0.017341,0.003854,230.666667,1,5,778,0.666667,636,0
1,0,0.004992,0.004992,601,0,3,7,1,350,0
1,0.804988,0.004563,0.004868,547.833333,0,2,342,0.833333,522,0
1,0,0.003333,0.003333,600,1,3,1664,1,1662,0
1,0,0.003333,0.001667,600,0,3,157,1,695,0
1,0,0.003145,0.003145,636,1,3,1310,1,1661,0
1,0,0.001543,0.001543,648,1,3,914,1,1660,0
1,0.600053,0.031442,0.014952,715.6,1,6,3945,0.9,854,0
1,0,0.001543,0.001543,648,1,3,604,1,1658,0
1,0,0.001585,0.001585,631,1,3,240,1,1659,0
1,0,0.345588,0.066176,136,1,2,240,1,1672,0
1,0,0.01199,0.004796,417,1,14,5,1,1,0
1,0.574894,0.356574,0.187251,83.666667,0,9,883,0.833333,1670,0
1,0.236622,0.217033,0.021978,91,0,7,247,0.5,209,0
1,0.585212,0.018209,0.003937,406.4,1,6,8,0.8,357,1
1,0.243169,0.320789,0.281362,62,1,2,256,0.555556,291,1
1,0.863121,0.013289,0.009967,150.5,0,7,149,1,205,0
1,0.559364,0.009657,0.006974,621.333333,1,8,335,1,676,0
1,0,0.084416,0.012987,154,1,4,176,1,1651,0
1,1,0.008475,0,236,0,7,1959,0.5,898,0
1,0,0,0.023256,43,0,5,0,1,453,0
1,0,0,0,41,0,1,0,1,263,0
1,0.515947,0.028283,0.024242,247.5,1,4,54,0.5,180,0
1,0,0,0,300,0,1,0,1,71,0
1,0.810316,0.02762,0.019496,307.75,1,13,880,0.833333,1909,0
1,0.93783,0.118732,0.118732,133.461538,0,5,2404,0.128205,1761,1
1,0,0.025937,0.002882,347,0,7,37,1,1957,0
1,0,0.008746,0.011662,343,1,7,55,1,1807,0
1,0,0.005831,0.005831,343,1,7,7,1,265,0
1,0,0.002857,0.017143,350,1,7,15,1,1502,0
1,0.63431,0.035545,0.023697,211,1,8,122,1,808,1
1,0,0.006192,0.006192,323,1,7,292,1,485,0
1,0,0.006431,0.006431,311,1,7,0,1,383,0
1,0,0.020408,0.020408,294,0,6,27,1,193,0
1,0,0.017007,0.02381,294,0,6,24,1,191,0
1,0,0.063433,0.037313,268,1,6,11,1,441,0
1,0.797733,0.063167,0.029063,259.384615,0,7,278,0.538462,398,1
1,0.780477,0.019036,0.008883,157.6,0,8,119,0.8,323,0
1,0,0.008584,0.008584,233,1,6,0,1,212,0
1,0,0.035242,0.030837,227,0,6,3,1,179,0
1,0.376914,0.036891,0.003953,189.75,0,6,52,1,71,1
1,0,0.018519,0.006173,162,0,4,3,1,51,0
1,0,0.006289,0.012579,159,0,3,0,1,402,0
1,0.522893,0.089466,0.10101,115.5,0,2,157,0.833333,269,1
1,0,0,0,102.333333,0,1,0,0.333333,177,1
1,0.650022,0.009368,0.004684,213.5,1,7,706,1,758,0
1,0,0.003125,0.01875,320,1,7,684,1,1503,0
1,0.960627,0.037464,0.045389,347,0,9,605,0.75,263,1
1,0,0.019608,0.029412,102,1,7,97,1,669,0
1,1,0.006186,0.006186,242.5,0,7,66,0.5,1398,0
1,0.728282,0.018727,0.009363,133.5,0,7,446,0.75,1380,0
1,0.985228,0.013514,0.005405,185,1,6,224,1,472,1
1,0.803584,0.015915,0.007073,377,0,7,294,1,312,0
1,0,0.011628,0.023256,86,0,5,431,1,803,0
1,0,0.019802,0.029703,101,1,7,56,1,668,0
1,0,0.039216,0.019608,102,0,7,379,1,657,0
1,0.33729,0.035088,0.011696,171,0,8,100,1,436,0
1,0.574636,0.219595,0.077703,148,0,8,312,0.5,109,0
1,0,0,0.014706,68,0,6,1,1,93,0
1,0,0.025,0.025,40,0,6,8,1,1,0
1,0,0.051282,0.025641,39,0,5,2,1,59,0
1,0,0,0,7,0,1,0,1,193,0
1,0,0.011628,0.023256,86,1,7,1896,1,673,0
1,0,0.023256,0.034884,86,1,7,1836,1,671,0
3,0.996389,0.169492,0.118644,14.75,0,15,8,0.5,747,0
1,0,0.065217,0.008152,368,1,7,277,1,786,0
1,0.985228,0.009217,0.006912,217,1,7,332,1,760,0
2,0.833515,0.026119,0.046642,134,0,7,432,1,7576,0
1,0,0.003378,0.010135,296,0,5,12,1,192,0
1,0,0.003906,0,256,0,4,7,1,31,0
1,0,0.008299,0.004149,241,0,3,16,1,360,0
1,0,0.006079,0.00304,329,0,6,101,1,309,0
1,0,0.009146,0.003049,328,0,6,82,1,307,0
1,0.811278,0.014493,0.014493,207,0,6,401,1,306,0
1,0,0.030769,0.003077,325,0,6,40,1,303,0
1,0,0.003165,0.003165,316,0,6,20,1,299,0
1,0.479718,0.138462,0.064423,173.333333,1,5,1664,0.5,1842,0
1,0,0,0.009804,102,0,4,1,1,509,0
1,0,0.04902,0.009804,102,1,4,0,1,508,0
1,0,0,0,72,0,1,0,1,595,0
1,0.501154,0.03038,0.032911,131.666667,1,5,821,1,1945,0
1,0.984923,0.097902,0.055944,35.75,0,5,2150,0.5,1579,1
1,0.75597,0.013333,0.005926,225,0,8,55,0.666667,1508,0
1,0,0.244898,0.265306,98,0,4,479,1,2288,1
1,0.81752,0.007528,0.008783,265.666667,1,9,93,1,756,0
1,0,0.036364,0.018182,55,0,5,119,1,324,0
1,0,0,0.031646,316,0,6,1,1,298,0
1,0,0.033742,0.003067,326,0,6,10,1,297,0
1,0,0.013216,0.013216,227,0,6,1,1,277,1
1,0.396628,0.054585,0.056769,229,1,7,24,1,256,1
1,0,0.003125,0.01875,320,1,7,1095,1,1505,0
1,0,0.003125,0.01875,320,1,7,731,1,1504,0
1,0.345117,0.000299,0.001556,8356.5,1,7,0,1,326,0
1,0.916964,0.009353,0.009353,347.5,1,9,519,0.75,1564,1
1,0.844133,0.016863,0.007154,489.25,1,10,262,0.5,1396,0
1,0.918296,0.011038,0.00883,226.5,1,7,21,1,1130,0
1,0,0.024,0.004,1000,0,6,14,1,891,0
1,0,0.017192,0.002865,349,1,3,36,1,696,1
