@relation 'platform-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R3,12-13'

@attribute ns numeric
@attribute nm numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute npt numeric
@attribute sexp numeric
@attribute bug {1,0}

@data
1,1,0,0,0.095238,84,1,13,1,1,1861,0
1,2,0.918296,0.006856,0.001371,1094,1,17,0,0.5,1859,0
1,3,0.640914,0.036481,0.002728,733.25,1,20,250,1,1857,0
1,1,0,0.012346,0.012346,81,0,13,10,1,2194,0
1,1,0.982141,0.00625,0.08125,53.333333,1,13,34,1,1653,0
1,1,0,0.024691,0.024691,81,1,12,11,1,1460,0
1,1,0.266765,0.120301,0.045113,66.5,0,12,0,0.5,1333,0
1,1,0,0.136986,0.136986,73,0,10,15,1,1772,0
1,2,0.603215,0.037355,0.010601,990.5,1,16,8,1,1009,0
1,2,0.932112,0.010096,0.002125,941,1,14,18,1,576,1
1,1,0,0.013158,0,76,0,10,0,1,1335,0
1,2,0.721928,0.012793,0.000533,938,0,14,4,0.5,95,0
1,2,0.86921,0.014107,0.004031,827,1,12,10,0.666667,171,0
1,2,0.823066,0.026938,0.009346,909.5,1,12,24,1,123,0
1,1,0,0.044118,0.029412,68,0,8,27,1,1244,0
1,2,0.459148,0.002209,0.001104,452.75,1,10,17,0.75,364,0
1,1,0.830463,0.721154,0.394231,34.666667,1,2,3,0.666667,9,0
1,1,0,0.310345,0.258621,58,0,7,166,1,692,0
1,1,0,0.076923,0.067308,104,1,16,100,1,169,0
1,1,0,0.266667,0.266667,15,1,9,52,1,2204,0
1,1,0,0.6,0.2,15,1,7,72,1,384,0
1,1,0,0.133333,0.066667,15,0,4,186,1,194,0
1,2,0.808507,0.10625,0.2125,32,1,11,361,0.8,555,0
1,1,0,0,0,4,0,1,0,1,431,1
1,1,0,0,0,9,1,1,0,1,1076,0
1,1,0,0.142857,0.142857,7,0,3,17,1,2091,0
1,1,0,0,0,7,1,1,0,1,1708,0
1,5,0.912222,0.128796,0.003839,260.454545,1,25,1428,0.818182,1075,0
1,1,0.448019,0.323529,0.147059,8.5,1,9,560,0.75,2397,0
1,3,0.770966,0.326446,0.524793,48.4,0,12,0,0.4,634,0
1,4,0.977378,0.262887,0.123711,38.8,0,4,1142,0.7,171,0
1,3,0.972363,0.05,0.004167,48,1,12,1345,0.4,132,0
1,2,0.978449,0.036176,0.03876,193.5,0,6,3,1,2976,0
1,1,0,0.083333,0.083333,12,0,4,15,1,173,0
1,1,0,0.272727,0,44,1,15,3,1,407,0
1,1,0,0.02439,0,41,1,15,24,1,133,0
2,3,0.974691,0.139785,0.005376,62,1,14,139,1,33,0
1,1,0,0.060606,0.121212,33,0,12,0,1,368,0
1,1,0,0,1.290323,31,1,12,0,1,2119,0
1,1,0,0.107143,0.25,28,0,10,0,1,369,0
1,1,0,0.214286,0.035714,28,0,10,0,1,39,0
1,3,0.518115,0.668367,0.219388,49,1,10,114,0.75,581,1
1,3,0.92062,0.002558,0.058824,130.333333,1,15,17,0.666667,572,0
1,4,0.518041,0.223195,0.002188,114.25,1,15,142,1,460,1
1,1,0,0,0.058824,17,0,5,97,1,150,0
1,1,0,1.294118,0.176471,17,0,7,167,1,126,0
1,1,0,0,0,0,0,1,0,1,1746,0
1,1,0.96023,0,0.046296,36,1,14,6,0.333333,6606,0
1,2,0.570541,1.086957,0.847826,23,0,4,6,1,1192,1
1,1,0,0.068966,0.034483,29,0,14,242,1,343,0
1,1,0,0.071429,0,28,1,12,30,1,582,0
1,1,0.985057,0.070796,0,37.666667,1,14,11,0.666667,5241,0
1,1,0,0.052632,0.052632,19,1,9,7,1,6348,0
1,1,0,0.105263,0.052632,19,1,9,50,1,6340,0
1,1,0,0.052632,0.157895,19,0,9,21,1,2049,0
1,1,0,0.210526,0.210526,19,1,4,16,1,204,0
1,2,0.27139,0.027241,0.010545,569,0,9,110,1,2130,0
1,6,0.803473,0.051669,0.037043,262.083333,0,8,471,0.458333,285,0
1,1,0,1,0.75,20,1,8,36,1,2113,0
1,2,0.938958,0.205426,0,86,1,9,33,1,1902,1
1,1,0,0.25,0.166667,12,1,7,196,1,1862,0
1,1,0,0.166667,0,12,1,6,0,1,1894,0
1,2,0.715861,0.491935,0.282258,74.4,1,7,885,0.4,1234,1
1,3,0.785033,0.172043,0.080645,124,1,3,71,0.666667,201,0
1,2,0.380947,0.100529,0.042328,94.5,1,1,444,1,2797,0
1,1,0,0,0,50,1,1,0,0.5,2036,1
1,1,0.944785,0,0.245283,53,1,15,173,1,1948,0
1,1,0,0.028571,0,35,0,8,27,1,6236,0
1,1,0,0.030303,0.030303,33,1,7,0,1,2013,0
1,1,0,0.043478,0,23,0,2,0,1,10,0
1,3,0.992542,0.132388,0.049645,141,1,2,9,0.666667,9,1
1,2,0.485461,0.082707,0.06015,133,1,2,147,1,2084,1
1,1,0,0.106061,0,66,1,2,37,1,582,0
1,1,0.970951,0.30303,0,33,1,1,102,0.5,3593,0
1,1,0.995727,0.5,0.02,25,1,1,12,0.5,3481,0
1,1,0,0,0,25,0,1,0,0.5,3414,0
1,1,0,0,0,0,1,1,0,1,51,0
1,2,0.521321,0.703404,0.001621,154.25,1,13,414,0.75,51,0
1,1,0.969724,0.077465,0.007042,28.4,0,5,0,0.2,504,0
1,1,0,0.1,0.1,20,0,5,0,1,35,0
1,1,0,0.15,0.35,20,1,5,5,1,34,0
1,1,0,0.1,0,20,1,4,76,1,582,0
1,1,0,4.833333,3.388889,18,0,3,344,1,154,0
1,1,0,0,0,13,1,1,0,0.5,1963,1
1,1,0,0.451613,0.258065,31,1,9,452,1,132,0
1,1,0,0.034483,0.034483,29,0,6,2,1,1686,0
1,1,0,0.482759,0,29,0,6,0,1,1661,0
1,2,0.721928,0.010879,0.00272,551.5,1,14,34,1,1529,0
1,1,0,0,0.05,20,0,6,214,1,229,0
1,4,0.629423,0.054992,0.049069,168.857143,0,11,323,0.428571,227,0
1,4,0.80931,0.196128,0.000842,297,0,11,323,0.75,219,0
1,1,0,0.235294,0,17,0,5,170,1,181,0
1,2,0.918296,0.011236,0.011236,133.5,0,11,230,1,737,0
1,1,0,0.176471,0.058824,17,0,5,170,1,735,0
1,1,0,0.176471,0.058824,17,0,5,147,1,24,0
1,5,0.842516,0.034514,0.054496,157.285714,0,11,324,0.714286,7,0
1,1,0,1,1,0,1,2,115,1,137,0
1,2,0.576983,0.062694,0.098076,322.2,1,19,58,0.6,351,1
1,1,0,0.254237,0.016949,59,1,1,8,1,323,0
1,1,0,0,0,14.333333,1,1,0,0.333333,107,1
1,1,0,0.005,0.015,200,1,7,14,1,2086,0
1,1,0,0,0,0,0,1,0,1,774,0
1,1,0,0.010638,0,188,0,2,0,1,202,0
1,1,0,0.064516,0.028226,248,1,13,6,1,1528,0
1,1,0,0.016461,0.016461,243,1,13,8,1,1523,0
1,2,0.563856,0.035789,0.035789,475,1,15,191,1,1518,0
1,2,0.999142,0.012726,0.001468,1021.5,1,21,74,0.5,1342,1
1,2,0.930586,0.052525,0,247.5,1,15,332,1,815,1
1,1,0,0.055046,0,218,1,11,42,1,582,0
1,1,0,0.055046,0,218,1,10,14,1,5284,0
1,1,0,0.313084,0.285047,214,1,10,0,1,5247,1
1,2,0.216397,0.190476,0.085714,105,1,10,50,1,5246,0
1,3,0.663634,0.083458,0.058867,335.5,1,14,656,0.75,4878,1
1,1,0,0.071429,0.005952,168,1,9,4,1,29,1
1,1,0,0,0.008696,115,0,5,6,1,1238,0
1,1,0,0.05042,0,119,0,4,37,1,114,0
1,2,0.60242,1.116505,1.048544,77.25,1,5,86,0.75,13,1
1,1,0,0.05042,0,119,0,4,42,1,113,0
1,1,0,0,0.018182,165,1,8,69,1,4667,0
1,5,0.183993,0.22719,0.185675,313.142857,0,18,860,1,4657,0
1,1,0,0.068966,0,29,1,7,56,1,582,0
1,1,0,0.37931,0.034483,29,0,5,31,1,5243,0
1,1,0,0.101695,0.118644,59,1,4,0,1,6299,0
1,1,0,0.101695,0.016949,59,1,4,4,1,2234,0
1,2,0.744028,0.534743,0.117825,110.333333,1,9,134,0.666667,2210,1
1,1,0,0,0.96,50,0,4,27,1,6248,0
1,1,0,0.178571,0.428571,56,0,3,63,1,1281,0
1,1,0,0.028571,0.8,35,1,2,3,1,5630,0
1,1,0,0,0,8,1,1,0,1,555,0
1,2,0.970951,0.011299,0.002825,177,1,13,0,0.5,1452,0
1,2,0.951891,0.252011,0.005362,124.333333,1,14,721,1,1450,0
1,1,0,0.043796,0.010949,274,1,9,174,1,19,0
1,1,0,0.0369,0.00369,271,1,8,0,1,2266,0
1,1,0,0.007547,0.003774,265,1,8,6,1,2265,0
1,1,0,0.245283,0.143396,265,1,8,4,1,2250,0
1,1,0,0.057034,0.057034,263,1,8,4,1,2235,1
2,2,0.619382,0.024735,0.021201,141.5,1,9,400,1,52,0
1,1,0,0,0.014851,202,0,6,0,1,4687,0
1,1,0,0,0.029412,204,0,5,0,1,12,0
1,1,0,0.225962,0.057692,208,1,5,215,1,9,0
1,3,0,0,0,51.5,0,1,0,0.1,18,1
1,2,0.894892,2.26087,0.934783,15.333333,1,2,243,1,81,0
1,1,0,0.047887,0.101408,710,1,13,0,1,1509,0
1,2,0,0.010884,0.005442,367.5,1,13,175,1,1496,0
1,2,0,0.006821,0.002729,366.5,1,17,950,1,1493,0
1,2,0,0.0342,0.025992,365.5,1,13,372,1,1490,0
1,2,0,0.006859,0.002743,364.5,1,13,513,1,1488,0
1,1,0,0.008559,0.005706,701,1,13,1,1,1478,1
1,2,0.443207,0.020833,0.009339,464,1,16,920,1,1470,0
1,2,0,0.010116,0.00289,346,1,16,1068,1,1466,0
1,1,0,0.027108,0.012048,664,1,13,21,1,1175,0
1,1,0,0.062405,0.031963,657,1,13,121,1,1112,0
1,1,0,0.00317,0,631,1,11,0,1,557,0
1,1,0,0.384365,0.099349,614,1,10,5,1,6266,0
1,1,0,0.006612,0,605,0,10,1,1,2120,0
1,1,0,0,0.00318,629,1,9,41,1,2027,0
1,1,0,0,0.006359,629,1,9,7,1,1983,0
1,1,0,0.033281,0.006339,631,1,9,97,1,1916,0
1,1,0,0.00321,0,623,0,9,44,1,1824,0
2,3,0.958807,0.022989,0.004057,493,1,10,13,1,1052,0
1,1,0,0,0.056,500,0,7,0,1,502,0
1,1,0,0.05303,0,528,0,7,18,1,500,0
1,2,0.721928,0.03964,0.023423,277.5,0,6,12,1,1210,1
1,2,0.228538,0.055453,0.044362,270.5,0,8,0,1,1207,0
1,2,0.363673,1.098696,1.128492,268.5,0,8,33,1,71,0
1,1,0,0,0,0,0,1,0,1,62,0
1,1,0,0.001949,0.001949,513,0,3,0,1,234,0
1,1,0,0.102204,0.1002,499,0,2,0,1,177,0
1,1,0,0,0.04008,499,0,2,0,1,715,0
1,1,0,0.028169,0.028169,71,0,4,182,1,193,0
1,1,0,0,0,0,1,1,0,1,2171,0
1,1,0,0.027273,0.036364,110,1,4,49,1,1800,0
1,6,0.590633,0.03717,0.005127,325.083333,0,17,409,0.666667,1301,0
1,1,0,0.09901,0.039604,101,0,1,12,1,1990,0
1,1,0,0.030612,0.010204,98,1,1,0,1,1934,0
1,1,0,0,0,74.333333,1,1,0,0.333333,1931,1
1,1,0,1,0.02381,42,1,3,190,1,1768,0
2,2,0.645752,0.543478,0.445652,46,1,3,24,1,1241,0
1,1,0,0,0,0,0,1,0,1,280,0
1,2,0.960362,0.076531,0.076531,196,1,2,65,1,465,0
1,2,0.793988,0.029557,0.091626,48.333333,1,3,585,0.238095,162,1
1,1,0,0.008696,0.008696,115,0,4,76,1,98,0
1,1,0,0.017391,0.008696,115,1,3,51,1,1,1
1,1,0,0,0,8,1,1,0,1,1252,0
3,3,0.946395,0.009238,0.009238,144.333333,0,9,16,1,3204,0
1,1,0,0.122807,0,57,1,4,380,1,1423,0
1,1,0,0,0.052632,57,1,2,31,1,2130,0
1,3,0.704584,0.065217,0.041667,184,1,5,70,1,1398,0
1,1,0,0.081481,0.014815,135,1,1,1,1,1395,0
1,1,0,0.023077,0.030769,130,1,1,16,1,1393,1
1,1,0,0.465649,0.053435,131,1,1,17,1,1318,1
1,1,0,0.27,0.07,100,1,1,1,1,1286,1
1,2,0.835656,0.336933,0,154.333333,1,5,39,0.666667,1285,0
1,1,0,0.014706,0,68,0,5,27,1,6237,0
1,1,1,0.017442,0.017442,86,1,5,2,1,1933,0
1,1,0,0.017857,0.017857,56,1,4,26,1,1218,0
1,1,0,0,0,0,0,1,0,1,175,0
2,2,0.613619,0.038095,0.014286,315,0,2,0,1,1103,0
1,1,0,0.2,0.022222,45,0,2,0,1,732,0
1,1,0,0.014041,0.00624,641,1,5,0,1,225,0
1,1,0,0.045455,0.021944,638,1,5,20,1,224,0
1,1,0.811278,0.032624,0.012766,352.5,1,5,2,0.5,85,0
1,11,0.904044,0.012656,0.012656,239.439394,0,9,2676,0.80303,1213,1
1,1,0.400931,0.007353,0.158824,340,1,4,0,0.5,171,0
1,1,0.984343,0.09396,0.088591,372.5,1,4,14,0.5,167,0
1,1,1,0.030831,0.00134,373,1,4,45,1,159,0
2,2,0.877719,0.113402,0.064433,388,1,5,90,1,174,1
1,1,0,0.090573,0.003697,541,1,4,3,1,99,1
1,1,0,0.014572,0.014572,549,1,4,0,1,89,0
1,1,0.617359,0.439669,0.024793,302.5,1,4,32,1,88,1
1,1,0,0.013453,0.004484,446,1,4,2,1,58,0
1,1,0.972363,0.007551,0.006472,185.4,1,5,204,0.8,49,1
1,1,0,0.099099,0.027027,444,0,3,1,1,29,1
1,1,0,0.066351,0.014218,422,1,3,2,1,20,0
1,1,0.647178,0.03132,0.057047,178.8,0,12,163,0.4,6464,0
1,2,0.811278,0.000975,0.002924,513,1,6,18,1,1103,0
1,2,0.811965,0.093946,0.060543,79.833333,1,5,62,0.333333,2139,0
1,2,0,0,0,132.333333,1,1,0,0.333333,6429,1
2,2,0.863121,0.00995,0.036484,301.5,0,12,262,1,5198,0
1,2,0.902671,0.16,0.027692,81.25,0,7,604,0.25,191,0
1,1,0.090121,1.034091,0.954545,88,1,4,67,1,5,1
1,1,0,0.068966,0.011494,87,0,2,43,1,22,0
1,2,0.258019,0.048632,0.021277,164.5,1,3,20,1,1326,0
1,1,0,1.044776,0.850746,67,0,1,5,1,1143,0
1,2,0.51186,0.02027,0.006757,98.666667,1,3,173,1,1118,0
1,7,0.967956,0.011521,0.011521,158.929577,0,17,815,0.098592,5589,1
1,1,0,0.012821,0.025641,78,0,9,0,1,5504,0
1,1,0,0.3,0.114286,70,1,4,13,1,60,0
1,2,1,0.020339,0.010169,98.333333,0,2,89,1,903,0
2,2,0.929364,0.129496,0.079137,69.5,0,8,269,1,1038,0
1,1,0,0.042857,0,70,0,3,0,1,2127,0
1,1,0.873981,0.126214,0.038835,51.5,1,4,40,1,6239,0
1,1,0,0.042857,0,70,0,3,14,1,2087,0
1,6,0.863637,0.063322,0.019723,262.727273,0,11,2,0.181818,2847,0
1,1,0,0.021505,0.010753,93,1,3,2,1,1227,0
1,1,0,0.304348,0.032609,92,1,3,0,1,1145,0
1,1,0,1.7,1.625,80,0,3,5,1,1144,1
1,1,0.758144,0.015805,0.061782,63.272727,1,4,298,0.272727,173,0
1,1,0,0.022222,0,45,1,8,80,1,2311,0
1,1,0.195068,1.858097,0.020033,149.75,0,6,495,0.5,62,0
2,12,0.921665,0.004846,0.004846,186.387097,1,25,431,0.451613,8696,1
1,6,0.925237,0.065705,0.051272,146.277778,1,20,3910,0.5,6894,1
1,3,1,0.017467,0.017467,57.25,1,10,887,0.5,6683,0
1,3,1,0.017391,0.017391,57.5,1,8,321,0.75,3859,1
1,3,1,0.017467,0.017467,57.25,1,10,1259,1,6687,0
1,3,0.934166,0.080717,0.035874,74.333333,1,7,434,1,1592,1
1,1,0.999872,0.408537,0.04878,82,0,6,14,0.5,245,0
1,3,0,0,0,0,0,9,7321,0.145833,515,0
1,1,0,0.081481,0.022222,135,1,4,67,1,1228,0
1,1,0,0.015267,0.061069,131,0,4,7,1,76,0
1,1,0,0.118519,0.103704,135,1,3,35,1,306,0
1,1,0,0.095238,0,21,0,6,8,1,1185,0
1,1,0,0.111111,0,18,0,5,156,1,539,0
1,4,0.722566,0.148112,0.088093,206.6,1,17,1290,1,1508,0
1,2,0.522559,0.010076,0.004198,595.5,1,18,12,1,3267,0
1,1,0,0.012987,0.006494,154,1,9,15,1,13,0
1,2,1,0.007722,0.007722,129.5,0,7,0,1,2685,0
1,1,0,0.195946,0.081081,148,0,7,3,1,176,1
1,1,0,0.055556,0.027778,144,1,2,3,1,20,0
1,1,0,0,0.006329,158,1,2,190,1,421,0
1,1,0,0,0,158,1,1,0,1,1982,0
1,1,0,0.418367,0.367347,98,1,3,128,1,15,0
1,1,0,0,0,103,0,1,0,1,179,1
1,1,0,0.09589,0.013699,73,1,3,139,1,88,0
2,2,1,0.012739,0.012739,78.5,1,2,4,1,5,0
1,1,0.684038,0.026012,0.00578,173,1,5,356,0.5,2655,0
1,1,0.974698,0.043011,0.077419,155,0,4,164,0.666667,194,0
1,1,0,0.242424,0.109848,264,1,2,49,1,173,0
1,1,1,0.006431,0.006431,155.5,1,3,103,1,96,0
1,1,0,0.057377,0,122,1,10,56,1,582,0
1,1,0,0.081967,0,122,1,8,167,1,4252,0
1,1,0,0.051724,0,116,1,8,71,1,2350,0
2,4,0.827057,0.029727,0.060642,168.2,0,12,40,0.8,4326,0
1,2,0.663197,0.09,0.055,100,1,10,28,1,2125,0
1,2,0.99403,0.052941,0.011765,85,1,9,86,0.5,1521,1
1,4,0.854306,0.048327,0.009913,201.75,1,8,195,1,377,0
1,2,0.944087,0.19457,0.0181,110.5,1,4,116,1,133,0
1,1,0,0.011628,0.127907,86,1,2,8,1,36,0
1,3,1,0.0025,0.0075,100,0,5,73,1,9,0
1,1,0.914101,0.023256,0.009302,71.666667,0,7,624,0.333333,212,0
1,2,0.99403,0.053254,0.011834,84.5,1,9,179,1,1519,0
1,1,0,0.036145,0,83,0,4,4,1,23,0
1,1,0,2.444444,2.037037,81,1,4,15,1,41,0
1,1,0.116668,0.668449,0.010695,46.75,0,6,711,0.5,280,0
1,1,0,0.208333,6.208333,24,0,6,155,1,29,0
1,1,0,0,0,0,0,2,10,1,165,0
1,3,0.510723,0.008953,0.017906,207.428571,0,9,24,0.714286,163,0
2,6,0.794853,0.084785,0.032997,363.666667,0,8,42,0.833333,188,0
1,5,0.687317,0.011222,0.011526,274.75,0,9,42,0.666667,1225,1
1,2,0.749541,0.336842,0.010526,63.333333,1,1,3,0.666667,108,0
1,1,0,0.089655,0.062069,145,1,1,3,1,102,0
1,3,0.4783,0.042403,0.024735,47.166667,0,7,6,0.5,96,0
1,3,0,0,0,50,1,1,0,0.166667,86,0
1,1,0,0,0,18,0,4,155,1,516,0
1,1,0,0.10596,0.033113,151,1,9,139,1,2678,0
1,1,0,0.013889,0.013889,144,1,9,28,1,2011,0
1,1,0,0.025974,0,77,1,1,21,1,162,0
1,1,0,0.1,0.033333,30,0,2,29,1,1,0
1,5,0.787305,0.02972,0.04021,67.294118,0,12,60,0.176471,4835,1
1,1,1,0.040094,0.021226,212,0,2,18,1,1621,0
1,1,0,0,0,68,1,1,0,1,1518,0
1,2,0.413817,0.027624,0.005525,181,0,4,0,0.5,1580,0
1,1,0,0.034483,0.013793,290,0,1,0,1,1573,0
1,1,0,0.003521,0.003521,284,0,1,0,1,1572,0
1,1,0,0.088028,0.070423,284,0,1,0,1,1571,0
1,1,0,0.015831,0.002639,379,1,5,69,1,2073,0
1,1,0,0.029333,0.018667,375,1,5,11,1,1989,0
1,2,0.788375,0.154066,0.155492,233.666667,1,7,984,1,1965,0
1,3,1,0.004467,0.004467,447.75,1,15,540,0.75,6562,0
1,1,0.922735,0.186441,0.064407,295,1,7,25,1,1936,1
1,1,0,0.002786,0.005571,359,1,3,97,1,1908,1
1,1,0,0.005571,0.005571,359,1,3,0,1,6438,0
1,1,0,0.014045,0.008427,356,1,1,39,1,1799,0
1,1,0,0.011331,0.008499,353,1,1,15,1,1747,0
1,1,0,0,0,176.5,0,1,0,1,1584,1
1,1,0,0.005571,0.005571,359,1,3,78,1,6439,0
1,2,0.423518,0.26178,0.036649,191,1,4,141,1,559,0
1,1,0.848863,1,1.007092,23.5,0,4,30,0.5,5331,0
1,6,0.557886,0.001847,0.001847,180.5,0,12,30,0.25,3739,0
1,2,0,0,0,20,0,1,0,0.5,4801,0
1,3,0,0,0,21.9,1,1,0,0.1,1551,1
1,2,0,0,0,15.571429,0,2,0,0.285714,757,0
1,1,0,0.068493,0.013699,73,1,1,20,1,789,0
1,1,0,0,0,58,1,1,0,1,460,1
1,1,0,0.230769,0.230769,13,1,6,54,1,1749,0
1,2,0.961237,0.048327,0,134.5,1,3,0,0.5,1200,0
1,2,0,0,0,33.5,0,1,0,0.25,5121,0
1,2,0.86528,0.446281,0.289256,17.285714,1,6,980,0.333333,929,1
1,2,0.991076,0.176471,0,25.5,0,4,2,0.5,5638,0
1,2,0.955688,0.035802,0,162,1,4,5,0.2,58,0
1,2,0.761746,0.134367,0.095607,86,0,3,21,0.222222,5242,1
1,2,0.802117,1.640449,2.52809,5.933333,0,4,125,0.533333,5346,0
1,2,0,0,0,50,1,1,0,0.333333,1033,1
1,8,0.662901,0.086248,0.091616,216.12,0,12,1296,0.52,757,0
1,4,0,0.10084,0.07563,19.833333,0,4,105,0.666667,4025,0
1,8,0.575932,0.193824,0.237059,94.444444,0,11,1942,0.416667,4270,0
1,9,0.29781,0.046711,0.04409,220.842105,1,15,573,0.578947,6512,1
1,1,0.591673,0.117647,0.705882,8.5,0,4,2,0.5,5348,0
1,2,0.954434,0.051852,0.007407,67.5,1,4,10,1,2876,0
1,2,0.61524,0.078341,0.140553,72.333333,0,2,7,0.833333,2853,0
1,13,0.765445,0.719504,0.536182,74.030612,0,8,2011,0.377551,3659,0
1,1,0,0.25,0.25,4,0,3,17,1,2092,0
1,1,0,0.924242,0.777778,198,0,7,266,1,1934,0
1,3,0.647713,0.197248,0.057339,174.4,0,8,60,0.4,1560,0
1,1,0,0.281437,0,167,1,7,0,1,1553,0
1,1,0,1.062937,0,143,1,7,10,1,1552,0
1,1,0,0.097561,0.121951,82,1,5,2,1,891,0
1,1,0,0.108434,0.144578,83,1,5,37,1,873,0
1,3,0.906359,0.049587,0.011019,121,0,15,6,0.666667,321,0
1,1,0,0.4,0.64,25,0,4,39,1,260,1
1,1,0,0,0,14,0,1,0,0.333333,4072,0
1,1,0,0,0,14,0,1,0,0.333333,5467,0
1,2,0.844354,0.071429,0.142857,23.333333,0,4,0,0.666667,5475,0
1,3,0.934975,0,0.023829,405.666667,0,10,0,0.333333,1725,0
1,1,0,0.5625,0.625,16,0,3,11,1,1214,0
1,1,0,0,0,0,0,1,0,1,255,0
1,1,0,0.1875,0.1875,16,0,1,0,1,259,0
1,1,0.717175,0.846154,0.586538,34.666667,0,3,0,0.333333,258,0
1,1,0,0.1875,0,16,0,4,14,1,1216,0
1,1,0,0,0,0,0,1,0,1,284,0
1,2,0.836641,0.185629,0.083832,83.5,0,2,0,0.5,118,0
1,3,0.775308,0.174847,0.017638,260.8,0,11,54,0.4,364,0
1,1,0,1.473684,0,19,0,2,0,1,10,0
1,3,0.922357,0.212121,0.166667,22,0,12,107,1,1338,1
1,1,0,0,0,0,0,1,0,1,284,0
1,3,0.88272,0.100741,0.035556,168.75,0,13,963,1,5999,0
1,2,0.995727,0.125,0.005,100,0,9,496,1,5818,0
1,1,0,0.088889,0.088889,45,1,8,609,1,566,0
1,1,0,0.088889,0,45,0,7,127,1,2361,0
1,1,0,0,0.022222,45,1,7,38,1,2263,0
1,7,0.861562,0.020116,0.045512,248.5625,1,16,554,0.8125,1639,0
1,2,0.808337,0,0.118217,129,1,14,42,0.75,1505,0
1,2,0.954228,0.054869,0.003864,431.333333,1,14,34,0.666667,1342,0
1,1,0,0,0,0,0,1,0,1,284,0
1,1,0.970951,0.052632,0,47.5,0,3,0,0.5,231,0
1,1,0,0.243243,0.027027,37,0,2,0,1,138,0
1,2,0.708836,0.083799,0.089385,89.5,0,2,0,0.5,57,0
1,2,0.659966,0.266667,0.075362,86.25,1,8,286,0.75,680,0
1,1,0.918296,0.537634,0.268817,46.5,0,2,0,0.5,49,0
1,1,0,1,0.428571,28,0,2,0,1,11,0
1,1,0,1.535714,0.214286,28,0,2,0,1,9,0
1,1,0,6.634146,6.95122,41,0,7,367,1,6320,0
1,1,0,6.333333,6.022222,45,0,7,367,1,2264,0
1,1,0,0,0.02439,41,1,7,367,1,2262,0
1,1,0,0.03125,0.015625,64,1,3,5,1,318,0
1,1,0,0,0,0,0,1,0,1,284,0
1,2,0.985228,0.076923,0,45.5,0,7,224,1,420,0
1,1,0,0.078125,0,64,0,3,0,1,262,0
1,1,0.801654,1.625,1.192308,34.666667,0,3,0,0.333333,255,0
1,1,0,0,0.031746,63,0,2,0,1,676,0
1,1,0,0.017857,0,56,0,2,0,1,28,0
1,4,0.492839,0.261111,0.112698,252,0,11,206,0.6,372,0
1,1,0.480761,0.490566,0.084906,35.333333,0,2,0,0.333333,27,0
1,2,1,0.003927,0.001309,382,0,11,56,1,366,0
1,1,0,0.511111,0.377778,45,0,2,0,1,20,0
1,1,0,1.133333,0.044444,45,0,2,0,1,328,0
1,1,0,5.2,1.6,15,0,2,0,1,12,0
1,2,0.717241,0.034466,0.027764,348.166667,0,11,57,0.5,301,0
1,1,0,0.092857,0.014286,140,1,10,106,1,2790,0
1,1,0,6.513761,6,109,1,9,183,1,6787,1
1,1,0,0,0.019417,103,1,7,1,1,2239,0
1,1,0,0,0.31068,103,1,7,28,1,2236,0
1,1,0,0.019608,0.009804,102,1,7,4,1,2080,0
1,3,0.720988,0.031858,0.017109,339,1,16,72,0.6,2058,0
1,1,0,0,0.009804,102,0,7,13,1,2041,0
1,1,0,0.008929,0.008929,112,0,7,0,1,2007,0
1,1,0,0.017857,0.026786,112,1,7,27,1,2006,0
1,2,0.970951,0.10687,0.045802,65.5,1,10,7,1,1734,0
1,3,0.558209,0.016698,0.008349,269.5,0,14,31,1,1731,0
1,3,0.917556,0.023326,0.001505,332.25,0,10,185,1,1722,0
1,2,1,0.002016,0.002016,496,1,14,2,0.5,1642,0
1,1,0,0.023256,0.22093,86,0,4,0,1,1550,0
1,2,0.863121,0.013624,0.00545,550.5,0,14,5,1,1549,0
1,2,0.647135,0.076544,0.048344,744.666667,0,16,0,1,1486,1
1,1,0,0.030303,0.030303,66,1,4,24,1,1343,0
1,1,0,0,0.272727,66,1,3,5,1,1275,0
1,1,0,0.092857,0.014286,140,1,10,167,1,2789,0
1,1,0,0.553571,0.5,56,0,2,0,1,2391,0
1,1,0,0,0.018182,55,0,2,0,1,2390,0
1,1,0,0.036364,0,55,0,2,296,1,2389,0
1,2,0.941888,0.051346,0.008042,323.3,1,19,137,0.5,2147,1
1,2,0.318215,0.050847,0.830508,59,1,3,27,1,2129,0
1,1,0,0.25,1,12,1,5,138,1,40,0
1,1,0,0.25,0,12,0,5,65,1,18,0
1,1,0,1,0,9,0,4,166,1,2000,0
1,2,0.895328,0.513158,0.157895,25.333333,1,3,100,0.666667,1809,0
1,1,0,1.777778,0,9,1,3,10,1,5461,0
1,1,0,1,0.714286,7,0,1,85,1,1782,0
1,1,0,0,0,6.5,1,1,0,0.5,1369,0
1,2,0.944599,0.235714,0.042857,46.666667,0,3,126,0.666667,3,0
1,1,0.976635,1.347826,0.347826,11.5,0,1,2,1,309,0
1,1,0,0.428571,0,14,0,1,2,1,307,0
2,2,0.210842,0.828358,0.067164,67,1,3,152,1,3998,1
