@relation data/M_multi_metrics_ML.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R61-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Remove-R49-weka.filters.unsupervised.attribute.Remove-R48-weka.filters.unsupervised.attribute.Remove-R49-weka.filters.unsupervised.attribute.Remove-R28-weka.filters.unsupervised.attribute.Remove-R53-weka.filters.unsupervised.attribute.Remove-R40-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R50-weka.filters.unsupervised.attribute.Remove-R32-weka.filters.unsupervised.attribute.Remove-R32-weka.filters.unsupervised.attribute.Remove-R16-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.Remove-R43-weka.filters.unsupervised.attribute.Remove-R34-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R43-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R30-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R2

@attribute ck_oo_numberOfPrivateMethods numeric
@attribute LDHH_fanIn numeric
@attribute WCHU_numberOfPublicAttributes numeric
@attribute CvsWEntropy numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute LDHH_numberOfPrivateAttributes numeric
@attribute CvsEntropy numeric
@attribute LDHH_numberOfPublicAttributes numeric
@attribute WCHU_numberOfPrivateMethods numeric
@attribute ck_oo_numberOfPublicAttributes numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute WCHU_numberOfPrivateAttributes numeric
@attribute CvsLogEntropy numeric
@attribute WCHU_noc numeric
@attribute LDHH_numberOfAttributesInherited numeric
@attribute ck_oo_fanOut numeric
@attribute ck_oo_numberOfLinesOfCode numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_dit numeric
@attribute ck_oo_fanIn numeric
@attribute LDHH_noc numeric
@attribute WCHU_dit numeric
@attribute ck_oo_lcom numeric
@attribute WCHU_numberOfAttributesInherited numeric
@attribute LDHH_numberOfLinesOfCode numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute numberOfMajorBugsFoundUntil: numeric
@attribute WCHU_numberOfPublicMethods numeric
@attribute LDHH_dit numeric
@attribute WCHU_numberOfMethodsInherited numeric
@attribute LDHH_fanOut numeric
@attribute LDHH_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfPublicMethods numeric
@attribute class {buggy,clean}

@data
0,0,0,0.001763,0,0,4.58293,0,0,1,0,0,0,0,9.17116,0,0,0,36,0,1,3,0,0,66,0,0,4,0,0,0,2.02,0,0.009791,9,12,clean
0,0.001869,0,0.06335,0.001503,0.001583,6.88112,0,0,0,0,1,0,1.09,9.26995,0,0,2,47,0,1,5,0,0,21,0,0.004958,2,1,1.14,0,3.09,0.002072,0.011059,9,7,clean
0,0,0,0.000949,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,0,15,0,1,1,0,0,6,0,0,1,0,0,0,0,0,0,0,4,clean
0,0,0,0.051524,0,0,2.7212,0,0,0,0,0,0,0,0.067741,0,0,2,43,0,1,0,0,1.01,1,0,0,2,0,0,0.001502,3.15,0.009435,0.012592,0,2,clean
0,0,0,0.002152,0,0,4.58293,0,0,0,0,0,0,0,9.17116,0,0,4,50,0,1,1,0,0,28,0,0,0,0,0,0,2.02,0,0.009791,9,8,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,112,1,2,1,0,0,3,0,0,3,0,0,0,0,0,0,14,1,buggy
0,0,0,0.003921,0,0,1.49003,0,0,0,1,0,0,0,0.121386,0,0,10,71,1,2,1,0,0,0,0,0.009111,0,0,0,0,0,0.006771,0,4,0,buggy
0,0,0,0.013289,0.002107,0,6.04101,0,0,0,0,0,0,0,9.24835,0,0,4,27,0,1,0,0,0,10,0,0.001916,2,0,1.01,0,0,0.020043,0,0,5,clean
0,0,0,0.002625,0,0,4.62782,0,0,0,0,0,0,0,9.1668,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,3.05,0,0.037515,26,1,clean
1,0,0,0.012534,0,0.003264,5.39677,0,0,0,0,0,0,1.01,9.26485,0,0,8,84,1,2,0,0,0,6,0,0.014217,1,0,0,0,1.02,0.019866,0.002667,19,2,clean
2,0,0,0,0,0.045459,0,0,0,0,0,0,0,1.01,0,0,0,3,76,0,1,5,0,0,21,0,0.054167,5,0,0,0,0,0,0,18,5,buggy
0,0.006419,0,0.004931,0.004075,0.004578,5.8908,0,0,0,0,0,0,1.01,9.25264,0,0,3,26,0,2,2,0,0,21,0,0.006184,1,2,1.01,0,7.11,0.008281,0.021593,31,7,clean
0,0,0,0.000949,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,0,12,0,1,0,0,0,6,0,0,1,0,0,0,1.01,0.005988,0.005924,9,4,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,138,0,1,3,0,0,15,0,0,5,1,0,0,0,0,0,0,5,buggy
0,0,0,0.018898,0,0.001669,15.882,0,0,0,0,0,0,1.02,9.528,0,0,3,25,0,1,0,0,0,1,0,0.002725,1,0,0,0,0,0.008205,0,0,2,clean
1,0.024845,0,0,0.018552,0.017874,0,0,1.03,0,0,0,0.019848,1.04,0,0,0.01548,21,103,6,3,9,0,1.01,153,1.05,0.020286,5,0,1.02,0.009752,2.28,0.020279,0.036351,57,10,clean
0,0,0,0.004472,0,0,6.61084,0,0,0,0,0,0,0,9.24227,0,0,2,29,0,2,4,0,0,28,0,0,5,0,0,0,2.02,0.005988,0.009791,15,8,clean
3,0,0,0.089183,0,0.001024,5.27238,0,1.03,0,0,0,0.001169,1.03,9.31711,0,0.008317,6,172,18,4,1,0,1.01,36,2.02,0.013598,3,0,1.04,0.008626,4.07,0.025565,0.041367,54,5,clean
2,0,0,0.000746,0,0,0.695021,0,0,1,0,0,0,0,0.020964,0,0,3,37,0,1,0,0,0,3,0,0,1,0,0,0,2.02,0,0.009791,9,1,clean
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,41,0,1,0,0,0,0,0,0,0,0,0,0,2.02,0,0.009791,9,1,clean
0,0,0,0.000818,0,0,0.903836,0,0,0,0,0,0,0,0.026954,0,0,5,46,0,1,0,0,0,0,0,0,0,0,0,0,2.02,0.001477,0.009791,9,1,clean
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,19,0,1,0,0,0,0,0,0,0,0,0,0,2.02,0,0.009791,9,1,clean
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,35,0,1,0,0,0,0,0,0,0,0,0,0,2.02,0,0.009791,9,1,clean
0,0.003142,0,0.002923,0.002701,0,4.61042,0,0,0,0,0,0,0,9.19081,0,0,0,11,0,1,1,0,0,6,0,0.00255,0,0,1.01,0,2.09,0,0.00624,0,4,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,0,1,1,0,0,3,0,0,2,0,0,0,0,0,0,0,3,buggy
0,0.004052,0,0.02402,0,0.015693,12.8535,0,0,0,0,1,0,4.04,9.4582,0,0,7,50,1,2,1,0,0,3,0,0.007823,1,1,0,0,1.07,0.008453,0.001058,2,3,clean
0,0.013991,0,0.006575,0.003194,0,6.31013,0,0,0,0,0,0,0,9.29392,0,0,1,109,0,1,7,0,0,6,0,0.003167,0,0,1.03,0,1.01,0.003794,0.005924,9,4,clean
3,0,0,0.006836,0,0,0.891381,0,0,0,0,0,0,0,8.95641,0,0,8,91,0,1,2,0,0,36,0,0.004568,4,0,0,0,0,0.017269,0,9,5,clean
1,0.012022,0,0.705362,0.003419,0.001377,33.003,0,3.04,0,0,0,0.005088,1.01,10.0299,0,0,11,127,0,1,5,0,0,45,0,0.013972,2,3,2.02,0,0,0.027914,0,0,9,clean
0,0,0,0.016248,0,0,7.78312,0,0,0,0,0,0,0,9.30245,0,0.005462,2,61,8,3,0,0,0,15,2.02,0.004511,0,0,0,0,4.21,0,0.057037,28,2,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,4,3,1,0,0,3,0,0,2,0,0,0,1.1,0,0.027723,43,3,clean
0,0,0,0.03306,0.001503,0.003317,7.48906,0,0,0,0,0,0,2.03,9.31462,0,0.007705,5,37,8,2,1,0,1.01,3,3.08,0.003298,6,0,1.04,0.001435,4.15,0,0.011868,22,3,clean
0,0,0,0.001814,0,0,4.74807,0,0,0,1,0,0,0,9.22447,1.01,0,0,0,0,1,2,0.0262,0,1,0,0,0,0,0,0,1.01,0,0.005924,9,2,clean
0,0,0,0.000559,0,0,3.65777,0,0,0,0,0,0,0,0.125633,0,0,0,10,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,clean
0,0.015912,0,0.037904,0.007722,0.008055,6.41309,0,1.04,0,2,1,0.004366,2.06,9.35199,1.01,0,3,87,0,1,23,0.002706,0,91,0,0.015905,2,1,2.05,0,1.01,0.00569,0.005924,9,14,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,3,clean
0,0,0,0.01608,0,0,11.6425,0,0,0,0,0,0,0,9.37683,0,0,2,35,0,1,1,0,0,3,0,0.006613,9,0,0,0,0,0.00377,0,0,3,clean
7,0.003083,0,0.664612,0,0,6.80219,0,0,1,0,0,0,0,0.164922,0,0,7,427,12,3,1,0,0,741,0,0,22,1,0,0,2.02,0.01992,0.009791,70,20,clean
0,0,0,0.007468,0,0,3.37801,0,0,0,1,0,0,0,9.16485,0,0,0,5,0,1,1,0,0,3,0,0,0,0,0,0,1.01,0,0.005924,9,3,clean
1,0,0,0.020509,0,0,10.9647,0,0,0,0,0,0,0,9.3669,0,0,6,39,0,1,4,0,0,21,0,0.003043,1,0,0,0,2.02,0,0.009791,9,6,clean
0,0,0,0.082371,0,0,6.45512,0,0,0,0,0,0,0,0.209384,0,0,4,186,0,2,5,0,0,630,0,0.003043,18,0,0,0,2.06,0.002623,0.009791,37,36,clean
9,0,0,0.637473,0,0,9.88815,0,0,5,0,0,0,0,0.252979,0,0,8,448,0,1,4,0,0,78,0,0.002282,26,1,0,0,2.02,0,0.009791,9,4,clean
0,0,0,0.00753,0,0,5.41944,0,0,0,0,0,0,0,9.26104,0,0.002283,1,13,1,2,0,0,0,0,1.01,0.007846,0,0,0,0,1.01,0.002219,0.001915,2,0,buggy
2,0,0,0.001415,0,0,3.17351,0,0,0,0,0,0,0,9.13106,0,0,13,64,0,1,0,0,0,3,0,0,8,0,0,0,2.1,0.015771,0.009791,45,0,clean
3,0,0,0.01658,0,0,5.80097,0,0,0,0,0,0,0,0.161968,0,0,8,201,0,1,1,0,0,10,0,0.001171,0,0,0,0,2.02,0,0.009791,9,2,clean
0,0,0,0.001536,0,0,4.17741,0,0,0,0,0,0,0,9.19476,0,0,11,115,0,2,1,0,0,15,0,0,5,0,0,0,1.03,0.003794,0.002731,6,6,clean
0,0.013754,0,0.001023,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,0,3,1,3,1,0,0,0,0,0,0,0,0,0,2.11,0,0.030524,28,1,clean
1,0.0044,0,0.129811,0.026354,0.006279,18.0738,0,1.01,0,0,0,0.002774,3.04,9.68671,0,0,14,119,1,3,2,0,1.01,36,0,0.044002,4,1,3.12,0.000255,5.14,0.021568,0.01536,21,8,clean
0,0,0,0.001193,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,2,12,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,12,2,clean
0,0,0,0.004262,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,6,56,4,2,0,0,0,6,0,0.004384,0,0,0,0,0,0.019133,0,20,2,buggy
0,0,0,0.010253,0,0,3.70756,0,0,2,0,0,0,0,0.103263,0,0,1,22,0,1,1,0,0,3,0,0.000864,0,0,0,0,2.02,0,0.009791,9,3,clean
0,0.056662,0,0.03329,0.002107,0.001674,14.6647,0,0,0,0,0,0,1.02,9.48484,0,0,7,56,0,1,4,0,0,15,0,0.016748,3,0,1.04,0,0,0.004613,0,0,6,buggy
1,0.007939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,2,0,0,1,0,0,2,0,0,0,0,0,0,9,1,buggy
0,0,0,0.186232,0,0,6.25643,0,0,10,2,0,0,0,0.152432,0,0,4,147,8,2,0,0,0,78,0,0,1,0,0,0,2.02,0,0.009791,63,3,clean
5,0.001602,0,0.101112,0,0.010189,15.4586,0,1.04,0,0,0,0.001742,1.02,9.55533,0,0,18,263,0,1,3,0,0,36,0,0.036128,2,0,0,0,0,0.019181,0,0,4,buggy
0,0,0,0.010107,0,0,8.10274,0,0,0,0,0,0,0,0.207883,0,0,0,37,0,1,0,0,0,10,0,0,4,0,0,0,2.02,0.002293,0.009791,9,5,clean
1,0.003016,0,0.073963,0,0,19.9302,0,1.01,0,0,1,0.001676,0,9.76692,0,0.005462,8,117,8,2,2,0,0,66,2.02,0.045032,4,2,0,0,3.05,0.002027,0.054697,26,7,buggy
6,0,0,0.032064,0,0,2.60575,0,0,0,0,1,0,0,0.061953,0,0,3,263,0,1,6,0,0,28,0,0,2,1,0,0,2.02,0,0.009791,9,2,clean
0,0.006874,0,0.001081,0.004374,0.004791,3.39209,0,0,0,0,0,0,1.01,9.15904,0,0,3,38,0,1,3,0,0,28,0,0,3,0,1.01,0,1.01,0.00569,0.005924,9,8,clean
4,0,0,0,0,0.023801,0,0,0,0,0,0,0,1.01,0,0,0,14,115,0,1,6,0,0,28,0,0.026968,7,0,0,0,0,0.024511,0,9,4,clean
0,0,0,0.001668,0,0,3.40067,0,0,0,0,0,0,0,9.16104,0,0,2,21,0,1,2,0,0,6,0,0,3,0,0,0,1.01,0,0.005924,11,4,clean
0,0.007243,0,0.021191,0.002991,0.005216,12.3984,0,0,0,1,0,0,2.02,9.49113,0,0,5,19,0,2,5,0,1.01,6,0,0.007404,2,1,1.04,0.002921,4.04,0.012588,0.014863,17,2,buggy
8,0.072213,2.02,0.021673,0.008767,0,8.4865,0.005418,2.02,0,0,0,0.005306,0,9.44205,0,0,16,226,0,1,33,0,0,378,0,0.015127,16,1,2.06,0,0,0.01712,0,0,20,clean
0,0,0,0.01836,0,0,10.9786,0,0,0,0,1,0,0,9.35234,0,0,5,29,0,2,0,0,0,21,0,0.003834,0,1,0,0,2.02,0,0.009791,16,7,clean
10,0,1.01,1.1509,0,0,11.186,0.00061,0,7,0,0,0,0,0.284212,0,0,22,328,0,1,0,0,0,105,0,0.001111,32,1,0,0,2.02,0,0.009791,9,3,clean
0,0.001513,0,0.032776,0,0,3.63973,0,0,0,0,0,0,0,0.104819,0,0,0,38,0,1,4,0,0,1,0,0.001171,0,0,0,0,2.02,0,0.009791,9,2,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,17,0,clean
1,0,0,0.044528,0,0.012679,3.37801,0,1.01,0,0,0,0.002667,2.11,9.16485,0,0,0,95,0,1,0,0,0,1,0,0.030913,5,0,0,0,1.01,0,0.005924,9,1,clean
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,107,0,1,1,0,0,253,0,0,2,0,0,0,0,0,0,9,22,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,1,1,0,0,10,0,0,2,0,0,0,0,0,0,9,4,clean
0,0.001696,0,0.011236,0,0,1.29038,0,0,0,1,0,0,0,0.047075,0,0,1,212,0,1,1,0,0,171,0,0.003043,17,0,0,0,0,0,0,0,3,clean
0,0.001665,0,0.040118,0.022168,0.004791,16.1003,0,0,0,0,0,0,1.01,9.60004,0,0,21,120,0,2,1,0,0,120,0,0.039902,1,1,8.08,0,8.12,0.037235,0.022649,31,16,clean
0,0,0,0.001328,0,0,3.17351,0,0,0,4,0,0,0,9.13106,2.02,0,0,20,0,2,0,0.013005,0,28,0,0,0,0,0,0,2.02,0,0.009791,16,5,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,102,0,1,0,0,0,91,0,0,4,0,0,0,0,0,0,13,11,clean
0,0.009522,0,0.001328,0,0,1.84703,0,0,0,3,0,0,0,9.09329,0,0,1,14,0,1,4,0,0,6,0,0,2,0,0,0,1.02,0,0.005924,18,4,clean
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,137,4,3,1,0,0,36,0,0,3,0,0,0,1.1,0,0.027723,43,4,clean
0,0,0,0.001705,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,2,19,0,2,0,0,0,3,0,0,1,0,0,0,0,0,0,12,3,clean
0,0,0,0.022169,0,0,11.1436,0,0,0,0,0,0,0,9.42108,0,0,7,226,1,2,0,0,0,55,0,0.009328,1,0,0,0,2.02,0.009977,0.009791,23,11,clean
2,0.024845,0,0.005285,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,10,115,4,3,1,0,0,15,0,0.031352,4,0,0,0,1.1,0.024511,0.027723,43,4,clean
0,0,0,0.001094,0,0,3.13741,0,0,0,0,0,0,0,9.14037,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.02,0,0.009791,9,0,clean
8,0,0,0.011163,0.011022,0,3.83471,0,0,0,0,1,0,0,9.1954,0,0,35,553,21,2,1,0,0,231,0,0.013499,2,1,3.03,0,3.03,0.002142,0.012023,55,14,clean
24,0.012952,0,0.052441,0.053615,0.010795,2.50133,0,7.15,0,0,0,0.021373,4.05,0.065929,0,0,62,1090,0,2,5,0,0,780,0,0.166092,12,0,4.05,0,3.04,0.136662,0.010996,17,16,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,60,0,1,0,0,0,0,0,0,0,0,0,0,2.02,0,0.009791,9,1,clean
0,0,0,0.001138,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,1,9,0,2,0,0,0,3,0,0,1,0,0,0,2.02,0,0.009791,19,2,clean
0,0,0,0.010406,0,0,13.7711,0,0,0,0,0,0,0,9.46442,0,0,4,35,0,1,2,0,0,55,0,0.002936,1,0,0,0,2.02,0.006802,0.009791,9,11,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,9,1,clean
0,0,0,0.000949,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,1,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,clean
0,0.014618,0,0.027474,0,0,9.46,0,0,11,0,0,0,0,9.3041,0,0,0,21,0,1,4,0,0,6,0,0,0,0,0,0,2.02,0,0.009791,9,4,clean
13,0.086268,0,0.10124,0.007269,0.031787,8.88046,0,3.08,0,4,1,0.011053,7.2,9.47878,3.03,0,50,829,0,2,36,0.010534,1.01,1711,0,0.156269,24,3,2.03,0.008626,1.02,0.01941,0.010786,2,40,buggy
8,0,0,0.053127,0,0,1.75389,0,0,0,0,0,0,0,0.040345,0,0,0,329,0,1,1,0,0,55,0,0,9,0,0,0,0,0,0,0,3,clean
0,0,0,0.016181,0,0,5.94514,0,0,0,1,1,0,0,9.22122,0,0,5,82,0,1,1,0,0,66,0,0.01023,6,1,0,0,2.04,0.002623,0.009791,18,12,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,18,2,clean
0,0.065197,0,0.001323,0,0.017874,0.891381,0,0,0,0,0,0,1.02,8.95641,0,0,14,213,0,1,18,0,0,45,0,0.025012,9,2,0,0,0,0.006771,0,0,10,buggy
5,0,0,0.296452,0,0,6.45512,0,0,1,0,0,0,0,0.209384,0,0.000722,1,1831,0,2,0,0,0,946,1.07,0.004154,4,0,0,0,3.26,0.00908,0.011815,46,38,clean
0,0,0,0.001191,0,0,4.57121,0,0,0,0,0,0,0,9.18643,0,0,3,9,0,1,1,0,0,1,0,0,1,0,0,0,2.02,0,0.009791,9,2,clean
0,0,0,0.007879,0,0,5.94514,0,0,0,0,1,0,0,9.22122,0,0,1,38,0,4,0,0,0,15,0,0.01023,3,1,0,0,2.1,0.002623,0.009791,71,6,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,9,1,buggy
0,0,0,0.000949,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0.002283,1,13,1,2,0,0,0,0,1.01,0.004726,0,0,0,0,1.01,0,0.001915,2,0,buggy
0,0,0,0.000949,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,9,37,0,2,0,0,0,10,0,0,1,0,0,0,1.01,0.005988,0.005924,15,5,clean
0,0.022415,0,0.009388,0.003194,0,5.59876,0,0,0,0,0,0,0,9.2653,0,0,6,91,0,1,8,0,0,105,0,0.003167,6,0,1.01,0,1.01,0.003794,0.005924,9,15,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,0,1,3,0,0,3,0,0,1,1,0,0,0,0,0,9,2,buggy
0,0.024845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,2,1,0,0,6,0,0,1,0,0,0,1.1,0,0.027723,22,1,buggy
0,0,0,0.001183,0,0,3.95974,0,0,0,0,0,0,0,9.15318,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,40,4,2,0,0,0,10,0,0,0,1,0,0,0,0,0,17,5,clean
0,0.024845,0,0.003069,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,8,74,4,3,1,0,0,15,0,0.004384,4,0,0,0,1.1,0,0.027723,43,6,clean
1,0.017931,0,0,0.012529,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,2,1,0,0,1,0,0.009937,0,0,1.01,0,0,0.009726,0,16,1,clean
0,0,0,0.002003,0,0,3.95974,0,0,0,0,0,0,0,9.15318,0,0,2,30,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,2,clean
0,0,0,0.001273,0,0,4.66839,0,0,0,0,0,0,0,9.21193,0,0,5,57,0,1,1,0,0,1,0,0,1,0,0,0,0,0.006183,0,0,1,clean
0,0,0,0.001342,0,0,4.10346,0,0,0,0,0,0,0,9.18766,0,0,1,15,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,clean
0,0.03748,0,0.007548,0.005383,0.00133,7.25135,0,0,0,0,0,0,1.01,9.2655,0,0,0,35,0,1,3,0,0,66,0,0.006563,6,0,2.06,0,2.04,0,0.009791,18,12,clean
0,0.013754,0,0.00358,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,7,65,4,3,1,0,0,6,0,0.004384,2,1,0,0,1.1,0,0.027723,43,4,clean
0,0,0,0.003875,0,0,4.17741,0,0,0,0,0,0,0,9.19476,0,0,3,78,0,1,1,0,0,45,0,0,12,0,0,0,0,0,0,0,10,clean
0,0,0,0.002216,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,9,50,4,3,1,0,0,6,0,0.020286,4,0,0,0,1.1,0.020279,0.027723,43,4,clean
7,0,0,0.021619,0,0.017874,3.33706,0,2.02,0,0,0,0.022889,1.01,9.21468,0,0,14,252,0,1,1,0,0,66,0,0.029397,6,1,0,0,0,0.035742,0,9,5,buggy
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,152,0,2,2,0,0,28,0,0,1,1,0,0,0,0,0,17,7,buggy
1,0,0,0.004839,0,0,3.32672,0,0,0,0,0,0,0,9.15394,0,0,12,137,0,1,3,0,0,10,0,0.047254,0,0,0,0,1.01,0.003794,0.005924,9,4,buggy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,49,0,4,0,0,0,28,0,0,3,1,0,0,0,0,0,21,7,clean
4,0.013754,0,0.004262,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,10,110,4,3,1,0,0,28,0,0.004384,4,0,0,0,1.1,0,0.027723,43,4,clean
1,0,0,0.167798,0,0.015416,9.70413,0,0,0,0,0,0,4.31,9.34611,0,0,7,373,0,1,0,0,0,15,0,0.017915,83,0,0,0,4.13,0.023401,0.014188,51,5,buggy
0,0,0,0.001442,0,0,3.95974,0,0,0,0,0,0,0,9.15318,0,0,0,6,0,1,0,0,0,3,0,0,1,0,0,0,2.02,0,0.009791,9,3,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,clean
0,0,0,0.002331,0,0,3.91697,0,0,0,0,0,0,0,9.15227,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.04,0,0.009791,18,0,clean
1,0,0,0.004488,0,0,4.15475,0,0,0,0,0,0,0,9.19857,0,0,10,48,0,2,0,0,0,15,0,0.010111,1,0,0,0,1.01,0.017694,0.005924,13,5,clean
0,0,0,0.003143,0,0,3.26838,0,0,0,0,0,0,0,9.16383,0,0,4,23,3,2,0,0,0,10,0,0,4,0,0,0,1.01,0,0.005924,14,5,clean
0,0,0,0.004363,0,0,3.37801,0,0,0,0,0,0,0,9.16485,0,0,1,34,0,1,2,0,0,45,0,0,7,0,0,0,1.02,0,0.005924,19,10,clean
2,0,0,0.001328,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,7,65,1,2,1,0,0,6,0,0,1,0,0,0,0,0.012361,0,19,2,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,8,0,clean
1,0,0,0.329234,0.005315,0.024963,30.0505,0,1.01,0,0,4,0.001843,8.17,10.0573,0,0.030844,12,292,25,4,1,0,2.02,45,2.02,0.079386,16,6,2.02,0.006657,8.3,0.013373,0.019174,78,4,clean
0,0,0,0.001193,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean
0,0.002888,0,0.003452,0,0.010189,7.5628,0,0,0,0,0,0,1.01,9.35224,0,0,5,16,0,1,2,0,0,3,0,0.002779,3,0,0,0,0,0.003409,0,0,3,clean
0,0.013754,0,0.001705,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,7,39,4,3,1,0,0,6,0,0,2,0,0,0,1.1,0,0.027723,43,4,clean
1,0.009271,0,0.00613,0,0,6.31013,0,0,0,0,0,0,0,9.29392,0,0,12,61,0,2,2,0,0,15,0,0.015321,0,1,0,0,1.01,0.006802,0.005924,13,5,clean
2,0,0,0.027024,0,0,11.2297,0,0,0,0,0,0,0,9.44554,0,0,14,230,6,3,2,0,1.01,78,0,0.007306,0,0,0,0.002921,4.09,0.028136,0.014863,38,6,clean
9,0.04754,0,0.064723,0.015661,0.01072,8.88046,0,3.05,0,0,0,0.010825,3.04,9.47878,0,0,23,415,0,1,21,0,0,351,0,0.02504,11,2,5.14,0,3.06,0.033057,0.010932,14,17,clean
0,0,0,0.009661,0.002991,0.002734,6.87646,0,0,0,0,0,0,1.01,9.32549,0,0,8,100,0,1,2,0,0,21,0,0.01916,4,1,1.01,0,2.02,0.003794,0.008265,15,7,clean
0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,clean
