@relation 'KC1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.248n-0.247total_Op-0.246total_Opnd-0.246v-0.243lOCode... numeric
@attribute 0.674l-0.332uniq_Op+0.286t+0.286e+0.259locCodeAndComment... numeric
@attribute -0.766locCodeAndComment-0.525lOComment-0.144lOBlank+0.124e+0.124t... numeric
@attribute -0.563lOComment+0.532locCodeAndComment-0.409l-0.236lOBlank-0.189i... numeric
@attribute 0.522i-0.382lOComment-0.366ev(g)+0.281uniq_Opnd+0.247l... numeric
@attribute '-0.461l+0.38 t+0.38 e-0.363ev(g)-0.345uniq_Op...' numeric
@attribute 0.628lOBlank+0.359uniq_Op-0.345iv(g)+0.332d-0.238i... numeric
@attribute defects {false,true}

@data
2.469028,1.71886,0.152758,-0.769571,0.346114,-0.514988,0.151719,false
-0.244841,-0.993262,0.298902,0.520593,-0.118672,-0.090535,0.124043,false
1.671442,-0.257962,0.073963,0.207787,0.122629,0.097906,0.04979,false
2.04285,0.222079,0.082081,0.093555,-0.06791,0.143433,0.028167,false
2.04285,0.222079,0.082081,0.093555,-0.06791,0.143433,0.028167,false
1.603641,-0.300252,0.070348,0.174657,0.223003,0.06868,0.021923,false
1.899598,0.124017,0.071631,0.018047,0.156969,0.071965,-0.039268,false
1.899598,0.124017,0.071631,0.018047,0.156969,0.071965,-0.039268,false
1.899598,0.124017,0.071631,0.018047,0.156969,0.071965,-0.039268,false
1.603641,-0.300252,0.070348,0.174657,0.223003,0.06868,0.021923,false
1.972238,0.174125,0.077063,0.056638,0.042159,0.108642,-0.004502,false
1.972238,0.174125,0.077063,0.056638,0.042159,0.108642,-0.004502,false
1.972238,0.174125,0.077063,0.056638,0.042159,0.108642,-0.004502,false
1.603641,-0.300252,0.070348,0.174657,0.223003,0.06868,0.021923,false
1.899598,0.124017,0.071631,0.018047,0.156969,0.071965,-0.039268,false
1.603641,-0.300252,0.070348,0.174657,0.223003,0.06868,0.021923,false
1.521088,-0.338599,0.068801,0.139664,0.334027,0.046245,-0.007319,false
2.376572,0.999529,0.118741,-0.263892,-0.013262,-0.068106,0.072087,false
2.376572,0.999529,0.118741,-0.263892,-0.013262,-0.068106,0.072087,false
2.376572,0.999529,0.118741,-0.263892,-0.013262,-0.068106,0.072087,false
2.376572,0.999529,0.118741,-0.263892,-0.013262,-0.068106,0.072087,false
2.376572,0.999529,0.118741,-0.263892,-0.013262,-0.068106,0.072087,false
-0.272764,-0.924193,0.25332,0.335791,0.122131,-0.022695,-0.14393,false
2.376572,0.999529,0.118741,-0.263892,-0.013262,-0.068106,0.072087,false
2.376572,0.999529,0.118741,-0.263892,-0.013262,-0.068106,0.072087,false
2.376572,0.999529,0.118741,-0.263892,-0.013262,-0.068106,0.072087,false
2.376572,0.999529,0.118741,-0.263892,-0.013262,-0.068106,0.072087,false
2.376572,0.999529,0.118741,-0.263892,-0.013262,-0.068106,0.072087,false
2.376572,0.999529,0.118741,-0.263892,-0.013262,-0.068106,0.072087,false
-5.843928,-1.070511,0.052767,-1.153342,-0.000709,0.047153,0.416936,false
2.376572,0.999529,0.118741,-0.263892,-0.013262,-0.068106,0.072087,false
2.252314,0.566064,0.096831,-0.015485,-0.142968,0.107161,0.044724,false
2.014996,0.546126,0.148873,-0.032423,-0.086347,-0.004326,-0.079847,false
2.334956,-0.209352,-0.017785,0.565111,-0.673263,1.116148,-0.482725,false
-0.485785,-1.007225,0.278921,0.41508,0.118623,-0.005303,0.13605,false
2.360332,0.996599,0.11146,-0.273968,-0.0157,-0.066911,0.065253,false
2.360332,0.996599,0.11146,-0.273968,-0.0157,-0.066911,0.065253,false
2.360332,0.996599,0.11146,-0.273968,-0.0157,-0.066911,0.065253,false
-5.830721,-0.768753,0.334801,-0.360057,-1.762736,-1.631172,0.342632,false
-4.233975,-0.545061,-0.363069,1.42626,-0.858402,-1.778656,0.178076,false
-4.233975,-0.545061,-0.363069,1.42626,-0.858402,-1.778656,0.178076,false
2.294082,0.954021,0.107632,-0.307375,0.076271,-0.100963,0.029481,false
0.253331,-0.792286,-0.13389,-0.161952,0.144092,0.123751,0.127015,false
2.294082,0.954021,0.107632,-0.307375,0.076271,-0.100963,0.029481,false
0.860924,-0.790666,-0.151035,0.032873,0.121895,0.172261,0.161644,false
0.041365,-0.863692,-0.149222,-0.226115,0.271166,0.124726,0.04785,false
-1.217158,-1.34669,0.149254,-0.629637,2.531838,-0.624787,-1.323099,false
1.113623,-0.488644,-0.553017,-0.528422,-0.195873,0.291455,0.127652,false
-3.507841,-1.292051,0.640789,0.55414,-0.089709,-0.389296,1.696829,false
0.674534,-0.722144,0.37179,0.99704,-0.855629,-0.427192,0.427551,false
1.671442,-0.257962,0.073963,0.207787,0.122629,0.097906,0.04979,false
-9.410118,0.379203,2.150691,0.942167,0.980201,1.701156,3.266344,false
2.04285,0.222079,0.082081,0.093555,-0.06791,0.143433,0.028167,false
0.616796,-0.505842,0.358442,0.788013,-0.72477,-0.321061,-0.018481,false
2.04285,0.222079,0.082081,0.093555,-0.06791,0.143433,0.028167,false
1.603641,-0.300252,0.070348,0.174657,0.223003,0.06868,0.021923,false
1.899598,0.124017,0.071631,0.018047,0.156969,0.071965,-0.039268,false
1.899598,0.124017,0.071631,0.018047,0.156969,0.071965,-0.039268,false
-1.209612,-1.197587,0.436148,0.678443,0.019617,-0.517479,0.69914,false
1.899598,0.124017,0.071631,0.018047,0.156969,0.071965,-0.039268,false
-0.774721,-1.102279,0.356531,0.751894,-0.767981,-0.595208,1.07563,false
-0.371276,-0.632539,0.643344,1.316072,-1.5345,-0.820328,0.620477,false
0.618817,-0.687198,0.075535,0.345627,-0.537462,0.231072,0.69264,false
-4.319707,0.266864,1.621806,1.290758,-1.71831,-2.420204,-1.740985,false
1.603641,-0.300252,0.070348,0.174657,0.223003,0.06868,0.021923,false
1.257637,-0.634382,0.098137,0.40192,0.080781,0.236317,0.113081,false
1.972238,0.174125,0.077063,0.056638,0.042159,0.108642,-0.004502,false
1.972238,0.174125,0.077063,0.056638,0.042159,0.108642,-0.004502,false
1.972238,0.174125,0.077063,0.056638,0.042159,0.108642,-0.004502,false
1.603641,-0.300252,0.070348,0.174657,0.223003,0.06868,0.021923,false
-8.429418,-0.135979,1.605401,0.511794,-0.389563,-1.563958,-0.205999,false
-7.51948,-0.180821,1.534881,0.701533,-0.492018,-1.546353,-0.252152,false
1.899598,0.124017,0.071631,0.018047,0.156969,0.071965,-0.039268,false
1.603641,-0.300252,0.070348,0.174657,0.223003,0.06868,0.021923,false
1.521088,-0.338599,0.068801,0.139664,0.334027,0.046245,-0.007319,false
-2.801981,-1.587948,-0.041953,-0.337439,1.170251,0.385126,1.196752,false
2.376572,0.999529,0.118741,-0.263892,-0.013262,-0.068106,0.072087,false
2.014996,0.546126,0.148873,-0.032423,-0.086347,-0.004326,-0.079847,false
-2.782604,-1.112999,0.461778,0.196484,-0.406167,-0.452044,-0.103393,false
2.334956,-0.209352,-0.017785,0.565111,-0.673263,1.116148,-0.482725,false
-4.44142,-0.913138,0.89261,0.484479,-0.118823,-0.421183,1.474489,false
2.078509,0.821519,0.080236,-0.427295,0.372939,-0.195433,-0.086663,false
2.294082,0.954021,0.107632,-0.307375,0.076271,-0.100963,0.029481,false
2.294082,0.954021,0.107632,-0.307375,0.076271,-0.100963,0.029481,false
1.05604,-0.777555,0.121732,0.542504,-0.313898,0.038878,0.45241,false
-11.820962,0.778307,2.54912,0.843846,0.079059,1.218633,3.482793,false
-14.712794,1.873336,3.473624,1.190715,1.267558,2.737019,3.054313,false
-20.455149,4.282627,5.040525,1.72972,1.348799,5.58772,4.67477,false
-7.572567,0.18617,2.403072,2.263611,-1.817877,-0.502694,2.301359,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
2.359316,-0.204956,-0.006864,0.580226,-0.669607,1.114356,-0.472474,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
2.359316,-0.204956,-0.006864,0.580226,-0.669607,1.114356,-0.472474,false
2.395476,-0.148775,-0.013427,0.550973,-0.667988,1.173366,-0.537651,false
2.168121,-0.189798,-0.115361,0.409907,-0.702115,1.19009,-0.633323,false
2.371116,-0.153171,-0.024349,0.535859,-0.671644,1.175158,-0.547901,false
2.143761,-0.194193,-0.126282,0.394793,-0.705771,1.191882,-0.643574,false
2.059381,-0.105359,0.010721,0.506278,-0.86297,1.067295,-0.785515,false
1.674568,-0.070732,0.013027,0.431354,-1.065266,0.964807,-1.05388,false
2.371116,-0.153171,-0.024349,0.535859,-0.671644,1.175158,-0.547901,false
2.010662,-0.114149,-0.011122,0.476049,-0.870283,1.070878,-0.806016,false
-5.499573,-0.596433,0.671997,-0.14448,0.037873,-1.368527,-0.843582,false
2.371116,-0.153171,-0.024349,0.535859,-0.671644,1.175158,-0.547901,false
-0.663571,-1.201561,0.168892,0.212808,0.204715,-0.230458,0.330427,false
2.2006,-0.183938,-0.100799,0.430059,-0.69724,1.187701,-0.619656,false
2.119402,-0.198589,-0.137204,0.379679,-0.709428,1.193674,-0.653825,false
2.371116,-0.153171,-0.024349,0.535859,-0.671644,1.175158,-0.547901,false
0.030768,-0.967062,0.025868,-0.072866,0.669885,-0.105483,-0.036199,false
0.947752,-0.592358,0.115462,0.370574,-0.258037,0.150863,0.05072,false
2.836866,3.889066,0.305644,-2.119271,1.169016,-1.918718,0.656289,false
2.540998,1.771662,0.161495,-0.727632,0.236069,-0.473457,0.192829,false
2.364055,2.771786,0.184218,-1.820082,1.428259,-1.551357,0.175993,false
2.540998,1.771662,0.161495,-0.727632,0.236069,-0.473457,0.192829,false
2.927778,3.968987,0.322858,-2.056321,1.00646,-1.85429,0.718454,false
2.403596,-0.14731,-0.009787,0.556011,-0.666769,1.172769,-0.534234,false
2.520937,1.76896,0.159693,-0.735442,0.238051,-0.475896,0.178025,false
2.395476,-0.148775,-0.013427,0.550973,-0.667988,1.173366,-0.537651,false
2.355538,-0.163502,-0.014394,0.537693,-0.637718,1.166071,-0.542745,false
-13.367775,0.064176,1.65809,-1.257026,1.433886,0.844748,-1.765142,false
2.298038,-0.166357,-0.057113,0.490516,-0.682614,1.180534,-0.578653,false
2.067501,-0.103893,0.014362,0.511316,-0.861752,1.066697,-0.782098,false
0.957782,-0.591007,0.116363,0.374479,-0.259028,0.152082,0.058123,false
2.067501,-0.103893,0.014362,0.511316,-0.861752,1.066697,-0.782098,false
2.298038,-0.166357,-0.057113,0.490516,-0.682614,1.180534,-0.578653,false
0.957782,-0.591007,0.116363,0.374479,-0.259028,0.152082,0.058123,false
2.091861,-0.099498,0.025283,0.52643,-0.858095,1.064906,-0.771848,false
2.346757,-0.157566,-0.03527,0.520745,-0.675301,1.17695,-0.558152,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.298038,-0.166357,-0.057113,0.490516,-0.682614,1.180534,-0.578653,false
2.298038,-0.166357,-0.057113,0.490516,-0.682614,1.180534,-0.578653,false
2.075621,-0.102428,0.018002,0.516354,-0.860533,1.0661,-0.778681,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.298038,-0.166357,-0.057113,0.490516,-0.682614,1.180534,-0.578653,false
2.139059,0.287358,0.089584,0.142268,-0.211371,0.189283,0.061095,false
1.731407,-0.060477,0.03851,0.466621,-1.056734,0.960626,-1.029962,false
-2.551304,-1.173472,-0.034976,-0.461919,0.121522,-0.612312,0.099944,false
2.360332,0.996599,0.11146,-0.273968,-0.0157,-0.066911,0.065253,false
2.360332,0.996599,0.11146,-0.273968,-0.0157,-0.066911,0.065253,false
2.360332,0.996599,0.11146,-0.273968,-0.0157,-0.066911,0.065253,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.2006,-0.183938,-0.100799,0.430059,-0.69724,1.187701,-0.619656,false
2.371116,-0.153171,-0.024349,0.535859,-0.671644,1.175158,-0.547901,false
-0.564009,-1.12503,-0.156181,-0.30331,0.522359,0.04448,0.308183,false
2.111282,-0.200054,-0.140844,0.374641,-0.710647,1.194271,-0.657242,false
-0.374069,-1.051453,0.121691,0.02145,0.813898,0.063892,0.020297,false
0.947752,-0.592358,0.115462,0.370574,-0.258037,0.150863,0.05072,false
-0.747262,-1.159059,-0.010631,-0.286703,0.950604,0.024765,0.40395,false
2.20872,-0.182473,-0.097158,0.435098,-0.696021,1.187104,-0.616239,false
2.22496,-0.179542,-0.089877,0.445174,-0.693583,1.185909,-0.609405,false
2.371116,-0.153171,-0.024349,0.535859,-0.671644,1.175158,-0.547901,false
0.162162,-0.879975,0.045772,-0.002271,0.4831,-0.056707,-0.022748,false
-0.073412,-0.968052,0.105449,0.082868,0.564959,0.050553,0.072676,false
0.947752,-0.592358,0.115462,0.370574,-0.258037,0.150863,0.05072,false
-0.686492,-1.14434,0.030424,-0.220354,0.994432,0.017607,0.244643,false
2.314278,-0.163426,-0.049832,0.500592,-0.680176,1.179339,-0.57182,false
0.957782,-0.591007,0.116363,0.374479,-0.259028,0.152082,0.058123,false
2.285962,0.952556,0.103991,-0.312413,0.075052,-0.100366,0.026064,false
2.285962,0.952556,0.103991,-0.312413,0.075052,-0.100366,0.026064,false
1.434141,1.068409,-2.545045,0.821534,0.421268,-0.212156,0.095717,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
2.152059,0.529623,0.085549,-0.061017,-0.057349,0.08772,0.003436,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
1.023735,-0.353835,0.224824,0.408381,-0.432029,0.064712,-0.15568,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
2.152059,0.529623,0.085549,-0.061017,-0.057349,0.08772,0.003436,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
1.023735,-0.353835,0.224824,0.408381,-0.432029,0.064712,-0.15568,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
-4.820274,-0.575408,-0.197327,0.82119,0.148001,-0.998591,-1.374373,false
-4.468322,-1.257469,-0.243803,-1.128504,0.264623,0.213237,0.333262,false
-0.209353,-1.042825,-0.526113,-0.655011,0.177144,0.390118,0.936088,false
0.321185,-0.517319,0.138093,0.440944,-0.871183,-0.335694,-0.127086,false
-3.016962,-0.396006,0.96611,0.989584,-1.897684,-1.582754,0.290739,false
-0.761515,-1.221078,0.306772,0.416916,0.319171,-0.228308,0.125573,false
1.304852,-0.422146,-0.37787,-0.262106,-0.293668,0.30172,0.228448,false
-4.994042,-0.459449,-0.462797,0.920829,-0.400865,-1.263239,-0.073789,false
0.606363,-0.81567,0.166511,0.43019,-0.00637,0.027649,-0.0562,false
-4.957742,-0.453817,-0.453714,0.938714,-0.400409,-1.261995,-0.05215,false
0.772434,-0.709687,0.167793,0.454343,-0.143367,0.107857,-0.089611,false
0.400108,-0.872531,0.152476,0.313995,0.242363,-0.02552,-0.163272,false
1.457167,-0.244703,-0.370585,-0.289346,-0.371688,0.352908,0.191912,false
0.485667,-0.848508,0.136725,0.299867,0.207928,-0.052279,-0.170422,false
0.400108,-0.872531,0.152476,0.313995,0.242363,-0.02552,-0.163272,false
0.478332,-0.835838,0.16187,0.357509,0.145579,-0.004262,-0.118604,false
-2.681763,-0.759491,-1.190866,0.431601,-0.081632,-0.430048,0.614839,false
-4.456557,-0.988424,0.772208,-0.051626,0.12451,-0.701167,-1.31492,false
0.316651,-0.520938,0.270877,0.56218,-0.789934,-0.382457,0.079364,false
0.903284,-0.694486,0.145382,0.498646,-0.375031,0.144969,0.183026,false
0.903284,-0.694486,0.145382,0.498646,-0.375031,0.144969,0.183026,false
-1.242186,-0.737041,0.750209,1.123666,-1.308671,-0.995964,0.026988,false
-19.393398,5.51781,-6.243619,5.561244,-1.665685,-3.118954,-2.101651,false
-0.370054,-1.167357,-0.408436,-0.392593,0.46277,0.371978,0.042431,false
-2.455326,-1.078278,0.33761,-0.029483,0.425882,-0.689528,-0.605656,false
2.450878,1.716044,0.148216,-0.778514,0.345886,-0.515609,0.1409,false
2.467117,1.718974,0.155497,-0.768438,0.348324,-0.516804,0.147734,false
1.837257,0.232501,0.032624,-0.087665,0.101177,0.127089,-0.145836,false
2.557237,1.774592,0.168776,-0.717556,0.238507,-0.474652,0.199663,false
2.485268,1.72179,0.160039,-0.759495,0.348552,-0.516182,0.158553,false
-2.224843,-1.05829,0.36371,0.152709,0.090913,-0.690024,-0.383704,false
2.557237,1.774592,0.168776,-0.717556,0.238507,-0.474652,0.199663,false
2.557237,1.774592,0.168776,-0.717556,0.238507,-0.474652,0.199663,false
1.69761,0.492796,-1.041273,0.739946,0.361697,-0.075141,-0.080012,false
-1.824198,-1.07578,0.259706,0.061677,0.306892,-0.617101,-0.332029,false
2.485268,1.72179,0.160039,-0.759495,0.348552,-0.516182,0.158553,false
1.776487,0.217782,-0.008431,-0.154015,0.057348,0.134247,0.013471,false
-2.132263,-1.031224,0.334676,0.093565,0.130291,-0.671632,-0.505691,false
2.485268,1.72179,0.160039,-0.759495,0.348552,-0.516182,0.158553,false
1.847822,0.218684,0.002858,-0.081777,-0.047237,0.191964,0.043931,false
2.485268,1.72179,0.160039,-0.759495,0.348552,-0.516182,0.158553,false
-1.874938,-1.089149,0.219552,-0.000768,0.262073,-0.608724,-0.16532,false
1.776487,0.217782,-0.008431,-0.154015,0.057348,0.134247,0.013471,false
0.527094,-0.69204,0.290528,0.615305,-0.455723,0.048897,-0.147179,false
2.557237,1.774592,0.168776,-0.717556,0.238507,-0.474652,0.199663,false
2.530968,1.770311,0.160594,-0.731537,0.23706,-0.474677,0.185427,false
-1.351018,-1.161646,-1.337362,-0.17415,2.719571,-0.349703,-0.582279,false
2.540998,1.771662,0.161495,-0.727632,0.236069,-0.473457,0.192829,false
1.929728,0.166914,0.0616,0.032581,0.038275,0.109812,-0.025571,false
1.929728,0.166914,0.0616,0.032581,0.038275,0.109812,-0.025571,false
-6.784543,0.152325,1.568182,0.921181,-1.826118,-2.006615,-0.581267,false
2.376572,0.999529,0.118741,-0.263892,-0.013262,-0.068106,0.072087,false
2.376572,0.999529,0.118741,-0.263892,-0.013262,-0.068106,0.072087,false
2.376572,0.999529,0.118741,-0.263892,-0.013262,-0.068106,0.072087,false
2.376572,0.999529,0.118741,-0.263892,-0.013262,-0.068106,0.072087,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
-0.272764,-0.924193,0.25332,0.335791,0.122131,-0.022695,-0.14393,false
-0.272764,-0.924193,0.25332,0.335791,0.122131,-0.022695,-0.14393,false
-0.272764,-0.924193,0.25332,0.335791,0.122131,-0.022695,-0.14393,false
-0.272764,-0.924193,0.25332,0.335791,0.122131,-0.022695,-0.14393,false
-0.272764,-0.924193,0.25332,0.335791,0.122131,-0.022695,-0.14393,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
-2.349386,-1.116192,0.380129,0.260042,-0.356491,-0.604113,0.92307,false
-2.835695,-1.184571,0.213187,-0.051877,-0.179755,-0.51999,0.772551,false
-2.829356,-1.105029,0.321934,0.121708,-0.366625,-0.50603,0.619729,false
-2.357782,-1.128089,0.411796,0.285204,-0.227792,-0.622836,0.719204,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
1.609756,-0.218936,0.050064,0.1573,0.085463,0.18468,-0.075681,false
-14.07302,1.257947,-0.065294,1.059896,0.088357,-1.45382,-1.282411,false
2.091384,0.255172,0.085919,0.118264,-0.140641,0.166754,0.045073,false
2.322262,0.958187,0.113074,-0.294528,0.075508,-0.099122,0.047702,false
-16.224399,2.597535,1.977444,1.361839,-1.356097,-0.481421,-1.59676,false
2.376572,0.999529,0.118741,-0.263892,-0.013262,-0.068106,0.072087,false
2.376572,0.999529,0.118741,-0.263892,-0.013262,-0.068106,0.072087,false
2.376572,0.999529,0.118741,-0.263892,-0.013262,-0.068106,0.072087,false
2.376572,0.999529,0.118741,-0.263892,-0.013262,-0.068106,0.072087,false
2.360332,0.996599,0.11146,-0.273968,-0.0157,-0.066911,0.065253,false
2.376572,0.999529,0.118741,-0.263892,-0.013262,-0.068106,0.072087,false
2.360332,0.996599,0.11146,-0.273968,-0.0157,-0.066911,0.065253,false
2.376572,0.999529,0.118741,-0.263892,-0.013262,-0.068106,0.072087,false
2.376572,0.999529,0.118741,-0.263892,-0.013262,-0.068106,0.072087,false
2.376572,0.999529,0.118741,-0.263892,-0.013262,-0.068106,0.072087,false
-5.483509,-0.381563,0.969279,0.385413,-1.764206,-1.975096,-0.84204,false
-9.058596,0.734025,0.658595,1.157509,-1.968698,-2.538554,-2.175855,false
-2.870013,-0.86318,-0.97147,0.524519,0.380927,-0.254848,0.040064,false
-7.583783,-0.114641,1.145558,0.103409,-1.344693,-1.600977,-1.883241,false
-7.534622,-0.035772,1.783553,0.648145,-1.033756,-1.985185,-1.751278,false
-3.684172,-0.718484,-1.791885,-0.562652,-1.115023,-0.55157,-0.975092,false
-4.151815,-1.023529,0.696717,-0.115725,-0.248285,-0.838463,-0.410566,false
1.823181,-0.039529,0.056929,0.172097,-0.08132,0.264208,-0.078251,false
-7.912593,-0.639128,-0.789165,-0.347705,0.534737,-0.396256,-0.484817,false
-5.172115,-0.856622,0.851081,-0.147504,-0.069969,-0.829223,-1.954083,false
-3.269459,-1.052045,0.60995,0.117915,0.038032,-0.559514,-0.918413,false
-5.600581,-0.772626,1.128399,0.066037,0.217235,-0.669069,-1.849345,false
-0.136171,-0.495447,0.361552,0.647433,-1.053811,-0.65211,0.224345,false
-2.093604,-1.175873,0.232235,-0.150936,0.234739,-0.313838,0.123008,false
1.823181,-0.039529,0.056929,0.172097,-0.08132,0.264208,-0.078251,false
-1.496539,-1.165221,-1.157239,-1.374013,-0.873976,0.13833,-0.422837,false
-2.918926,-1.978078,0.121513,-0.990754,3.872559,-0.459809,-0.966185,false
-0.215764,-1.034679,0.088239,-0.139032,1.144351,-0.185026,-0.380547,false
0.975131,-0.660568,-0.20456,-0.094382,0.074836,0.198858,0.246768,false
0.975131,-0.660568,-0.20456,-0.094382,0.074836,0.198858,0.246768,false
0.975131,-0.660568,-0.20456,-0.094382,0.074836,0.198858,0.246768,false
-4.621775,-0.841051,-0.635809,0.922088,-0.751001,-0.445595,0.851276,false
-3.800646,-1.18876,0.919199,0.772541,-0.433475,-0.358971,0.742606,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.306023,0.955257,0.105793,-0.304604,0.07307,-0.097927,0.040869,false
1.450824,-0.28962,-0.014866,0.060585,0.043652,0.108806,0.117497,false
1.450824,-0.28962,-0.014866,0.060585,0.043652,0.108806,0.117497,false
1.535417,-0.245832,-0.006947,0.101605,-0.053464,0.137528,0.154866,false
1.450824,-0.28962,-0.014866,0.060585,0.043652,0.108806,0.117497,false
1.721084,-0.066047,0.007023,0.064833,-0.077978,0.153553,0.135353,false
-0.369496,-0.942594,0.009992,0.018951,-0.044499,0.019998,0.135586,false
-0.447879,-0.927195,-0.178996,-0.118329,-0.166986,0.162148,-0.376754,false
0.268425,-0.904746,-0.058394,0.088276,-0.02526,0.082979,0.226511,false
-1.725649,-0.931549,0.119495,-0.080181,-0.438711,-0.565,0.504365,false
0.350438,-0.886921,-0.106053,0.059626,-0.189243,0.095044,0.412168,false
1.380748,-0.495568,0.193959,0.671066,-0.665683,0.292458,0.03811,false
1.838398,0.018412,0.129445,0.336057,-0.408412,0.289016,-0.077107,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
1.187244,-0.318007,-0.147346,-0.030361,-0.544215,0.191929,0.28216,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
-6.162194,-0.319185,-0.515847,0.727499,-0.189845,-0.893478,0.272271,false
-4.365114,-0.832951,-0.841011,0.551963,-0.073676,-0.837506,1.038731,false
-0.510704,-0.949702,-0.17066,-0.390504,0.447371,-0.096049,-0.60896,false
1.949671,0.19754,0.063039,0.04681,-0.03498,0.130863,-0.029327,false
-5.503928,-0.789889,0.415754,-0.162265,-0.826119,-0.981665,0.730449,false
1.949671,0.19754,0.063039,0.04681,-0.03498,0.130863,-0.029327,false
-4.310912,-1.451332,0.437158,-0.384087,1.834108,-0.519087,-0.426836,false
-11.686629,-0.031745,-2.70398,-1.013424,-0.252125,0.108299,3.549162,false
2.322262,0.958187,0.113074,-0.294528,0.075508,-0.099122,0.047702,false
-7.291917,-1.110061,-0.27709,-1.697065,-0.116909,-0.37024,0.262595,false
2.306023,0.955257,0.105793,-0.304604,0.07307,-0.097927,0.040869,false
-3.272906,-0.979176,0.104691,-0.172439,-1.0837,-0.812906,-0.557688,false
-2.891934,-1.206793,-0.466973,-1.180425,-0.03659,0.024981,0.31855,false
-11.686629,-0.031745,-2.70398,-1.013424,-0.252125,0.108299,3.549162,false
0.366493,-0.867755,-0.099161,0.148562,-0.435489,0.166905,0.464517,false
1.771894,0.157003,-0.192911,-0.273474,-0.247715,0.199101,0.242145,false
-1.551576,-0.869766,0.505539,0.561197,-0.485167,-0.921474,-0.176247,false
1.949671,0.19754,0.063039,0.04681,-0.03498,0.130863,-0.029327,false
2.322262,0.958187,0.113074,-0.294528,0.075508,-0.099122,0.047702,false
-3.334902,-1.110886,0.05196,-0.66627,0.258827,-0.112999,-0.14194,false
0.888387,-0.497243,-0.083859,0.020686,-0.202537,0.178918,-0.178135,false
-5.294183,-0.385102,-1.75774,-0.374724,-1.538208,-0.847861,-0.472224,false
-0.654975,-0.991206,0.067295,0.022394,0.035363,-0.166805,-0.139313,false
1.576524,0.038602,-0.040825,-0.212037,0.211087,0.140979,0.105512,false
2.557237,1.774592,0.168776,-0.717556,0.238507,-0.474652,0.199663,false
2.371166,-0.158746,-0.00426,0.550588,-0.630048,1.16956,-0.527601,false
2.205947,0.912602,0.099236,-0.349702,0.177887,-0.126914,-0.008212,false
2.925868,3.969101,0.325598,-2.055188,1.00867,-1.856106,0.714469,false
2.557237,1.774592,0.168776,-0.717556,0.238507,-0.474652,0.199663,false
