@relation 'columba-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R2-3,5-6,10,12-14'

@attribute ns numeric
@attribute entropy numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute npt numeric
@attribute bug {1,0}

@data
1,0.662665,110.428571,1,4,0.428571,1
1,0,0,0,3,1,0
1,0.624467,83.2,1,5,0.5,1
1,0,50,1,2,1,0
1,0,48,1,2,1,1
1,0,65,0,1,1,1
1,0.863121,77.5,1,3,1,1
1,0.626935,84.416667,0,10,0.75,1
1,0.649006,46.7,0,8,0.3,1
1,0,24,0,1,1,1
1,0,13,0,3,1,0
1,0,39.25,0,1,0.125,0
1,0.843455,86.259259,1,3,0.703704,1
1,0.668944,100.25,0,3,1,0
1,0.612602,48,1,4,1,0
1,0.945531,28,0,4,0.25,0
1,0,20,0,2,1,0
1,0,24,0,1,1,1
1,0,39,0,4,1,0
1,0,38,0,4,1,0
1,0,30,1,4,1,0
1,0.624795,125.7,1,9,0.7,1
1,0,27,0,4,1,0
1,0,36,1,3,1,0
1,0.531164,89.857143,1,2,0.571429,0
2,0.443022,43.666667,0,8,0.208333,0
1,0,41,0,1,1,0
1,0,17,1,1,1,1
1,0.954434,40,0,3,1,0
1,0.623215,51.727273,1,3,0.636364,0
1,0.750433,73.285714,0,3,0.5,0
1,0.97299,34.214286,0,6,0.357143,0
1,0,27,0,1,1,0
1,0,26,0,1,1,0
1,0.848567,86.6,0,10,0.6,1
1,0.564993,59.166667,0,9,0.833333,1
1,0.970951,158.5,1,4,1,0
1,0,82,1,3,1,0
1,0,82,0,3,1,0
1,0,84,0,3,1,0
1,0.787127,87,0,2,1,0
1,0,48,0,2,1,0
1,0.94566,42.5,0,2,1,0
1,0,43.25,0,1,0.25,1
1,0.630116,50.636364,0,8,0.454545,1
1,0.948206,132.428571,1,7,0.190476,1
1,0.867322,104.2,0,4,1,1
1,0,28,0,1,1,0
1,0.193643,66,0,2,1,0
1,0,56,1,5,1,1
1,0,56,1,5,1,1
1,0,45,0,2,1,0
1,0,42,1,3,1,0
1,0.747569,50.857143,0,2,0.571429,0
1,0.826987,50.6,1,2,0.8,1
1,0,110,0,1,1,0
1,1,51,1,7,0.5,0
1,0.136059,51,1,7,1,1
1,0.945058,32.444444,0,4,0.888889,1
1,1,32.25,0,4,0.25,0
1,0,30,0,1,0.25,0
1,0,31,0,5,1,1
1,0.91899,52,0,5,0.666667,0
1,0.903328,73.363636,0,5,0.909091,0
1,0.701443,89.666667,1,4,0.666667,0
1,0,0,0,7,0.6,0
1,0.99403,63.5,1,4,1,0
1,0.696109,64,1,3,1,1
1,0,47,1,2,1,0
1,0,26.666667,0,1,0.333333,1
1,0.697898,174.285714,1,6,0.285714,1
1,0,75,1,3,1,0
1,0,69,1,3,1,0
1,0,67,1,3,1,1
1,0.297472,132.5,0,2,1,0
1,0,29,0,1,0.5,1
1,0,23,0,2,1,0
1,0,23,0,2,1,0
1,0,18,0,1,1,0
1,0,186,1,3,1,1
1,0.294615,117,0,5,1,1
1,0,10,0,1,0.5,0
1,0,0,0,1,1,0
1,0.776939,48.333333,1,2,0.833333,0
1,0.763634,29,0,7,0.272727,1
1,0,0,0,1,1,0
1,0,80,1,3,1,0
1,0,78,1,3,1,1
1,0,77,0,3,1,1
1,0,37,0,1,0.5,1
1,0.362632,93.333333,1,3,0.666667,1
1,0.919432,105.666667,0,5,1,0
1,0,32,0,1,1,0
1,0,37,0,3,1,0
1,0.82594,162,0,6,1,1
1,0.897918,118.333333,0,3,1,1
1,0.665741,101.625,0,3,0.5,0
1,0.411447,79,0,3,1,0
1,0,55,0,1,1,0
1,0,43.5,0,1,0.071429,1
1,0.981941,78,1,6,1,0
1,0.784696,155.642857,0,9,0.714286,1
1,0,133,1,6,1,0
1,0.734719,109.666667,0,8,0.555556,1
1,0.495969,83,0,5,1,1
1,0.811278,113,1,4,1,0
1,0,86,1,3,1,0
1,0,80.571429,0,1,0.142857,1
1,0,86,1,3,1,0
1,0.430552,67.5,0,6,1,0
1,0.796505,96.4,0,6,0.4,1
1,0,34,0,1,1,0
1,0,477,0,6,1,0
1,0.978071,257,1,6,1,0
1,0,459,1,6,1,0
1,0.847985,178,1,6,1,0
1,0,467,0,6,1,0
1,0,460,1,6,1,0
1,0.567199,163.875,0,12,0.6875,1
1,0,450,0,6,1,0
1,0,449,1,6,1,0
1,0.721928,282.5,1,8,1,0
1,0.269828,241.5,1,6,1,0
1,0.704502,157.727273,0,9,0.909091,0
1,0.546013,336.5,0,8,1,1
1,0,431,1,6,1,0
1,0.607664,155.4,1,7,0.4,0
1,0.895575,115.733333,0,10,0.6,0
1,0.685599,191.666667,1,6,1,1
1,0.647869,169.2,0,7,0.6,1
1,0.917236,149.333333,0,8,0.5,0
1,0,285,0,6,1,0
1,0.184452,235,1,7,0.5,0
1,0,273,0,6,1,0
1,0,270,1,6,1,0
1,0.150666,178.5,1,6,1,0
1,0,234,0,4,1,0
1,0,178,0,4,1,0
1,0,181,1,4,1,0
1,0,178,1,3,1,1
1,0.532938,139.9,1,5,1,1
1,0.591673,91.5,0,3,1,0
1,0.530314,141.2,1,3,1,1
1,0.606538,176.25,0,5,0.875,1
1,0.830845,133.090909,1,2,0.636364,1
1,0.749977,117.714286,0,3,0.857143,0
1,0.631329,89.5,1,2,0.75,1
1,0,231,1,2,1,1
1,0.799515,93.235294,1,3,0.411765,0
1,0,182,1,1,1,0
1,0.81128,97.923077,0,1,0.769231,0
1,0.955715,157.666667,1,3,1,0
1,0,92.666667,0,1,0.333333,1
1,0.272971,489.5,0,2,1,0
1,0.498396,70.5,0,7,1,0
1,0,170,1,7,1,0
1,0,170,1,6,1,0
1,0,168,1,6,1,1
1,0.605002,133.666667,1,8,1,1
1,0.786187,121.714286,0,7,0.571429,1
1,0,150,1,6,1,0
1,0,141,0,3,1,0
1,0,142,0,3,1,0
1,0,32,1,2,1,0
1,0,29,0,2,1,0
1,0,29,1,2,1,1
1,0,18,0,2,1,0
1,0,140,1,4,1,0
1,0.626836,83.333333,0,5,0.777778,0
1,0,149,0,3,1,0
1,0,168,0,3,1,0
1,0,149,1,3,1,0
1,0.722033,99.6,0,4,0.8,0
1,0.970079,63.75,0,3,0.5,0
1,0,30,0,1,1,0
1,0.982141,147.333333,0,5,1,0
1,0,125,0,5,1,0
1,0.47381,81.5,0,7,0.833333,1
1,0.778893,86.6,1,6,1,0
1,0.681556,48.4,0,4,0.4,1
1,0,180,0,3,1,0
1,0,71,0,3,1,0
1,0,71,0,2,1,0
1,0.989183,275.5,1,6,1,0
1,0.616107,117.6,0,6,0.8,0
1,0,24,0,1,1,0
1,0.661925,73.318182,0,3,0.318182,1
2,0.920644,80.25,0,10,0.4375,1
1,0,61,0,3,1,0
1,0.995979,79.5,0,4,1,0
1,0.810913,49.416667,0,3,0.333333,1
1,0,108.5,0,1,0.5,1
1,0.836375,41.333333,1,5,1,1
1,0,38.5,0,1,0.5,1
1,0.241211,35,0,5,0.75,0
1,0.470332,105,0,6,0.6,0
1,0.92608,44.867925,0,5,0.283019,1
1,0.94566,41.5,0,2,0.5,1
1,0,35,0,1,1,1
1,0,0,0,3,1,0
1,1,255.75,0,3,0.75,0
1,0,789,1,3,1,0
1,0.956042,409.666667,1,2,1,1
1,0.902102,265.857143,1,2,1,0
1,0.946395,85.333333,0,3,0.666667,0
1,0.618205,52.75,1,5,1,1
1,0.680577,91.166667,0,9,0.833333,1
1,1,28.125,0,5,0.75,0
1,0,41.357143,0,1,0.071429,1
1,0,0,0,2,1,0
1,0.980645,48.5,0,8,0.4,0
1,0.710424,43.782609,0,11,0.336957,1
1,0.557795,133.272727,0,8,0.818182,1
1,1,49.666667,0,2,0.666667,0
1,0.932796,53,0,7,0.428571,0
1,0.947308,44.6,0,7,0.8,1
2,0.964251,44.107843,0,7,0.215686,0
1,0.988324,32.307692,0,4,0.615385,1
1,0,0,0,3,1,0
1,0.702093,222.333333,0,5,0.833333,1
1,0,24.5,1,2,1,0
1,0,49,0,2,1,0
1,0.954434,64.5,0,2,1,1
1,0.518761,53.818182,0,7,0.272727,0
1,0.517685,131,0,13,0.531646,1
1,0.65733,41.333333,1,6,0.666667,0
1,0.70678,185.8,1,5,1,0
1,0.855489,31,1,4,0.4,0
1,0.376837,48,0,3,0.666667,1
1,0,28,0,3,1,0
1,0,26,0,1,1,0
1,0,46,1,5,1,0
1,0,49,1,4,1,0
1,0.853549,79.8,0,5,0.6,1
1,0.864792,94.294118,0,7,0.294118,1
1,0.292218,77.1875,0,3,0.8125,1
1,0.683932,72.285714,0,4,0.285714,0
1,0.765936,58.36,0,1,0.48,0
1,0,157,1,5,1,0
1,0,147,1,5,1,0
1,0,127,1,5,1,1
1,0.878127,88.1875,0,6,0.4375,1
1,0,110,0,4,1,0
1,0.93939,121.7,0,6,0.4,1
1,0.939913,72,0,4,0.444444,1
1,0,54.222222,0,1,0.111111,1
1,0,51,0,2,1,0
1,0,118,1,4,1,0
1,1,133,0,5,1,0
1,0,112,1,4,1,0
1,0,94,1,4,1,1
1,0.997231,45.428571,1,2,0.142857,0
1,0,31,0,2,1,0
1,0,72.5,0,1,0.5,1
1,0.869832,59.833333,0,4,0.166667,1
1,0,151,0,5,1,0
1,0.789597,128.833333,0,8,0.666667,1
1,0,148,1,5,1,0
1,0.855879,116.25,1,5,1,1
1,0.653244,139.25,1,4,0.75,1
1,0,51,0,2,1,0
1,0,46,0,3,1,0
1,0,46,0,3,1,0
1,0.641289,112,1,7,1,0
1,0.790352,106,1,5,1,1
1,0.97957,45.285714,1,2,0.142857,1
1,0.487204,131.038462,0,2,0.576923,1
1,0.385904,156,1,3,0.666667,0
1,0.997015,104.75,1,4,0.25,0
1,0.781676,76.2,0,2,0.4,0
1,0.813037,91,0,7,0.777778,1
1,0,144,0,4,1,0
1,0.811278,200.5,1,4,1,1
1,0.623291,149.333333,0,6,0.444444,1
1,0,2,0,1,1,0
1,0.673383,56.602273,0,10,0.25,1
1,0,49,1,4,1,0
1,0,40,0,4,1,1
1,0.736768,174,0,9,1,1
1,0.852405,38,1,3,0.5,1
1,0,38,1,2,1,0
1,0.804308,99.833333,0,2,1,0
1,0,31,0,2,1,0
1,0.985228,162.5,0,1,1,0
1,0,76,0,1,0.125,0
1,0.750363,116,0,2,1,0
1,0,145,1,2,1,1
1,0.885564,93.2,0,4,0.4,1
1,0,177,1,4,1,0
1,0.140511,106,1,2,1,0
1,0,177,1,4,1,0
1,0,166,0,4,1,0
1,0.557082,303.5,0,6,1,0
1,0.666278,89.444444,0,9,0.444444,0
1,0.639234,56.357143,0,5,0.285714,1
1,0,149,0,3,1,0
1,0,149,0,3,1,0
1,0.558629,131,0,1,1,1
1,0,149,0,1,1,1
1,1,58.6,1,5,0.2,0
1,0.812097,65.166667,1,5,0.666667,0
1,0.793092,68.111111,0,5,0.444444,1
1,0,36,0,3,1,1
1,0,18.230769,0,1,0.076923,0
1,0,46,0,1,1,1
1,0.885379,84.857143,0,2,0.428571,1
1,0.886232,60.230769,0,10,0.846154,0
1,0,84,1,4,1,0
1,0.996719,119,0,4,1,1
1,0,90,1,4,1,0
1,0.938984,107.5,0,2,0.5,0
1,0.764046,34,0,2,1,0
1,0.874365,58.6875,0,5,0.1875,1
1,0.710791,62,0,2,0.666667,1
1,0,61,1,6,1,0
1,0,114.666667,0,1,0.166667,1
1,0.810939,126.333333,1,6,0.666667,1
1,0.540513,69,0,4,0.555556,1
1,0,12,0,1,1,0
1,0,19,0,2,1,0
1,0.916647,47.879518,0,2,0.277108,1
1,1,15,0,2,0.5,0
1,0.34066,110,1,4,0.666667,0
1,0,45,0,1,1,0
1,0,27,0,1,0.5,0
1,0.666346,28.6,0,5,0.2,0
1,0,53,1,2,1,1
1,0,57.333333,1,1,0.166667,1
1,0,128,0,2,1,0
1,0.998846,117.5,0,2,1,1
1,0,137,1,1,1,0
1,0.328709,58.785714,0,7,0.357143,1
1,0,98,1,2,1,0
1,0,76,1,4,1,0
1,0.45559,43.230769,0,6,0.384615,1
1,0,74,1,4,1,1
1,0,81,0,3,1,0
1,0,82,1,2,1,0
1,0.738031,85,1,4,0.285714,1
1,0,59,1,1,1,1
1,0.670136,45.666667,0,8,0.611111,0
1,0.890492,83,1,3,1,0
1,0,52,0,2,1,0
1,0,53,0,2,1,0
1,0,43,0,1,0.5,1
1,0,93,0,4,1,0
1,0.396785,40.684211,0,2,0.526316,1
1,0,147,0,6,1,0
1,0.738209,281.333333,1,8,1,0
1,0.940286,131.5,1,5,1,0
1,0,139,1,5,1,1
1,0.242292,285.5,1,4,1,0
1,0,204,0,3,1,0
1,0,198,0,3,1,0
1,0.576059,174.2,1,3,0.8,0
1,0,197,0,3,1,0
1,0,206,0,3,1,0
1,0,202,0,3,1,0
1,0,200,0,3,1,1
1,0,224,0,3,1,0
1,0,227,0,3,1,0
1,0,224,1,3,1,0
1,0.987885,188,0,3,1,0
1,0,243,1,1,1,0
1,0,44,0,2,1,0
1,0,48,0,2,1,0
1,0,270,0,3,1,0
1,0,273,1,3,1,0
1,0,255,0,3,1,1
1,0.657091,349.666667,0,3,0.666667,0
1,0.794934,113.1,1,3,0.9,0
1,0.925208,256.75,0,3,1,1
1,0.617669,85.708333,1,3,0.416667,1
1,0,269,0,4,1,0
1,0.746377,96,1,4,0.75,0
1,0,45,0,1,1,0
1,0.503258,107.5,1,5,1,0
1,0,160,0,3,1,0
1,0.87475,212.25,0,4,1,1
1,0.991159,348.333333,0,3,1,0
1,0.865917,136.368421,0,2,0.421053,0
1,0,147,0,4,1,0
1,0,144,0,3,1,0
1,0.583237,206.647059,0,8,0.470588,1
1,0,398,0,7,1,0
1,0.952066,113.428571,0,11,0.535714,1
1,0.930586,362,0,8,0.5,1
1,0.897918,258.333333,0,8,0.666667,0
1,0.315997,259,1,8,1,0
1,0,361,1,6,1,0
1,0.810579,99.961538,0,9,0.807692,1
1,0,362,1,5,1,1
1,0,356,1,5,1,1
1,0.177389,297.5,1,6,0.5,1
1,0.85385,176.125,0,5,0.5,0
1,0,330,1,4,1,0
1,0.975119,341.5,0,4,0.5,1
1,0,433,1,4,1,0
1,0.426238,188.75,0,8,0.833333,1
1,0,326,0,6,1,0
1,0,328,1,6,1,0
1,0,278,0,5,1,1
1,0.684143,318.333333,0,7,0.833333,1
1,0.023462,258,1,5,1,1
1,0.997616,295.5,1,6,0.5,0
1,0,330,1,4,1,0
1,0,247,1,4,1,0
1,0.877663,364.75,0,4,0.5,1
1,0.757428,148.625,0,4,0.625,1
1,0.764904,389.833333,0,5,0.833333,1
1,0,349,1,2,1,0
1,0,46.333333,0,1,0.333333,1
1,0.687828,120.25,0,7,0.5625,0
1,0,249,0,3,1,0
1,0,217,0,3,1,0
1,0,181,0,3,1,0
1,0,162,0,3,1,1
1,0,176,0,3,1,0
1,0.899744,198,0,3,1,0
1,0.970951,124.5,1,3,1,0
1,0,195,0,3,1,1
1,0,351,0,3,1,0
1,0,126,0,4,1,1
1,0,222,0,4,1,0
1,1,154.5,0,3,1,0
1,0,184,0,2,1,1
1,0,184,1,2,1,1
1,0,173,0,1,1,0
1,0.884056,116.222222,1,7,0.666667,0
1,0.935647,133.066667,0,7,0.866667,0
1,0,286.3,0,1,0.1,1
1,0.502373,258.75,0,2,0.5,0
1,0,15,0,2,1,0
1,0,49.666667,0,1,0.333333,1
1,0,91,0,1,0.2,0
1,0,214,0,2,1,0
1,0,218,1,1,1,1
1,0.249162,45.75,1,5,1,1
1,0,278,1,2,1,0
1,0,62,0,4,1,0
1,0.622366,32.333333,0,3,0.666667,0
1,0.313582,42,0,4,0.666667,0
1,0.826323,164,1,3,0.666667,0
1,0.678848,101.25,1,2,0.75,0
1,0.721441,211,1,2,0.666667,1
1,0.286397,222,1,2,1,1
1,0,222,1,1,1,0
1,0,207,0,1,1,1
1,0.928383,45.6,0,4,1,0
1,0.764205,131,0,5,1,0
1,1,42,0,4,1,0
1,0.999142,36.5,0,2,0.5,1
1,0,109,0,2,1,0
1,0.96023,120,1,2,0.666667,0
1,0.982568,63.125,0,1,0.875,0
1,0.684229,23.852941,0,10,0.161765,1
1,0,88,1,4,1,1
1,0,90,0,4,1,0
1,0.222285,74,0,1,1,0
1,0,94,0,1,1,0
1,0,94,1,4,1,0
1,0.613147,51,0,3,0.5,0
1,0,109,1,1,1,0
1,0,68,0,5,1,0
1,0.973668,51,0,1,0.5,0
1,0.694156,94.333333,1,2,0.266667,1
1,0,54.428571,0,1,0.142857,1
1,0.997847,198.5,1,6,0.25,0
1,0.62163,108,0,3,1,1
1,0,206,0,3,1,1
1,0.478928,143.6,1,4,1,1
1,0,135,0,1,1,0
1,0,52,0,1,0.142857,1
1,0.206461,31.25,0,1,0.25,0
1,0.713418,233.285714,0,9,1,1
1,0,199,0,3,1,0
1,0.751347,79.75,0,4,0.625,1
1,0,200,0,3,1,0
1,0.337319,133,0,5,0.5,1
1,0.969561,76.581395,0,6,0.697674,0
1,0,214,1,2,1,0
1,0.841048,220.538462,1,5,0.615385,1
1,0.970951,229,0,2,0.5,0
1,0.811278,227,1,2,0.5,0
1,0,208,0,1,1,0
1,0,208,0,1,1,0
1,0,208,0,1,1,0
1,0,171,0,1,1,1
1,0,137,1,4,1,1
1,0.873318,103.25,0,5,0.75,1
1,0,149,0,3,1,0
1,0.375897,116.444444,0,9,0.666667,1
1,0,353,0,6,1,0
1,0,353,0,6,1,0
1,0,339,1,6,1,0
1,0,307,0,6,1,1
1,0,304,0,6,1,0
1,0,295,1,6,1,0
1,0,290,1,6,1,0
1,0,279,0,6,1,1
1,0,264,0,6,1,0
1,0.89564,243.333333,0,4,0.666667,0
1,0,234,0,3,1,0
1,0,238,0,3,1,0
1,1,123.333333,0,4,0.5,0
1,0,160,0,5,1,0
1,0.923339,213.5,0,4,1,0
1,0,161,1,2,1,0
1,0.758409,114.818182,0,3,0.636364,0
1,0,81.684211,0,1,0.052632,1
1,0,188,1,6,1,0
1,0,166,1,6,1,0
1,0,163,1,6,1,1
1,0.588258,134.846154,1,7,0.384615,1
1,0,195,0,6,1,0
1,0,196,1,6,1,0
1,0,196,0,6,1,0
1,0,204,1,2,1,0
1,0.314824,196,1,2,0.5,1
1,0.965407,67,0,5,0.076923,1
1,0,68,0,3,1,0
1,0,55,0,2,1,0
1,0,30,0,4,1,0
1,0,29,0,4,1,0
1,0.747837,40.666667,0,1,0.666667,0
1,0,61.5,0,1,0.5,0
1,0,33.5,0,1,0.5,1
1,0,0,0,1,1,0
1,0.909153,70.592233,1,8,0.271845,1
1,0,26,1,2,1,1
1,0,54,1,1,1,0
1,0.968242,42.363636,0,4,0.363636,0
1,0.916298,57.980392,0,10,0.333333,1
1,1,36,1,1,0.5,0
1,0,0,0,1,1,0
1,0,0,0,1,1,0
1,0.886815,105.842105,0,8,0.789474,1
1,0.772615,37.75,0,4,0.875,1
1,0,74,0,1,1,0
1,0,0,0,1,1,0
1,0,0,0,1,1,0
1,0,0,0,1,1,0
1,0,51,1,3,1,0
1,0,45,1,2,1,0
1,0,0,0,1,1,0
1,0,0,0,1,1,0
1,0.96023,22.333333,0,1,1,0
1,0.826074,64.666667,1,3,0.333333,1
1,0.782859,34.666667,0,1,0.666667,0
1,0,0,0,1,1,0
1,0,0,0,1,1,0
1,0.807961,21.16,0,1,0.12,0
1,0.994226,83.098446,0,3,0.217617,0
1,0,0,0,1,1,0
1,0.767677,98.12,0,9,0.62,1
1,0,49,1,1,1,0
1,0,24.75,0,1,0.25,1
1,0.99961,37.5,0,2,1,0
1,0.909894,41.25,0,2,0.75,0
1,0,0,0,2,0.5,0
1,0,44.666667,0,1,0.333333,1
1,0,377,0,5,1,0
1,0.502963,112.5,0,6,1,0
1,0.638993,82.6,0,6,0.8,1
1,0,361,0,5,1,0
1,0,385,1,5,1,1
1,0,385,1,3,1,0
1,0.585062,92.6,1,4,0.6,1
1,0.985228,249.5,0,2,1,0
1,0,304,0,2,1,1
1,0,102.5,0,1,0.5,0
1,0,22,0,1,1,1
1,0,20,0,1,0.5,0
1,0,72,0,2,1,0
1,0,89,0,2,1,0
1,0,90,0,2,1,0
1,0,77,1,2,1,0
1,0,77,0,2,1,1
1,0,0,0,4,0.75,0
1,0,171,0,2,1,0
1,0,165,0,2,1,0
1,0,195,0,2,1,0
1,0,170,0,2,1,0
1,0,256,0,5,1,0
1,0,224,1,5,1,0
1,0,274,0,5,1,1
1,0,255,1,4,1,0
1,0,313,0,2,1,0
1,0.932112,166.5,0,4,1,0
1,0,262,0,1,1,1
1,0.864735,166.625,1,1,0.5,0
1,0,137.222222,0,1,0.111111,1
1,0.902393,39,0,4,1,0
1,0,46,0,4,1,0
1,0.37666,55.75,0,4,0.5,0
1,0,34,0,1,1,0
1,0,57,0,1,0.090909,1
1,0.732835,44.428571,0,8,0.714286,0
1,0.772223,73,0,8,0.555556,0
1,0.912954,79.639344,0,8,0.622951,0
1,0,124,1,4,1,0
1,0,113,0,1,1,0
1,0,96,1,1,1,0
1,0,36.5,0,2,1,0
1,0,36,0,2,1,0
1,0,43.333333,0,1,0.333333,0
2,0.740987,93.056604,0,12,0.377358,0
1,0.632104,16.375,0,4,0.375,0
1,0.427515,63,1,3,1,1
1,0,36,0,1,1,0
1,0,82,0,3,1,0
1,0.943826,61.142857,1,4,0.142857,0
1,0,72,0,2,1,1
1,0,58.25,0,1,0.25,1
1,0,4,0,2,0.6,0
1,0,86,0,2,1,0
1,0.793049,190,0,4,0.5,0
1,0,247,0,2,1,0
1,0.953013,203.833333,0,3,0.5,0
1,0,247,0,2,1,0
1,0,116.25,0,1,0.25,0
1,0.994737,26,0,2,0.666667,0
1,1,20,0,2,0.5,0
1,0.63093,14.666667,0,2,0.333333,0
1,0.780972,116.142857,0,2,0.571429,1
1,0.993887,162.5,1,7,1,0
1,0,228,1,6,1,0
1,0.846682,89.625,0,11,0.625,1
1,0.332041,219.5,1,6,1,1
1,0,269,1,5,1,0
1,0,296,0,4,1,0
1,0,273,0,3,1,1
1,0,269,0,3,1,0
1,0,269,0,3,1,0
1,0.219297,327.5,1,3,1,0
1,0,340,1,2,1,0
1,0,293,0,1,1,1
1,0.871482,164,0,1,1,0
1,0.782083,34.2,0,3,0.6,0
1,0,31.6,0,1,0.2,1
1,0.875497,89.333333,0,9,0.466667,0
1,0.507756,168.5,0,6,0.666667,1
1,0,112,1,3,1,0
1,0,116,1,3,1,0
1,0.970951,146,1,5,1,0
1,0.396728,328,0,5,1,0
1,0,87,1,3,1,1
1,0.697952,219.666667,1,11,0.833333,0
1,0,245,0,1,1,0
1,0.789861,60.25,0,6,0.5,1
1,0.660781,99.142857,0,5,0.714286,0
1,0.134531,88.5,0,2,1,0
1,0.650022,112.5,0,2,1,0
1,0,91,0,2,1,0
1,0,279.25,0,1,0.25,1
1,0.127373,130.333333,1,2,1,0
1,0.651137,55.833333,0,2,0.5,0
1,0.779172,90,0,4,0.75,0
1,0.628234,77,0,3,1,0
1,0.863021,41,0,4,0.6,0
1,0,41.111111,0,1,0.111111,1
1,0,141,0,5,1,0
1,0,155,1,3,1,0
1,0.534897,85.833333,1,4,0.5,1
1,0.694024,86.65,0,6,0.75,1
1,0,148,1,2,1,0
1,0.326766,150,0,2,0.5,0
1,0.746506,118,0,2,0.5,1
1,0,914,0,2,1,0
1,0,876,0,2,1,0
1,0,38.5,0,1,0.5,1
1,0,5.4,0,1,0.2,0
1,0,4,0,1,1,0
1,0,17,0,2,1,0
1,0,307,0,8,1,0
2,0.61181,79.307692,0,10,0.846154,1
1,0,334,1,8,1,0
1,0.480527,175.25,1,9,0.75,0
1,0.065914,288,0,8,1,1
1,0,289,1,8,1,0
1,0.773392,120.625,1,11,0.875,0
1,0.533386,67.833333,0,10,0.833333,0
1,0.604388,121,1,9,1,0
1,0.69491,98.8,0,8,0.8,0
1,0,208,1,7,1,0
1,0.334993,133.666667,0,8,0.666667,1
1,0.407274,53,0,9,0.8,0
1,0.547812,121.125,0,10,0.75,0
1,0,186,1,7,1,0
1,0,84,0,5,1,0
1,0,97,1,4,1,0
1,0,91,1,4,1,0
1,0,85,0,3,1,0
1,0,134,0,2,1,0
1,0,121,0,1,1,0
1,0.841246,93.333333,1,3,0.555556,1
1,0,26,0,3,1,0
1,0,22,1,2,1,0
1,0,22.333333,0,4,0.666667,0
1,0,278.333333,0,1,0.333333,1
1,0.473132,187.75,0,2,1,0
1,0,44,0,1,0.5,1
1,0,142,1,4,1,0
1,0,130,0,4,1,1
1,0,121,1,4,1,0
1,0,14,1,1,1,0
1,0.400861,37.92,0,9,0.56,1
1,0,104,0,3,1,0
1,0,106,0,3,1,0
1,0,40.666667,0,1,0.333333,0
1,0,11,1,1,1,0
1,0,81,0,1,1,0
1,0,40,0,1,1,0
1,0,105,1,4,1,0
1,0,111,1,3,1,0
1,0,73,1,3,1,0
1,0,58,1,2,1,0
1,0,52,1,2,1,0
1,0.833765,66.5,1,2,0.5,1
1,0,48,0,1,1,1
1,0.818956,115,0,2,1,0
1,0,142,1,5,1,0
1,0,102,1,4,1,0
1,0,102,0,4,1,0
1,0.772929,104.714286,0,3,0.714286,1
1,0,78,0,2,1,0
1,0,70,0,1,1,0
1,0.177389,145.5,1,1,1,0
1,0,173,1,7,1,0
1,0.678015,153.666667,1,8,0.666667,0
1,0.738512,211,0,8,0.333333,1
1,0.966777,116.666667,0,11,0.333333,0
1,0,187,1,6,1,0
1,0,188,1,6,1,0
1,0,184,1,5,1,1
1,0.985228,144.5,0,5,1,0
1,0,206,1,4,1,0
1,0,67.333333,0,4,1,1
1,0.051539,151,0,5,1,0
1,0,169,0,4,1,0
1,0.696212,240,1,3,1,1
1,0,219,1,2,1,0
1,0,223,1,2,1,0
1,0.557908,240,1,1,0.666667,0
1,0,14,0,1,1,0
1,0,91.666667,0,7,1,0
1,0,23,1,2,1,0
1,0.732769,79.8,0,2,0.8,0
1,0,23,0,1,1,1
1,0.561838,49,0,2,1,0
1,0.847867,149,1,5,0.75,0
1,0.25819,94.833333,0,5,0.333333,1
1,0.964079,106,1,4,1,1
1,1,117,0,2,1,0
1,0.809178,76.333333,0,1,0.666667,1
1,0,60,0,2,1,0
1,0,61.142857,0,1,0.142857,1
1,0,13,0,1,1,0
1,0.861353,73.8,1,6,0.4,0
1,0,42,1,4,1,0
1,0.453716,35.5,1,4,1,1
1,0.894048,54.714286,0,7,0.571429,1
1,0.995268,32.6,0,3,0.2,1
1,0.977046,94.333333,1,7,0.666667,0
1,0.826956,65.2,0,10,0.447619,1
1,0.786899,32.25,1,3,0.25,1
1,0,28.75,0,1,0.25,0
1,0.634223,63.47619,0,12,0.5,1
1,0,66,0,1,1,1
1,0.527214,122.666667,0,2,0.666667,1
1,0.618847,65.333333,0,1,1,0
1,0.658615,92.111111,1,10,1,1
1,0.852128,80.5,1,7,0.5,0
2,0.915601,67,0,10,0.5,0
1,0,35,1,1,0.5,1
1,0,25.333333,0,1,0.333333,0
1,0.58576,104.75,0,6,0.666667,1
1,0,22.2,0,1,0.2,0
1,0,40.625,0,1,0.125,0
1,0,0,0,1,0.5,0
1,0,36,0,1,0.5,0
1,0,23,0,1,1,0
1,0.409941,134.2,0,9,0.8,0
1,0,46,0,1,0.2,0
1,0,65,0,1,1,0
1,0,88,0,8,1,0
1,0,62,1,8,1,0
1,0,59,0,8,1,0
1,0,65,1,8,1,0
1,0,72,1,6,1,0
1,0.528791,49.333333,0,7,0.5,1
1,0.671186,144.333333,0,5,0.666667,0
1,0,144,0,4,1,0
1,0.783013,113,0,5,0.8,1
1,0.788001,107.777778,0,3,1,1
1,0.655038,96.9375,0,2,0.75,1
1,0.459148,65.75,0,2,1,0
1,0.7581,61.181818,0,2,0.818182,1
1,0,74,1,1,1,0
