@relation 'postgres-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R11'

@attribute ns numeric
@attribute nm numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute npt numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute bug {1,0}

@data
1,1,0,0.02,0.02,200,1,3,7,1,152,13,1
1,1,0.946395,0.020173,0.008646,231.333333,0,3,115,1,2667,86,0
1,1,0.699325,0.533784,0.324324,74,0,1,278,1,1146.833333,57,1
1,1,0.727805,0.132449,0.100963,480.375,1,8,300,0.375,743,41,1
2,3,0.762503,0.043887,0.00627,212.666667,1,10,304,0.666667,5021.063451,6911,0
4,5,0.961394,0.000519,0.007011,385.1,1,10,0,0.1,4419.37972,19928,0
1,1,0.35442,0.117962,0.042225,746,0,9,15,1,4676.675794,345,0
1,1,0,0.011129,0.00159,629,0,9,65,1,249.902381,117,0
2,2,0.988699,0.010899,0.00654,917.5,0,12,140,1,4997.619945,18581,0
1,1,0,0.003241,0.072934,617,1,9,12,1,227.25,96,0
1,1,0,0.017054,0.037209,645,1,9,30,1,4998.813978,611,0
1,1,0,0.018377,0.007657,653,1,9,19,1,180,63,0
1,1,0,0.003106,0.003106,644,0,9,0,1,122,24,0
1,1,0,0.016393,0.016393,366,0,8,21,1,18.116667,4,0
3,5,0.883954,0.007428,0.007892,430.8,1,14,2500,0.7,4916.578897,18079,0
1,1,0,0.199454,0.07377,366,1,7,1,1,5578.663223,2315,1
1,1,0,0.080838,0.218563,334,1,7,0,1,4931.596596,2294,1
1,1,0,0.199454,0.07377,366,1,7,48,1,4930.596596,2293,1
1,1,0,0.015789,0.015789,380,1,7,3,1,539.75,26,0
1,1,0,0.013129,0.015317,457,0,6,0,1,4292.930159,371,0
1,1,0,0.00655,0.00655,458,0,5,33,1,671.164286,199,0
2,2,0.905928,0.017738,0.013304,451,1,7,22,1,4384.282984,14121,1
1,1,0,0.004357,0.004357,459,0,5,1,1,4262.003968,294,1
1,1,0,0.026144,0.002179,459,1,5,56,1,4023.373016,242,0
1,1,0,0.004464,0.006696,448,0,4,61,1,477.1,147,0
2,2,0.78969,0.006257,0.007395,586,0,6,15,0.333333,3923.858117,11187,0
2,2,0.985228,0.005853,0.005853,598,1,5,0,0.5,4249.640079,11141,0
1,1,0,0.028424,0.031008,387,0,4,1,1,4217.543651,1278,0
2,2,0.998001,0.02385,0.008518,293.5,0,4,0,0.5,4236.684524,11117,0
3,6,0.919198,0.01446,0.006986,559.545455,0,11,223,0.636364,4234.684524,15322,1
2,2,0.997562,0.005038,0.004198,510.428571,0,8,7,0.285714,6287.283333,7946,0
1,1,0,0.008746,0.008746,343,1,2,143,1,1231.5,356,0
1,1,0.54542,0.058953,0.080706,528.666667,1,6,128,0.833333,3686.583333,191,1
1,2,0.93337,0.004869,0.015579,684.666667,1,5,27,1,1472.583333,316,0
1,1,0.754288,0.027027,0.003378,407,1,6,100,0.5,3730.166667,170,1
1,1,0,0.006024,0.006024,332,0,2,24,1,1575.916667,225,1
1,1,0.69728,0.049779,0.049226,301.333333,1,2,94,0.666667,1394,56,1
1,1,0,0.030418,0.030418,263,1,1,4,1,1330,42,0
1,1,0.609276,0.133739,0.072948,411.25,0,1,23,1,1313,40,1
1,1,0,0.007605,0.007605,263,0,1,61,1,2115,73,0
1,1,0,0.002232,0.017857,448,1,7,1197,1,4998.611874,501,0
1,1,0,0.013129,0.015317,457,0,6,139,1,4293.930159,372,0
1,1,0,0.00655,0.00655,458,0,5,115,1,670.164286,198,0
1,1,0.437378,0.010035,0.010421,863.666667,1,15,2789,1,133,35,0
1,1,0.490124,0.009129,0.009544,803.333333,1,15,1990,1,136,38,0
1,1,0,0.206215,0.076271,354,1,7,140,1,5579.663223,2316,0
1,1,0.453716,0.008537,0.008537,1230,1,15,594,1,138,40,0
1,1,0,0.010786,0.001541,649,0,9,797,1,250.902381,118,0
1,1,0,0.011129,0.00159,629,0,9,351,1,251.902381,119,0
1,1,0,0,0,185,0,1,0,0.111111,1182,30,0
1,1,0,0.153846,0.153846,13,1,1,0,1,2114,72,0
1,1,0,0.00159,0.001987,2516,1,16,4,1,426.619852,271,0
1,1,0,0.038137,0.008029,2491,0,16,7,1,41.546612,11,0
1,1,0,0.003393,0.000424,2358,0,15,0,1,484.370019,269,0
1,1,0,0.002125,0.002125,2353,1,15,1,1,483.370019,268,0
1,1,0,0.004423,0.000442,2261,0,15,64,1,4737.356228,675,0
1,1,0,0.000892,0.000892,2241,0,15,24,1,4890.897385,655,0
2,2,0.721928,0.005174,0.001634,1836,0,15,12,1,5054.270939,708,1
1,1,0,0.000904,0.000904,2212,1,15,6,1,199.666667,83,0
1,1,0,0.002255,0.000451,2217,1,15,31,1,179.833333,73,0
1,1,0,0.023223,0.033906,2153,1,15,27,1,5013.937353,610,0
1,1,0,0.000463,0.000925,2162,0,15,78,1,168,60,0
1,1,0,0.001434,0.000478,2092,0,13,10,1,5650.509985,2527,0
1,1,0,0.014825,0.008608,2091,0,13,27,1,47,1,0
1,1,0,0.009592,0.00048,2085,1,12,46,1,4825.826715,573,0
1,1,0,0.002413,0.002413,2072,1,12,50,1,5030.782686,568,0
1,1,0,0.001127,0.001127,1775,1,12,1,1,45.5,1,0
1,1,0,0.003944,0.007324,1775,0,11,1,1,5274.849355,2352,0
1,1,0,0.008979,0.000561,1782,0,11,64,1,5278.103259,2351,0
1,1,0,0.001134,0.002834,1764,0,11,2,1,5116.838442,484,0
1,1,0,0.001133,0.001133,1766,0,11,0,1,4231.490448,2180,0
1,1,0,0.016988,0.001133,1766,1,11,17,1,5005.490132,478,0
1,1,0,0.001717,0.001145,1747,0,11,8,1,4185.555843,2151,0
1,1,0,0.000572,0.09731,1747,1,11,0,1,495,21,0
1,1,0,0.001084,0.004878,1845,0,11,1,1,4171.109345,2150,0
1,1,0,0.003844,0.001098,1821,0,11,0,1,4125.421124,2125,0
1,1,0,0.002746,0.000549,1821,0,11,42,1,4122.421124,2122,0
2,2,1,0.007587,0.000948,1054.5,0,11,6,0.5,4102.731671,509,0
1,1,0,0.011602,0.008287,1810,0,11,0,1,4111.325996,452,0
1,1,0.807049,0.022222,0.020261,1020,1,11,12,0.333333,4106.606025,446,0
1,1,0.795248,0.024324,0.019189,740,0,11,0,0.2,4258.860284,440,0
2,2,0.99403,0.004051,0.001519,987.5,0,11,47,1,5203.348978,9047,0
1,1,0,0.000561,0.002245,1782,0,11,0,1,5359.652783,2104,0
1,1,0,0.002241,0.00056,1785,0,11,8,1,5358.652783,2103,0
1,1,0,0.01459,0.015152,1782,0,11,5,1,4441.350375,430,1
1,1,0,0.006776,0.002823,1771,0,11,1,1,4181.608426,2009,0
1,1,1,0.00397,0.008734,1259.5,1,11,0,0.5,4390.642186,2002,1
1,1,1,0.008713,0.00396,1262.5,1,11,46,0.5,4388.642186,2000,1
1,1,0,0.006969,0.000581,1722,0,9,16,1,4512.72583,358,0
1,1,0,0.010496,0.001166,1715,0,9,11,1,4582.116919,354,0
1,1,0.252531,0.021461,0.051099,978.5,1,9,11,1,4650.976984,338,0
1,1,0.85919,0.013084,0.014816,866.166667,0,10,10,0.5,4175.878968,322,0
1,1,0,0.000615,0.002462,1625,0,9,2,1,4337.730031,1835,0
1,1,0,0.001905,0.00127,1575,0,9,6,1,4135.772222,307,0
1,1,0,0.019815,0.010568,1514,0,9,0,1,4057.513095,287,1
1,1,0.961237,0.002074,0.004666,964.5,0,9,12,1,4531.386158,1775,0
1,1,0,0.001148,0.001148,1742,0,9,1,1,438.111905,158,0
1,1,0,0.004592,0.005741,1742,0,9,7,1,4500.351454,1773,0
1,1,0,0.049943,0.029277,1742,1,9,14,1,4107.486111,252,0
1,1,0,0.016129,0.010945,1736,1,9,22,1,3998.278968,243,0
1,1,0,0.002316,0.002316,1727,1,9,0,1,5154.490387,1766,1
1,1,0,0.006948,0.004632,1727,0,9,2,1,5153.490387,1765,0
1,1,0,0.071602,0.066141,1648,1,9,14,1,5213.607026,1760,1
1,1,0,0.001212,0.001212,1650,1,9,1,1,5549.104207,1751,1
1,1,0,0.033755,0.038577,1659,1,9,0,1,3510.513095,228,0
1,1,0,0.002415,0.003623,1656,0,9,0,1,5544.78741,1742,0
1,1,0,0.001802,0.001201,1665,1,9,0,1,5622.219847,1730,0
1,1,0,0.001213,0.001819,1649,1,9,1,1,3523.309524,220,0
1,1,0,0.010303,0.000606,1650,0,9,0,1,5183.719797,1693,0
1,1,0,0.002411,0.002411,1659,0,9,0,1,5177.624198,1689,0
1,1,0,0.028933,0.028933,1659,0,9,10,1,5176.624198,1688,1
1,1,0.949452,0.005959,0.004334,923,0,9,0,1,5147.096465,1684,0
1,1,0,0.003016,0.002413,1658,0,9,0,1,5145.096465,1682,0
1,1,0,0.005044,0.002522,1586,0,9,111,1,2487.178571,210,0
2,2,0.999905,0.025589,0.003704,1485,0,10,5,1,2853.459524,4280,1
1,1,0.848191,0.023095,0.015396,556.714286,1,10,1006,0.571429,4256.640079,1298,1
1,1,0.175565,0.016504,0.006724,818,0,9,2,0.5,4679.665476,1261,1
1,1,0.972328,0.010982,0.005491,819.5,1,10,177,0.75,4681.722619,1259,1
1,1,0,0.001249,0.001249,1601,1,9,1,1,505,62,0
1,1,0.918296,0.001714,0.003429,875,0,9,0,0.5,518.416667,55,0
1,1,0,0.001886,0.001886,1591,0,9,9,1,2653.9,166,0
1,1,0,0.003807,0.001904,1576,0,9,0,1,2607.1,121,0
1,1,0,0.001907,0.001271,1573,0,9,9,1,2606.1,120,0
1,1,0,0.001272,0.001272,1572,1,9,4,1,82.166667,15,0
1,1,0,0.002551,0.001276,1568,0,9,3,1,2590.933333,116,0
1,1,0,0.003854,0.00578,1557,0,9,2,1,615.5,43,0
1,1,0,0.00128,0.00128,1563,0,9,11,1,3998.413889,759,0
1,1,0,0.010237,0.00128,1563,0,9,3,1,76.75,13,0
1,1,0,0.001343,0.000672,1489,1,9,4,1,77.333333,12,0
1,1,0,0.005529,0.001382,1447,0,9,1,1,459,34,0
1,1,0,0.084488,0.000693,1444,1,9,2,1,4167.662302,748,1
1,1,0,0.002933,0.003666,1364,0,9,0,1,4336.710317,746,0
1,1,0,0.001456,0.001456,1374,1,9,13,1,4816.302381,542,0
1,1,0.970951,0.00292,0.00073,685,1,9,20,1,4862.930952,538,0
1,1,0,0.001476,0.001476,1355,0,9,2,1,203.5,2,0
1,1,0,0.006642,0.006642,1355,1,8,4,1,71,10,0
1,1,0,0.021212,0.005303,1320,0,7,1,1,1125.833333,55,0
1,1,0,0.001508,0.001508,1326,0,7,2,1,1004.833333,49,1
1,1,0,0.024892,0.034632,924,0,7,10,1,1010.166667,48,1
1,1,0.918296,0.010185,0.006481,540,0,7,184,1,5315.059524,459,0
1,1,0,0.002342,0.002342,854,0,7,37,1,10,1,0
1,1,0.906359,0.014031,0.014031,522.666667,0,6,3,0.333333,4221.55,298,0
1,1,0,0.008178,0.004673,856,0,6,94,1,105,17,0
1,1,0.674136,0.082424,0.031919,495,0,7,99,1,5,5,1
1,1,0.658191,0.032072,0.006579,608,1,5,20,1,4338.55,263,0
1,1,0.970951,0.004975,0.004975,502.5,1,5,30,1,4335.216667,261,1
1,1,0,0.12766,0.001252,799,0,5,4,1,1452.833333,310,0
1,1,0,0.013477,0.006739,742,0,5,0,1,3731.166667,171,0
1,1,0,0.004298,0.001433,698,1,5,26,1,1576,259,0
1,1,0,0.002874,0.001437,696,0,5,29,1,3448.833333,117,1
1,1,0,0.004367,0.001456,687,1,5,3,1,1453,156,0
1,1,0,0.001456,0.004367,687,1,5,2,1,1440.666667,151,0
1,1,0,0.002594,0.002594,771,1,5,5,1,1388.583333,142,0
1,1,0,0.002594,0.002594,771,0,5,3,1,1397.583333,141,1
1,1,0,0.001295,0.002591,772,0,5,1,1,354.833333,4,0
1,1,0,0.023286,0.05304,773,1,5,39,1,1393.916667,140,1
1,1,0,0.002554,0.002554,783,0,5,0,1,3302.5,83,0
1,1,0,0.003831,0.002554,783,0,5,1,1,3301.5,82,0
1,1,0,0.043972,0.046809,705,0,5,3,1,173.5,4,0
1,1,0,0.019915,0.00569,703,0,5,4,1,161.5,3,0
1,1,0,0.058908,0.041667,696,0,5,0,1,161,2,0
1,1,0,0.003597,0.003597,556,1,4,4,1,424.5,17,0
1,1,0.99403,0.009174,0.005242,381.5,1,4,59,1,2139.5,132,0
1,1,0,0.005396,0.014388,556,1,4,19,1,2141,130,0
2,2,0.529361,0.021108,0.011873,379,1,4,31,1,2541,2698,1
1,1,0,0.035714,0.001786,560,0,4,1,1,140,1,0
1,1,0,0.00367,0.00367,545,1,3,8,1,2492,127,1
1,1,0.285477,0.227885,0.011538,346.666667,1,3,7,0.666667,3112,97,0
1,1,0,0.003929,0.001965,509,0,3,0,1,38,6,0
1,1,0,0.00641,0.00641,312,1,2,13,1,23,5,0
1,1,0,0.025641,0.00641,312,0,2,1,1,12,4,1
1,1,0,0.006494,0.006494,308,0,2,5,1,11,3,0
1,1,0.178007,0.161157,0.070248,242,0,2,111,1,2,2,0
1,1,0,0.006689,0.006689,299,1,1,0,1,1473,65,0
1,1,0,0.177258,0.210702,299,1,1,10,1,1462,64,0
1,1,0.335125,0.04571,0.044908,623.5,1,2,6,0.5,1404,58,0
1,1,0,0.063973,0.050505,297,0,1,7,1,1244,36,1
1,1,0.953838,0.145985,0.015641,479.5,1,1,6,0.5,1207,32,0
1,1,0,0.019868,0.006623,302,1,1,64,1,2116,74,0
1,1,0,0.006711,0.006711,298,1,1,31,1,1496,67,0
1,1,0,0.006711,0.006711,298,1,1,31,1,1474,66,0
1,1,0,0.107383,0.144295,298,1,1,31,1,1461,63,0
1,1,0,0.011878,0.001485,1347,0,9,218,1,77.75,14,0
1,1,0,0.001207,0.001207,1657,1,11,1002,1,5026.386988,483,0
1,1,0,0.002414,0.000603,1657,1,11,1001,1,5008.490132,481,0
1,1,0,0.000605,0.002418,1654,1,9,380,1,4413.879978,364,0
1,1,0,0.016898,0.011467,1657,1,9,106,1,3999.278968,244,0
1,1,0,0.002427,0.002427,1648,1,9,84,1,5155.490387,1767,0
1,1,0,0.00117,0.00117,1710,0,9,35,1,5553.518099,1936,0
2,3,1,0.001507,0.001507,1327,1,19,7042,1,5224.368834,20167,0
1,1,0,0.001155,0.001155,1732,1,11,651,1,5025.386988,482,0
1,1,0,0.013279,0.001155,1732,1,11,650,1,5007.490132,480,0
1,1,0,0.00291,0.000582,1718,1,11,581,1,4124.421124,2124,0
1,1,0,0.004082,0.012245,1715,1,10,78,1,5175.677287,1953,0
1,1,0,0.016304,0.001087,1840,1,11,185,1,5006.490132,479,0
1,1,0,0.002746,0.000549,1821,0,11,116,1,4123.421124,2123,0
1,1,0,0.000566,0.001132,1767,0,15,725,1,169,61,0
1,1,0,0.000479,0.000958,2088,0,15,368,1,170,62,0
1,1,0,0.002318,0.000464,2157,1,15,296,1,180.833333,74,0
1,1,0,0.000892,0.000892,2241,1,16,289,1,5212.368834,694,0
1,1,0,0.03125,0.03125,16,0,2,172,1,1450.816667,339,1
1,1,0,0,0,8,0,1,0,1,2421.5,122,0
1,1,0,0.00269,0.00269,1859,1,15,0,1,70,3,0
1,1,0,0.041899,0.026257,1790,1,14,0,1,4745.765136,666,0
1,1,0,0.00115,0.00115,1739,1,14,6,1,355.107462,1806,0
2,2,1,0.002237,0.002237,894,0,16,420,0.333333,358.331937,1807,1
1,1,0,0.004566,0.001957,1533,1,13,79,1,5106.544206,622,0
1,1,0.83462,0.005242,0.004368,1144.6,1,16,457,0.6,5041.023681,620,0
1,1,0,0.002774,0.000693,1442,0,13,31,1,5623.358819,2388,0
2,2,0.996792,0.001388,0.000694,3602.5,1,15,7,1,51.5,8,1
1,1,0,0.019274,0.014085,1349,0,12,37,1,4817.728437,513,0
1,1,0,0.005212,0.005212,1343,0,12,14,1,4826.592641,506,0
1,1,0,0.007418,0.001484,1348,0,12,41,1,4258.261915,2181,1
1,1,0.787127,0.007412,0.003088,809.5,0,11,201,1,4654.111822,468,0
1,1,0,0.001556,0.001556,1285,1,11,10,1,4000.477453,392,0
1,1,0,0.006284,0.001571,1273,0,11,28,1,4236.572186,373,0
1,1,0,0.026772,0.016535,1270,1,9,12,1,4412.879978,363,0
1,1,0.959687,0.016793,0.001625,923,0,9,87,1,4513.239322,360,0
1,1,0,0.004016,0.001606,1245,0,9,11,1,4581.116919,353,0
1,1,0,0.036082,0.006014,1164,0,9,4,1,4203.703571,325,1
1,1,0,0.046943,0.082969,916,1,9,3,1,4370.615337,1804,0
1,1,0,0.017018,0.008169,1469,0,9,18,1,4225.840476,295,0
2,2,0.306425,0.018649,0.018145,992,0,11,47,1,4897.464791,13801,0
1,1,0,0.020077,0.016988,1295,1,9,32,1,90.997619,22,0
1,1,0,0.001676,0.007544,1193,1,8,6,1,4274.733405,1311,0
1,1,0.910404,0.010022,0.011901,798.25,1,10,50,1,2560.1,175,1
1,1,0.891734,0.056581,0.046032,695.166667,0,10,267,0.666667,504,61,1
1,1,0.909696,0.011183,0.004709,849.5,0,10,390,1,516.416667,53,0
1,1,0,0.001711,0.001711,1169,0,8,0,1,2553.716667,128,0
1,1,0,0.001711,0.001711,1169,1,8,12,1,2552.716667,127,0
1,1,0,0.008547,0.001709,1170,0,8,43,1,4947.940476,660,0
1,1,0.929252,0.008095,0.003778,617.666667,0,9,44,0.666667,1313.166667,71,0
1,1,0,0.031924,0.015531,1159,0,8,16,1,1308.333333,61,0
1,1,0.743601,0.050107,0.014316,698.5,0,7,4,0.5,453,31,1
1,1,0,0.013685,0.008798,1023,1,7,38,1,391.5,28,0
1,1,0,0.001965,0.001965,1018,0,7,21,1,282.5,26,0
1,1,0,0.003876,0.002907,1032,1,7,0,1,4326.65,324,1
1,1,0,0.023256,0.003876,1032,1,7,29,1,4322.65,323,1
1,1,0,0.001976,0.001976,1012,0,7,67,1,4102.033333,289,0
1,1,0,0.011858,0.005929,1012,1,7,11,1,55,14,0
1,1,0,0.014509,0.002232,896,1,6,6,1,4344.166667,259,0
1,1,0.811278,0.005017,0.005017,598,1,6,24,0.5,3678.25,200,0
1,1,0.684038,0.00959,0.00959,573.5,0,6,0,0.5,3650.416667,175,0
1,1,0.970951,0.004359,0.004359,573.5,1,6,8,0.5,3648.416667,173,0
1,1,0,0.013578,0.002396,1252,1,6,44,1,1573.916667,278,1
1,1,0,0.002417,0.000806,1241,1,6,18,1,1580.333333,224,0
1,1,0,0.004843,0.007264,1239,0,6,19,1,201.5,6,0
1,1,0,0.001612,0.001612,1241,0,6,3,1,178.5,5,1
1,1,0,0.001976,0.001976,1012,0,4,41,1,397.5,22,0
1,1,0,0.00199,0.00199,1005,0,4,1,1,425.5,21,0
1,1,0,0.00199,0.00199,1005,0,4,12,1,420.5,20,0
2,2,1,0.006623,0.006623,604,0,4,16,1,2548.5,711,0
1,1,0,0.020979,0.004995,1001,0,4,8,1,2599,104,0
1,1,0.382621,0.166517,0.123312,555.5,0,4,62,1,178,19,1
1,1,0,0.024291,0.02834,988,1,4,1,1,386,15,0
1,1,0,0.017154,0.012109,991,0,4,4,1,169,16,0
1,1,0,0.020243,0.046559,988,1,4,5,1,362,11,1
1,1,0,0.706759,0.66501,1006,0,4,23,1,157,14,1
1,1,0,0.01417,0.002024,988,1,3,65,1,318,10,0
1,1,0,0.02444,0.001018,982,1,2,33,1,2069,70,0
1,1,0,0.003096,0.002064,969,1,2,0,1,1424,62,0
1,1,0.56651,0.033569,0.006184,566,1,2,9,1,1413,60,0
1,1,0.448864,0.034173,0.023381,556,1,2,5,1,1378,50,0
1,1,0,0.00108,0.00432,926,0,2,1,1,1375,48,0
1,1,0,0.003229,0.002153,929,0,2,0,1,1365,47,0
1,1,0,0.005388,0.002155,928,1,2,2,1,1360,46,0
1,1,0,0.00973,0.001081,925,1,2,2,1,1337,45,0
1,1,0,0.002212,0.002212,904,0,2,3,1,1,1,0
1,1,0,0.04745,0.001186,843,1,1,1,1,1243,35,0
1,1,0,0.117647,0.074303,969,0,2,27,1,1581,68,0
1,1,0,0.012461,0.006231,963,1,7,79,1,56,15,0
1,1,0,0.012116,0.012116,1238,1,9,206,1,91.997619,23,0
1,1,0,0.001556,0.001556,1285,1,11,147,1,4001.477453,393,0
1,1,0.809496,0.012516,0.004316,772.333333,0,11,532,1,4038.439069,391,0
1,1,0,0.006284,0.001571,1273,0,11,70,1,4237.572186,374,0
1,1,0,0.005212,0.005212,1343,0,12,123,1,4827.592641,507,0
1,1,0,0.004569,0.001958,1532,1,13,333,1,5107.544206,623,0
1,1,0,0.003953,0.003953,506,0,9,23,1,158.5,64,0
1,1,0.413817,0.040404,0.005051,396,0,11,154,0.5,63.23815,32,0
3,5,1,0.008086,0.008086,247.333333,0,11,599,0.833333,5065.918946,26488,0
1,1,0,0.043668,0.061135,458,0,7,1,1,4903.317546,551,0
1,1,0,0.115789,0.058947,475,0,7,100,1,4895.32571,550,0
1,1,0,0.002193,0.013158,456,0,7,139,1,4803.382594,512,0
1,1,0,0.035211,0.016432,426,0,7,165,1,4175.8758,2006,0
1,1,0.816637,0.021106,0.007642,687,0,12,257,1,4034.439069,387,0
1,1,0,0.05,0.0275,400,1,5,27,1,2617.883333,181,0
1,1,0,0.005013,0.005013,399,0,5,143,1,2251.566667,106,0
1,1,0,0.004988,0.004988,401,0,4,0,1,6283.2,412,0
1,1,0,0.021407,0.021407,327,0,3,130,1,15,1,0
1,1,0,0.006061,0.00303,330,0,2,5,1,310,9,0
1,1,0,0.009756,0.009756,205,0,2,114,1,63,2,1
1,1,0,0.07177,0.028708,418,0,7,214,1,4038.439069,391,0
1,1,0.653981,0.011257,0.00727,1066,0,15,258,1,187.666667,79,0
1,1,0,0.016584,0.001658,603,1,9,83,1,182.666667,70,0
1,1,0,0.003344,0.003344,598,1,8,74,1,5275.849355,2353,0
1,1,0.981941,0.00803,0.00803,1183,1,11,36,1,291.388203,217,1
1,1,0,0.008418,0.001684,594,1,8,2,1,4990.491916,473,0
1,1,0,0.020339,0.00678,590,0,8,25,1,4969.273823,472,1
1,1,0.953197,0.021067,0.014045,1068,1,9,17,1,3482.683333,232,1
1,1,0,0.014706,0.004202,476,0,6,0,1,5545.928882,1747,0
1,1,0,0.008403,0.004202,476,0,6,0,1,5544.928882,1746,0
1,1,0.92062,0.00431,0.006034,773.333333,0,9,25,0.666667,5543.928882,1745,1
1,1,0,0.047817,0.002079,481,1,6,1,1,4337.156061,1626,0
1,1,0.99403,0.014671,0.006152,1056.5,1,9,85,1,5318.512662,1597,0
1,1,0.126939,0.017495,0.025783,543,1,9,0,0.25,5259.06075,1573,1
1,1,0,0.012048,0.056225,498,0,6,4,1,2759.554762,203,1
1,1,0,0.006036,0.008048,497,0,6,19,1,2796.038095,199,0
1,1,0,0.004016,0.004016,498,1,6,24,1,2669.135714,184,0
1,1,0,0.076305,0.03012,498,1,5,15,1,4248.721356,1299,1
1,1,0.702132,0.018692,0.022286,695.5,0,10,193,1,4223.543651,1284,0
1,1,0,0.025641,0.012821,468,0,5,58,1,2518.233333,169,0
1,1,0,0.021505,0.006452,465,0,5,10,1,2652.9,165,0
1,1,0,0.006494,0.006494,462,0,5,6,1,2719.716667,158,1
1,1,0,0.006479,0.00216,463,1,5,64,1,4753.061905,543,0
2,2,0.702467,0.006311,0.005737,871.5,0,6,11,1,1179.666667,1088,1
1,1,0,0.069252,0.00831,361,1,4,13,1,802,43,0
1,1,1,0.004848,0.002424,412.5,0,3,1,1,3597.416667,131,0
1,1,0,0.017857,0.001984,504,1,8,1318,1,4994.491916,477,0
1,1,0,0.018072,0.002008,498,1,8,997,1,4993.491916,476,0
1,1,0.99901,0.02178,0.003788,528,1,7,605,1,4625.651984,342,0
1,1,0,0.015358,0.001706,586,1,8,700,1,4992.491916,475,0
1,1,0,0.026936,0.006734,594,1,8,284,1,4991.491916,474,0
2,3,0.801401,0.021727,0.004889,613.666667,1,14,5286,1,4888.525307,20294,0
1,1,0,0.016667,0.001667,600,1,9,768,1,183.666667,71,0
1,1,0,0.016584,0.001658,603,1,9,312,1,184.666667,72,0
2,3,0.852404,0.01915,0.004671,713.666667,1,14,1541,1,4879.525307,20285,0
1,1,0,0.007207,0.003604,555,1,7,45,1,4740.703863,518,0
1,1,0,0.014467,0.014467,553,1,7,1,1,4868.97181,2291,0
1,1,0,0.007233,0.007233,553,1,7,114,1,4870.345103,2289,0
1,1,0,0.037175,0.033457,538,0,5,222,1,2584.4,123,0
1,1,0,0.003534,0.001767,566,1,4,0,1,60,6,1
1,1,0,0.003565,0.003565,561,0,3,71,1,332.5,27,0
1,1,0.906359,0.014031,0.014031,522.666667,1,6,128,1,4224.033333,295,0
1,1,0,0.050269,0.016158,557,0,3,33,1,17,8,0
1,1,0,0.003968,0.001984,504,0,1,1,1,3715,155,0
1,1,0,0,0,504,0,1,0,1,3595.416667,129,1
1,1,0,0.007463,0.003731,536,1,7,1329,1,4744.703863,522,0
1,1,0,0.007463,0.003731,536,1,7,1294,1,4743.703863,521,0
1,1,0,0.00726,0.00363,551,1,7,503,1,4742.703863,520,0
1,1,0,0.007207,0.003604,555,1,7,239,1,4741.703863,519,0
1,1,0,0.014467,0.014467,553,1,7,167,1,4869.97181,2292,0
1,1,0,0.007233,0.007233,553,1,7,166,1,4871.345103,2290,0
2,2,0.522559,0.003416,0.006262,1756.5,0,7,6,1,482.760714,880,0
1,1,0.819448,0.007353,0.007353,362.666667,1,9,309,1,5063.37837,2284,0
1,1,0,0.001835,0.001835,1090,1,7,103,1,267.111905,120,0
1,1,0,0.014559,0.010009,1099,1,6,8,1,5117.632909,646,0
1,1,0,0.016468,0.000915,1093,1,5,2,1,5082.269362,608,1
1,1,0,0.002757,0.003676,1088,0,5,1,1,5089.985107,607,0
1,1,0,0.085478,0.040441,1088,1,5,13,1,5090.93459,602,0
1,1,0,0.080979,0.062147,1062,0,5,44,1,5020.065216,572,0
1,1,0,0.014458,0.006024,830,1,4,29,1,4238.572186,375,0
1,1,0,0.015738,0.003632,826,0,2,9,1,4679.713889,343,0
1,1,0.841852,0.01861,0.004342,806,0,1,0,0.5,4144.093651,316,0
1,1,0,0.107477,0.051402,856,1,5,1615,1,5094.93459,606,0
1,1,0,0.014458,0.006024,830,1,4,137,1,4239.572186,376,0
1,1,0,0.104784,0.050114,878,1,5,1183,1,5093.93459,605,0
1,1,0,0.103563,0.048998,898,1,5,947,1,5092.93459,604,0
1,1,0,0.085478,0.040441,1088,1,5,470,1,5091.93459,603,0
2,2,0.9997,0.029993,0.003408,733.5,1,6,319,1,193.666667,295,0
1,1,0,0.002506,0.002506,798,1,6,9,1,4939.191336,653,0
1,1,0,0.003759,0.002506,798,0,6,15,1,4185.72376,2614,1
1,1,0,0.007605,0.007605,789,0,6,1,1,4161.665851,2613,0
2,2,0.918296,0.008689,0.008689,690.5,0,6,36,1,238.916667,249,0
1,1,0,0.00507,0.003802,789,1,6,0,1,5088.813088,647,0
1,1,0,0.007605,0.007605,789,0,6,12,1,419.781459,259,1
1,1,0,0.086185,0.065906,789,0,6,6,1,218.583333,95,0
1,1,0,0.001297,0.003891,771,1,6,1,1,216.5,91,0
1,1,0,0.003881,0.003881,773,1,6,0,1,3570.70831,2588,1
1,1,0,0.002721,0.002721,735,0,6,0,1,211,88,0
1,1,0,0.001346,0.07537,743,0,6,161,1,182.833333,75,0
1,1,0.948798,0.017131,0.0052,817.25,0,15,366,0.5,187,68,1
1,1,0,0.042177,0.118367,735,0,6,19,1,4995.7931,2584,1
1,1,0,0.082245,0.039164,766,1,6,27,1,5012.937353,609,0
