@relation KC1-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.unsupervised.attribute.Remove-R17-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R2

@attribute ev(g) numeric
@attribute l numeric
@attribute i numeric
@attribute t numeric
@attribute lOComment numeric
@attribute lOBlank numeric
@attribute locCodeAndComment numeric
@attribute uniq_Op numeric
@attribute defects {false,true}

@data
1,0.67,7.74,0.97,0,0,0,3,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.5,11.23,2.5,0,0,0,4,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.19,14.28,22.56,0,1,0,8,false
1,0.12,24.67,93.3,0,1,0,11,false
1,0.44,25.73,7.47,0,0,0,4,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.24,18.78,18.4,0,0,0,7,false
1,0.5,7.75,1.72,0,1,0,4,false
1,0,0,0,0,0,0,1,false
1,0,0,0,0,0,0,1,false
1,0,0,0,0,0,0,1,false
1,0,0,0,0,0,0,1,false
1,0,0,0,0,0,0,1,false
1,0,0,0,0,0,0,1,false
1,0,0,0,0,0,0,1,false
1,0,0,0,0,0,0,1,false
1,0,0,0,0,0,0,1,false
1,0.16,13.3,30.26,1,0,0,8,false
1,0.04,13.43,374.36,5,0,0,16,false
1,0.1,61.35,316.03,2,3,0,13,false
1,0.21,16.32,19.74,0,0,0,8,false
1,0.18,59.23,103.2,0,0,0,8,false
1,0.11,32.87,145.55,1,1,0,10,false
1,0.5,5.8,1.29,0,0,0,4,false
1,0.5,5.8,1.29,0,0,0,4,false
1,0.33,7.49,3.74,0,0,0,6,false
1,0.2,20,27.78,0,0,0,8,false
1,0.67,7.74,0.97,0,0,0,3,false
5,0.05,41.61,816.17,7,7,4,14,false
1,0.08,38.83,344.19,0,3,0,12,false
1,0.18,52.46,89.95,0,0,0,8,false
1,0.33,26.05,13.02,0,0,0,6,false
1,0.5,9.83,2.18,0,0,0,4,false
1,0.11,9.55,42.98,5,3,0,10,false
1,0.32,11.16,6.05,2,0,0,5,false
1,0.1,9.29,50.6,5,3,0,11,false
1,0.09,42.54,307.17,0,3,0,12,false
8,0.04,42.66,1381.25,7,10,0,17,false
1,0.18,52.46,89.95,0,0,0,8,false
1,0.33,26.05,13.02,0,0,0,6,false
1,0.5,9.83,2.18,0,0,0,4,false
1,0.18,59.23,103.2,0,0,0,8,false
1,0.33,29.33,14.67,0,0,0,6,false
1,0.5,9.83,2.18,0,0,0,4,false
1,0.09,38.49,288.3,0,4,0,11,false
1,0.2,21.74,28.86,0,0,0,8,false
1,0.33,21.58,10.79,0,0,0,6,false
1,0.08,42.08,336.67,0,3,0,12,false
1,0.09,22.36,150.31,6,9,0,11,false
1,0.23,11.86,12.61,0,1,0,7,false
1,0.33,14.99,7.5,0,0,0,6,false
1,0.23,11.86,12.61,0,1,0,7,false
1,0.18,52.46,89.95,0,0,0,8,false
1,0.33,26.05,13.02,0,1,0,6,false
1,0.5,9.83,2.18,0,0,0,4,false
7,0.05,55.28,1080.43,5,6,0,19,false
1,0.1,22.43,126.7,1,2,0,11,false
1,0.05,60.25,1565.68,10,8,0,20,false
1,0.2,20,27.78,0,0,0,8,false
1,0.19,27.26,40.96,0,0,0,8,false
1,0.16,17.4,38.2,1,2,0,8,false
1,0.5,7.75,1.72,17,1,0,4,false
1,0.07,10.25,128.11,12,0,0,14,false
1,0.09,26.97,199.45,6,1,1,12,false
1,0.1,54.53,293.33,0,1,0,12,false
1,0.33,14.99,7.5,0,0,0,6,false
1,0.19,9.88,15.14,0,0,0,7,false
10,0.03,65.81,3045.32,3,6,5,26,false
1,0.21,14.69,17.77,0,0,0,8,false
1,0.14,10.75,29.28,0,2,0,8,false
1,0.1,43.17,218.53,0,1,0,12,false
1,0.5,17.43,3.87,0,0,0,4,false
1,2,9.51,0.13,0,0,0,1,false
1,2,9.51,0.13,0,0,0,1,false
5,0.09,60.36,421.94,3,1,0,12,false
1,0,0,0,0,0,0,1,false
1,0,0,0,0,0,0,1,false
1,0,0,0,0,0,0,1,false
1,0,0,0,0,0,0,0,false
1,0.23,107.09,112.31,2,1,0,7,false
1,0,0,0,0,0,0,1,false
1,0.4,26.63,9.25,0,0,0,3,false
1,0.35,26.64,12.08,0,0,0,4,false
1,0.07,25.41,254.73,4,5,0,13,false
1,0.07,22.26,286.85,5,1,1,12,false
1,0.5,5.8,1.29,0,0,0,4,false
1,0.33,12.18,6.09,0,0,0,6,false
3,0.13,23.97,85.22,0,2,0,11,false
1,0.33,9.51,4.75,0,0,0,6,false
1,0.21,17.44,21.11,0,0,0,7,false
1,0.4,14.62,5.08,0,0,0,5,false
1,0.2,20,27.78,0,0,0,8,false
1,0.5,5.8,1.29,0,0,0,4,false
1,0.33,8,4,1,1,0,6,false
1,0.5,7.75,1.72,0,0,0,4,false
1,0.5,5.8,1.29,0,0,0,4,false
1,0.5,7.75,1.72,0,0,0,4,false
1,0.5,5.8,1.29,0,0,0,4,false
1,0.5,5.8,1.29,0,0,0,4,false
1,0.29,14.34,9.76,0,0,0,7,false
1,0.33,10.57,5.28,0,0,0,6,false
1,0.29,14.34,9.76,0,0,0,7,false
1,0.33,10.57,5.28,0,0,0,6,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.33,7.49,3.74,0,0,0,6,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.21,14.69,17.77,0,0,0,8,false
4,0.06,19.07,322.76,0,2,0,16,false
1,0.17,26.65,53.3,0,0,0,10,false
1,0.67,5.33,0.67,0,0,0,3,false
3,0.08,28.31,265.79,0,1,0,15,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.5,5.8,1.29,0,0,0,4,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.22,11.95,13.44,0,0,0,9,false
1,0.29,14.34,9.76,0,0,0,7,false
1,0.29,14.34,9.76,0,0,0,7,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.07,32.97,421.3,0,2,0,14,false
1,0.29,11.86,8.07,0,0,0,7,false
1,0.07,19.61,222.81,0,2,0,13,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.21,14.69,17.77,0,0,0,8,false
1,0.17,26.65,53.3,0,0,0,10,false
4,0.06,20.39,303.39,0,2,0,15,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.15,32.68,80.98,0,0,0,11,false
1,0.21,14.69,17.77,0,0,0,8,false
1,0.07,32.91,406.5,0,2,0,13,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.25,10.3,9.16,0,0,0,6,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.5,5.8,1.29,0,0,0,4,false
1,0.29,11.86,8.07,0,0,0,7,false
1,0.5,5.8,1.29,0,0,0,4,false
1,0.5,7.75,1.72,0,0,0,4,false
1,0.09,47.63,364.63,0,3,0,12,false
1,0.18,66.16,116.77,0,0,0,8,false
1,0.09,25.84,173.72,11,9,0,12,false
1,0.33,32.7,16.35,0,0,0,6,false
1,0.5,9.83,2.18,0,0,0,4,false
1,0.08,40.7,376.25,0,3,0,12,false
1,0.18,52.46,89.95,0,0,0,8,false
1,0.33,26.05,13.02,0,1,0,6,false
1,0.5,9.83,2.18,0,0,0,4,false
1,0.33,7.49,3.74,0,0,0,6,false
16,0.02,56.22,8202.01,5,4,5,22,false
1,0.5,5.8,1.29,0,0,0,4,false
1,0.11,16.82,71.54,1,2,2,14,false
1,0.11,16.82,71.54,1,2,2,14,false
1,0.11,16.82,71.54,1,2,2,14,false
1,0.11,16.82,71.54,1,2,2,14,false
1,0.11,16.82,71.54,1,2,2,14,false
1,0.12,17.3,63.44,1,1,2,13,false
1,0.11,16.82,71.54,1,1,2,14,false
1,0.11,16.82,71.54,1,2,2,14,false
1,0.11,16.82,71.54,1,2,2,14,false
1,0.11,16.82,71.54,1,2,2,14,false
1,0.11,16.82,71.54,1,2,2,14,false
1,0.11,16.82,71.54,1,2,2,14,false
1,0.12,18.01,75.15,1,2,2,13,false
1,0.12,17.3,63.44,1,1,2,13,false
1,0.29,8.15,5.55,0,0,0,7,false
1,0.04,28.18,1141.42,5,3,7,18,false
1,0.5,5.8,1.29,0,0,0,4,false
1,0.5,5.8,1.29,0,0,0,4,false
1,0.5,7.75,1.72,0,0,0,4,false
1,0.12,17.3,63.44,1,1,2,13,false
1,0.12,17.3,63.44,1,1,2,13,false
1,0.33,10.57,5.28,0,0,0,6,false
1,0.5,7.75,1.72,0,0,0,4,false
1,0.5,5.8,1.29,0,0,0,4,false
1,0.29,11.86,8.07,0,0,0,7,false
1,0.29,11.86,8.07,0,0,0,7,false
1,0.21,17.44,21.11,0,1,0,7,false
1,0.09,53.36,393.42,0,2,0,12,false
1,0.06,79.12,1196.62,18,15,0,13,false
1,0.21,23.54,30.29,0,1,0,7,false
1,0.18,59.23,103.2,0,0,0,8,false
1,0.33,29.33,14.67,0,1,0,6,false
1,0.5,9.83,2.18,0,0,0,4,false
1,0.19,27.26,40.96,0,0,0,8,false
1,0.21,16.32,19.74,0,0,0,8,false
1,0.23,11.86,12.61,1,1,0,7,false
1,0.2,20,27.78,0,0,0,8,false
1,0.29,12.85,8.74,0,0,0,7,false
1,0.29,11.86,8.07,0,0,0,7,false
1,0.33,10.57,5.28,0,0,0,6,false
1,0.29,10.44,7.11,0,0,0,7,false
3,0.11,14.71,68.69,0,1,0,11,false
1,0.67,5.33,0.67,11,0,0,3,false
1,0.09,21.46,139.55,2,1,0,14,false
1,0.5,7.75,1.72,0,0,0,4,false
1,0.4,9.6,3.33,0,0,0,5,false
1,0.11,11.35,48.85,0,0,0,8,false
1,0.22,14.38,16.18,1,1,1,9,false
3,0.07,21.02,210.21,13,3,2,14,false
1,0.14,46.64,123.53,0,1,0,10,false
1,0.21,16.32,19.74,0,0,0,8,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.18,39.43,64.56,0,0,0,8,false
1,0.67,5.33,0.67,21,0,0,3,false
1,0.19,27.26,40.96,0,0,0,8,false
1,0.15,15.99,39.48,0,2,0,8,false
1,0.33,7.49,3.74,0,0,0,6,false
1,0.04,45.09,1363.97,2,2,0,22,false
1,0.5,5.8,1.29,0,0,0,4,false
1,0.4,7.24,2.51,0,0,0,5,false
1,0.5,7.75,1.72,0,0,0,4,false
1,0.5,5.8,1.29,0,0,0,4,false
1,0.5,7.75,1.72,0,0,0,4,false
1,0.11,23.17,112.11,8,1,2,14,false
1,0.11,23.17,112.11,6,1,2,14,false
1,0.5,5.8,1.29,0,0,0,4,false
1,0,0,0,0,0,0,1,false
1,0.22,6,6.75,0,0,0,6,false
1,0.18,17.05,29.97,0,1,0,10,false
1,0,0,0,0,0,0,1,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0,0,0,0,0,0,1,false
1,0,0,0,0,0,0,1,false
1,0.4,14.62,5.08,0,0,0,5,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.11,23.49,114.08,0,1,1,11,false
1,0.09,30.96,234.12,1,1,0,10,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.09,14.73,105.09,0,2,0,12,false
1,0.33,23.25,11.63,0,0,0,5,false
1,0.11,27.39,128.8,0,3,0,12,false
1,0.2,21.6,30,0,1,0,8,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.2,3.62,5.03,0,0,0,5,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.33,14.4,7.2,0,0,0,6,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.11,20.17,88.05,1,0,0,13,false
1,0,0,0,0,0,0,6,false
1,0,0,0,0,0,0,6,false
1,0.17,30.49,56.71,0,4,0,9,false
1,1,4.75,0.26,0,0,0,2,false
1,0,0,0,0,0,0,1,false
1,1,4.75,0.26,0,0,0,2,false
1,1,4.75,0.26,0,0,0,2,false
1,0.06,24.17,411.3,0,1,0,14,false
1,0,0,0,0,0,0,0,false
1,1,4.75,0.26,0,0,0,2,false
1,1,4.75,0.26,0,0,0,2,false
1,0.67,10.34,1.29,0,0,0,3,false
1,0,0,0,0,0,0,0,false
1,1,8,0.44,0,0,0,2,false
1,1,8,0.44,0,0,0,2,false
1,1,4.75,0.26,0,0,0,2,false
1,0.12,29.61,119.73,0,0,0,13,false
1,1,4.75,0.26,0,0,0,2,false
1,2,4,0.06,0,0,0,1,false
1,0,0,0,0,0,0,1,false
1,0,0,0,0,0,0,1,false
1,2,4,0.06,0,0,0,1,false
1,2,4,0.06,0,0,0,1,false
1,0,0,0,0,0,0,1,false
1,0,0,0,0,0,0,1,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,7.74,0.97,0,0,0,3,false
1,1,4.75,0.26,0,0,0,2,false
1,0.21,29.64,35.86,0,0,0,8,false
1,0.22,16.89,19,0,1,0,9,false
1,0.4,12.68,4.4,0,0,0,5,false
1,0.4,9.6,3.33,0,1,0,5,false
4,0.07,15.08,188.48,0,0,0,15,false
1,0.4,12.68,4.4,0,0,0,5,false
1,0.4,9.6,3.33,0,1,0,5,false
7,0.04,15.2,462.47,4,3,0,18,false
1,0.33,9.51,4.75,0,0,0,6,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
5,0.06,46.6,634.31,3,1,1,15,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.13,9.87,34,0,1,0,9,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.13,22.94,77.09,0,2,0,10,false
1,0.16,14.45,32.89,0,1,0,8,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.4,6.2,2.15,0,0,0,5,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.28,14.41,10.38,0,0,0,6,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.4,9.6,3.33,0,0,0,5,false
1,0.17,8.96,17.92,0,0,0,9,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.14,3.86,10.5,0,0,0,7,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.14,3.86,10.5,0,0,0,7,false
3,0.22,11.85,13.33,0,0,0,9,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.15,9.87,24.98,0,0,0,9,false
1,0.06,46.32,644.72,0,7,0,18,false
1,0.14,37.1,103.07,1,1,0,9,false
1,0.2,23.2,32.22,1,2,0,8,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.5,11.63,2.58,0,0,0,3,false
1,0,0,0,0,0,0,4,false
1,0,0,0,0,0,0,4,false
1,0.15,8.3,20.5,0,0,0,8,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.08,14.3,134.22,0,0,0,13,false
1,0.09,16.2,106.72,0,2,0,14,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.29,6.86,4.67,0,0,0,7,false
1,0.29,6.86,4.67,0,0,0,7,false
1,0.5,9.05,2,0,0,0,4,false
1,0.12,34.53,143.65,0,3,0,9,false
1,0.08,11.7,115.56,0,1,0,10,false
1,0.08,11.7,115.56,0,1,0,10,false
1,0.13,20.02,63.48,0,1,0,8,false
1,0.13,20.02,63.48,0,1,0,8,false
1,0.5,7.75,1.72,0,0,0,4,false
1,0.5,5.8,1.29,0,0,0,4,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.16,13.26,30.34,0,1,0,7,false
1,0.18,15.23,25.59,0,0,0,7,false
1,0.16,13.26,30.34,0,1,0,7,false
1,0.18,15.23,25.59,0,0,0,7,false
1,0.11,18.22,82,0,2,0,9,false
1,0.16,23.6,52.04,1,2,0,9,false
1,0.18,19.71,33.13,0,1,0,9,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.16,25.62,55.11,1,3,0,8,false
1,0.21,49.82,64.09,0,1,0,7,false
1,0.21,29.54,37.81,0,0,0,8,false
1,0.15,17.66,46.14,0,1,0,8,false
1,0.5,11.23,2.5,0,0,0,4,false
1,0.19,21.27,31.26,0,1,0,8,false
1,0.67,7.74,0.97,0,0,0,3,false
1,0.15,25.77,66.55,1,2,0,10,false
3,0.1,28.75,150.03,1,2,0,12,false
1,0.67,5.33,0.67,0,0,0,3,false
1,0.25,15.24,13.54,0,5,0,6,false
1,0.17,17.13,34.27,0,0,0,8,false
