@relation 'mozilla-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R1-3,12-13'

@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute npt numeric
@attribute sexp numeric
@attribute bug {1,0}

@data
0.865282,0.036468,0.019194,781.5,1,32,16,0.5,201,0
0,0.020483,0.027798,1367,1,30,29,1,160,0
0,0.014567,0.008012,1373,1,30,28,1,844,0
0.650022,0.001374,0.000687,1456,1,57,21,1,293,0
0.272971,0.00853,0.033465,762,1,31,98,1,835,0
0.994737,0.004115,0,2106.333333,1,86,21,1,789,0
0,0.028653,0.00788,1396,1,30,18,1,150,0
0,0.000724,0.000724,1381,1,29,1,1,781,0
0,0.002896,0,1381,0,29,38,1,780,0
0,0.001452,0.001452,1377,1,28,4,1,111,0
0,0.023239,0.018882,1377,1,28,6,1,3,0
0.394032,0.17329,0.019544,767.5,1,27,74,0.5,701,0
0,0.01548,0.004644,1292,1,27,11,1,134,0
0,0.002433,0.000811,1233,1,27,8,1,446,0
0.92968,0.005,0.008636,550,1,42,125,0.75,112,1
0,0.002695,0.003594,1113,0,27,6,1,71,0
0,0.002791,0.002791,1075,1,27,10,1,77,0
0,0.008372,0.00093,1075,0,27,1,1,2,0
0,0.013096,0.003742,1069,1,26,3,1,208,0
0,0.000941,0.001881,1063,1,26,2,1,207,0
0,0.00282,0.005639,1064,1,26,9,1,353,0
0,0,0.000933,1072,0,26,8,1,434,0
0.135036,0.030179,0.013051,613,1,26,8,0.5,431,0
0.402179,0.017298,0.003295,607,1,26,2,0.5,429,0
0,0.002907,0.001453,1376,1,30,57,1,162,0
0,0.024028,0.023322,1415,1,33,183,1,289,0
0,0.009181,0.004237,1416,1,33,162,1,1059,0
0,0.011323,0.000708,1413,1,33,84,1,36,0
0,0.002843,0.00924,1407,1,33,45,1,1031,0
0,0.099858,0.088527,1412,1,33,32,1,225,0
0,0.002831,0.003539,1413,1,38,291,1,306,0
0.279066,0.046135,0.067705,667.6,1,72,2113,1,13,0
0.308081,0.044731,0.070249,666.2,1,74,2483,1,876,0
0.496739,0.060113,0.121641,707,1,64,761,1,277,0
0,0.002377,0.002377,1262,0,62,351,1,215,0
0.756378,0.01627,0.05211,471.222222,0,92,4350,0.666667,170,0
0,0.000797,0.000797,1254,1,58,68,1,19,0
0,0.004796,0.004796,1251,0,57,46,1,22,0
0.500628,0.059786,0.120996,702.5,1,64,143,1,260,0
0.621135,0.072488,0.035688,899,1,164,40,0.25,40,1
0.681269,0.0311,0.026316,627,1,69,269,1,77,1
0.339818,0.15759,0.011587,215.75,1,50,28,0.5,71,0
0.365055,0.087793,0.067348,831.5,1,39,109,1,2,1
0,0.006098,0.006098,164,1,24,14,1,212,0
0,0,0.0125,160,1,22,110,1,14,0
0.365055,0.087793,0.067348,831.5,1,40,502,1,4,0
0.587578,0.004619,0.001386,984,1,140,2951,1,21,0
0.439497,0.007628,0,721,1,60,157,1,14,0
0,0,0,0,0,1,0,1,38,0
0,0,0,0,0,1,0,1,38,0
0,0,0,0,0,1,0,1,38,0
0,0,0,0,0,1,0,1,38,0
0,0,0,0,0,1,0,1,38,0
0,0,0,0,0,1,0,1,38,0
0,0,0,0,0,1,0,1,38,0
0.776812,1.788169,0,131.684211,0,1,0,0.052632,38,0
0,0,0,0,0,1,0,1,38,0
0,0,0,0,0,1,0,1,38,0
0,0,0,0,0,1,0,1,38,0
0,0,0,0,0,1,0,1,38,0
0,0,0,0,0,1,0,1,38,0
0,0,0,0,0,1,0,1,38,0
0,0,0,0,0,1,0,1,38,0
0,0,0,0,0,1,0,1,38,0
0,0,0,0,0,1,0,1,38,0
0,0,0,0,0,1,0,1,38,0
0,0,0,0,0,1,0,1,38,0
0,0,0,0,0,1,0,1,38,0
0.94859,0.54026,0,64.166667,1,23,1839,1,42,0
0.955016,0.035658,0.018618,243.769231,0,38,39,0.076923,483,0
0,0,0,0,0,1,0,1,180,0
0,2.888889,0,18,0,1,0,1,180,0
0,0,0,0,0,1,0,1,180,0
0,3.545455,0,11,0,1,0,1,182,0
0,0.082803,0.006369,157,0,12,292,1,182,0
0,0.006211,0.006211,161,1,20,493,1,840,0
0,0.055556,0.055556,18,0,5,384,1,37,0
0.268425,0.0172,0.000603,1104.666667,0,29,124,1,794,0
0.627891,0.029601,0.017053,621.6,0,28,243,1,749,0
0.918296,0,0.029703,202,0,14,199,1,1381,0
0.971934,0.001033,0.005788,691.142857,0,158,879,0.857143,1434,1
0.560207,0.073782,0.007163,698,0,25,517,1,673,0
0.397465,0.191069,0.453413,582.25,0,23,1075,1,523,0
0.075268,0.561983,0.639118,181.5,0,62,41,1,379,0
0.316408,0.826923,0.435096,138.666667,0,5,712,1,239,0
0,0,0.0013,43.942857,0,8,7889,0.228571,158,0
0,0,0,0,0,4,1124,0.75,123,0
0.775926,0.070793,0.026498,252.85,0,10,1619,0.45,197,0
0.776709,0.04223,0.007918,275.545455,0,11,900,0.636364,28,0
0,0.038043,0.043478,184,0,4,72,1,71,0
0.770526,0.361058,0.206555,279.307692,0,18,1520,0.846154,306,0
0.63431,0.003974,0.008445,1006.5,0,19,193,1,194,0
0,0,0,146,0,10,232,1,261,0
0.73979,0.25,0.219037,174.4,0,9,228,1,290,1
0.319897,0.062327,0.019391,541.5,1,5,126,1,216,0
0.371232,0.177215,0,39.5,1,18,382,1,5,0
0,0.096154,0.096154,52,0,16,0,1,1005,0
0.439497,0.038674,0.022099,90.5,0,27,95,1,1004,0
0.34252,0.026555,0.065115,687.25,0,36,264,0.75,1002,0
0,0.010753,0,93,0,15,209,1,84,0
0,0.021739,0.01087,92,0,14,28,1,739,0
0.528595,1.009009,1.364865,55.5,0,25,229,1,717,0
0.582952,0.038968,0.040615,331.272727,0,34,1063,0.909091,668,0
0,0.041096,0.020548,146,0,10,172,1,568,0
0,0,0.226027,146,1,9,118,1,678,0
0.787351,0.0232,0.02607,321.615385,0,19,798,0.923077,386,0
0,0.011976,0.011976,167,0,6,99,1,360,0
0,0.023952,0,167,0,6,7,1,291,0
0,0.01227,0.01227,163,0,6,0,1,279,0
0,0.02454,0.01227,163,0,6,4,1,276,0
0,0.490566,0.264151,159,0,6,5,1,275,0
0,0.055172,0.013793,145,0,5,85,1,91,0
0.857415,0.045413,0.027248,275.25,0,11,12,0.25,487,0
0.782739,0.022202,0.024201,321.714286,0,25,797,0.857143,402,0
0,0.041096,0.020548,146,0,10,297,1,569,0
0,0.01087,0.01087,92,0,14,202,1,740,0
0,1.934783,2.391304,92,0,14,165,1,724,0
0.994935,0.069354,0.066267,137.7,1,63,54945,0.3,1588,0
0,0,0,0,0,1,0,1,187,0
0.876787,0.522843,0,65.666667,0,1,49,0.666667,187,0
0,0,0,0,0,1,0,1,187,0
0.569432,0.006711,0.002517,476.8,0,21,539,0.6,577,0
0.836456,0.011436,0.008471,393.5,1,12,401,0.666667,470,0
0.568708,0.055636,0.106918,413.4,1,12,1040,1,464,0
0.814896,0.012851,0.023673,369.625,1,20,574,0.875,852,0
0,0.044025,0,159,1,5,1,1,368,0
0.29714,0.012435,0.007254,643.333333,0,9,77,1,329,0
0.020759,0.929754,0.90567,498.25,0,5,326,1,226,1
0.946395,0.011173,0.011173,119.333333,1,3,127,0.666667,142,0
0.282792,0.173822,0.032984,382,0,5,425,0.4,40,0
0,0,0,19,0,9,1911,0.8,271,0
0.575913,0.013245,0.080353,377.5,1,12,18,0.166667,476,0
0,0.016667,0,300,0,12,18,1,843,0
0,0.003356,0.003356,298,1,12,0,1,129,0
0,0.003356,0,298,1,12,0,1,127,0
0,0.003367,0,297,1,12,0,1,125,0
0,0.003534,0.003534,283,0,10,14,1,803,0
0,0.042403,0.007067,283,0,10,218,1,796,0
0.991992,0.014493,0.000392,1276.5,0,24,289,1,719,0
0.624863,0.101025,0.098829,227.666667,1,25,644,0.833333,612,0
0,0.029851,0.011194,268,0,7,18,1,433,0
0.479969,0.025606,0.018868,247.333333,1,8,20,0.666667,356,0
0,0.003788,0.003788,264,1,7,1,1,345,0
0,0.037879,0.037879,264,1,7,12,1,344,0
0,0.003788,0.003788,264,0,7,15,1,342,0
0,0.011364,0.011364,264,1,7,4,1,332,0
0,0.003788,0.003788,264,1,7,4,1,322,0
0,0.196721,0.098361,244,1,7,2,1,284,0
0,0.008621,0.034483,232,1,7,10,1,283,0
0,0.008511,0.017021,235,1,6,6,1,264,0
0,0.008475,0.008475,236,1,6,0,1,252,0
0,0.063559,0.004237,236,1,6,12,1,251,0
0,0.017544,0,285,0,12,664,1,847,0
0,0.042403,0.007067,283,0,10,574,1,797,0
0.991992,0.014493,0.000392,1276.5,0,24,487,1,729,0
0,0.017182,0,291,0,12,308,1,846,0
0,0.003534,0.003534,283,0,10,232,1,802,0
0,0.016667,0,300,0,12,308,1,844,0
0,0.003356,0.003356,298,1,12,290,1,130,0
0,0.003356,0,298,1,12,290,1,128,0
0,0.003367,0,297,1,12,290,1,126,0
0,0.016667,0,300,0,12,308,1,845,0
0.721928,0,0.017422,143.5,1,24,53,1,122,0
0.062683,0.703072,0.68942,146.5,0,7,80,1,320,0
0,0,0.03125,32,1,7,1347,1,124,0
0,0,0,0,1,12,297,1,42,0
0.332236,0.007126,1.12114,140.333333,0,17,0,1,997,0
0,0.04,0.04,25,1,11,0,1,267,0
0,0.076923,0.076923,26,1,10,0,1,1253,0
0,0.076923,0.076923,26,0,10,0,1,1251,0
0,0.076923,0.076923,26,1,10,0,1,1250,0
0,0.076923,0.038462,26,1,10,0,1,1249,0
0,0.083333,0,36,0,9,0,1,976,0
0,0.052632,0.026316,38,0,9,0,1,972,0
1,0.037736,0.037736,26.5,0,8,0,1,334,0
0,0.027027,0.027027,37,1,7,0,1,970,0
0,1.594595,1.27027,37,0,7,0,1,968,0
0,0.1,0.033333,30,0,7,0,1,966,0
0,0.071429,0.035714,28,1,6,2425,1,82,0
0,0,0,0,1,6,297,1,42,0
0,0.058824,0.058824,17,1,5,0,1,1256,0
0,0.058824,0.058824,17,0,5,0,1,1255,0
0,0.058824,0.058824,17,1,5,0,1,1254,0
0,0.058824,0,17,1,5,0,1,1253,0
0,2,1.0625,16,1,4,0,1,958,0
0,1.875,2.625,16,0,3,0,1,980,0
0,0.6875,0.0625,16,0,3,2425,1,978,0
0,0.00491,0.00491,611,1,14,0,1,165,0
0,0.134206,0.157119,611,1,13,0,1,992,0
0,0.0384,0.0064,625,1,13,0,1,989,1
0,0.078818,0.08046,609,1,13,0,1,987,0
0,0.013136,0.018062,609,1,13,0,1,985,0
0,0.001637,0.001637,611,0,13,0,1,984,0
0,0.02455,0.021277,611,0,13,0,1,982,0
0,0.045752,0.021242,612,1,13,0,1,957,0
0,0,0.001634,612,1,12,0,1,41,0
0,0.009788,0,613,1,11,0,1,138,0
0,0.093596,0,609,0,10,0,1,976,0
0,0.005254,0.005254,571,0,10,0,1,973,0
0.918296,0,0.005034,298,1,12,0,1,280,0
0,0.00349,0,573,0,9,0,1,971,0
0,0.001748,0.001748,572,1,9,0,1,213,0
0,0.001748,0,572,1,8,0,1,1245,0
0,0.019264,0.005254,571,0,8,0,1,966,0
0.918296,0.005093,0.005093,294.5,0,9,0,1,272,0
0,0.001776,0.010657,563,0,8,0,1,964,0
0,0.005291,0,567,1,8,0,1,1243,0
0,0,0.00177,565,1,8,0,1,962,0
0,0.045936,0.037102,566,0,8,0,1,960,1
0,0.001779,0,562,1,8,0,1,270,0
0,0.00713,0.00713,561,0,7,0,1,957,0
0,0.080357,0.217857,560,1,7,0,1,1242,0
0,0.094309,0.095935,615,0,7,0,1,1241,0
0,0.095315,0.0937,619,1,7,0,1,1240,0
0,0.089431,0.04878,615,1,7,0,1,956,0
0,0.307563,0.087395,595,0,7,0,1,955,0
0,0.011976,0.007984,501,1,7,0,1,203,0
0,0.052104,0,499,1,6,0,1,1239,0
0,0,0.018672,482,0,6,0,1,1238,0
0,0.002053,0.002053,487,0,6,0,1,954,0
0,0.24846,0.135524,487,0,6,0,1,953,0
0,0.125275,0.085714,455,1,6,0,1,1237,0
0,0.006742,0,445,1,5,0,1,952,0
0.557244,1.553704,0.088889,180,0,4,0,0.666667,15,0
0.764205,0.054545,0.109091,27.5,0,3,0,1,311,0
0,0.1,0.05,20,1,2,2425,1,81,0
0,0.194805,0.285714,77,1,6,0,1,994,0
0,0.135802,0.135802,81,1,6,0,1,992,0
0,0.012346,0.012346,81,1,6,0,1,989,0
0,0.012346,0.012346,81,0,6,0,1,987,0
0,0.123457,0.135802,81,1,6,0,1,959,0
0,0.012346,0,81,0,6,0,1,984,0
0,0.0125,0.0125,80,0,6,0,1,982,0
0,0.0125,0,80,0,6,0,1,980,0
0,0.012658,0,79,1,6,0,1,85,0
0,0.012821,0.012821,78,1,5,0,1,977,0
0,0.025641,0.025641,78,0,5,0,1,976,0
0,0.025641,0.076923,78,1,5,0,1,1248,1
0,0.076923,0.025641,78,0,5,0,1,1247,0
0,0.025641,0.076923,78,1,5,0,1,1246,0
0,0.115385,0.012821,78,0,5,0,1,970,0
0,0,0.057971,69,0,5,0,1,968,0
0,0.136986,0.123288,73,1,5,0,1,1244,0
1,1.230769,0.653846,26,1,5,0,1,956,0
0,0.125,0.125,16,1,3,0,1,963,0
0,1.470588,1.235294,17,0,3,0,1,962,0
0,0.176471,0,17,0,3,0,1,960,0
0,0,0.071429,14,0,3,2425,1,958,0
0,0,0,0,0,5,1913,1,456,0
0.894965,0,0.004488,612.75,0,11,53,0.75,352,0
0.856112,0.038737,0.014347,232.333333,1,6,104,1,348,0
0,0.064193,0.002006,997,1,17,226,1,923,0
0,0.003168,0,947,1,17,46,1,903,0
0,0.040212,0.005291,945,1,17,226,1,901,0
0.410813,0.190725,0.080666,765.5,0,27,193,0.75,723,0
0.326067,0.193885,0.100298,894,0,26,236,1,704,0
0,0.049505,0.006601,303,0,14,7,1,676,0
0,0.016949,0.004237,236,0,14,35,1,630,0
0,0.008621,0.008621,232,0,13,0,1,616,0
0,0.038793,0.038793,232,0,13,0,1,613,0
0,0.008621,0.008621,232,1,13,0,1,606,0
0,0.00431,0.00431,232,0,10,17,1,558,0
0,0.00431,0.00431,232,0,9,14,1,554,0
0,0.021552,0.017241,232,1,9,14,1,545,0
0.670006,0.028672,0.003018,284,1,18,320,0.857143,566,0
0,0.00431,0.00431,232,0,10,376,1,563,0
0,0.00431,0.00431,232,0,10,357,1,555,0
0.397465,0.191069,0.453413,582.25,0,23,1434,1,527,0
0,0.151579,0.126316,475,0,14,164,1,734,0
0.479949,0.234926,0.102574,1360,0,26,170,1,701,0
1,0.000605,0.000605,1653,0,29,211,1,789,0
0,0.040212,0.005291,945,1,17,339,1,902,0
0,0.064193,0.002006,997,1,17,239,1,922,0
0.468996,0.01992,0,502,0,17,357,1,905,0
0,0.28,0.04,25,0,6,448,1,701,0
0.934068,0.030205,0.012945,463.5,0,5,310,1,340,0
0,0,0,0,0,5,730,1,363,0
0,0.00367,0.001835,545,1,24,192,1,7,0
0,0.003663,0.003663,546,1,19,0,1,36,0
0.985228,0.010078,0.013438,446.5,1,23,91,1,48,0
0,0.201905,0.093333,525,0,14,29,1,653,0
0.615254,0.081905,0.005714,262.5,0,12,151,1,619,1
0,0.004454,0.002227,449,0,12,1,1,557,0
0,0.002232,0.006696,448,0,12,15,1,556,0
0.295182,0.140845,0.052314,248.5,1,12,49,1,547,1
0,0.00237,0.00237,422,0,12,0,1,541,0
0,0.021327,0.021327,422,0,12,3,1,540,0
0,0.026066,0.00237,422,0,12,41,1,528,0
0,0.004854,0.002427,412,0,10,1,1,498,0
0.297472,0.08913,0.034783,230,1,10,28,1,497,0
0,0.002506,0.002506,399,1,10,14,1,11,0
0.532481,0.048934,0.052698,199.25,0,13,226,0.75,491,0
0,0.010033,0.010033,299,1,9,42,1,202,0
0,0.389262,0.033557,298,0,8,62,1,452,0
0,0.099526,0.018957,211,1,5,80,1,4,0
0,0.010676,0,281,1,4,43,1,271,0
0,0.008929,0.026786,448,1,12,61,1,63,0
0.268594,0.164683,0.051587,252,1,12,115,1,549,0
0,0.026066,0.00237,422,0,12,43,1,532,0
0,0,0,263.4,0,19,2496,1,271,0
0,0.003663,0.001832,546,1,24,697,1,8,0
0.307835,0.077698,0.020144,231.666667,0,26,552,0.666667,777,0
0.311165,0.076259,0.020144,231.666667,0,26,1241,1,771,0
0.307835,0.077698,0.020144,231.666667,0,26,955,1,774,0
0,0,0,136,0,1,0,0.5,308,0
0,0,0,136,0,1,0,0.5,293,0
0,0,0,145,0,1,0,0.333333,98,1
0.988699,0.05,0.011538,130,0,5,6,0.5,495,0
0,0,0,0,0,4,483,1,119,0
0,0,0,32,0,1,0,0.5,98,0
0,0,0,22,0,1,0,1,102,0
0,0.013841,0,289,1,14,124,1,921,0
0.654413,0.055973,0.039249,976.666667,1,31,85,0.666667,910,0
0,0.00365,0.00365,274,0,11,1,1,817,0
0,0.018248,0.021898,274,1,11,2,1,816,0
0.77935,0.001132,0.003772,1325.5,0,22,25,1,782,0
0,0.039286,0.010714,280,0,8,21,1,779,0
0.970951,0.003557,0.000395,1265,0,22,12,0.5,766,0
0,0.01845,0,271,0,8,11,1,654,0
0.064661,0.306667,0.13,150,1,8,378,1,652,1
0.846134,0,0.060034,145.75,1,13,51,1,625,0
0,0.008475,0,236,1,8,35,1,621,0
0,0.017094,0.004274,234,0,8,59,1,605,0
0.42065,0.04202,0.029899,618.75,0,14,130,0.5,562,0
0.503258,0.032847,0,137,0,6,200,1,551,0
0.544281,0.019508,0,786,0,14,59,0.666667,531,0
0,0.004425,0.004425,226,0,4,33,1,495,0
0,0.056034,0.00431,232,0,4,58,1,447,0
0,0.107317,0.019512,205,0,4,14,1,338,0
0,0.012422,0.012422,161,0,4,5,1,278,0
0,0.006369,0.044586,157,1,3,0,1,160,0
0,0.043478,0.006211,161,0,3,57,1,159,0
0.216397,0.126984,0.026455,94.5,0,3,367,1,90,0
0.764205,0.003579,0.000447,1117.5,0,14,200,1,586,0
0.42065,0.04202,0.029899,618.75,0,14,466,1,567,0
0.503258,0.032847,0,137,0,6,246,1,553,0
0.544281,0.019508,0,786,0,14,126,1,535,0
0,0.047782,0,293,0,8,309,1,764,0
0.666578,0.010601,0.00746,1273.5,1,22,456,1,755,0
0.997503,0.01385,0.006332,1263.5,0,22,326,1,731,0
0,0.039286,0.010714,280,0,8,27,1,780,0
0,0.00365,0.00365,274,0,11,103,1,818,0
0,0.018248,0.021898,274,1,11,102,1,815,0
0,0.013841,0,289,1,14,195,1,920,0
0.816053,0.016105,0.006345,512.25,1,9,248,1,326,0
0,0.02139,0.016043,374,0,24,122,1,998,0
0,0.002688,0.002688,372,0,24,4,1,919,0
0,0.013441,0.005376,372,1,24,47,1,918,0
0,0.006329,0.012658,316,1,18,71,1,492,0
0,0.003012,0,332,1,17,4,1,457,0
0,0.006024,0.006024,332,0,16,10,1,406,0
0,0.009288,0,323,0,14,106,1,371,0
0,0.009375,0.009375,320,0,14,6,1,331,0
0.971633,0.03331,0.002082,288.2,0,32,73,0.8,654,1
0.918296,0.002523,0.002523,594.5,0,14,43,1,410,0
0,0.022508,0.016077,311,0,10,38,1,222,0
0,0.017483,0.003497,286,0,9,41,1,79,0
0,0.996466,0.568905,283,0,9,22,1,44,0
0,0.02454,0.006135,163,0,8,0,1,29,0
0.03762,0.619583,0.603374,377.875,0,14,919,1,45,0
0.606967,0.412651,0.376506,166,0,10,97,1,111,0
0,0,0,17,0,8,193,1,278,0
0.553613,0.018883,0.118521,622.25,0,21,156,1,645,0
0,0.085246,0.003279,305,1,12,3,1,617,0
0,0.003185,0.028662,314,0,9,38,1,95,0
0,0.009772,0,307,1,7,3,1,357,0
0,0.003257,0.003257,307,0,7,0,1,343,0
0,0.006515,0.003257,307,1,7,0,1,16,0
0,0.003257,0.003257,307,1,7,40,1,15,0
0.585885,0.062907,0.090022,614.666667,0,6,40,0.666667,233,0
0.979869,0.003356,0.003356,894,0,6,14,1,230,0
0,0.007018,0.007018,285,0,3,13,1,104,0
0,0.091873,0.003534,283,0,3,9,1,93,0
0.585885,0.062907,0.090022,614.666667,1,6,111,1,236,0
0.642991,0.010212,0.001178,636.5,0,17,741,1,600,0
0.770804,0.009001,0,777.666667,0,16,585,1,596,0
0,0,0,163.666667,0,23,702,1,278,0
0.546295,0.028011,0.002801,119,0,12,834,1,53,0
0.682667,0.076642,0.070712,548,0,15,131,0.75,519,0
0.78712,0.042945,0.006135,108.666667,0,4,620,0.666667,17,0
0,6.4,3.2,5,1,2,0,1,960,0
0,0,0,7,0,1,0,0.5,336,0
0.948788,1.160494,0.790123,16.2,1,11,0,1,965,0
0,0.04,0.04,25,1,3,0,1,994,0
0,0.32,0.04,25,0,2,0,1,992,0
0,0,0,20,0,1,0,1,16,0
0,0.151515,0,33,1,5,257,1,1006,0
0,0,0,30,0,4,0,1,932,0
0,0,0,14,0,1,0,0.5,936,0
0,0,0.035714,56,1,6,0,1,227,0
0,0.035088,0.035088,57,0,5,0,1,934,0
0,0.649123,0.22807,57,0,5,0,1,933,0
0,0,0.230769,39,1,5,0,1,28,0
0,0.209302,0,43,1,5,0,1,26,0
0,0.128205,0,39,0,4,0,1,931,0
0,0.27027,0.108108,37,0,3,0,1,930,0
0,0.029412,0.029412,34,0,3,0,1,929,0
0,0.264706,0.235294,34,0,3,0,1,928,0
0,0.030303,0.030303,33,0,2,0,1,927,0
0,0.30303,0.666667,33,0,2,0,1,926,0
0,0.463415,0.04878,41,0,2,0,1,925,0
0,0,0,31,0,2,0,1,924,0
0.85806,0.008329,0.001562,640.333333,0,10,310,1,445,0
0.298287,0.038968,0.003543,494,0,7,37,0.75,268,0
0,0,0,74.714286,0,10,3486,0.857143,291,0
0.53522,0.204962,0.121087,564.333333,1,7,504,1,246,0
0,0.1,0.061538,130,1,15,77,1,848,0
0,0.015748,0.007874,127,0,15,0,1,70,0
0,0.198413,0.015873,126,0,14,1,1,838,0
0,0.090909,0.172727,110,1,12,5,1,648,0
0,0.008696,0.008696,115,1,11,10,1,27,0
0,0.043478,0.043478,115,0,11,24,1,543,0
0,0.773913,0.252174,115,0,10,28,1,509,0
0,0,0.014085,71,1,9,0,1,243,0
0,0.055556,0.055556,72,1,9,85,1,242,0
0,0.305556,0.013889,72,0,9,62,1,483,1
0,0.230769,0.153846,52,1,6,104,1,36,0
0.692571,0.552036,0.312217,73.666667,0,4,625,1,109,0
0.929879,0.040825,0.01712,379.666667,0,14,18,0.166667,495,0
0,0.014085,0.014085,71,1,10,149,1,20,0
0,0.007813,0.007813,128,0,15,593,1,851,0
0,0.101563,0.0625,128,1,15,573,1,849,0
0,0.2,0.016,125,0,14,493,1,839,0
0,0.007813,0.007813,128,0,15,593,1,852,0
0,0.101563,0.0625,128,1,15,573,1,850,0
0,0.014925,0,134,0,6,193,1,511,0
0,0.025,0,40,1,6,344,1,75,0
0,0.06422,0.018349,109,0,6,0,1,669,0
0,0.005917,0,169,0,4,18,1,321,0
0.251709,0.096594,0.094737,807.5,0,7,22,1,250,0
0,0,0.016129,124,1,21,1,1,33,0
0,0,0.006173,162,1,16,0,1,1,0
0,0.01,0.01,200,0,15,1,1,657,0
0,0.005291,0.068783,189,0,12,101,1,679,0
0,0.004673,0,214,1,10,15,1,82,0
0,0.011111,0.011111,180,1,6,7,1,373,0
0.12395,0.201201,0.153153,166.5,1,9,103,1,367,0
0,0.011111,0.011111,180,1,6,10,1,388,0
0,0.01087,0.402174,92,0,17,164,1,727,0
0,0.000835,0,2394,1,35,144,1,3,0
0.622173,0.009357,0.008421,855,0,56,213,0.6,1710,1
0,0.002492,0.002907,2408,0,32,35,1,916,0
0,0.002076,0.000415,2408,1,31,24,1,911,0
0,0.016336,0.000442,2265,1,28,19,1,871,0
0,0.001339,0,2240,1,28,2,1,868,0
0.456073,0.004388,0.003291,911.666667,1,28,275,1,867,0
0,0.000447,0.000447,2236,1,27,0,1,32,0
0,0.001805,0,2216,0,26,12,1,856,0
0,0.000903,0,2216,0,26,24,1,853,0
0,0.001355,0.003613,2214,0,26,51,1,842,0
0,0.000902,0.000902,2218,1,26,0,1,837,0
0,0.002253,0.000901,2219,0,26,1,1,834,0
0.747148,0.009301,0.020463,537.555556,1,50,34,0.444444,833,0
0,0.011256,0.080594,2221,0,26,1,1,813,0
0,0.005947,0.009346,2354,1,24,0,1,801,0
0,0.001695,0.000424,2360,0,24,2,1,800,0
0,0.002545,0.000848,2358,0,24,42,1,798,0
0,0.002969,0.000848,2358,0,24,0,1,795,0
0,0,0.000424,2357,0,24,4,1,783,0
0,0.072873,0.010952,2374,0,22,0,1,768,0
0.923339,0.017023,0.008709,1263,0,22,123,1,761,0
0,0.001654,0.000413,2419,0,22,9,1,753,0
0,0,0.000825,2423,0,22,15,1,743,0
0.997503,0.013084,0.005981,1337.5,0,22,173,1,733,0
0,0,0.001771,2259,1,22,16,1,713,0
0,0.000884,0.000884,2263,0,22,3,1,710,0
0,0.007515,0.000442,2262,1,21,14,1,708,0
0,0.008411,0.001328,2259,0,21,1,1,705,0
0.198235,0.005263,0.021053,1235,0,21,44,1,684,0
0.33729,0.004396,0.001998,1251,1,20,33,1,682,0
0,0.000439,0.000439,2277,1,20,6,1,680,0
0,0.002635,0.000878,2277,0,20,19,1,678,0
0,0.003516,0.001319,2275,0,20,8,1,677,0
0.439497,0.008832,0,1245.5,0,20,2,0.5,675,0
0,0.000472,0,2119,0,20,1,1,656,0
0,0.013673,0.007072,2121,0,19,36,1,655,0
0,0.001892,0,2114,0,19,6,1,649,0
0,0.001419,0.001419,2114,1,18,18,1,647,0
0,0.008988,0.008042,2114,1,18,1,1,646,0
0,0.003817,0.000954,2096,0,18,0,1,634,0
0,0.00239,0,2092,1,18,3,1,633,0
0,0.000478,0.000478,2093,0,18,11,1,632,0
0,0.000478,0.000478,2092,1,18,24,1,631,0
0,0.000478,0.000478,2093,1,18,2,1,629,0
0,0.000956,0.001911,2093,1,18,4,1,628,0
0.249882,0.010399,0,1154,0,18,44,1,627,0
0.175565,0.016115,0.000436,1148,0,17,22,0.5,615,0
0.399938,0.026397,0.00132,1136.5,0,17,80,1,604,0
0,0.00247,0.000494,2024,1,16,8,1,601,0
0.770804,0.008948,0,782.333333,0,16,186,0.666667,591,0
0,0.000496,0,2018,1,14,8,1,588,0
0.242292,0.007178,0.004038,1114.5,1,14,12,0.5,584,0
0.236925,0.031503,0.014851,1111,1,14,4,0.5,581,0
0.230789,0.015702,0.028099,806.666667,0,14,51,0.333333,572,0
0.102158,0.034658,0,1082,0,14,2,0.5,539,0
0,0.003893,0.006118,1798,1,13,5,1,510,0
0,0.000565,0.010728,1771,0,12,0,1,500,0
0,0.00734,0,1771,0,12,17,1,499,0
0.721928,0.001008,0.004032,992,0,12,138,1,494,0
0.970951,0.000508,0.002034,983.5,0,12,61,1,482,0
0,0.002834,0.001701,1764,1,12,25,1,479,0
0,0.001134,0.000567,1764,0,12,14,1,477,0
0,0.000567,0.000567,1763,1,11,15,1,459,0
0.781728,0.032389,0.024291,988,1,11,82,0.5,451,0
0.113274,0.03152,0.002034,983.5,0,10,108,1,442,0
0,0.000582,0.000582,1717,1,10,0,1,432,0
0,0.000582,0.000582,1717,1,10,8,1,431,0
0,0.004659,0,1717,1,10,7,1,418,0
0.693643,0.027455,0,716.333333,0,10,129,1,412,0
0,0.008279,0.001774,1691,0,10,22,1,407,0
0,0.003569,0.008923,1681,1,10,29,1,405,0
0,0.001778,0,1687,0,10,6,1,403,0
0,0.000594,0.000594,1684,0,10,0,1,369,0
0,0.005344,0.001188,1684,0,9,12,1,361,0
0,0.014286,0,1680,1,9,5,1,359,0
0,0.00719,0,1669,0,9,21,1,358,0
