@relation 'data/M_multi_metrics_ML.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R1-6,8-15,18,20-21,24-26,28,30,33,35-47,49-50,52-53,55,57-61'

@attribute CvsWEntropy numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute WCHU_noc numeric
@attribute LDHH_numberOfAttributesInherited numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_dit numeric
@attribute LDHH_noc numeric
@attribute WCHU_dit numeric
@attribute WCHU_numberOfAttributesInherited numeric
@attribute LDHH_dit numeric
@attribute WCHU_numberOfMethodsInherited numeric
@attribute LDHH_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute class {buggy,clean}

@data
0.426385,0,3,0.016428,0,0,0,2,0,1.01,0,0.000467,6.11,0.016695,17,buggy
0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,clean
0.001518,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.066894,0,0,0.023845,0,0,0,1,0,0,0,0,0,0,9,clean
0.050768,0,0,0,0,0,17,2,0,0,0,0,0,0,12,clean
0.001873,0,0,0,0,0,0,2,0,0,0,0,2.04,0.009791,22,clean
0.006911,0,0,0,0,0,0,2,0,0,0,0,2.02,0.009791,45,clean
0.001694,0,0,0,0,0,0,2,0,0,0,0,2.04,0.009791,23,clean
0.005458,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.014401,0,1,0,0,0,0,2,0,0,0,0,2.06,0.009791,33,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,buggy
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.078553,0,0,0.002324,0,0,0,1,0,0,0,0,4.04,0.014799,13,clean
0.003069,49,0,0,3.15,0,0,1,0.048697,0,0,0,1.09,0.027723,18,clean
0.004432,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.006545,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.000271,0,0,0,0,0,0,1,0,0,0,0,3.05,0.037515,26,clean
0.018516,0,1,0,0,0.001679,0,1,0,1.01,1.04,0.001864,1.09,0.003867,0,clean
0.008156,0,0,0,0,0,0,2,0,0,0,0,2.02,0.009791,16,clean
0.065991,0,3,0.002774,0,0,0,1,0,0,0,0,1.01,0.005924,9,buggy
0.015814,0,0,0.002596,0,0,0,1,0,3.04,0,0.004202,3.48,0.007549,0,clean
0,0,1,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.007767,0,2,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,clean
0.001661,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.027572,1,1,0.005504,1.01,0,0,1,0.006499,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,2,0,0,0,0,1.1,0.027723,22,clean
0.009468,4,0,0,3.03,0,0,1,0.010534,0,0,0,1.01,0.005924,9,clean
0.008289,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.00213,0,0,0,0,0,0,3,0,0,0,0,0,0,10,buggy
0.018039,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,clean
0.001518,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.006285,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.000682,0,0,0,0,0,0,2,0,0,0,0,1.1,0.027723,22,clean
0.016704,0,1,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.006478,1,0,0,0,0,0,1,0,0,0,0,0,0,15,clean
0.010268,2,0,0,3.03,0,0,1,0.007846,0,0,0,0,0,0,clean
0.003031,0,0,0,0,0,0,2,0,0,0,0,2.04,0.009791,19,clean
0.006577,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,buggy
0.065169,0,0,0,0,0,0,1,0,0,0,0,4.13,0.014188,51,buggy
0.085444,0,0,0.003114,0,0,0,3,0,1.01,0,0.001571,3.04,0.006456,9,clean
0.001328,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.012202,0,0,0,0,0.002979,0,2,0,2.02,2.05,0.004493,10.46,0.02471,36,clean
0.006914,0,0,0,0,0,0,1,0,0,0,0,1.08,0.002341,0,clean
0.233167,0,0,0.032847,0,0,0,1,0,0,0,0,2.02,0.009791,9,buggy
0,0,0,0,0,0,0,2,0,0,0,0,0,0,41,buggy
0.010399,0,0,0.026506,0,0.018086,6,3,0,1.01,2.06,0.009752,3.3,0.03839,57,buggy
0.025303,0,0,0.019848,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,clean
0.095195,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.002278,0,0,0,0,0,1,2,0,0,0,0,2.02,0.009791,23,clean
0.000341,0,0,0,0,0,0,2,0,0,0,0,1.1,0.027723,22,clean
0.00101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.279639,1,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.011992,0,0,0,0,0,1,2,0,0,0,0,2.02,0.009791,17,clean
0.002598,0,0,0,0,0.002283,1,2,0,0,1.01,0,1.01,0.001915,2,clean
0.002466,0,0,0,0,0,0,1,0,0,0,0,2.04,0.009791,18,clean
0.004773,1,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0,0,0,0,0,0,1,1,0,0,0,0,1.02,0.005924,26,clean
0.002087,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.000271,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,10,clean
0.019879,0,0,0,1.01,0.018086,6,3,0.017524,1.01,2.06,0.009752,3.3,0.03839,57,buggy
0.516933,1,0,0,1.01,0,8,2,0.000845,0,0,0,2.02,0.009791,63,clean
0.021313,0,0,0.002334,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.098225,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0,3,0,0,0,0,0,3,0,0,0,0,0,0,14,clean
0.001328,0,0,0,0,0,0,2,0,0,0,0,2.03,0.033647,26,clean
0.006259,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,4,0,0,0,0,0,0,22,clean
0.003898,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.009946,0,0,0,0,0,9,2,0,0,0,0,2.04,0.009791,30,clean
0.002818,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.081147,0,0,0,0,0,8,3,0,0,0,0,2.02,0.009791,72,clean
0.003031,0,1,0,0,0,0,1,0,0,0,0,2.04,0.009791,18,clean
0.003725,0,0,0,0,0,0,1,0,0,0,0,2.04,0.009791,18,clean
0.034606,8,0,0,1.01,0,0,1,0.017524,0,0,0,0,0,9,buggy
0.084268,0,1,0.019848,0,0,0,3,0,0,0,0,2.02,0.009791,24,clean
0.002712,0,1,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.05395,0,0,0,0,0,1,2,0,0,0,0,2.02,0.009791,23,clean
0.036021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.136877,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.271539,6,3,0.033536,1.01,0.005646,1,3,0.000845,2.02,1.01,0.006657,3.17,0.009753,15,clean
0,0,0,0,0,0,0,2,0,0,0,0,1.1,0.027723,22,clean
0.025279,0,0,0,0,0,0,2,0,0,0,0,3.05,0.010674,14,clean
0.015726,0,0,0.012505,0,0,0,1,0,0,0,0,1.01,0.005924,12,buggy
0.001399,0,1,0,0,0.005667,2,4,0,0,2.02,0,3.18,0.011322,170,clean
0.000136,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.004265,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.021156,11,0,0.002774,2.02,0,0,2,0.008906,1.01,0,0.002921,1.02,0.002341,2,clean
0.002032,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,11,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,clean
0.005796,0,0,0,0,0,4,3,0,0,0,0,1.1,0.027723,43,clean
0.00268,4,0,0,0,0,0,1,0,0,0,0,2.04,0.009791,18,clean
0.002062,0,0,0,0,0,0,1,0,0,0,0,3.11,0.012186,18,clean
0.001799,0,0,0,0,0,4,2,0,0,0,0,2.02,0.009791,17,clean
0.004574,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.059043,3,2,0.003806,3.03,0,0,1,0.003137,0,0,0,4.14,0.014853,14,buggy
0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,clean
0.001138,0,0,0,1.01,0,0,1,0.001872,0,0,0,3.11,0.037515,0,clean
0.007375,0,0,0,0,0,1,2,0,0,0,0,0,0,19,clean
0.004188,0,0,0,0,0,1,2,0,0,0,0,2.02,0.027723,5,clean
0.004944,0,0,0,0,0,4,2,0,0,0,0,0,0,20,buggy
0.003216,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.000949,2,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,13,clean
0.020555,0,0,0,0,0.007705,8,2,0,1.01,3.08,0.001435,4.15,0.011868,22,clean
0.045958,0,0,0.003114,0,0,0,1,0,0,0,0,2.02,0.009791,9,buggy
0.006395,0,1,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,2,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.038842,0,0,0.023845,0,0,0,1,0,0,0,0,0,0,0,clean
0.001671,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.026815,0,0,0.037717,0,0,0,1,0,0,0,0,1.01,0.010786,1,buggy
0.015455,1,0,0.008061,0,0,0,2,0,0,0,0,2.02,0.009791,15,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.027136,0,0,0.002532,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.001402,4,0,0,1.01,0,0,1,0.002601,0,0,0,1.01,0.005924,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.001328,0,0,0,0,0,0,1,0,0,0,0,1.03,0.005924,27,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,buggy
0.001442,0,0,0,0,0,0,1,0,0,0,0,3.09,0.010674,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.066344,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,2,1,0,0,0,0,1.04,0.005924,57,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,buggy
0,0,0,0,0,0,4,3,0,0,0,0,0,0,43,clean
0.025141,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.015516,0,0,0.003041,0,0,1,4,0,0,0,0,1.01,0.002801,33,clean
0.001019,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.028999,5,0,0.003403,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.002046,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0,0,0,0,0,0,0,2,0,0,0,0,1.1,0.027723,22,clean
0.001686,3,0,0,2.02,0.003609,0,3,0.00527,0,1.01,0,2.04,0.008655,50,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.004381,0,0,0,0,0,0,1,0,0,0,0,2.04,0.009791,18,clean
0.000949,0,0,0,0,0,1,2,0,0,0,0,0,0,13,clean
0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,clean
0.002336,0,0,0,0,0,0,1,0,0,0,0,2.04,0.009791,18,clean
0,5,0,0.019848,1.01,0,1,2,0.017524,0,0,0,0,0,12,buggy
0,0,0,0,0,0,1,2,0,0,0,0,0,0,21,buggy
0,0,0,0,0,0,1,3,0,0,0,0,1.01,0.051511,21,clean
0.006953,0,1,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.01924,0,0,0,0,0,1,2,0,0,0,0,2.02,0.009791,23,clean
0.001897,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.001926,0,0,0,0,0.00331,8,3,0,0,1.01,0,2.02,0.053259,29,clean
0.111531,0,1,0.004274,0,0,1,2,0,0,0,0,3.08,0.007771,19,buggy
0.009429,2,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.001527,1,0,0,1.01,0,4,2,0.003536,0,0,0,1.01,0.005924,17,clean
0.204698,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.001673,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.052974,0,2,0.005954,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0,0,0,0,0,0,1,2,0,0,0,0,0,0,28,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,buggy
0.001469,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.010446,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.067329,0,0,0.001843,0,0,0,2,0,0,0,0,2.02,0.007584,75,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.00342,1,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.051169,0,0,0.001211,0,0,1,3,0,0,0,0,1.01,0.005924,18,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,buggy
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.012786,0,0,0,0,0,4,4,0,0,0,0,1.1,0.027723,45,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,buggy
1.09624,6,0,0,1.01,0,0,1,0,0,0,0,2.02,0.009791,27,clean
0.027433,4,0,0,0,0,0,1,0,0,0,0,2.04,0.009791,18,clean
0.112439,0,0,0,0,0,8,3,0,0,0,0,2.02,0.009791,72,clean
0.001858,0,0,0,0,0,0,2,0,0,0,0,1.1,0.027723,22,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.022862,0,0,0,0,0,1,2,0,0,0,0,1.07,0.001058,2,clean
0.125593,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,4,3,0,0,0,0,0,0,43,clean
0.004236,0,0,0,0,0,0,1,0,0,0,0,2.04,0.009791,18,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.010499,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.008593,0,0,0.004366,0,0,0,1,0,0,0,0,0,0,0,clean
0.003409,2,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.001791,0,1,0,0,0,0,2,0,0,0,0,2.06,0.009791,35,clean
0.008669,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,buggy
0.004531,0,0,0,0,0,0,2,0,0,0,0,2.02,0.009791,17,clean
0.002387,0,0,0,0,0,4,3,0,0,0,0,1.1,0.027723,43,clean
0.039909,0,0,0,0,0.005462,8,2,0,0,2.02,0,3.05,0.054697,25,clean
0.001531,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.000546,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.06432,0,0,0,0,0,0,1,0,0,0,0,1.07,0.001058,0,clean
0.001094,0,0,0,0,0,0,2,0,0,0,0,3.04,0.010847,19,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.000368,0,0,0,0,0,0,1,0,0,0,0,2.02,0.003867,9,clean
0.000136,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.011395,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.025626,0,0,0.002774,0,0.002308,0,1,0,1.01,2.04,0.002921,2.08,0.002341,0,buggy
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,buggy
0.001875,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.001803,8,0,0,7.13,0,0,1,0.02556,0,0,0,1.01,0.005924,9,clean
0.016352,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.023338,0,0,0.002774,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.001193,0,0,0,0,0,0,2,0,0,0,0,0,0,12,clean
0.06686,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.011285,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.002334,0,0,0,0,0,0,2,0,0,0,0,2.04,0.009791,19,clean
0.003921,0,0,0,0,0,1,2,0,0,0,0,0,0,4,buggy
0.001159,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.01251,0,1,0,0,0,0,1,0,0,0,0,2.04,0.009791,18,clean
0.001328,1,0,0,0,0,0,2,0,0,0,0,2.03,0.033647,26,clean
0.013677,2,0,0,2.03,0.003307,0,1,0.007273,1.01,1.02,0.00316,1.1,0.002905,0,clean
0.002547,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.000339,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.002573,0,0,0,0,0,0,1,0,0,0,0,2.04,0.009791,18,clean
0.003828,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.018617,0,0,0,0,0,0,2,0,0,0,0,4.04,0.014111,11,clean
0.01753,13,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
1.00768,0,5,0.016028,0,0,0,1,0,0,0,0,2.02,0.009791,9,buggy
0.173404,0,0,0,0,0.001023,1,1,0,0,1.01,0,5.19,0.011547,19,clean
0.007229,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.093204,2,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.024332,1,0,0,0,0,0,2,0,0,0,0,0,0,2,clean
0,0,0,0,0,0,6,4,0,0,0,0,0,0,82,clean
0.013174,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,11,clean
0.003083,0,0,0,0,0,0,2,0,0,0,0,1.03,0.002731,6,clean
0.001782,0,0,0,0,0,4,2,0,0,0,0,1.01,0.005924,17,clean
0.001081,0,0,0,0,0.002283,1,2,0,0,1.01,0,1.01,0.001915,2,clean
0.000949,0,0,0,0,0,0,2,0,0,0,0,1.01,0.005924,15,clean
0.016642,0,0,0,0,0.002283,1,5,0,1.01,1.01,0.000647,2.12,0.007839,60,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.002532,9,0,0,3.03,0,0,1,0.015448,0,0,0,2.02,0.009791,9,clean
0.001811,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.003215,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.003513,0,0,0,3.05,0,0,1,0.007733,0,0,0,4.13,0.013369,11,clean
0.001626,0,0,0,0,0,0,2,0,0,0,0,0,0,1,clean
0.016379,0,0,0,0,0,0,1,0,0,0,0,2.04,0.009791,18,clean
0.006396,0,0,0,0,0,0,2,0,0,0,0,3.05,0.037515,26,clean
0.075149,0,0,0.005394,0,0,0,2,0,1.01,0,0.001435,6.06,0.018525,17,buggy
0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,clean
0,0,0,0,0,0,4,3,0,0,0,0,0,0,36,buggy
0.01654,0,1,0,0,0,0,3,0,0,0,0,2.08,0.009791,52,clean
0.000949,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.108748,0,1,0,1.01,0.003677,0,2,0.004973,2.02,2.05,0.002921,11.5,0.02552,36,buggy
0.048636,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.009297,0,0,0,0,0,2,2,0,0,0,0,2.02,0.009791,18,clean
0.001009,0,0,0,0,0,2,3,0,0,0,0,2.06,0.009791,45,clean
0.071206,2,0,0.003067,2.02,0,4,3,0.02997,0,0,0,0,0,36,buggy
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.010725,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.001763,0,0,0,0,0,0,2,0,0,0,0,2.04,0.009791,23,clean
0.016334,0,0,0.005781,0,0,0,1,0,0,0,0,1.01,0.005924,20,clean
0.006811,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.001458,0,0,0,0,0,0,1,0,0,0,0,3.11,0.012186,18,clean
0.001984,6,0,0,1.04,0,0,1,0.002601,0,0,0,0,0,0,clean
0.046974,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.00485,1,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,14,clean
0.000949,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.025844,0,0,0.010759,0,0,0,1,0,0,0,0,0,0,0,buggy
0.000949,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,2,0,0,0,0,0,0,16,clean
0.063378,1,0,0.003114,0,0,0,2,0,0,0,0,1.02,0.002731,3,clean
0.004055,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.001101,2,0,0,0,0,0,2,0,0,0,0,0,0,1,clean
0.010015,0,1,0,0,0,0,4,0,0,0,0,2.1,0.009791,71,clean
0,0,0,0,0,0,0,2,0,0,0,0,0,0,22,clean
0.001568,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.149431,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.001899,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.038901,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.00693,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.004419,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.018814,0,0,0.005888,0,0.002308,1,2,0,1.01,1.01,0.002921,3.19,0.010932,33,clean
0.004744,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.024557,0,1,0,0,0,0,1,0,0,0,0,2.04,0.009791,18,clean
0.000136,0,0,0,0,0,0,1,0,0,0,0,3.2,0.010674,20,clean
0.033648,0,0,0,0,0,0,2,0,0,0,0,2.04,0.030118,6,clean
0.007603,0,1,0,0,0,0,3,0,0,0,0,2.08,0.009791,52,clean
0.132116,0,1,0.002532,0,0,0,1,0,0,0,0,3.1,0.035988,30,clean
0.089951,0,0,0.005712,0,0,1,2,0,0,0,0,3.08,0.007771,19,buggy
0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,clean
0.002407,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.00834,0,0,0,0,0,0,1,0,0,0,0,5.12,0.013979,4,clean
0.00371,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,buggy
0.001771,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,2,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.003869,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.013161,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,buggy
0.110027,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.702491,0,2,0.002324,0,0,0,1,0,0,0,0,0,0,0,clean
0.028043,0,1,0.004871,0,0,0,1,0,0,0,0,0,0,0,clean
0.003012,6,0,0,0,0,0,2,0,0,0,0,2.04,0.008655,33,clean
0.000949,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.005114,1,0,0,0,0,0,2,0,0,0,0,1.1,0.027723,22,clean
0.001259,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.040468,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.211044,0,0,0,0,0,1,2,0,0,0,0,2.02,0.009791,11,clean
0.004627,0,1,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.131836,2,0,0.000798,3.04,0.000514,4,2,0.002931,0,1.02,0,1.02,0.000376,10,clean
0.00179,2,0,0,2.02,0,0,1,0.002601,0,0,0,1.01,0.005924,9,clean
0.138568,0,2,0,0,0,0,1,0,0,0,0,4.13,0.014188,51,clean
0.001317,0,0,0,0,0.003609,0,3,0,0,1.03,0,3.04,0.034292,37,clean
0.001365,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.023219,0,0,0,0,0,0,2,0,0,0,0,2.06,0.009791,37,clean
0.002402,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,buggy
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.006385,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.00557,0,0,0,0,0,0,2,0,0,0,0,2.02,0.009791,17,clean
0.007034,15,0,0,5.07,0,0,1,0.028708,0,0,0,0,0,0,buggy
0,0,0,0,0,0,0,1,0,0,0,0,2.02,0.008702,10,clean
0.000949,0,0,0,0,0,3,2,0,0,0,0,1.01,0.005924,16,clean
0.187909,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.003217,0,0,0,0,0,1,2,0,0,0,0,2.02,0.009791,17,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.002467,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.000682,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.050702,0,1,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,buggy
0.003692,0,1,0,0,0,0,1,0,0,0,0,4.13,0.014188,51,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.108681,0,0,0,0,0,0,2,0,1.01,0,0.002921,4.04,0.014863,17,clean
0,0,0,0,0,0,1,1,0,0,0,0,2.04,0.009791,56,clean
0.003149,0,0,0,0,0,0,2,0,0,0,0,1.03,0.002731,6,buggy
0,0,0,0,0,0,0,1,0,0,0,0,3.05,0.037515,25,clean
0.002467,0,0,0,0,0,0,1,0,0,0,0,2.04,0.009791,18,clean
0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,clean
0.195076,0,1,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.003292,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.018491,0,0,0.00318,0,0,0,2,0,0,0,0,1.01,0.005924,12,buggy
0.004068,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.004944,0,0,0,0,0,4,3,0,0,0,0,1.1,0.027723,43,clean
0.168227,0,2,0,0,0,0,2,0,0,0,0,2.02,0.009791,16,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.002239,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.003246,2,0,0,1.01,0,0,1,0.003261,0,0,0,0,0,0,buggy
0.041552,0,0,0,0,0,0,2,0,0,0,0,1.38,0.002024,2,clean
