@relation data/M_multi_metrics_LC.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R40-weka.filters.unsupervised.attribute.Remove-R59-weka.filters.unsupervised.attribute.Remove-R47-weka.filters.unsupervised.attribute.Remove-R39-weka.filters.unsupervised.attribute.Remove-R55-weka.filters.unsupervised.attribute.Remove-R46-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Remove-R17-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.attribute.Remove-R24-weka.filters.unsupervised.attribute.Remove-R49-weka.filters.unsupervised.attribute.Remove-R35-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.attribute.Remove-R39-weka.filters.unsupervised.attribute.Remove-R27-weka.filters.unsupervised.attribute.Remove-R29-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R34-weka.filters.unsupervised.attribute.Remove-R28-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.Remove-R24-weka.filters.unsupervised.attribute.Remove-R3

@attribute LDHH_fanIn numeric
@attribute WCHU_numberOfPublicAttributes numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute LDHH_numberOfPrivateAttributes numeric
@attribute CvsEntropy numeric
@attribute LDHH_numberOfPublicAttributes numeric
@attribute ck_oo_numberOfPublicAttributes numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute WCHU_numberOfPrivateAttributes numeric
@attribute CvsLogEntropy numeric
@attribute LDHH_numberOfAttributesInherited numeric
@attribute ck_oo_fanOut numeric
@attribute ck_oo_numberOfLinesOfCode numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_dit numeric
@attribute ck_oo_fanIn numeric
@attribute LDHH_noc numeric
@attribute WCHU_dit numeric
@attribute WCHU_numberOfAttributesInherited numeric
@attribute LDHH_wmc numeric
@attribute WCHU_fanOut numeric
@attribute numberOfHighPriorityBugsFoundUntil: numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute numberOfMajorBugsFoundUntil: numeric
@attribute WCHU_numberOfPublicMethods numeric
@attribute LDHH_dit numeric
@attribute LDHH_fanOut numeric
@attribute LDHH_numberOfMethodsInherited numeric
@attribute LDHH_rfc numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfPublicMethods numeric
@attribute CvsExpEntropy numeric
@attribute class {buggy,clean}

@data
0.001529,0,0,0,2.1402,0,0,0,0,0,0,0.060482,0,3,19,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.010398,0,19,2,0.007828,clean
0,0,0,0,1.45008,0,0,0,0,0,0,0.034425,0,2,10,0,2,1,0,0,0,0,1.01,0,1,0,0,0,0.003144,0.013377,0.002984,21,4,0.000188,clean
0,0,0,0,1.18716,0,0,0,0,0,0,0.048688,0,4,81,10,4,1,0,0,0,0,0,0,1,0,0,0,0,0.01201,0,24,2,0.041747,clean
0,0,0,0,3.57285,0,0,0,0,0,0,0.107049,0,3,44,1,3,1,0,1.01,0,0.002622,0,0,3,0,0,0.001152,0,0.011745,0,49,3,0.028769,clean
0,0,0,0,5.50819,0,0,0,0,0,0,0.271872,0,3,20,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0.010398,0,9,4,0.157142,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,2,173,0,1,2,0,0,0,0,0,0,40,0,0,0,0,0.010398,0,9,3,0,clean
0,0,0,0,1.54522,0,11,0,0,0,0,0.089145,0,8,238,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.011224,11,4,0.096226,clean
0,0,0,0,1.09884,0,0,0,0,0,0,0.029128,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0.038662,0,27,1,0.001572,clean
0.001793,0,0,0,4.67365,0,0,0,0,0,0,0.131351,0,3,21,0,1,4,0,0,0,0,0,0,2,0,0,0,0,0.00831,0.000778,9,4,0.01787,clean
0,0,0,0,1.35264,0,0,0,0,0,0,0.101164,0,1,877,6,2,0,0,0,0,0,0,0,18,0,0,0,0,0,0,35,1,0.099579,clean
0.002624,0,0,0,6.53022,0,21,0,0,0,0,0.225197,0,13,574,39,1,3,0,0,0,0.017349,3.03,0,19,0,0,0,0.025699,0.010398,0.022086,9,17,0.114191,clean
0.001066,0,0,0,1.64243,0,2,1,0,0,0,0.041874,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.010398,0,18,1,0.001163,clean
0.003198,0,0,0,4.2341,0,0,0,0,0,0,0.170244,0,3,17,1,3,11,0,0,0,0.001616,1.02,0,0,0,0,0,0.00273,0.024375,0.02121,16,2,0.106043,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,8,40,0,1,0,0,0,0,0.00031,1.02,0,0,0,0,0,0.000395,0.010398,0.000615,9,1,0,clean
0,0,0,0,0.938338,0,0,0,0,0,0,0.044092,0,1,71,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0.044749,buggy
0.002028,0,0,0,4.07967,0,0,0,0,0,0,0.099578,0,5,40,0,1,2,0,0,0,0,2.02,0,1,0,0,0,0.005046,0.010398,0,9,6,0.001457,clean
0,1.01,0.003137,0,4.52366,0.001468,1,0,0,0,0,0.12928,0,4,18,2,2,1,0,0,0,0.003155,2.03,0,0,0,1.02,0,0.004754,0.004949,0.002921,39,4,0.024729,clean
0.003198,2.02,0.006204,0.018975,26.0888,0.003908,10,2,0,0.002265,6.09,0.900412,0.027046,2,22,5,3,1,0.013868,1.01,5.07,0.002871,1.02,0,16,0,1.02,0.00165,0.003733,0.05882,0.002861,78,2,0.365193,buggy
0,0,0,0.001254,12.9419,0,0,0,0,0,1.01,0.330283,0,9,147,0,3,1,0,1.01,0,0.002871,2.02,0,8,0,0,0.00406,0.004457,0.013377,0.003963,17,7,0.02595,clean
0,0,0,0,1.43177,0,0,0,0,0,0,0.03126,0,5,28,0,1,0,0,0,0,0,3.03,0,0,0,0,0,0.02407,0.010398,0.019225,9,1,0.000009,clean
0,0,0.003231,0,2.35,0,0,0,0,0,0,0.074005,0,3,39,0,3,0,0,0,0,0.002933,0,0,0,0,1.01,0,0,0.01129,0.002984,22,7,0.025429,clean
0,1.01,0.001637,0,5.6765,0.00085,1,0,0,0,0,0.155688,0,7,40,2,2,1,0,0,0,0.001624,2.03,0,3,0,1.01,0,0.002416,0.004949,0.00391,39,6,0.014557,clean
0,0,0,0,3.28866,0,0,0,0,0,0,0.087698,0,3,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.004949,0,39,2,0.005271,clean
0,0,0,0,1.64243,0,1,0,0,0,0,0.041874,0.000796,6,23,2,1,1,0,0,2.02,0,0,0,0,0,0,0,0,0.022421,0,31,1,0.001163,clean
0.03915,0,0.029129,0,1.23854,0,8,0,0,0,0,0.145898,0,0,13,0,1,0,0,0,0,0.030266,0,0,0,0,1.01,0,0,0.010398,0.030608,9,4,0.106899,clean
0.04347,0,0.000691,0.002973,6.29405,0,0,5,0,0,2.02,0.289447,0,11,177,0,1,6,0.002658,0,0,0.006103,3.03,0,9,0,1.02,0,0.022943,0.009428,0.008123,19,9,0.131668,clean
0,2.02,0.00121,0,7.31651,0.00663,9,0,0,0,0,0.237557,0,0,38,0,1,1,0,0,0,0.016914,0,0,0,0,1.01,0,0,0.010398,0.005827,9,1,0.10427,buggy
0.003752,1.01,0,0,8.26464,0.000876,7,0,0,0,0,0.264742,0,5,132,0,2,2,0,0,0,0.007238,1.01,0,8,0,0,0,0.001077,0.010398,0.007943,24,4,0.113436,clean
0,0,0,0,1.03163,0,1,0,0,0,0,0.023183,0,3,57,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.041644,0,27,2,0.000022,clean
0,0,0,0,1.54522,0,10,0,0,0,0,0.089145,0,10,186,0,2,2,0,0,0,0.011247,0,0,0,0,0,0,0,0.004518,0.011224,15,2,0.096226,clean
0,0,0,0,0.792859,0,7,0,0,0,0,0.042456,0,2,42,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0.045793,clean
0.048609,0,0.003439,0.005911,11.0402,0,0,0,0,0.003693,2.03,0.371815,0,2,36,1,3,19,0,0,0,0.008382,2.03,0,3,0,2.05,0,0.006463,0.024375,0.028147,16,7,0.170339,clean
0,0,0,0,3.99248,0,0,0,0,0,0,0.096463,0,6,50,0,1,2,0,0,0,0.000971,3.04,0,4,0,0,0,0.007292,0.010398,0.001035,9,10,0.001373,clean
0,0,0,0,1.25985,0,0,0,0,0,0,0.101967,0,2,6,3,3,0,0,0,0,0.030266,0,0,0,0,0,0,0,0,0.030608,29,1,0.098009,buggy
0,0,0,0,3.87796,0,0,3,0,0,0,0.115313,0,0,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0.00831,0,18,5,0.025607,clean
0,0,0,0,2.76004,0,0,0,0,0,0,0.137482,0,3,10,3,4,0,0,0,0,0,1.01,0,1,0,0,0,0.020279,0.005149,0.019225,22,2,0.115025,clean
0,0,0,0,1.39276,0,0,0,0,0,0,0.032105,0.023233,4,27,2,3,2,0,0,1.02,0,0,0,1,0,0,0,0,0.038159,0,51,5,0.000073,clean
0,0,0,0,0.792859,0,2,0,0,0,0,0.042456,0,1,13,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0.045793,clean
0.00381,0,0,0,0.907447,0,0,0,0,0,0,0.034079,0,2,115,0,1,6,0,0,0,0,0,0,4,0,0,0,0,0,0,9,2,0.023931,clean
0.00973,0,0.000942,0,4.70913,0,0,1,0,0.000966,0,0.126392,0,1,63,0,1,28,0.001153,0,0,0.000971,0,0,3,0,1.01,0,0,0.010398,0.001035,18,9,0.015885,clean
0,0,0,0,1.35264,0,6,0,0,0,0,0.101164,0,2,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0.099579,clean
0.005266,0,0.002654,0,5.87959,0,0,0,0,0.002571,0,0.161808,0.000869,8,11,5,2,0,0,0,1.01,0,2.02,0,0,0,1.01,0,0.002383,0.010398,0.002623,15,0,0.030661,clean
0,0,0,0,1.35264,0,0,0,0,0,0,0.101164,0,1,753,6,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,35,1,0.099579,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,12,98,0,1,2,0,0,0,0,2.02,0,1,0,0,0,0.004043,0.010398,0,9,6,0,clean
0,0,0,0,3.28866,0,0,0,0,0,0,0.087698,0.001517,8,39,13,4,0,0,0,1.1,0.001624,2.05,0,0,0,0,0,0.006855,0.004949,0.001591,51,2,0.005271,clean
0.004074,0,0.002328,0.0018,8.72787,0,0,0,0,0.001928,2.04,0.280232,0.011783,3,129,9,2,0,0,0,2.02,0.015381,0,0,7,0,2.03,0,0,0.013302,0.004001,37,7,0.10439,clean
0.03915,0,0,0,0.792859,0,3,0,0,0,0,0.042456,0,3,37,0,2,0,0,0,0,0,1.01,0,0,0,0,0,0.03059,0,0.030608,14,6,0.045793,clean
0,0,0,0,10.2371,0,7,0,0,0,0,0.456687,0.007058,2,1040,38,1,1,0,0,2.02,0.039497,1.01,0,2,0,0,0,0.03059,0.010398,0.00948,9,5,0.266352,clean
0,0,0,0,1.64243,0,0,0,0,0,0,0.041874,0,0,72,0,1,0,0,0,0,0,1.01,0,0,0,0,0,0.001313,0.010398,0,9,2,0.001163,clean
0.009202,0,0,0,4.85274,0,0,0,0,0,0,0.208631,0,1,30,1,3,6,0,0,0,0.001148,2.02,0,2,0,0,0,0.02301,0.02032,0.020552,16,3,0.154835,buggy
0,1.01,0,0,1.15014,0.005861,1,2,0,0,0,0.067116,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.072263,clean
0.041556,0,0.029129,0,1.64243,0,0,3,0,0,0,0.041874,0,2,32,0,2,6,0.007198,0,0,0.030266,1.01,0,0,0,1.03,0,0.03059,0.039276,0.030608,31,10,0.001163,clean
0,0,0,0,1.35264,0,0,0,0,0,0,0.101164,0,1,265,6,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,35,1,0.099579,clean
0,0,0,0,3.2211,0,4,0,0,0,0,0.078161,0,3,44,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0.010398,0,9,0,0.001239,clean
0,0,0,0.001173,6.7985,0,0,1,0,0,1.07,0.168035,0,10,97,0,2,1,0.001521,0,0,0,3.04,0,0,0,0,0,0.005057,0.010398,0.001035,24,7,0.004518,clean
0,0,0,0,0.792859,0,0,1,0,0,0,0.042456,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.045793,clean
0.042065,0,0.000906,0.001197,3.23668,0,0,0,0,0,1.01,0.076141,0.023233,4,19,2,3,6,0,0,1.02,0.001224,1.02,0,1,0,1.01,0,0.001195,0.038159,0.001166,49,3,0.00095,clean
0,1.01,0.002879,0.003209,4.85875,0.002182,3,0,0,0,1.02,3.41697,0.006243,2,9,13,2,1,0,0,2.02,0.002842,0,0,2,0,1.01,0,0,0.011106,0.002903,35,3,0.21549,clean
0,0,0,0,1.23499,0,0,1,0,0,0,0.041582,0,8,55,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0.027761,0,64,7,0.019457,clean
0,0,0,0,4.40689,0,1,0,0,0,0,0.168217,0,8,26,0,3,1,0,0,0,0,3.03,0,0,0,0,0,0.02407,0.010398,0,12,2,0.10098,clean
0.001793,0,0,0,4.52366,0,0,0,0,0.001287,0,0.12928,0,12,204,0,1,2,0,0,0,0.005982,2.02,0,1,0,0,0,0.005496,0.00831,0.005613,9,3,0.024729,clean
0,0,0,0,3.41583,0,0,0,0,0,0,0.100314,0,3,22,3,4,0,0,0,0,0.003155,0,0,0,0,0,0,0,0.036071,0,64,4,0.02347,clean
0.03915,1.02,0.000344,0,3.03811,0.000658,4,0,0,0,0,0.193159,0,12,50,0,1,2,0,0,0,0.000446,0,0,0,0,1.03,0,0,0.00831,0.000654,9,7,0.109104,clean
0,0,0,0,1.35264,0,0,0,0,0,0,0.101164,0,1,1501,6,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,35,1,0.099579,clean
0.027318,0,0.02982,0,12.5926,0,0,4,0,0,0,0.334176,0,2,22,0,1,27,0.006744,0,0,0.03147,1.01,0,2,0,2.02,0,0.03059,0.010398,0.031709,18,13,0.035588,buggy
0,0,0,0,1.64243,0,0,0,0,0,0,0.041874,0.011783,0,3,9,2,1,0,0,2.02,0,0,0,0,0,0,0,0,0.010398,0,26,2,0.001163,clean
0,0,0,0,1.43177,0,0,0,0,0,0,0.03126,0,2,47,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.010398,0,9,0,0.000009,clean
0.00282,0,0,0,4.00726,0,3,0,0,0,0,0.283052,0,3,90,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0.041644,0.049832,27,2,0.220501,clean
0,0,0,0,1.35264,0,0,0,0,0,0,0.101164,0,1,540,6,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,35,1,0.099579,clean
0,0,0,0,1.38982,0,0,1,0,0,0,0.060151,0,5,63,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,16,8,0.053536,clean
0.04646,0,0.034572,0,4.73438,0,0,3,0,0,0,0.251368,0,4,31,0,1,15,0,0,0,0.048313,1.01,0,0,0,4.06,0,0.011413,0,0.05241,12,12,0.231857,clean
0,0,0,0,2.67407,0,0,0,0,0,0,0.065057,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.041644,0,27,1,0.001185,clean
0,0,0,0,1.03163,0,8,0,0,0,0,0.023183,0,0,9,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.010398,0,9,3,0.000022,clean
0,0,0,0,0.792859,0,4,0,0,0,0,0.042456,0,2,32,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0.045793,clean
0,0,0,0.001386,1.97962,0,0,0,0,0.001428,1.02,0.043934,0,2,216,1,3,2,0,0,0,0.013993,2.02,0,2,0,0,0,0.00339,0.024375,0.003798,16,3,0.000026,clean
0.009908,0,0.000938,0,18.28,0,0,1,0,0,0,0.611578,0,5,189,0,1,3,0,0,0,0.004742,2.02,0,0,0,1.01,0,0.004914,0.010398,0.002232,9,19,0.197629,clean
0,0,0,0,3.28866,0,0,0,0,0,0,0.087698,0,0,18,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.037859,0,55,6,0.005271,clean
0,0,0,0,2.58836,0,0,1,0,0,0,0.068962,0,2,10,2,2,0,0.002203,0,0,0,0,0,0,0,0,0,0,0.004949,0,39,2,0.004111,clean
0,0,0,0,6.47189,0,0,0,0,0,0,0.292414,0,26,319,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0.010398,0.001591,12,4,0.131498,clean
0,1.01,0.003283,0.001713,5.94911,0,3,2,0,0.001585,1.01,0.194325,0,6,258,0,2,1,0,1.01,0,0.012595,0,0,4,0,2.03,0.002169,0,0.007363,0.011791,15,14,0.079638,clean
0,0,0,0,2.42975,0,1,0,0,0,0,0.060687,0,4,19,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.010398,0,12,2,0.001622,clean
0.046358,0,0.004774,0.002748,5.70339,0,0,20,0,0,1.01,0.163469,0,6,93,0,1,37,0.038603,0,0,0.004779,1.01,0,5,0,2.03,0,0.001763,0.00831,0.004512,18,15,0.030313,clean
0.005862,1.01,0.001848,0.002997,5.55317,0.000914,1,0,0,0,2.02,0.254036,0,1,46,0,1,1,0,0,0,0.002848,0,0,2,0,2.03,0,0,0.010398,0.003791,18,4,0.110622,clean
0,0,0,0,1.23854,0,0,0,0,0,0,0.145898,0,5,16,12,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,36,1,0.106899,clean
0.040127,0,0.000658,0.000743,4.90018,0,0,1,0,0.000848,1.07,0.132328,0.003055,4,18,11,2,1,0.033675,1.01,3.11,0.001888,2.03,0,1,0,1.06,0,0.001978,0.01144,0.001726,33,2,0.009918,clean
0,0,0,0,0.60098,0,0,0,0,0,0,0.021936,0,2,9,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,50,3,0.014134,clean
0,0,0,0,3.66829,0,1,0,0,0,0,0.206585,0,2,14,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.010398,0,11,4,0.108521,clean
0.003513,0,0.001558,0.001056,9.10209,0,0,1,0,0.000589,1.04,0.256815,0.000769,2,68,0,2,3,0,1.01,1.01,0.004027,1.01,0,7,0,2.03,0.001152,0.003733,0.014727,0.001983,42,6,0.045721,clean
0,0,0,0,1.25985,0,0,0,0,0,0,0.101967,0,7,66,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,9,2,0.098009,clean
0,0,0,0,1.03163,0,7,0,0,0,0,0.023183,0,3,604,26,1,1,0,0,0,0,0,0,2,0,0,0,0,0.010398,0,9,5,0.000022,clean
0,0,0.00263,0.00311,4.10964,0,0,0,0,0.002265,1.02,0.129112,0,4,98,0,1,1,0,0,0,0.002871,1.03,0,4,0,1.03,0,0.003733,0.003391,0.002861,0,6,0.04246,buggy
0,0,0,0,1.35264,0,0,0,0,0,0,0.101164,0,1,919,6,2,0,0,0,0,0,0,0,14,0,0,0,0,0,0,35,1,0.099579,clean
0,0,0,0,5.96744,0,0,0,0,0,0,0.164804,0,2,24,0,4,2,0,0,0,0,0,0,2,0,0,0,0,0.011467,0,50,4,0.050325,buggy
0,0,0,0,2.67407,0,0,0,0,0,0,0.065057,0,9,63,1,3,1,0,0,0,0,0,0,5,0,0,0,0,0.010398,0,44,4,0.001185,clean
0,0,0,0,4.42816,0,0,0,0,0,0,0.290466,0,2,40,1,3,0,0,0,0,0,1.01,0,2,0,0,0,0.00273,0.02032,0.019225,16,3,0.212731,clean
0,0,0,0,0.792859,0,1,1,0,0,0,0.042456,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.045793,clean
0.042959,1.02,0,0.003209,6.78032,0,0,1,0,0,1.01,0.323633,0,3,32,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0.010398,0.002903,11,3,0.173886,clean
0,0,0,0,0,0,3,0,0,0,0,0,0,0,19,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.010398,0,9,1,0,clean
0.011267,1.01,0,0,1.54522,0.005861,7,0,0,0,0,0.089145,0,5,96,0,2,2,0,0,0,0.011247,0,0,0,0,0,0,0,0.004518,0.011224,15,3,0.096226,clean
0.001334,0,0,0,4.88853,0,1,0,0,0,0,0.242608,0,0,9,0,2,2,0,1.01,0,0,0,0,0,0,0,0.000639,0,0.011007,0,19,2,0.113451,clean
0,0,0,0,5.27155,0,0,0,0,0,0,0.248653,0,3,83,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.008406,0,24,7,0.110674,clean
0.066879,0,0.001757,0.001386,7.3729,0,0,33,0,0,1.01,0.194196,0,0,12,0,1,50,0.052751,0,0,0.002528,0,0,1,0,1.01,0,0,0.010398,0.002974,9,4,0.025456,buggy
0,0,0,0,1.64243,0,1,0,0,0,0,0.041874,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.010398,0,9,0,0.001163,clean
0.003395,0,0,0,5.15836,0,0,0,0,0,0,0.158272,0,2,20,0,2,10,0,0,0,0,0,0,1,0,0,0,0,0.010398,0,29,4,0.060389,clean
0,0,0,0,1.26735,0,0,0,0,0,0,0.053919,0,1,11,1,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,22,1,0.049062,clean
0.018718,0,0.010368,0.008256,10.68,0,0,0,0,0,3.03,0.39539,0,6,48,0,2,6,0,0,0,0.010374,2.04,0,4,0,4.07,0,0.005716,0.010398,0.010958,15,9,0.15959,clean
0.007501,0,0.000942,0,8.8814,0,0,0,0,0,0,0.329159,0,5,22,0,2,8,0,0,0,0.000971,0,0,0,0,1.01,0,0,0.010398,0.001035,39,5,0.108845,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,2,0,0,0,0,0,2.02,0,2,0,0,0,0.005716,0.010398,0,15,2,0,clean
0.023879,0,0,0,2.69376,0,0,1,0,0,0,0.082589,0,1,10,0,2,6,0.002632,1.01,0,0,0,0,0,0,0,0.002169,0,0.005149,0,11,3,0.022065,clean
0,0,0,0,3.85212,0,15,0,0,0,0,0.205541,0,0,7,0,1,6,0,0,0,0,0,0,4,0,0,0,0,0.010398,0,9,1,0.107064,clean
0.001793,0,0.001637,0.0018,5.56724,0,0,0,0,0,1.03,0.151014,0,6,70,0,1,2,0,0,0,0.001624,1.01,0,3,0,1.04,0,0.001763,0.00831,0.004677,9,5,0.012428,clean
0,0,0,0,3.28866,0,0,2,0,0,0,0.087698,0.001517,7,45,12,3,1,0,0,1.1,0.001624,3.06,0,0,0,0,0,0.010588,0.004949,0.001591,46,4,0.005271,clean
0,0,0,0,2.99922,0,0,0,0,0,0,0.084846,0,4,312,0,1,1,0,0,0,0.002871,3.03,0,8,0,0,0,0.007776,0.010398,0.002861,9,8,0.015471,clean
0,0,0.000938,0.013591,0,0,0,0,0,0,1.01,0,0,4,29,1,3,2,0,0,0,0.01539,2.02,0,2,0,1.01,0,0.02301,0.024375,0.020214,16,4,0,clean
0,0,0,0,1.18716,0,0,0,0,0,0,0.048688,0,2,36,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0.01201,0,24,1,0.041747,clean
0.001933,0,0,0.001056,3.67974,0,0,0,0,0,1.01,0.097067,0,9,85,0,3,0,0,1.01,0,0.000892,1.01,0,10,0,0,0.00406,0.003144,0.013377,0,17,6,0.005261,clean
0,0,0.001637,0,3.28866,0,0,0,0,0,0,0.087698,0.001517,0,6,3,4,0,0,1.01,1.01,0.001624,1.02,0,0,0,1.04,0.000816,0.001763,0.037859,0.001591,64,2,0.005271,clean
0.001304,0,0.001156,0,4.12294,0,1,0,0,0,0,0.218393,0,2,14,0,1,4,0,0,0,0.001098,0,0,0,0,1.01,0,0,0.010398,0.001055,10,4,0.108978,clean
0,0,0,0,4.2341,0,0,0,0,0,0,0.170244,0,3,14,1,3,0,0,0,0,0,1.01,0,1,0,0,0,0.00273,0.024375,0.02121,16,2,0.106043,clean
0,0,0,0,5.27595,0,0,0,0,0,0,0.134671,0.010885,0,5,3,3,0,0,0,2.02,0.031396,1.03,0,1,0,0,0,0.000659,0.027347,0.031386,29,1,0.007131,buggy
0.003198,0,0,0.003054,5.5234,0,2,3,0,0.012197,2.04,0.185197,0,5,128,0,1,3,0.00242,0,0,0.014096,1.02,0,7,0,0,0,0.001059,0.010398,0.013987,16,6,0.08179,clean
0.03915,0,0.029129,0,9.97613,0,0,0,0,0,0,0.236497,0.023233,7,25,2,3,6,0,1.01,1.02,0.030266,1.03,0,1,0,1.02,0.01117,0.03059,0.038159,0.030608,49,4,0.00393,clean
0,0,0,0,1.23854,0,0,0,0,0,0,0.145898,0,3,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2,0.106899,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0.010398,0,9,3,0,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,3,171,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0.010398,0,9,1,0,clean
0,0,0,0,2.55041,0,0,0,0,0,0,0.174739,0,15,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.010398,0,9,2,0.10691,clean
0,0,0,0,1.17486,0,0,0,0,0,0,0.033753,0,3,13,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0.00831,0,9,2,0.005051,clean
0.06226,1.01,0.005406,0.000387,23.8003,0.000452,0,1,0,0,1.01,0.761933,0,8,149,0,2,30,0,0,0,0.007808,2.02,0,4,0,4.07,0,0.002371,0.010398,0.006057,39,20,0.242231,clean
0.040177,0,0,0,2.94415,0,0,5,0,0,0,0.072676,0,1,38,0,2,8,0.033026,0,0,0,0,0,2,0,0,0,0,0.010398,0,15,6,0.001317,clean
0,0,0,0,0.60098,0,3,0,0,0,0,0.021936,0,1,22,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.00831,0,29,2,0.014134,clean
0,0,0,0,2.49732,0,0,0,0,0,0,0.173442,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.010398,0,10,2,0.106908,clean
0,0,0,0,1.35264,0,0,0,0,0,0,0.101164,0,1,2864,6,2,0,0,0,0,0,0,0,34,0,0,0,0,0,0,35,1,0.099579,clean
0,0,0,0,2.67407,0,0,0,0,0,0,0.065057,0,1,13,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0.010398,0,9,2,0.001185,clean
0,0,0,0,3.38172,0,0,3,0,0,0,0.108803,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.005149,0,9,0,0.040816,clean
0.002141,0,0.002879,0.003209,9.12701,0,0,0,0,0,1.01,0.32498,0,7,147,0,1,4,0,0,0,0.002842,2.02,0,6,0,1.01,0,0.004299,0.010398,0.005824,9,4,0.144619,clean
0,0,0,0,0.792859,0,0,1,0,0,0,0.042456,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.045793,clean
0.001284,0,0.001637,0.0018,3.28866,0,0,0,0,0.001287,1.01,0.087698,0,1,23,0,1,10,0,0,0,0.001624,1.07,0,3,0,1.05,0,0.001763,0.00831,0.001591,9,5,0.005271,clean
