@relation 'columba-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.Remove-R2'

@attribute ns numeric
@attribute entropy numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute npt numeric
@attribute rexp numeric
@attribute bug {1,0}

@data
1,0.542231,0.326984,45,0,5,127,0.714286,1113.666667,1
1,0,0.473684,19,0,3,1,1,1105.666667,0
1,0,0.037037,27,0,3,44,1,4313.5,0
1,0,0.037037,27,0,3,39,1,4261,0
1,0,0.037037,27,0,3,2,1,292.5,0
1,0,0.103448,29,0,2,0,1,179,1
1,0,0.034483,29,0,2,11,1,4790,0
1,0,0.032258,31,0,2,9,1,4690,0
1,0,0.032258,31,0,2,0,1,4531,0
1,0,0.032258,31,0,2,5,1,4530,0
1,0.937362,0.033935,96.157895,0,3,146,0.526316,4375,1
1,0,0.103448,29,0,2,9,1,3387,0
1,0,0.037037,27,0,3,9,1,564,0
1,0,0.037037,27,0,3,70,1,4330.5,0
1,0,0.037037,27,0,3,41,1,4260,0
1,0,0,54,0,1,0,1,5474.333333,0
1,0,0,0,0,2,5,1,1347.5,0
1,0,0,20,0,1,0,1,717.5,0
1,0,0,0,0,4,67,1,696.633333,0
1,0.995761,0.014245,234,0,4,66,0.666667,237,0
1,0,0,20.5,0,1,0,0.1,4067.5,0
1,0,0,13,0,1,0,1,692.633333,0
1,0,0,53,0,1,71,1,5194.833333,0
1,0,0.1,50,1,1,2,1,5274,0
1,0.291818,0.205607,53.5,1,1,21,1,5275.166667,1
1,0,0.098361,61,1,2,44,1,5233.75,0
1,0,0,61,0,1,1,1,5286.833333,1
1,0,0.230769,13,1,1,21,1,5323.083333,0
1,0,0.117647,17,0,2,0,1,3,0
1,0,0.294118,17,1,2,22,1,2,0
1,0,0,8.25,1,1,0,0.25,5296.75,1
1,0,0.03352,179,0,6,60,1,6255.133333,0
1,0.990225,0.049327,111.5,1,6,15,1,5283.666667,0
1,0,0.02,150,0,6,16,1,1292.416667,0
1,0.237869,0.805687,105.5,1,5,17,1,5980.5,1
1,0,2.836364,165,0,5,11,1,1,1
1,0.453716,0.012821,156,1,4,10,1,4575.5,0
1,0.701028,0.247444,69.857143,1,4,94,0.857143,4564.5,0
1,0.454683,0.092593,108,1,5,124,0.666667,4392.5,1
1,0.948579,1.962441,26.625,0,4,475,0.875,4198,0
1,0,0,52,1,4,1,1,4528,0
1,0,0.346939,49,0,4,0,1,98,0
1,0,0,45,0,3,1,1,3635,0
1,0.74651,0.215488,37.125,0,3,248,0.25,390,1
1,0.997932,0.021368,23.4,0,2,55,0.4,38,0
1,0.650803,0.050909,165,0,2,35,0.6,2686,0
1,0,0,56,1,2,9,1,4577.5,0
1,0,0,48,0,1,0,0.25,5418.333333,0
1,0,0,139,0,1,161,1,4504.828571,0
1,0.857642,0.014184,188,0,3,68,0.666667,5792.4,0
1,0,0.377953,127,0,1,0,1,4538.566667,1
2,0.825872,0.077982,54.5,0,2,978,1,4472.388095,1
1,0,1.0625,64,0,1,8,1,4572.05,1
1,0,0,11,0,1,0,1,4580.05,0
1,0,0,40,0,1,0,1,5408.333333,1
1,0,0,56.9,1,1,0,0.1,4368,1
1,0,0,0,0,1,141,1,4207.5,0
1,0,0,24,1,1,0,1,3747,0
1,0.782612,0.209046,102.25,0,5,124,0.75,4130,1
1,0.970951,0.023529,42.5,1,4,2,0.5,4202,0
1,0,0,34,0,1,0,1,4400,1
1,0,0,0,0,1,0,1,46,0
2,0.999857,0.081633,24.5,0,1,0,0.5,86,0
1,0,0.037037,27,0,3,137,1,4166.5,0
1,0,0,30,0,1,0,1,4418,1
1,0,0,4.5,0,1,0,0.5,1707.5,0
1,0,0.52381,42,0,4,8,1,1716.5,0
1,0,0.195122,41,1,2,25,1,216,1
1,0,0.027027,37,1,2,0,1,4571,1
1,0,0.333333,36,0,2,68,1,4538,1
1,0.915377,0.116622,49.733333,0,5,1528,0.866667,4418,0
1,0.679158,0.679104,44.666667,0,4,186,1,4184.5,0
1,0,0,7,0,1,0,1,4165.5,0
1,0,0,10,0,1,0,1,3639,0
1,0.859214,2.451613,31,0,6,480,1,6260.133333,0
1,0,0,6,1,1,0,1,5290.5,0
1,0.558361,0.03442,78.857143,1,9,236,0.857143,5905,0
1,0,0.006173,162,1,6,37,1,5261.583333,0
1,0,0.198758,161,0,6,25,1,1280.916667,0
1,0.969022,0.014679,109,0,8,162,0.8,9,0
1,0,0.0125,160,1,5,28,1,5732.333333,0
1,0,0.54375,160,0,5,0,1,6181.833333,0
1,0.921116,0.125227,78.714286,1,4,142,0.571429,4387.5,1
1,0.299921,0.33887,100.333333,0,5,3,0.333333,4165.5,1
1,0,0,99,1,4,25,1,4264.5,0
1,0,0.010204,98,1,4,4,1,599,0
1,0,0.072917,96,1,4,28,1,214,1
1,0,0.32967,91,1,4,0,1,99,0
1,0.633249,0.41573,89,0,3,15,0.666667,3639,1
1,0,0.018182,55,1,2,0,1,2706,0
1,0.692722,0.120253,105.333333,0,1,5,1,4541.566667,0
1,0.599412,0.53539,78.714286,0,9,51,0.714286,4580.05,0
1,0,0,46.375,0,1,0,0.125,4438.016667,1
1,0,0.885714,35,0,2,58,1,1695.5,0
1,0,0,31.75,0,1,0,0.25,4130,1
1,0,0,9.333333,0,1,0,0.333333,94,1
1,0,0,140,0,1,0,1,4581.05,0
1,0,0.02,50,0,2,3,1,708.133333,0
1,0.695824,0.235099,60.4,0,6,443,1,6465.833333,0
1,0,0,49,0,1,0,1,5815.55,1
1,0,0,10.428571,0,1,0,0.142857,4451.016667,1
1,0,0,0,0,2,2186,1,4451.016667,0
1,0.269828,0.755814,43,1,2,28,1,90.983333,1
1,0,0,4.5,0,1,0,0.5,4702.216667,0
1,0,0.12,25,1,1,89,1,5341.166667,0
1,0,0,19.428571,0,1,0,0.142857,6163.833333,1
1,0,0.135593,59,0,2,25,1,163.333333,0
1,0,0,0,0,1,0,1,46,0
1,0.606111,0,29,0,1,0,0.5,46,0
2,0,0,14.5,0,1,0,0.166667,4572.388095,0
1,0,0,24.714286,0,1,0,0.142857,4474.016667,1
1,0,0,28,1,1,202,1,5223.916667,0
1,0.413817,0.026239,171.5,0,3,1,1,14,0
1,0,0,98,0,1,0,1,8,0
1,0,0.011429,175,1,2,129,1,20,0
1,0.769157,0.095137,157.666667,0,3,123,1,11,0
1,0,0.154321,162,0,2,184,1,657.166667,0
1,0,0,156,1,1,0,1,5236.916667,0
1,0,0.006452,155,1,1,0,1,5235.916667,0
1,0,0.007042,142,1,1,8,1,5277,0
1,0,0,141,1,1,0,1,5293.5,1
1,0,0.064748,139,0,1,1,1,5284.5,1
1,0.980136,0.099678,155.5,0,1,0,1,5289,0
1,0,0.010204,98,0,1,0,1,5287,0
1,0,0,120,0,1,0,0.5,5520.333333,0
1,0,0,8,0,1,0,1,2689,0
1,0.813281,0.898322,72.357143,0,2,1851,0.5,131.5,1
1,0,0.454545,44,0,2,2,1,164.333333,0
1,0,0.033557,149,0,2,1,1,159.333333,0
1,0,0.166667,6,0,1,14,1,2689,0
1,0.51186,0.031532,74,1,8,222,0.666667,5500.65,0
1,0.998533,0.396254,43.375,1,2,368,0.125,149.333333,0
1,0.889967,0.094488,42.333333,0,1,3,0.333333,168.333333,0
1,0,0,32,0,1,0,0.333333,154.333333,0
1,0,0,76,0,1,0,1,114.5,0
1,0,1.166667,72,0,1,45,1,114.5,0
1,0,0.014493,69,0,1,81,1,111.333333,0
1,0.599192,0.130769,65,0,2,4,0.5,158.333333,0
1,0,0,38,0,1,0,1,168.333333,0
1,0.428811,0.187845,90.5,0,2,0,0.5,154.333333,0
1,0,0,40.5,0,1,0,0.5,5920.8,1
1,0,0,23,0,1,0,0.5,5865.4,0
1,0,0,26,0,1,0,1,5676.333333,0
1,0,0,20,0,1,0,0.5,5723.533333,0
1,0,0,4,1,1,0,1,1362.5,0
1,0.629249,0.019608,76.5,0,4,34,1,748.433333,0
1,0,0.108696,46,0,3,246,1,713.5,0
1,0,0,55.333333,0,1,0,0.333333,1133.333333,1
1,0.785522,0.685934,43.25,0,8,4464,0.5,4521.016667,0
1,0.929943,0.049296,71,0,1,0,0.5,1148.333333,1
1,0,0,39,0,1,2,1,1148,1
1,0,0,16,1,1,0,1,6431.883333,0
1,0.082837,0.715385,65,0,5,90,1,6113,0
1,0,0.160494,81,0,4,0,1,5651.5,0
1,0,0.065217,92,1,4,0,1,5649.5,0
1,0,0.225352,71,0,4,1,1,1151,0
1,0,0.981481,54,1,4,0,1,1150.5,1
1,0.299104,0.224852,56.333333,0,5,12,1,1149.5,1
1,0.643936,0.987288,59,0,4,1,1,1120.666667,0
1,0,0.047619,42,1,4,1,1,1106.666667,0
1,0,0.081395,86,0,4,20,1,5800.5,0
1,0.991076,0,31.5,0,2,0,1,4241.5,0
1,0,0.181818,33,0,2,9,1,4818,0
1,0.754691,2.597222,36,0,2,126,1,4782,0
1,0,0.419355,62,0,2,1,1,6421.966667,0
1,0,0.051724,116,1,1,28,1,1570.833333,0
1,0,0,62.5,0,1,0,0.5,1691.5,1
1,0,0,16,0,1,0,1,765.416667,0
1,0,0,41,0,1,0,1,707.816667,0
1,0,0,0,0,1,0,1,591.5,0
1,0,0.005263,190,0,2,0,1,4379,0
1,0,0.005376,186,1,2,3,1,4846,0
1,0.602009,0.039114,271,0,2,51,1,2766,0
1,0,0.005263,190,0,2,18,1,4378,0
1,0,0.005376,186,1,2,5,1,4844,0
1,0,0,0,0,2,84,1,23,0
1,0,0.117647,34,1,2,132,1,291.5,0
1,0,0.0125,160,0,4,68,1,6026.166667,0
1,0,0.090909,165,1,3,1,1,1328,1
1,0,0.220126,159,0,3,2,1,1145.333333,0
1,0,0.004808,208,0,3,0,1,436.5,0
1,0,0.028846,208,0,3,3,1,435.5,0
1,0,0.004831,207,1,3,29,1,4112,0
1,0.483911,0.111111,121.5,1,4,60,1,4228.5,0
1,0,0.103825,183,0,3,17,1,257.5,1
1,0.99403,0.068966,188.5,1,3,0,0.5,259,0
1,0.932026,0.48285,189.5,0,3,14,1,4829,1
1,0,0.218045,133,0,3,2,1,221,0
1,0,0.007813,128,1,3,0,1,215,0
1,0,0,128,1,3,0,1,212,1
1,0,0,122,0,3,0,1,208,0
1,0,0.041322,121,0,3,2,1,203,0
1,0,0.125,72,0,3,0,1,184,0
1,0,0.053333,75,1,3,0,1,183,0
1,0,0,74,1,3,0,1,182,0
1,0,4.90411,73,0,3,11,1,181,1
1,0,0.016779,298,1,2,1,1,4,0
1,0,0.058632,307,1,1,53,1,4191,1
1,0.420486,0.164609,121.5,1,4,93,1,4230.5,0
1,0,3,13,1,1,93,1,5569.333333,0
1,0.874618,0.81383,62.666667,0,2,250,1,609.5,0
1,0,0.066667,15,0,3,0,1,727.416667,0
1,0,0.066667,15,1,3,1,1,726.416667,0
1,0,3.071429,14,1,3,228,1,715.416667,0
1,0,0.030769,130,1,1,3,1,44,0
1,0,0,71,1,1,0,0.5,35,1
1,0,0,23,0,1,0,1,182,0
1,0,0,29,0,3,377,1,763.533333,0
1,0.771052,0.822785,26.333333,1,2,193,0.666667,4289,0
1,0,0.5625,32,0,2,88,1,155,0
1,0,0,24,1,1,0,1,226,0
1,0,0,56,0,1,0,1,5794.85,0
1,0,0.92,25,1,3,83,1,97,1
1,0,0,0,0,1,0,1,609.5,0
1,0,0,96,0,1,34,1,2823,0
1,0.043852,1.893428,70.375,0,6,184,0.875,4433.5,0
1,0,0.393443,61,1,2,84,1,4207.5,1
1,0,0.172414,58,1,2,79,1,1,1
1,0,0.1,20,1,2,41,1,849.75,0
1,0,0,20,0,1,0,1,5586.333333,1
1,0.918296,0.076923,13,1,2,2,1,318.5,0
1,0,0,18,1,1,0,1,4555.5,1
1,0,0.071749,223,1,5,1,1,17,0
1,0,0.004587,218,0,5,47,1,15,0
1,0.43947,0.356295,140.333333,0,4,86,1,73,0
1,0.828871,0.011094,157.75,1,3,4,1,3592,1
1,0.99403,0.002575,582.5,0,2,0,1,486,0
1,0,0.342391,184,0,7,23,1,45,0
1,0,0.118421,152,1,6,118,1,4560.5,0
1,0,0.006289,159,0,3,0,1,244,1
1,0,0.259494,158,0,3,47,1,243,0
1,0,0.037736,159,1,3,0,1,41,0
1,0.99403,0.036585,82,0,3,1,1,40,1
1,0,0.084967,153,0,2,8,1,5,1
1,0,0.099379,161,1,4,13,1,562.5,0
1,0,0,0,1,3,118,1,4556.5,0
1,0.69897,0.016447,30.4,0,7,97,0.4,777.416667,0
1,0.785533,0.150327,36,1,6,834,0.764706,6084.166667,1
1,0.935785,0.015385,56.875,0,3,219,0.75,3818,0
1,1,0.023392,85.5,1,3,0,0.5,6392.333333,1
1,0.38206,0.706128,89.75,1,7,202,0.625,5773,1
1,0.590096,0.19708,78.285714,0,5,0,0.142857,887,0
1,0.691848,0.618847,118.5,0,6,169,0.666667,742.5,0
1,0,0,56,0,1,2,1,29,0
1,0,0,33,0,1,0,1,20,0
1,0,0,14,1,1,0,1,4577.5,0
1,0.918556,0.100629,53,1,2,14,1,877,1
1,0,0,48,0,1,0,0.333333,838,1
1,0,0,48,0,1,0,0.25,712.833333,1
1,0,0,15.333333,0,1,0,0.333333,6173.833333,1
1,0.497244,0.367089,26.333333,1,3,36,0.666667,5695.916667,1
1,0.408828,0.240143,55.8,0,3,363,1,586.5,0
1,0,0,9,0,1,0,1,705.816667,0
1,0,0,0,0,1,0,1,588.5,0
1,0,0.188406,69,1,3,54,1,216.666667,0
1,0.360275,0.560811,74,0,2,250,1,615.5,0
1,0,0,43,1,1,0,1,711.8,0
1,0,0,30,0,1,0,1,1327,0
1,0,0,41,1,1,0,1,227,0
1,0,0,27,1,1,0,1,97,1
1,0,0,15.666667,1,1,0,0.333333,4560.5,1
1,0,0,30,1,1,0,1,6085.166667,0
1,0,0,95,0,1,1,1,18,0
1,0,0,52,0,1,0,1,16,0
1,0,0,0,0,2,38,1,469.5,0
1,0,0,39,0,1,0,1,494,0
1,0,0,33,0,1,0,1,46,0
1,0,0.762887,97,0,3,21,1,1770,0
1,0,0.166667,18,1,2,9,1,1,0
1,0,0,56.193548,0,1,0,0.032258,357,1
1,0.783497,0.004902,51,0,3,57,0.25,9,0
1,0,0,125,0,1,0,1,671,0
1,0,0.025641,39,1,1,10,1,981,0
1,0,0.025641,195,1,2,0,1,18,0
1,0,0,0,0,1,0,1,1468,0
1,0,0,0,0,1,0,1,1468,0
1,0,0,0,0,1,0,1,1468,0
1,0,0,0,0,1,0,1,1468,0
1,0.705035,6.162162,37,0,1,20,1,1631,0
1,0.547972,0.827731,119,0,2,99,0.75,1854,0
1,0,0,86.125,0,1,0,0.125,587,1
1,0,0,114.333333,0,1,0,0.333333,591,1
1,0,0,132.555556,0,1,0,0.111111,629,1
1,0,0,112.5,0,1,0,0.25,535,1
1,0,0.016,250,0,1,1,1,827,0
1,0,0.91129,248,1,1,1,1,799,0
1,0,0,101.3,0,1,0,0.1,535,1
1,0,0,74,0,1,0,1,646,1
1,0.092489,0.070423,4.733333,0,1,45,0.111111,771,1
1,0,0,72.714286,0,1,0,0.071429,165,1
1,0,0,63.590909,0,1,0,0.045455,310,1
1,0,0,12.46875,0,1,0,0.03125,771,1
1,0,0.005405,185,0,1,0,1,1008,0
1,0,0,91,0,1,0,1,310,0
1,0,0,81.666667,1,1,0,0.333333,813,0
1,0.497816,0.120301,133,0,2,20,1,909,1
1,0,0.03125,32,0,1,0,1,899,0
1,0,0,90,0,1,0,1,1010,0
1,0.139233,0.017857,28,0,1,0,0.5,773,0
1,0,0.005405,6.37931,0,1,876,0.206897,2192,1
1,0.558857,0.227941,86.545455,1,1,5,0.636364,813,1
1,0,0,68.896552,0,1,0,0.034483,150,1
1,0.991892,0.127193,76,0,1,3,0.333333,898,1
1,0,0,10,1,1,0,1,895,0
1,0,0.552239,67,0,1,14,1,1010,0
1,0.949196,0.022272,112.25,0,1,21,1,980,0
1,0,0,13,0,1,0,1,948,0
1,0,0,74.727273,0,1,0,0.090909,75,1
1,0,0,47,0,1,0,0.333333,840,1
1,0,0,97.142857,0,1,0,0.142857,574,1
1,0.904589,0.030303,88,0,1,27,0.666667,1007,0
1,0,0,19,0,1,0,0.25,4,1
1,0,0,43.25,0,1,0,0.083333,216,1
1,0,0,0,0,1,0,1,1654,0
1,0,0,0,0,1,0,1,1654,0
1,0,0,0,0,1,0,1,1631,0
1,0,0,0,0,1,0,1,1692,0
1,0,0,0,0,1,0,1,1631,0
1,0,0,0,0,1,0,1,1631,0
1,0,0,0,0,1,0,1,1631,0
1,0,0,0,0,1,0,1,1631,0
1,0,0,48,1,1,0,1,1659,0
1,0,0,56.25,0,1,0,0.0625,261,1
1,0.634409,0.003699,61.649123,0,4,839,0.175439,2479,1
1,0.970951,0.013699,73,1,2,5,1,17,0
1,0,0.125,16,0,2,9,1,10,0
1,0,0,56.26087,0,1,0,0.043478,240,1
1,0,0.235294,17,0,2,4,1,1003,0
1,0.926388,0.189873,19.75,0,2,36,0.5,15,0
1,0,0.225,40,0,2,9,1,11,0
1,0.643825,0.088968,93.666667,0,3,21,0.666667,3,1
1,0,0,60,0,1,0,0.2,599,1
1,0,0.023077,130,1,2,1,1,993,0
1,0,0,23,0,1,0,1,5729.533333,0
1,0,0,21,0,1,0,1,6137.766667,0
1,0,0,5,0,1,0,1,6176.116667,0
1,0,0,6.8,0,1,0,0.2,5761.533333,0
1,0,0,16.909091,0,1,0,0.090909,5637.533333,1
1,0,0,4,0,1,0,1,807.019048,0
1,0,0,6,0,1,0,1,829.2,0
1,0,0,27,0,1,0,1,6145.766667,0
1,0,0.020408,49,0,2,2,1,824.3,0
1,0,0,6.5,0,1,0,0.5,6122.116667,0
1,0,0,9,0,1,0,1,6190.116667,0
1,0.222945,0.067873,73.666667,0,7,53,0.666667,6317.033333,0
1,0,0,4,0,1,0,1,6198.116667,0
1,0.31265,0.086957,7.666667,0,9,328,0.666667,6295.033333,0
1,0.771397,0.138441,64.695652,0,11,900,0.565217,5807.433333,1
1,0.380492,0.119454,48.833333,0,7,9,1,6332.033333,0
1,0,0,6.4,0,1,0,0.2,6035.116667,0
1,0.854381,0.164498,97.818182,0,13,2701,0.636364,5604.016667,0
1,0.970951,0.030675,81.5,1,7,183,1,4542.25,0
1,0,0,16,0,1,0,1,6230.116667,0
1,0,0,15,0,1,0,1,6238.616667,1
1,0,0,16,0,1,0,0.5,6187.116667,0
1,0,0,5,0,1,0,1,5771.533333,0
1,0,0,6,0,1,0,1,6219.116667,0
1,0,0,12.333333,0,1,0,0.333333,6117.116667,0
1,0.722261,0.160828,69.777778,0,5,1173,1,829.2,0
1,0,0,38.444444,0,1,0,0.111111,848.866667,1
1,0,0,37,0,1,0,0.5,5211.797619,0
1,0,0.294118,17,0,1,157,1,4512.5,0
1,0,0,118.25,0,1,0,0.25,216,1
1,0,0.117647,17,0,1,24,1,1786,0
1,0,0,23,0,2,76,1,949,1
1,0.279824,0.432836,89.333333,1,4,28,1,4320.5,0
1,0.538383,0.145329,144.5,1,4,254,1,4596.5,1
1,0,0,22,1,1,0,1,3383,1
1,0,0,0,0,3,52,0.5,5945.766667,0
1,0,0,70,0,2,32,1,4397.5,0
1,1,0.005848,171,1,1,45,1,1824,0
1,0.62905,0.180412,38.8,1,3,60,1,1626,1
1,0,0,18,0,1,0,1,3658,0
1,0.715317,0.018782,110.285714,0,8,316,0.642857,714.7,0
1,0,0,62,0,1,0,1,5945.766667,0
1,0.956457,0.099174,60.5,0,4,9,1,923.333333,1
1,0.687957,0.900168,108.363636,1,5,320,0.636364,5630.333333,1
1,0.666489,0.063087,93.125,0,3,300,0.875,4249.5,1
1,0,0.005464,183,1,3,0,1,51,0
1,0.399922,0.901572,17.271429,0,10,22574,0.428571,5032.333333,1
1,0.785475,0.006645,75.25,0,5,623,1,733.633333,0
1,0,0,146.666667,0,1,0,0.333333,5303.666667,0
1,0.799668,0.028634,151.333333,0,4,464,0.666667,762.683333,0
1,0,0.035336,283,1,2,27,1,736.35,0
1,0,0.007353,272,0,2,115,1,651.283333,1
1,0,0.01107,271,1,2,38,1,765,0
1,0.520921,0.224719,124.6,0,6,6,0.6,5318.333333,1
1,0,0.026022,269,1,2,2,1,669,0
1,0.479235,0.077441,148.5,1,6,158,1,5313.75,1
1,0.041721,2.037313,134,0,1,5,1,5320.083333,1
1,0,0.007143,140,1,4,5,1,1303.416667,1
1,0,0,106,1,3,272,1,482,0
1,0,0,117.3125,0,1,0,0.0625,62,1
1,0,0,111,0,3,157,1,756.683333,0
1,0.843518,0.278499,106.615385,0,6,380,0.769231,1687,1
1,0.950403,1.072848,75.5,0,5,139,1,6123.833333,0
1,0,0.018868,106,0,3,13,1,1316,0
1,0.249882,0.204878,102.5,0,4,1,1,4728,1
1,0,0.009615,104,0,3,85,1,107,0
1,0,0,0,0,1,0,1,1468,0
1,0.114111,3.197674,43,0,3,46,1,1671,0
1,0,0,0,0,1,0,1,1571,0
1,0.978449,0.020921,119.5,0,3,165,1,729.633333,1
1,0.693795,0.278464,83.617886,1,12,12354,0.536585,5148.25,1
1,0.650022,0.023923,104.5,1,3,2,1,1690.833333,0
1,0,0.022727,44,1,1,0,1,1688,1
1,0,0,42,0,1,0,1,1687,1
1,0,0,22,0,1,0,0.333333,6501.033333,1
2,0.375539,0.152542,73.75,0,2,674,1,4572.388095,1
1,0.48619,1.176842,95,0,6,146,0.4,6499.65,0
1,0.878609,1.63208,62.688073,1,7,5298,0.238532,5972.333333,1
1,0,0.011236,89,0,1,1,1,4144,0
1,0.987503,0.023193,42.136364,0,3,761,0.295455,3863,0
1,0.974568,3.423077,43.333333,1,3,339,1,4210.5,0
1,0,0,130,0,1,0,0.333333,45,1
1,0.619382,0.076087,46,1,5,320,1,827.3,0
1,0,0,19,0,1,0,0.5,6499.65,1
1,0.842089,0.020134,49.666667,0,5,1356,0.333333,708.716667,0
1,0.882766,0.098039,140.25,0,1,80,0.5,1571,0
1,0.844044,0.022727,132,0,1,10,0.666667,1522,0
1,0.946938,0.02916,97.166667,0,5,67,1,65,0
1,0,0,17,1,1,0,1,50,0
1,0,0,21,0,1,0,1,5807.533333,0
1,0,0,7,0,1,0,1,5682.533333,0
1,0.820878,1.666667,6,0,3,254,1,5279,0
1,0,0,29,0,1,0,1,5269.75,0
1,0,0,7.666667,0,1,0,0.166667,4207.5,0
1,0.65304,0.249383,57.857143,0,8,0,0.571429,6363.033333,0
1,0,0,17,0,1,0,1,5279,1
1,0.759874,2.184783,46,1,5,6,1,5177.833333,0
1,0,0.018868,53,1,2,86,1,5442.333333,1
1,0,0,56,0,2,9,1,43,0
1,0,0,48,0,2,225,1,30,0
1,0,0,46,0,1,7,1,2848,0
1,0.484548,0.056818,146.666667,0,2,48,1,1784,0
1,0,0,0,0,1,0,1,1516,0
1,0,0.097561,123,1,1,154,1,4115.5,0
1,0,0,97.714286,0,1,0,0.142857,150,1
1,0,0.024691,81,1,3,4,1,59,0
1,0,0.029412,102,0,3,8,1,47,0
1,0,0.042105,95,0,3,12,1,42,0
1,0,0.094737,95,0,3,1,1,12,0
1,0,0,93,0,3,0,1,9,0
1,0,0.014493,69,0,3,265,1,2,0
1,0.650022,0.007092,141,1,2,43,1,1816,0
1,0.709562,0.145411,119.857143,0,1,100,0.571429,1585,0
1,0,0.014286,70,0,3,86,1,108,0
1,0,0,37.75,0,1,0,0.25,6070.766667,1
1,0.603561,0.100686,145.666667,0,1,46,1,1705,0
1,0,0,0,0,1,0,1,1705,0
1,0.968427,0.051724,74.571429,0,2,99,0.571429,1585,0
1,0,0.012346,13.5,0,1,80,0.5,1639,0
1,0,0,28.142857,0,1,0,0.142857,620,1
1,0,0,0,0,1,0,1,1631,0
1,0.918296,0.046875,32,0,1,14,0.5,2692,0
1,0,0,0,0,1,0,1,1631,0
1,0.728063,0.402574,68,0,6,777,0.625,5289.25,1
1,0,0,23,0,1,0,1,6339.166667,0
1,0.957349,0.345708,43.1,1,5,102,0.4,5978.5,1
1,0,0.03125,32,1,1,154,1,4112.5,0
1,0,0,0,0,1,0,1,1631,0
1,0,0.227273,22,1,1,1,1,62,1
1,0,0,27.5,1,1,0,0.5,55,1
1,0,0,0,0,1,0,1,1631,0
1,0,0,0,0,1,0,1,1631,0
1,0,0,0,0,1,0,1,1631,0
1,0.173283,0.104955,158.571429,1,8,400,0.857143,679.583333,1
1,0,1.142857,28,0,2,0,1,889,0
1,0,0.026316,38,1,2,1,1,5129.5,0
1,0.918296,0,38,0,2,294,1,5132.5,1
1,0.800757,0.02615,110.9,0,2,202,0.25,2648,1
1,0,0,0,0,1,0,1,1631,0
1,0,0.018182,55,1,3,0,1,5836.333333,0
1,0,0.018519,54,1,3,56,1,5835.333333,0
1,0,0.028571,70,1,2,3,1,4634,0
1,0,0,0,0,1,0,1,1631,0
1,0,0,68,1,2,183,1,4181.5,0
1,0,0.035714,28,1,3,21,1,710.283333,0
1,0,0,0,0,1,0,1,1631,0
1,0,0.307692,13,0,1,0,1,1738,0
1,0,0,9,0,1,0,1,5428.333333,1
1,0,0,0,0,1,0,1,1631,0
1,0,0,0,0,1,0,1,1631,0
1,0,0,13,0,1,0,1,6379.666667,0
1,0,0.032258,31,0,2,73,1,5580.333333,0
1,0,0,0,0,1,0,1,1631,0
1,0.657782,0.198753,94.313725,0,12,2355,0.411765,5771.433333,1
1,0,0.005464,183,1,3,21,1,799.2,0
1,0,0,183,0,3,98,1,654.816667,0
1,0.985228,0.014433,242.5,1,3,0,0.5,6245.116667,0
1,0,0,145,1,2,11,1,6108,0
1,0,0.125874,143,0,1,9,1,1654.666667,0
1,0,0.076923,143,0,1,0,1,1658,0
1,0.815224,0.026371,115.068966,0,9,68,0.137931,1657,1
1,0.967295,0.071895,76.5,0,3,4,1,1609,0
1,0.685379,0.178404,142,0,3,0,0.666667,1606,0
1,0,0.004098,244,0,3,15,1,104.07619,0
1,0,0.008333,240,1,2,0,1,858.311905,0
1,0,0.004167,240,1,2,5,1,857.311905,1
1,0,0,234,0,2,7,1,861.704762,0
1,0.373306,0.077303,228,0,10,1210,0.875,847.6,1
1,0,0.009709,206,1,2,20,1,773.033333,0
1,0,0.009756,205,1,2,22,1,758.533333,1
1,0,0.073529,204,0,2,158,1,713.833333,0
1,0.770355,0.007874,63.5,0,1,69,1,1645,0
1,0,0.006079,329,1,2,5,1,714.966667,0
1,0.654422,0.072803,173.222222,0,12,2977,0.666667,726.333333,0
1,0,0,314,0,2,66,1,706.619048,0
1,0.523404,0.17665,246.25,0,10,43,0.75,803.2,1
1,0.830649,0.013546,251,0,10,296,1,656.85,0
1,0.480723,0.095172,362.5,1,6,119,1,653.066667,0
1,0,0,324,0,1,0,1,5543.533333,1
1,0,0,111.5,0,1,0,0.5,6205.616667,1
1,0,0,26.333333,0,1,0,0.333333,726.333333,0
1,0.77408,0.020202,198,0,5,0,1,1388.5,1
1,0.875012,0.408421,158.333333,1,6,146,1,1376.5,1
1,0,0.051587,252,0,5,0,1,1373.5,0
1,0,0.141762,261,0,5,1,1,1341,0
1,0,0.061538,130,0,4,9,1,4662,0
1,0,0,138,1,4,0,1,885,0
1,0.885284,0.00251,170.714286,0,7,68,1,873,0
1,0.974229,0.027869,152.5,1,5,7,0.75,793,1
1,0,0.117647,187,0,4,0,1,4256.5,0
1,0,1.561497,187,0,4,53,1,4255.5,0
1,0,0.027473,182,0,3,81,1,109,0
1,0,0,127.416667,0,1,0,0.083333,200,1
1,0.748076,0.083486,181.666667,0,2,136,0.833333,1830,0
