@relation data/M_multi_metrics_ML.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R61-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Remove-R49-weka.filters.unsupervised.attribute.Remove-R48-weka.filters.unsupervised.attribute.Remove-R49-weka.filters.unsupervised.attribute.Remove-R28-weka.filters.unsupervised.attribute.Remove-R53-weka.filters.unsupervised.attribute.Remove-R40-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R50-weka.filters.unsupervised.attribute.Remove-R32-weka.filters.unsupervised.attribute.Remove-R32-weka.filters.unsupervised.attribute.Remove-R16-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.Remove-R43-weka.filters.unsupervised.attribute.Remove-R34-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R43-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R30-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Remove-R24-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R24-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-R24-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R12

@attribute ck_oo_numberOfPrivateMethods numeric
@attribute WCHU_numberOfPublicAttributes numeric
@attribute CvsWEntropy numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute LDHH_numberOfPrivateAttributes numeric
@attribute ck_oo_numberOfPublicAttributes numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute CvsLogEntropy numeric
@attribute WCHU_noc numeric
@attribute ck_oo_numberOfLinesOfCode numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_dit numeric
@attribute ck_oo_fanIn numeric
@attribute WCHU_dit numeric
@attribute WCHU_numberOfAttributesInherited numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute LDHH_dit numeric
@attribute LDHH_fanOut numeric
@attribute LDHH_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfPublicMethods numeric
@attribute class {buggy,clean}

@data
0,0,0.011023,0,0,0,0,1,0,9.22122,0,55,0,2,1,0,0,4,0,0.002623,0.009791,41,8,clean
0,0,0,0,0,0,0,0,0,0,0,9,0,2,2,0,0,1,0,0,0,10,3,clean
1,0,0.003652,0,0,0,0,0,0,9.29908,0,64,0,2,1,0,2.05,2,0,0.008081,0.041678,32,5,clean
6,0,0.191853,0.000941,0.03016,0,0,2,0.008961,9.58483,0,523,0,1,1,0,0,17,0,0.052331,0.014188,51,6,buggy
0,0,0.000949,0,0,0,0,0,0,9.09329,0,11,0,1,0,0,0,0,0,0,0.005924,9,1,clean
0,0,0.004545,0.000846,0,0,0,0,0,9.31496,0,39,0,2,2,0,0,0,0,0.006775,0.009791,10,2,clean
0,0,0.001399,0,0,0,0,0,0,9.16273,0,33,0,1,0,0,0,1,0,0,0.005924,10,1,clean
0,0,0.002728,0,0,0,0,0,0,0.121386,0,3,1,3,1,0,0,0,0,0,0.027723,28,1,clean
1,0,0.011422,0,0,0,0,0,0,0.121386,0,75,0,1,6,0,0,5,0,0.014853,0,9,2,clean
0,0,0,0,0,6,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,clean
0,0,0.048839,0,0,0,1,0,0,9.30932,1.01,9,1,3,0,1.01,0,0,0,0,0.007127,31,2,clean
0,0,0.001329,0,0,0,1,0,0,9.18643,0,6,0,1,6,0,0,0,0,0,0.009791,9,7,clean
0,0,0.022811,0,0,0,0,0,0,9.20964,0,81,0,1,2,0,0,11,0,0,0.009791,18,23,clean
0,0,0.001534,0,0,0,0,0,0,0.121386,0,57,4,3,1,0,0,2,0,0,0.027723,43,4,buggy
1,0,0.111595,0,0,0,0,0,0,0.086085,0,106,0,1,0,0,0,4,0,0.002663,0,0,2,clean
0,0,0,0,0,0,0,0,0,0,0,25,0,1,1,0,0,1,0,0,0,0,3,clean
0,0,0.001611,0,0,0,0,0,0,9.17814,0,21,1,2,2,0,0,2,0,0,0.012186,28,7,clean
0,0,0.005839,0,0,0,0,0,0,0.10122,0,184,0,1,0,0,0,1,0,0.008458,0.009791,9,7,clean
0,0,0.000949,0,0,0,0,0,0,9.09329,0,11,1,1,3,0,0,2,0,0,0.005924,12,3,clean
6,0,0,0,0,0,0,0,0,0,0,400,0,2,3,0,0,2,0,0,0,36,21,buggy
0,0,0.002956,0.022517,0,0,0,0,0,0.180548,0,14,0,1,0,0,0,0,0,0.005618,0.002024,0,1,clean
0,0,0.001191,0,0,0,0,0,0,9.18643,0,4,0,1,1,0,0,0,0,0,0.009791,10,2,clean
2,0,0.00701,0.003006,0,0,0,0,0,9.3806,0,77,0,1,3,0,0,2,0,0,0.005924,9,7,clean
22,0,0.016041,0.011022,0.004791,0,0,0,0.004366,9.1954,0,707,21,2,5,0,0,14,0,0.014853,0.012023,68,29,buggy
2,0,0.010643,0.006611,0,0,0,0,0,9.07779,0,160,0,2,1,0,0,5,0,0.034846,0.004816,12,13,clean
0,0,0.039591,0.001503,0.001583,0,0,0,0,9.23948,0,49,8,2,1,1.01,3.08,9,0.001435,0,0.011868,22,3,clean
0,0,0.00801,0,0,0,0,0,0,9.47512,0,19,0,1,0,0,0,6,0,0.003794,0.009791,18,6,clean
0,0,0.024339,0,0.001461,0,0,0,0,9.70076,0,99,0,2,3,0,0,3,0,0.021617,0.009791,17,13,clean
0,0,0,0,0,0,1,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,clean
0,0,0.234098,0.019697,0.009342,0,7,1,0.00537,10.0941,7.13,72,0,1,70,0,0,1,0,0.015896,0.009791,9,27,clean
0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,clean
2,0,0,0,0,0,1,0,0,0,0,99,0,1,0,0,0,1,0,0,0,9,4,buggy
0,0,0.001705,0,0,0,0,0,0,0.121386,0,35,4,3,1,0,0,3,0,0.008081,0.027723,43,3,clean
0,0,0.016617,0,0,0,1,1,0,9.22122,0,81,0,1,2,0,0,7,0,0.002623,0.009791,18,14,clean
4,0,0,0,0,0,0,0,0,0,0,54,0,1,1,0,0,2,0,0,0,9,3,clean
0,0,0.001518,0.003348,0.003264,0,0,0,0,9.09329,0,32,0,1,2,0,0,9,0,0.003393,0.005924,19,6,clean
0,0,0,0,0,0,0,0,0,0,0,6,0,2,1,0,0,1,0,0,0,54,2,clean
0,0,0.002846,0,0,0,0,0,0,9.09329,0,24,0,1,0,0,0,0,0,0,0.005924,9,1,clean
0,0,0.00226,0,0,0,3,0,0,9.13106,0,22,0,1,5,0,0,0,0,0,0.012186,19,8,clean
0,0,0.012027,0,0,0,0,1,0,9.22122,0,59,0,1,1,0,0,5,0,0.002623,0.009791,18,10,clean
0,0,0.002681,0,0,0,2,0,0,9.23158,0,3,0,1,4,0,0,0,0,0,0,0,2,clean
0,0,0.000949,0,0,0,0,0,0,9.09329,0,10,0,1,3,0,0,3,0,0,0.005924,18,3,clean
2,0,0.017522,0,0,0,0,0,0.002596,9.48988,0,51,0,1,6,3.04,0,4,0.004202,0.01139,0.007549,0,8,clean
0,0,0.038977,0.003348,0,0,0,0,0,9.49479,0,45,0,1,4,0,0,0,0,0.012008,0,0,5,clean
0,0,0.022973,0.003084,0.002942,0,0,0,0,9.53237,0,20,0,2,0,0,0,0,0,0.009962,0.014111,11,1,clean
0,0,0.001328,0,0,0,0,0,0,9.09329,0,6,0,1,1,0,0,1,0,0,0.005924,10,2,clean
0,0,0.094172,0.001655,0.005963,0,2,0,0.001709,0.507632,2.02,5,0,1,1,0,0,0,0,0.003707,0,0,1,clean
0,0,0.002087,0,0,0,0,0,0,9.09329,0,12,0,1,1,0,0,0,0,0.005988,0,9,2,clean
0,0,0.002136,0,0,0,0,0,0,9.15904,0,47,0,1,1,0,0,5,0,0,0,0,3,clean
1,0,0.007452,0,0,0,0,0,0,9.38469,0,48,0,1,1,0,0,4,0,0,0,0,4,clean
0,0,0.001121,0,0,0,0,0,0,9.13106,0,0,0,1,0,0,0,0,0,0,0.009791,9,0,clean
0,0,0.006796,0.022517,0,0,0,0,0,9.07779,0,73,0,1,0,0,0,0,0,0.011679,0,0,4,buggy
0,0,0.0027,0,0,0,1,0,0,9.19356,0,39,0,1,2,0,0,2,0,0,0.009791,14,10,clean
0,0,0.010058,0,0,0,37,0,0,0.121386,2.09,15,4,2,42,0,0,1,0,0.020279,0.027723,36,6,clean
0,0,0.015974,0,0,0,0,0,0,0.066568,0,0,0,1,1,0,0,0,0,0,0.037515,25,1,clean
0,0,0.02432,0,0,16,0,0,0,9.28668,0,0,0,1,1,0,0,1,0,0,0.009791,18,1,clean
0,0,0.000949,0,0,0,0,0,0,9.09329,0,10,0,1,0,0,0,0,0,0,0,0,1,clean
2,0,0.006246,0.003194,0,0,0,0,0,9.25922,0,89,0,1,1,0,0,6,0,0.020267,0.005924,9,6,clean
0,0,0.001191,0,0,0,0,0,0,9.18643,0,17,0,2,1,0,0,2,0,0,0.016182,15,3,clean
0,0,0.013981,0.007567,0,0,0,0,0,9.19476,0,169,0,1,13,0,0,11,0,0.009484,0.005924,9,26,clean
0,0,0.006299,0,0,0,0,0,0,0.024721,0,40,0,2,0,0,0,1,0,0.018159,0,2,2,clean
0,0,0.009376,0,0,0,0,0,0,0.121386,0,105,0,1,2,0,0,7,0,0,0,32,7,clean
0,0,0.022349,0,0,0,7,0,0,0.209384,0,60,0,1,19,0,0,5,0,0.002623,0.009791,18,10,clean
0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,clean
0,0,0.001518,0,0,0,1,0,0,9.09329,0,0,0,1,2,0,0,0,0,0,0.005924,9,4,clean
1,0,0,0,0,0,0,0,0,0,0,129,0,2,0,0,0,3,0,0,0.025637,32,7,clean
2,0,0.001669,0,0,0,0,0,0,9.23351,0,71,0,1,0,0,0,2,0,0,0,0,4,clean
2,0,0.005226,0,0,0,0,0,0,9.22957,0,95,0,1,1,0,0,7,0,0.005988,0.008829,9,2,clean
0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0.033647,25,1,clean
0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,clean
5,0,0,0,0,0,0,0,0,0,0,117,0,1,2,0,0,3,0,0,0,0,1,buggy
0,0,0.000949,0,0,0,0,0,0,9.09329,0,8,0,1,1,0,0,1,0,0,0,0,2,clean
0,0,0,0,0,0,0,0,0,0,0,7,0,2,2,0,0,2,0,0,0.027723,26,2,clean
0,0,0.007595,0,0,0,0,0,0,9.24365,0,64,0,1,0,0,0,7,0,0,0,0,4,clean
0,0,0.008636,0,0,0,0,0,0,9.36553,0,32,0,1,1,0,0,1,0,0.015357,0,0,2,clean
0,0,0.006483,0,0,0,0,0,0,9.41541,0,37,0,1,2,0,0,2,0,0.01004,0.009791,9,2,clean
0,0,0,0,0,0,0,0,0,0,0,22,1,1,1,0,0,2,0,0,0,14,7,clean
0,0,0.001138,0,0,0,0,0,0,9.09329,1.01,7,0,1,2,0,0,0,0,0,0,0,2,clean
0,0,0.013411,0.00738,0.007899,0,3,0,0,9.07779,1.01,76,0,1,6,0,0,5,0,0.0238,0,0,10,clean
0,0,0.000949,0,0,0,0,0,0,9.09329,0,15,0,1,1,0,0,2,0,0.018246,0.005924,9,2,clean
0,0,0.118643,0.016268,0,0,7,2,0,9.98275,1.01,57,0,1,28,0,0,2,0,0.015896,0.009791,9,22,clean
1,0,0,0,0,0,0,0,0,0,0,74,0,2,2,0,0,6,0,0,0,17,7,buggy
1,0,0.005967,0.03164,0.031705,0,1,0,0,0.121386,0,172,1,2,5,1.01,1.01,12,0.021023,0.034237,0.051511,5,16,clean
0,0,0.008983,0.022627,0.022452,0,0,0,0,9.07779,0,134,6,3,11,1.01,2.06,2,0.009752,0.050777,0.03839,57,14,clean
0,0,0.002977,0,0,0,0,1,0,9.29759,0,29,0,1,0,0,0,2,0,0,0.012186,18,2,clean
0,0,0.022453,0,0,0,0,0,0,9.29333,0,56,0,1,1,0,0,1,0,0,0.009791,9,4,clean
7,0,0.048909,0.004348,0.014986,0,0,1,0.002667,9.42582,0,225,1,2,0,0,0,8,0,0.009407,0.007771,19,4,buggy
0,0,0.083474,0,0,0,0,0,0,9.3994,0,13,8,4,0,0,2.02,0,0,0,0.057037,36,1,clean
0,0,0.002712,0.006611,0,0,0,0,0,9.19476,0,72,0,1,5,0,0,0,0,0,0.005924,9,7,clean
0,0,0.001873,0,0,0,0,0,0,9.20494,0,21,0,2,3,0,0,4,0,0,0.009791,31,7,clean
2,0,0,0,0,0,0,0,0,0,0,149,0,1,1,0,0,5,0,0.011783,0.009791,9,9,clean
0,0,0,0,0,0,0,0,0,0,0,64,1,2,1,0,0,0,0,0,0,27,17,clean
0,0,0.003905,0,0,0,0,0,0,9.32519,0,41,0,1,4,0,0,1,0,0.003794,0.009791,9,4,clean
0,0,0,0,0,0,0,0,0,0,0,26,25,4,1,0,1.01,3,0,0,0,78,2,buggy
0,0,0.019981,0,0,0,0,0,0,0.046532,0,99,0,1,0,0,0,0,0,0.006183,0,0,5,clean
0,0,0,0,0,0,1,0,0,0,0,13,0,1,7,0,0,3,0,0,0,18,4,clean
0,0,0,0.006379,0,0,0,0,0,0,0,16,0,1,0,0,0,2,0,0,0,9,5,clean
1,0,0.002107,0,0,0,0,0,0,9.25394,0,36,0,1,1,0,0,5,0,0,0,0,5,clean
0,0,0.000852,0,0,0,0,0,0,0.121386,0,6,0,2,2,0,0,1,0,0,0,20,3,clean
0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,0,0,0,0,3,clean
3,0,0.005402,0,0,0,0,0,0,9.16485,0,105,0,1,2,0,0,7,0,0,0.005924,9,4,clean
1,0,0.003621,0,0,0,0,0,0,9.31815,0,71,1,2,1,0,0,2,0,0.007313,0.009791,17,14,buggy
0,0,0.00286,0.002991,0.002878,0,0,0,0,9.28597,0,18,0,1,110,0,0,0,0,0,0.005924,9,6,clean
0,0,0.003619,0.002722,0,0,0,0,0,9.21468,0,18,0,2,2,0,0,3,0,0.014853,0.027723,22,2,clean
0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,0,0.018159,0.009791,9,5,clean
0,0,0.001477,0,0,0,0,0,0,9.17814,0,27,8,4,1,1.01,0,0,0.002921,0,0.014863,47,2,clean
0,0,0.005797,0,0,0,2,0,0,9.31615,2.03,71,0,3,28,0,1.01,4,0,0,0.008655,59,16,clean
0,0,0,0,0,4,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,clean
3,0,0.006691,0,0,0,0,0,0,9.26065,0,81,0,1,0,0,0,2,0,0,0,0,5,clean
0,0,0.197103,0,0,0,0,0,0,0.063078,0,18,0,1,0,0,0,1,0,0,0,0,4,clean
0,0,0.033948,0,0.001377,0,0,0,0,9.77908,0,81,0,1,2,0,0,3,0,0.011005,0,0,4,clean
0,0,0.003442,0,0,0,0,0,0,9.38971,0,45,0,1,1,0,0,1,0,0.012703,0.009791,9,3,clean
0,0,0.012163,0,0,0,0,0,0,9.21154,0,12,0,1,3,0,0,0,0,0,0,0,3,clean
0,0,0.229488,0.002991,0,0,0,0,0,9.71468,0,96,25,4,3,2.02,2.02,4,0.006657,0.007631,0.019174,78,5,buggy
0,0,0.001984,0,0,0,0,0,0,9.19476,0,39,0,1,1,0,0,3,0,0.003409,0.005924,11,4,clean
0,0,0.006392,0,0,0,0,0,0,9.34947,0,39,0,1,5,0,0,3,0,0.015881,0.009791,9,10,clean
0,0,0.011707,0,0,0,1,1,0,9.17414,0,53,0,2,1,0,0,3,0,0.002623,0.002024,2,10,clean
0,0,0.001328,0,0,0,0,0,0,9.09329,0,39,16,3,1,1.01,0,1,0.008626,0,0.013691,48,1,buggy
4,0,0,0,0,0,0,0,0,0,0,106,0,1,2,0,0,4,0,0,0,9,8,clean
0,0,0,0,0,18,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,clean
0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,buggy
0,0,0.009819,0,0,0,0,0,0,9.18508,0,30,0,1,1,0,0,1,0,0.002663,0.009791,9,7,clean
2,0,0.01208,0.002991,0.005998,0,0,0,0.002667,9.32067,0,274,0,1,62,0,0,6,0,0.060256,0.005924,17,21,clean
0,0,0.015863,0.002936,0.003351,0,0,0,0,9.33585,0,8,1,2,1,0,0,1,0,0.005702,0.001437,10,1,clean
0,0,0.001987,0,0,0,1,0,0,9.20101,0,0,0,1,3,0,0,0,0,0,0.009791,9,1,clean
0,0,0.002387,0.009123,0,0,1,0,0,0.121386,0,37,4,3,1,0,0,1,0,0,0.027723,43,4,clean
0,0,0.004145,0,0,0,0,0,0,9.24389,0,14,0,1,0,0,0,0,0,0.002623,0,0,0,clean
0,0,0.022333,0,0.001616,0,0,0,0,9.47964,0,25,0,1,0,0,0,1,0,0.008239,0,0,5,clean
1,0,0.117052,0,0,0,0,0,0,9.41291,0,71,8,2,0,0,2.02,4,0,0.013301,0.054697,25,4,clean
0,0,0,0,0,0,0,0,0,0,0,9,0,2,2,0,0,1,0,0,0,10,3,clean
0,0,0.000949,0,0,0,1,0,0,9.09329,0,14,1,2,1,0,0,0,0,0,0.009791,24,2,clean
0,0,0.005626,0,0,0,0,0,0,0.121386,0,9,0,2,1,0,0,0,0,0,0.027723,22,1,buggy
3,0,0.002078,0,0,0,0,0,0,9.2181,0,96,0,1,1,0,0,2,0,0,0,0,4,clean
0,0,0.096789,0,0,0,0,0,0,0.145766,0,22,19,3,0,0,0,0,0,0,0.009791,76,1,clean
5,0,0,0,0,0,0,0,0,0,0,192,1,1,1,0,0,10,0,0,0.005924,35,4,clean
1,0,0.00557,0.002319,0,0,0,0,0,9.15957,0,42,0,1,11,0,0,0,0,0.028761,0.005924,9,5,clean
0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,9,6,clean
0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,1,clean
0,0,0.013141,0.003194,0.002878,0,0,0,0,9.29674,0,35,16,3,1,1.01,2.17,0,0.008626,0.025932,0.016422,48,1,buggy
0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,clean
0,0,0.006014,0,0,0,0,0,0,9.20964,0,8,0,1,0,0,0,0,0,0,0.009791,9,3,clean
0,0,0.080636,0,0,1,0,0,0,0.205621,0,58,0,1,4,0,0,5,0,0,0.009791,16,15,clean
0,0,0.003675,0.002991,0.002734,0,0,0,0,9.18766,0,41,0,1,5,0,0,7,0,0.003409,0.005924,9,12,clean
6,0,0.052556,0,0,0,0,0,0,9.49844,0,527,0,1,5,0,0,17,0,0.042121,0,0,14,clean
9,0,0.012746,0,0,0,0,0,0,9.4779,0,510,0,1,0,0,0,51,0,0.034547,0.009791,16,16,clean
0,0,0.014599,0,0,0,0,0,0,9.5017,0,125,0,1,1,0,0,1,0,0.009221,0.009791,9,5,clean
0,0,0.004575,0,0,0,0,0,0,9.22729,0,3,4,2,0,0,1.01,0,0,0,0.012545,17,0,buggy
0,0,0,0,0,0,0,0,0,0,0,46,0,1,1,0,0,0,0,0,0,9,2,clean
1,0,0.002769,0,0,0,0,0,0,9.21468,0,96,0,1,0,0,0,3,0,0,0,0,7,clean
0,0,0.011866,0,0,1,0,0,0,0.026954,0,78,0,1,0,0,0,0,0,0.001133,0.009791,9,3,clean
0,0,0.001191,0,0,0,0,0,0,9.18643,0,4,0,2,1,0,0,0,0,0,0.009791,16,1,clean
0,0,0,0,0,0,0,0,0,0,0,77,0,1,0,0,0,2,0,0.020279,0,0,3,buggy
0,0,0.030131,0,0.002212,0,0,0,0,9.35375,0,18,0,1,0,0,0,0,0,0.026286,0,0,1,clean
0,0,0,0,0,13,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,clean
0,0,0,0,0,0,1,0,0,0,0,22,0,2,1,0,0,4,0,0,0.027723,22,1,clean
0,0,0.002515,0,0,0,0,0,0,9.25944,0,22,0,1,1,0,0,0,0,0.005988,0.009791,9,3,clean
0,0,0.012227,0,0,0,4,1,0,9.22122,0,60,0,3,4,0,0,5,0,0.002623,0.009791,52,10,clean
1,0,0.007962,0,0,0,0,0,0,9.38878,0,98,1,2,0,0,0,4,0,0.00414,0.009791,17,3,clean
0,0,0.008836,0,0.010189,0,0,0,0,9.32913,0,11,0,1,1,0,0,0,0,0,0,0,2,clean
0,0,0.000949,0,0,0,0,0,0,9.09329,0,25,0,1,6,0,0,1,0,0.005988,0.005924,9,5,clean
0,0,0.025819,0.001171,0.001505,0,0,1,0,9.22122,0,125,0,1,0,0,0,11,0,0.002623,0.009791,18,22,clean
0,0,0.006556,0,0,0,1,0,0,9.37499,0,33,0,1,1,0,0,0,0,0.007313,0.009791,9,6,clean
6,0,0.00239,0,0.010189,0,0,0,0,9.16371,0,322,0,3,3,0,0,17,0,0,0,14,11,buggy
1,0,0.001138,0,0,0,0,0,0,9.09329,0,19,0,1,0,0,0,0,0,0,0,0,3,clean
0,0,0.001578,0,0,0,0,0,0,9.16485,0,54,0,2,0,0,0,2,0,0.008081,0.031562,32,2,clean
0,0,0.009547,0,0,0,2,0,0,0.121386,0,63,0,1,3,0,0,0,0,0.006771,0,9,7,buggy
5,0,0.062492,0,0.002456,0,0,0,0.002198,9.46104,0,123,0,1,2,0,0,6,0,0.040196,0.009791,9,2,buggy
0,0,0.036776,0,0,0,0,1,0,9.35596,0,22,0,1,0,0,0,0,0,0,0.009791,9,2,clean
0,0,0.000682,0,0,0,0,0,0,0.121386,0,9,0,2,1,0,0,1,0,0,0.027723,22,1,clean
0,0,0,0.027674,0.017874,0,0,0,0,0,0,38,0,1,3,0,0,1,0,0,0,9,6,buggy
0,0,0.12837,0.001158,0.010189,0,2,0,0,9.72422,1.01,123,0,1,4,0,0,3,0,0.015881,0,0,8,clean
10,0,0.006325,0,0,0,0,0,0,9.23287,0,134,0,1,5,0,0,5,0,0,0,0,4,buggy
0,0,0.003296,0,0,0,1,0,0,9.21849,0,5,0,1,0,0,0,0,0,0,0.009791,9,2,clean
0,0,0,0,0,0,0,0,0,0,0,57,0,1,0,1.02,1.01,1,0.002921,0.00752,0.01488,9,19,clean
0,0,0.007749,0,0,0,0,0,0,9.38587,0,23,0,1,1,0,0,0,0,0,0,0,2,clean
1,0,0.31964,0.001655,0.006999,0,0,2,0.001326,9.83852,0,257,0,1,7,0,0,22,0,0.01978,0,0,9,clean
0,0,0.076829,0,0,0,1,0,0,9.39468,1.01,140,0,1,44,0,0,9,0,0.002996,0.009791,9,19,clean
0,0,0.004273,0.003348,0,0,0,0,0,9.16485,0,47,0,2,7,0,0,5,0,0.003393,0.005924,15,11,clean
1,0,0,0,0,0,0,0,0,0,0,9,0,1,4,0,0,2,0,0,0,9,1,clean
4,0,0.003795,0,0,0,0,0,0,9.09329,0,56,0,1,1,0,0,8,0,0,0.009791,9,2,clean
0,0,0.012037,0.009533,0.002734,0,0,0,0,9.37895,0,96,0,1,34,0,0,5,0,0.019882,0.005924,9,16,buggy
0,0,0,0,0,21,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,clean
1,0,0.025014,0,0,0,0,0,0,9.27465,0,34,0,3,3,0,0,2,0,0.025628,0.037515,27,3,clean
0,0,0.004845,0,0,0,0,0,0,9.29824,0,24,0,1,2,0,0,0,0,0.005988,0.009791,9,2,clean
0,0,0.000682,0,0,0,0,0,0,0.121386,0,3,7,3,1,0,0,0,0,0,0.027723,39,2,clean
0,0,0.045338,0.001496,0.001377,0,0,0,0,9.54031,0,148,0,1,4,1.01,0,9,0.00316,0.011783,0.012696,9,29,clean
1,0,0.000949,0,0.063333,0,1,0,0,9.09329,0,165,8,3,0,0,1.01,7,0,0.073331,0.053259,28,1,clean
0,0,0,0.012529,0,0,1,0,0,0,0,42,0,1,6,0,0,6,0,0.012361,0,9,12,clean
0,0,0.000949,0,0,0,0,0,0,9.09329,0,6,0,1,1,0,0,0,0,0,0.005924,9,1,clean
0,0,0,0,0,0,2,0,0,0,0,10,0,2,3,0,0,0,0,0,0,55,3,clean
0,0,0.001952,0,0,0,0,0,0,9.07779,0,9,0,2,1,0,0,0,0,0,0.027723,22,1,clean
0,0,0.001089,0,0,0,0,0,0,9.14866,0,19,0,1,0,0,0,1,0,0,0.009791,9,5,clean
1,0,0,0,0,29,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,clean
0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,14,0,clean
0,0,0.010764,0,0.010189,0,0,0,0,9.4156,0,25,0,1,1,0,0,1,0,0.001684,0,0,2,clean
2,0,0.008671,0,0,4,0,0,0,9.07779,0,118,0,1,10,0,0,0,0,0,0,9,23,clean
0,0,0,0,0,0,0,0,0,0,0,37,0,1,3,0,0,5,0,0,0,9,8,clean
10,0,0.857933,0.007782,0,1,0,1,0.0008,9.22122,0,7509,0,2,0,0,1.07,4,0,0.00908,0.017616,106,98,clean
0,0,0,0,0,0,1,0,0,0,0,8,0,1,1,0,0,0,0,0.001686,0,0,1,clean
0,0,0.016205,0,0,0,0,0,0,9.29455,0,12,9,2,2,0,0,2,0,0,0.009791,30,3,clean
1,0,0,0,0,0,0,0,0,0,0,9,0,1,1,0,0,2,0,0,0,9,1,clean
0,0,0.008876,0,0,0,0,0,0,9.38185,0,37,0,1,0,0,0,0,0,0.003393,0,0,3,clean
1,0,0.001156,0,0,0,0,0,0,0.10696,0,129,0,1,4,0,0,2,0,0.001141,0.009791,9,8,clean
0,0,0.00138,0,0,0,0,0,0,9.13106,0,0,0,1,1,0,0,0,0,0,0.009791,9,1,clean
0,0,0.006808,0,0,0,0,0,0,9.23113,0,62,0,1,2,0,0,3,0,0.016473,0.005924,12,6,clean
0,0,0.004432,0,0,0,0,0,0,0.121386,0,66,4,3,1,0,0,7,0,0,0.027723,43,4,clean
4,0,0.005295,0,0.002482,0,0,0,0,9.25225,0,187,0,2,0,0,1.03,4,0,0.010883,0.040533,32,2,buggy
0,0,0.00663,0,0,0,0,0,0,9.4646,0,25,0,1,0,0,0,4,0,0,0.009791,9,7,clean
0,0,0,0,0,0,0,0,0,0,0,58,0,1,1,0,0,1,0,0.03264,0,0,1,buggy
0,0,0.001998,0.012529,0.012522,0,0,0,0.011131,9.16273,0,12,0,2,1,1.01,0,0,0.008626,0.030654,0.010786,7,1,clean
0,0,0.002787,0,0,0,0,0,0,9.16133,0,20,0,1,3,0,0,3,0,0,0.009791,9,7,clean
0,0,0.001193,0,0,0,0,0,0,0.121386,0,7,0,1,2,0,0,1,0,0,0,0,2,clean
0,0,0.013238,0.002722,0,0,0,0,0,9.2369,0,14,0,2,1,1.01,3.1,1,0.000467,0.002663,0.013348,13,6,clean
0,0,0.000949,0,0,0,0,0,0,9.09329,0,38,0,1,0,0,0,0,0,0,0,0,4,clean
