@relation data/M_multi_metrics_JDT.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R50-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Remove-R59-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R56-weka.filters.unsupervised.attribute.Remove-R47-weka.filters.unsupervised.attribute.Remove-R40-weka.filters.unsupervised.attribute.Remove-R53-weka.filters.unsupervised.attribute.Remove-R25-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.attribute.Remove-R35-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Remove-R30-weka.filters.unsupervised.attribute.Remove-R48-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R42-weka.filters.unsupervised.attribute.Remove-R42-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R39-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Remove-R35-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.attribute.Remove-R33-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.attribute.Remove-R17-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R24-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Remove-R17-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Remove-R3

@attribute ck_oo_numberOfPrivateMethods numeric
@attribute LDHH_fanIn numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute LDHH_numberOfPrivateAttributes numeric
@attribute LDHH_numberOfPublicAttributes numeric
@attribute ck_oo_numberOfPublicAttributes numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute CvsLogEntropy numeric
@attribute WCHU_noc numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute LDHH_noc numeric
@attribute ck_oo_lcom numeric
@attribute WCHU_lcom numeric
@attribute ck_oo_numberOfAttributes numeric
@attribute numberOfHighPriorityBugsFoundUntil: numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute LDHH_dit numeric
@attribute WCHU_numberOfMethodsInherited numeric
@attribute LDHH_fanOut numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute class {buggy,clean}

@data
0,0,0,0,0,0,1,0,0.161994,0,34,0,3,0,0,0,0,0,4.04,0,84,clean
0,0.007029,0,0,0,0,2,0,0.097153,0,95,0,91,0,0,0,0,0,2.02,0.000893,68,clean
0,0,0,0,0,1,0,0,0.097153,0,10,0,0,0,1,0,0,0,1.02,0,13,buggy
0,0,0,0,0,0,0,1,8.34492,0,28,0,21,2.12,0,0,0,0,7.09,0.000798,25,clean
1,0,0,0,0.001814,3,0,0,8.58924,0,19,0,78,7,3,0,0,0,6.15,0.015267,37,buggy
3,0,0,0,0,4,0,0,0.055791,0,0,0,45,0,4,0,0,0,1.01,0,8,clean
3,0,0,0,0,1,0,0,0.120669,0,388,0,21,0,1,0,0,0,4.04,0,33,clean
0,0.004329,0,0,0,5,1,0,0.22698,0,0,0,1,0,6,1,1,0,2.03,0.000865,23,clean
0,0,0,0,0,0,0,0,8.1394,0,95,0,105,0,5,0,3,0,3.05,0,73,clean
0,0,0,0,0,2,2,1,0.158651,1.02,419,0.001203,3,0,2,0,0,0.001409,5.07,0,115,clean
1,0,0.00473,0.005091,0,0,0,0,8.44099,0,6,0,231,5.95,8,2,8,0,5.05,0.009085,30,clean
0,0,0,0,0,0,0,0,0.097153,0,2,0,3,0,2,1,2,0,3.08,0,33,clean
0,0.0022,0,0,0,0,0,0,8.098,0,97,0,105,0,5,0,3,0,3.05,0,79,clean
0,0.004829,0.011783,0.0085,0,0,3,0,8.25572,0,0,0,91,4.7,4,1,4,0,1.01,0.000798,8,clean
0,0,0.000847,0,0,2,0,0,0.037167,0,397,0,28,1.13,2,0,0,0,9.11,0,102,clean
0,0.000798,0.004918,0,0.000965,1,0,1,8.21487,0,0,0,45,3.43,15,0,0,0,1.01,0.001705,8,buggy
0,0.00099,0,0,0.000513,6,0,0,0.223337,0,0,0,36,0,8,1,2,0,1.01,0,8,clean
0,0,0,0,0,0,0,0,8.1394,0,95,0,66,0,3,0,2,0,2.02,0,73,clean
1,0.003652,0.004484,0,0.002746,9,0,0,8.15721,0,28,0,666,3.05,9,3,0,0,3.03,0.000909,30,clean
0,0.000528,0,0,0,0,0,0,0.129752,1.01,6,0.001086,1,0,1,0,1,0,0,0.001121,18,clean
0,0.001034,0,0,0,1,0,1,0.129025,0,18,0,6,0,1,1,0,0,4.04,0.009162,62,clean
0,0.006842,0,0,0,0,0,0,8.1394,0,95,0,91,0,5,0,3,0,2.02,0,73,clean
5,0,0,0,0,0,0,0,8.19873,0,58,0,91,0,3,0,3,0,0,0,34,clean
0,0,0,0,0,0,0,1,0.22883,0,18,0,10,0,0,0,0,0,4.04,0.001497,62,clean
1,0.003716,0.000787,0,0,0,0,0,8.13529,0,0,0,231,1.41,20,0,0,0,1.01,0,8,clean
0,0,0,0,0,0,0,0,0.096569,0,388,0,1,0,2,0,0,0.001409,5.06,0,87,clean
2,0,0.022242,0.011228,0,2,0,0,8.01227,0,170,0,300,3.47,3,1,1,0,1.01,0.012709,67,buggy
0,0.014706,0,0.001884,0.001468,2,4,2,0.704466,3.04,133,0.006412,210,3.9,6,3,4,0,6.13,0.003357,46,buggy
2,0.002047,0.008922,0.002272,0.008767,5,0,2,0.415469,0,42,0,666,359.48,6,0,1,0,4.07,0.008542,310,buggy
0,0,0,0,0,3,0,0,0.038262,0,0,0,1,0,6,0,1,0,2.03,0,23,clean
0,0,0,0,0,0,0,0,8.1394,0,95,0,66,0,3,0,2,0,2.02,0,68,clean
0,0,0,0,0,0,1,2,8.09315,1.01,0,0,231,0,11,0,0,0,1.01,0.000909,25,clean
0,0.001542,0.023633,0,0.00084,10,0,1,8.61211,0,49,0,351,11.58,10,0,0,0.001409,24.4,0.000993,148,buggy
0,0,0.001198,0,0,0,0,0,8.16145,0,0,0,210,1.2,2,1,0,0,1.01,0,21,clean
0,0,0,0,0,0,0,0,0.097153,0,11,0,10,0,1,0,1,0.004395,3.1,0,47,clean
1,0,0.00206,0,0.000695,16,0,0,8.27367,0,26,0,190,2.37,17,1,0,0,1.01,0.005564,8,clean
0,0,0,0,0,0,3,3,8.1991,0,18,0,10,0,1,1,0,0,1.01,0.010653,62,clean
0,0,0,0,0,2,0,0,0.097153,0,0,0,0,0,2,0,0,0,1.01,0,8,clean
1,0,0,0,0,0,0,0,0.067947,0,0,0,6,0,2,0,2,0,0,0,8,clean
0,0.006808,0,0,0.000442,1,14,1,8.40219,0,0,0,1431,4.61,18,3,0,0,1.01,0.012109,8,clean
0,0,0,0,0,2,0,0,0,0,386,0,3,0,2,0,0,0,5.06,0,85,clean
0,0,0,0,0,0,0,0,0.097153,0,1,0,3,0,3,0,3,0,1.01,0,31,clean
0,0.009296,0,0,0,1,2,0,8.10942,0,95,0,15,0,2,0,0,0,3.05,0.00143,73,clean
1,0,0,0,0,3,1,0,0.381131,0,402,0,78,3.71,4,1,0,0.001409,1.01,0,8,buggy
1,0,0,0,0,4,0,0,0.055791,0,0,0,45,0,4,0,0,0,0,0,16,clean
0,0.000869,0.003941,0,0,4,1,0,8.10494,0,0,0,10,1.04,10,0,0,0,1.01,0.000823,8,buggy
0,0.004059,0,0,0,0,0,0,8.1394,0,95,0,78,0,13,0,3,0,2.02,0,76,clean
1,0,0.003124,0.000741,0,0,0,0,8.43936,0,6,0,105,2.27,7,0,7,0,3.03,0.014481,23,clean
0,0,0,0,0,2,0,0,8.16441,0,18,0,15,0,2,2,0,0,4.04,0.010266,62,clean
0,0.008103,0,0,0,1,2,0,0.176942,0,386,0,15,0,1,0,0,0.001409,8.1,0,95,clean
0,0,0,0,0,0,0,0,0,0,0,0,28,0,2,0,2,0,0,0,16,clean
0,0,0,0,0,1,0,0,0.058891,0,384,0,6,0,4,0,1,0,2.02,0,41,clean
0,0.00099,0,0,0,2,0,0,8.10942,0,0,0,3,0,2,0,0,0,1.01,0,15,clean
0,0,0,0,0,0,0,0,0.086084,0,2,0,3,0,2,0,2,0,4.05,0.001178,15,buggy
0,0.003679,0.00091,0,0,3,4,3,8.3719,1.01,412,0.001086,253,2.82,3,0,0,0.001409,5.06,0,94,clean
1,0,0,0,0,2,0,0,0,0,2,0,66,0,5,1,3,0,0,0,41,clean
0,0,0.000441,0,0,0,2,0,0.105923,0,2,0,171,1.18,4,0,3,0,1.01,0,8,clean
2,0,0,0,0,3,0,0,0,0,0,0,36,0,3,0,0,0,0,0,16,clean
0,0.000857,0,0,0.001021,2,3,1,0.158845,1.01,384,0.000798,36,0,2,0,0,0.001409,5.06,0.002371,76,clean
0,0,0,0,0.001692,0,0,0,0.267914,0,398,0,28,0,0,0,0,0.001409,4.05,0,107,clean
3,0,0,0,0,3,0,1,0.223952,0,19,0,10,2.11,3,0,0,0,1.01,0,67,clean
0,0.003472,0.006912,0.002,0.00303,2,0,0,0.269141,0,0,0,3,4.54,6,0,1,0,1.01,0.001989,8,clean
0,0,0,0,0,2,0,0,0.393339,0,412,0,21,0,2,0,0,0.001409,5.06,0.002688,94,buggy
0,0,0,0,0,2,0,0,8.17546,0,421,0,10,0,2,0,0,0.001409,5.06,0.002216,93,buggy
0,0,0,0,0,0,0,0,8.10942,0,95,0,105,0,5,0,3,0,2.02,0,68,clean
0,0,0,0,0,8,0,0,8.13835,0,0,0,21,0,8,2,0,0,1.01,0.001121,8,clean
0,0,0,0,0,3,0,0,8.21217,0,61,0,15,0,4,0,0,0,8.09,0,45,buggy
0,0.006047,0.000905,0,0,4,0,0,0.095956,0,0,0,45,1.17,4,0,0,0,1.01,0.001096,8,clean
0,0,0,0,0,3,0,0,7.91776,0,4,0,0,0,3,1,0,0,0,0,19,clean
6,0,0,0,0,0,0,0,8.17119,0,0,0,91,0,3,0,3,0,1.01,0,8,buggy
111,0,0.00285,0.008863,0.021763,50,0,1,9.3016,0,295,0,8515,95.61,86,6,25,0,8.1,0.028682,19,buggy
0,0,0,0,0.002837,3,1,1,8.34992,0,402,0,2080,26.66,4,0,1,0.001409,1.01,0.002307,8,clean
0,0,0,0,0,2,0,0,0.176986,0,410,0,28,0,2,0,0,0.001409,2.02,0.005233,66,clean
1,0,0,0,0,4,0,0,0.080295,0,0,0,36,0,4,0,0,0,1.01,0,8,clean
0,0,0,0,0,0,0,0,0.162444,0,18,0,6,1.03,1,0,0,0,4.04,0,62,clean
1,0,0,0,0,0,0,0,0.238777,0,33,0,21,0,1,0,0,0,1.01,0.001336,82,clean
0,0,0,0,0,0,0,0,0.097153,0,410,0,3,0,0,0,0,0.001409,2.02,0.000909,66,clean
3,0.01465,0.009388,0.000451,0,0,0,2,8.71354,0,63,0,990,9.6,2,3,0,0,10.23,0.004535,161,clean
0,0,0,0,0,0,0,0,0.058891,0,58,0,3,0,1,0,0,0,2.02,0,37,clean
0,0,0.000905,0,0.001136,7,0,0,0.194937,0,141,0,28,1.07,7,0,0,0,2.02,0,35,clean
0,0.000838,0.001029,0,0,0,0,0,0.162444,0,73,0,10,1.04,1,0,1,0,13.41,0,267,clean
0,0.000857,0.001756,0,0,0,0,2,8.56812,0,0,0,78,1.12,1,0,1,0,1.01,0,8,clean
0,0,0,0,0,1,0,0,0.125004,0,141,0,15,0,1,0,0,0,2.02,0.001096,35,clean
0,0,0,0,0,0,0,1,8.25881,0,52,0,1,0,0,1,0,0,3.03,0.000708,25,buggy
0,0.001277,0.001069,0,0,1,3,0,0.185294,0,95,0,78,1.12,1,0,0,0,3.05,0.001119,75,clean
1,0,0,0,0,0,0,0,0.118732,0,397,0,6,0,0,0,0,0.001409,5.07,0,94,clean
0,0,0,0,0,0,0,0,8.0086,0,13,0,91,0,14,0,14,0,1.01,0,31,clean
0,0,0,0,0,0,0,0,0.097153,0,0,0,78,0,11,0,11,0,1.01,0,30,clean
1,0,0,0,0,12,0,0,0.373209,0,14,0,21,0,12,0,0,0,1.01,0.003762,8,clean
1,0.002293,0,0.00077,0.000939,0,0,0,0.160922,0,152,0,66,1.11,1,0,1,0,1.01,0,41,clean
0,0,0,0,0,0,3,0,0,0,7,0,0,0,1,1,0,0,0,0,25,clean
0,0.003234,0.000627,0,0,4,0,0,0.125968,0,1,0,45,1.09,4,0,0,0,1.01,0,12,clean
15,0.00968,0,0,0.014991,13,0,4,8.78373,0,0,0,465,7.76,14,1,0,0,0,0.014845,0,clean
0,0,0,0,0,2,0,2,8.41605,0,448,0,55,0,2,0,0,0.001409,6.15,0.002057,115,buggy
0,0.002551,0.001068,0,0,1,2,0,8.89567,0,0,0,351,8.75,20,1,1,0,2.02,0.00837,10,buggy
0,0.001563,0,0,0.000882,4,0,0,0.162444,0,0,0,0,0,5,0,1,0,2.03,0,23,clean
0,0,0,0,0,0,0,0,8.1394,0,95,0,66,0,3,0,2,0,2.02,0,73,clean
1,0.021269,0.000905,0,0,3,6,4,1.0284,0,249,0,190,1.19,131,2,0,0.001409,1.01,0.005854,8,buggy
0,0.002744,0.006399,0.001966,0.006171,6,0,1,0.473575,0,219,0,28,7.51,7,1,0,0,6.09,0.005649,55,clean
3,0.02618,0.007246,0.004984,0.014255,21,0,0,8.5032,0,0,0,190,7.66,24,0,3,0,1.01,0.004453,8,buggy
5,0.014496,0,0,0.000741,3,0,10,8.93493,0,0,0,2080,1.65,12,8,1,0,1.01,0.006769,8,buggy
0,0.00301,0.000844,0,0,3,0,0,0.066709,0,0,0,1,0,3,0,0,0,1.01,0,8,clean
4,0,0,0,0,0,0,0,8.15727,0,6,0,1770,1.59,7,0,7,0,0,0.00793,67,clean
1,0,0,0,0,0,0,0,8.12101,0,22,0,21,1.06,0,1,0,0,4.04,0.010134,68,clean
4,0,0.000978,0.000451,0.000965,1,0,0,8.18048,0,0,0,36,1.33,13,1,12,0,0,0.006943,18,clean
5,0.001516,0.008467,0.0014,0.023277,36,0,0,9.27456,0,23,0,666,15.16,50,3,6,0,1.01,0.028634,8,buggy
1,0,0,0,0,0,0,0,8.05657,0,5,0,91,0,5,0,2,0,1.01,0,13,clean
27,0.001694,0.003763,0.006522,0.015802,23,0,3,9.0016,0,427,0,21115,132.62,94,8,1,0.001409,10.17,0.049184,96,buggy
0,0.0136,0.012798,0,0.025934,16,3,2,8.95262,1.01,11,0.000367,120,5.75,17,1,0,0,1.01,0.028941,9,buggy
1,0,0,0,0,4,0,0,7.98736,0,415,0,36,1.08,6,0,0,0,2.02,0,117,clean
0,0.006738,0,0,0.002662,7,5,0,0.194204,1.01,380,0.002037,10,0,7,1,0,0.001409,2.02,0.001787,27,clean
0,0.026035,0,0,0,0,0,0,8.11431,0,97,0,595,3,23,1,11,0,3.03,0,84,clean
2,0,0,0,0,0,0,0,0.225419,0,0,0,10,0,3,1,3,0,1.01,0,11,clean
0,0,0,0,0,0,0,0,0.188364,0,12,0,6,0,5,0,0,0,1.01,0,31,clean
0,0,0,0,0,0,0,0,8.1394,0,95,0,91,0,5,0,3,0,3.05,0,73,clean
39,0.000855,0.033431,0.037949,0.01052,20,0,3,8.97466,0,35,0,3160,32.08,39,4,19,0,1.01,0.041664,8,buggy
0,0,0,0,0,3,0,0,0.097153,0,4,0,0,0,3,0,0,0,3.05,0,19,clean
0,0,0,0,0,0,22,0,0.097153,0,95,0,10,0,1,0,1,0,2.02,0,68,clean
0,0,0.00091,0.000572,0,0,0,0,0.218186,0,0,0,120,1.9,5,0,2,0,1.01,0.000889,8,clean
0,0.010167,0,0,0,1,2,0,8.06967,0,0,0,15,1.21,2,1,0,0,1.01,0,8,clean
0,0,0,0,0,1,0,0,0,0,43,0,1,0,1,0,0,0,0,0,33,clean
0,0.010434,0,0,0,0,0,0,8.10896,0,95,0,105,0,5,0,3,0,2.02,0,76,clean
0,0.003234,0.002966,0,0,0,2,0,8.34979,0,0,0,10,2.07,0,0,0,0,1.01,0.013392,8,clean
4,0,0,0,0,0,1,0,0.079878,0,0,0,36,0,3,0,3,0,0,0.001592,38,clean
1,0,0,0,0,0,0,0,8.19003,0,69,0,28,0,0,0,0,0,4.04,0,37,buggy
0,0.0022,0,0,0,0,0,0,8.1394,0,95,0,91,0,3,0,2,0,2.02,0,76,clean
5,0.003208,0.001912,0.000651,0.00052,3,0,2,8.52288,0,12,0,171,3.51,13,0,1,0,1.01,0.01869,8,clean
0,0,0,0,0,1,0,0,0.150044,0,0,0,3,0,1,0,0,0,1.01,0,10,clean
0,0,0,0,0.001601,5,0,0,0.187608,0,6,0,0,0,5,0,0,0,4.06,0,21,clean
1,0.002523,0,0,0,0,0,0,0.153373,2.02,1,0.000842,21,0,5,0,0,0,1.01,0.000993,12,clean
0,0,0,0,0,0,0,0,0.073593,0,2,0,0,0,0,0,0,0,3.08,0,33,clean
0,0,0,0,0,0,0,0,0.097153,0,1,0,3,0,3,0,3,0,1.01,0,31,clean
1,0,0,0,0,0,0,0,8.17678,0,0,0,6,0,2,0,2,0,0,0,0,clean
0,0,0.000441,0,0,0,0,0,0.147285,0,397,0,6,1.03,0,0,0,0.001409,3.03,0,64,clean
0,0,0,0,0,0,0,0,0.097153,0,0,0,28,0,7,0,7,0,1.01,0,26,clean
2,0,0,0,0,0,0,0,8.26365,0,22,0,36,0,2,0,0,0,4.04,0.002064,78,clean
0,0,0,0,0,0,0,0,8.1394,0,95,0,105,0,5,0,3,0,3.05,0,73,clean
0,0.005425,0.001198,0,0.000648,3,5,0,0.216678,1.01,0,0.000828,45,1.46,3,1,0,0.001409,1.01,0.001177,8,clean
1,0,0,0.018394,0.01,8,0,0,0.193852,0,0,0,10,0,11,0,3,0,0,0,16,clean
0,0,0,0,0,2,0,0,0.097153,0,387,0,3,0,2,0,0,0.001409,5.06,0,75,clean
0,0,0,0,0,0,0,0,8.50028,0,68,0,55,0,1,1,0,0,4.04,0.009507,33,buggy
0,0,0,0,0,0,0,0,0.090477,0,0,0,6,0,3,0,2,0,0,0,10,clean
0,0,0.001042,0,0.00108,17,0,1,0.25586,0,0,0,55,1.1,36,0,0,0,1.01,0,8,clean
0,0.003179,0.00329,0,0.001136,1,2,0,0.198168,0,0,0,703,7.5,8,0,0,0,1.01,0,8,clean
0,0.003338,0,0,0,2,4,0,8.50375,0,408,0,28,0,2,1,0,0.001409,2.02,0.003379,58,buggy
0,0,0.008038,0,0,0,1,1,8.26406,0,69,0,91,6.75,0,1,0,0,15.4,0.008896,229,buggy
0,0,0,0,0,0,0,0,0.097153,0,0,0,28,0,1,0,1,0,1.01,0,8,clean
0,0,0,0,0,0,0,0,0.161994,0,38,0,36,0,0,0,0,0,1.03,0,116,clean
0,0,0,0,0,0,0,0,8.04383,0,6,0,28,0,0,0,0,0,0,0,11,clean
0,0,0,0,0,0,0,0,8.10896,0,99,0,136,0,5,0,1,0,3.03,0.000893,100,clean
0,0,0,0,0,0,0,0,0.097153,0,2,0,0,0,0,0,0,0,3.08,0,33,clean
10,0,0,0.002083,0,2,0,0,8.66317,0,0,0,120,1.15,10,1,8,0,1.01,0.015106,9,clean
0,0,0.000577,0,0,1,0,0,0.199245,0,0,0,1,1.09,1,0,0,0,2.04,0,9,clean
0,0,0.000844,0,0,0,26,0,0.066709,0,95,0,10,1.09,0,0,0,0,2.02,0,68,clean
1,0.002293,0.000787,0.00077,0.000939,0,0,0,0.096569,0,152,0,10,0,1,0,1,0,1.01,0.000996,41,clean
0,0,0,0,0,0,0,0,8.1394,0,95,0,120,0,7,0,4,0,2.02,0,73,clean
2,0,0,0,0,0,0,1,8.30963,0,0,0,3,1.02,1,1,0,0,1.01,0,8,clean
0,0.032974,0.002056,0.00159,0,3,0,0,8.62848,0,0,0,7381,7.95,17,0,10,0,1.01,0.030224,8,clean
1,0,0.002007,0,0,9,0,2,0.325267,0,0,0,78,1.12,10,2,0,0,1.01,0.003314,8,clean
0,0,0,0,0,2,0,0,0.097153,0,0,0,0,0,3,0,1,0,2.03,0,23,clean
0,0.001008,0.00091,0,0,0,1,0,8.24562,0,0,0,45,1.09,0,1,0,0,1.01,0.000869,8,clean
4,0,0.000638,0,0,1,0,1,8.78156,0,68,0,190,7.24,4,4,1,0,4.04,0.00741,33,buggy
0,0,0,0,0,1,0,4,0.203211,0,8,0,406,0,4,0,0,0,2.02,0.001072,41,clean
4,0.031027,0.004813,0,0,2,3,15,9.30758,0,249,0,2850,10.43,13,3,0,0.001409,1.01,0.009485,8,buggy
0,0,0,0,0,1,1,0,0.23795,0,385,0,28,0,3,0,0,0.001409,5.06,0.000996,79,clean
0,0,0.002056,0,0,0,2,0,0.031238,0,0,0,66,1.11,2,0,0,0,1.02,0,5,clean
1,0,0,0,0,0,0,0,8.13451,0,22,0,10,0,0,2,0,0,4.04,0.009162,78,clean
0,0,0,0,0,0,0,1,8.29942,0,25,0,21,1.06,2,0,0,0,4.08,0.004718,82,clean
1,0,0,0,0,2,0,0,0.164395,0,396,0,28,1.07,2,0,0,0.001409,3.03,0.000735,57,clean
0,0.003928,0.006213,0.005601,0,0,0,0,8.12785,0,3,0,6,2.14,1,1,1,0.008262,4.13,0.006321,38,buggy
0,0.00099,0,0,0.002035,9,2,1,8.49634,0,380,0,105,0,13,1,0,0.001409,2.02,0.002908,46,buggy
1,0.002293,0,0,0,1,0,0,0.160922,0,152,0,66,1.11,1,0,0,0,1.01,0.000889,41,clean
0,0,0,0,0,0,0,0,0.211766,0,50,0,780,0,13,0,0,0,1.04,0,189,clean
0,0,0,0,0,1,0,0,0.253257,0,8,0,15,0,1,0,0,0,2.03,0,19,clean
0,0,0,0,0,0,2,0,8.06017,0,5,0,10,0,0,0,0,0,1.01,0,14,clean
0,0,0,0,0,0,0,0,8.1394,0,95,0,78,0,4,0,3,0,2.02,0,73,clean
0,0,0,0,0.002662,6,0,3,0.327049,0,380,0,15,0,6,2,0,0.001409,2.02,0,38,clean
0,0,0.005736,0,0.006873,9,0,0,8.21769,0,4,0,55,1.27,9,1,0,0,3.05,0.005297,33,clean
0,0,0,0,0,0,0,0,0.038262,0,0,0,3,0,1,0,1,0,0,0,0,clean
0,0,0.004682,0,0,0,0,4,9.0788,0,4,0,351,16.93,0,0,0,0,12.18,0.008406,44,buggy
0,0,0,0,0,4,0,0,0.097153,0,0,0,28,0,4,0,0,0,1.01,0,8,clean
0,0.000592,0,0,0,0,0,0,0.097153,0,0,0,6,0,0,0,0,0,1.01,0,8,clean
0,0,0,0,0,13,0,0,0.030951,0,0,0,1,0,13,0,0,0,0,0,8,clean
0,0,0,0,0.00052,12,0,0,0.103103,0,0,0,1,0,12,0,0,0,1.01,0,8,clean
0,0,0,0,0,0,0,0,8.10896,0,97,0,136,0,7,0,3,0,3.03,0,84,clean
0,0.000857,0.003113,0,0,7,4,6,8.64097,0,384,0,231,4.81,10,0,0,0.001409,4.05,0.022592,85,buggy
0,0,0,0,0,0,0,0,0.097153,0,1,0,3,0,3,0,3,0,1.01,0,31,clean
0,0.000838,0,0,0,0,0,0,8.1394,0,95,0,105,0,5,0,3,0,3.05,0,73,clean
0,0.001925,0.000862,0,0,0,1,1,8.48431,0,37,0,10,1.05,1,0,0,0.001409,7.13,0.002455,72,clean
2,0.010167,0,0,0,0,1,0,8.36256,1.01,0,0.01184,630,7.2,15,3,0,0,2.03,0.009155,36,buggy
0,0.011005,0.001029,0,0,0,1,0,8.13496,1.01,70,0.01184,10,1.04,1,1,1,0,11.35,0,255,clean
0,0,0.002399,0,0,0,0,0,8.0512,0,0,0,3,1.03,2,0,1,0,2.03,0,23,clean
0,0,0,0,0,0,1,0,8.1114,1.01,68,0.01184,55,1.11,0,1,0,0,11.29,0.000993,199,clean
5,0,0,0,0,8,0,0,8.75651,0,262,0,406,2.55,13,1,5,0.001409,7.07,0.010096,80,buggy
1,0,0,0,0,0,0,0,0.097153,0,0,0,3,0,14,0,14,0,1.01,0.003149,8,clean
0,0,0,0,0,0,0,0,0,0,71,0,15,0,2,1,2,0,1.01,0,279,clean
0,0.001668,0.004918,0,0,0,1,1,8.13419,0,0,0,276,4.12,7,0,0,0,1.02,0.000837,16,clean
0,0,0,0,0,0,0,0,8.1394,0,95,0,91,0,5,0,3,0,2.02,0,73,clean
5,0,0.004148,0,0,5,0,0,8.49681,0,39,0,465,2.59,5,2,0,0,2.02,0.005245,30,clean
0,0,0,0,0,0,0,0,0.097153,0,1,0,3,0,3,0,3,0,1.01,0,31,clean
0,0,0,0,0,1,0,0,0.287275,0,8,0,15,0,1,0,0,0,2.03,0.00073,19,clean
0,0,0,0,0,2,0,2,8.39812,0,384,0,15,0,2,0,0,0.001409,5.06,0.000446,69,clean
0,0,0,0,0,0,0,0,8.10896,0,95,0,120,0,8,0,5,0,2.02,0.000893,73,clean
4,0.004537,0.007152,0.001552,0.006884,34,1,9,1.06901,0,0,0,46665,84.29,42,2,0,0.001409,1.01,0.004334,8,buggy
2,0,0,0,0,0,1,0,8.34094,0,34,0,28,1.08,1,0,1,0,4.04,0.003221,78,clean
0,0.000384,0.001169,0,0.001021,4,0,0,0.120148,0,0,0,1,2.08,4,0,0,0,1.01,0,8,clean
1,0.002293,0,0.00077,0,1,0,0,0.160922,0,152,0,66,1.11,16,0,15,0,1.01,0.000889,41,clean
1,0,0,0,0,4,0,0,0.094053,0,0,0,21,0,4,0,0,0,1.01,0,8,clean
0,0,0,0,0,4,0,0,0.056104,0,5,0,6,0,4,0,0,0,2.03,0,31,clean
0,0,0,0,0,0,0,0,8.15627,0,68,0,21,1.06,1,0,0,0,4.04,0,33,buggy
0,0,0,0,0,0,0,0,0.097153,0,1,0,3,0,2,0,2,0,1.01,0,31,clean
5,0.006821,0.002961,0.003906,0,0,0,0,8.67929,0,0,0,210,2.39,19,0,15,0,1.01,0.014776,8,buggy
0,0,0,0,0,2,2,1,0.139052,0,141,0,10,0,2,0,0,0,2.02,0,35,clean
0,0,0.003698,0.000841,0,0,0,0,8.16992,0,3,0,6,3.11,3,2,3,0.008262,4.13,0,38,buggy
0,0,0,0,0,0,0,0,8.09896,0,419,0,3,0,0,0,0,0.001409,5.07,0,115,clean
1,0.001892,0.00089,0,0,4,0,0,0.094053,0,0,0,45,1.09,4,0,0,0,1.02,0,16,clean
0,0,0,0,0,0,0,0,0.031629,0,14,0,10,0,1,0,1,0,2.06,0,60,clean
0,0.009685,0.001296,0.001887,0,0,9,0,0.20134,2.05,0,0.00108,300,3.47,13,2,11,0,1.01,0.000909,8,clean
0,0,0,0,0,0,1,0,0.152559,0,0,0,55,0,0,0,0,0,1.01,0,8,clean
0,0,0,0,0,0,0,0,8.1394,0,95,0,66,0,3,0,2,0,2.02,0,73,clean
0,0,0,0,0,0,0,0,8.42777,0,274,0,45,0,0,0,0,0.001409,9.09,0.009767,103,buggy
1,0,0,0,0,0,0,1,0.162417,0,0,0,3,0,1,0,1,0,1.01,0,13,clean
0,0.026192,0.019588,0.001029,0.002035,8,1,4,8.8842,0,49,0,1275,15.21,10,0,2,0.001409,24.4,0.01169,151,buggy
0,0.003011,0.002091,0,0,1,3,0,8.53863,0,34,0,253,2.63,1,0,0,0.001409,4.04,0.003405,24,buggy
1,0.002047,0.000757,0.001758,0.00377,17,0,2,0.56581,0,381,0,78,1.5,28,0,11,0.001409,3.04,0.003753,46,buggy
