@relation 'data/M_multi_metrics_PDE.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.194WCHU_numberOfLinesOfCode-0.192WCHU_wmc-0.192WCHU_rfc-0.186WCHU_lcom-0.185WCHU_numberOfMethods... numeric
@attribute -0.361WCHU_numberOfPublicAttributes-0.348ck_oo_numberOfPublicAttributes-0.347ck_oo_numberOfAttributes-0.336LDHH_numberOfPublicAttributes-0.319WCHU_numberOfAttributes... numeric
@attribute -0.371WCHU_fanIn-0.363LDHH_fanIn-0.34ck_oo_fanIn-0.27WCHU_cbo-0.247LDHH_cbo... numeric
@attribute '0.403ck_oo_numberOfMethodsInherited+0.384LDHH_numberOfMethodsInherited+0.376WCHU_numberOfMethodsInherited+0.339ck_oo_dit+0.32 ck_oo_numberOfAttributesInherited...' numeric
@attribute 0.317ck_oo_numberOfMethods+0.313ck_oo_lcom+0.275ck_oo_numberOfPublicMethods+0.253ck_oo_numberOfLinesOfCode+0.252ck_oo_wmc... numeric
@attribute '0.486WCHU_noc+0.476LDHH_noc+0.46 ck_oo_noc-0.19numberOfHighPriorityBugsFoundUntil:-0.16numberOfCriticalBugsFoundUntil:...' numeric
@attribute 0.433LDHH_numberOfAttributesInherited+0.387WCHU_numberOfAttributesInherited+0.268LDHH_numberOfPrivateAttributes+0.236ck_oo_numberOfAttributesInherited-0.234WCHU_dit... numeric
@attribute 0.297WCHU_numberOfAttributesInherited+0.295LDHH_numberOfAttributesInherited+0.262numberOfCriticalBugsFoundUntil:-0.257LDHH_numberOfPublicMethods-0.257LDHH_numberOfPrivateAttributes... numeric
@attribute -0.277numberOfHighPriorityBugsFoundUntil:-0.269WCHU_dit+0.229ck_oo_dit+0.222LDHH_numberOfMethodsInherited-0.211WCHU_numberOfPrivateAttributes... numeric
@attribute 0.506LDHH_dit+0.498WCHU_dit-0.247numberOfHighPriorityBugsFoundUntil:-0.231numberOfCriticalBugsFoundUntil:+0.208ck_oo_fanIn... numeric
@attribute 0.305numberOfCriticalBugsFoundUntil:-0.281WCHU_numberOfAttributesInherited-0.272LDHH_numberOfAttributesInherited+0.268ck_oo_numberOfAttributesInherited+0.254LDHH_dit... numeric
@attribute -0.5LDHH_numberOfPrivateAttributes-0.322ck_oo_numberOfPrivateAttributes-0.32WCHU_numberOfPrivateAttributes+0.239LDHH_numberOfPublicMethods+0.236WCHU_numberOfPublicMethods... numeric
@attribute -0.346ck_oo_numberOfAttributesInherited-0.342WCHU_numberOfPrivateMethods-0.336LDHH_numberOfPrivateMethods-0.281ck_oo_numberOfMethodsInherited+0.255CvsLogEntropy... numeric
@attribute 0.317ck_oo_numberOfAttributesInherited+0.303ck_oo_numberOfPublicMethods+0.292WCHU_fanOut-0.26LDHH_lcom-0.251LDHH_numberOfMethods... numeric
@attribute -0.523LDHH_fanOut+0.399CvsLogEntropy-0.262WCHU_fanOut-0.226LDHH_cbo+0.205ck_oo_numberOfPrivateAttributes... numeric
@attribute -0.381ck_oo_numberOfPublicMethods+0.356ck_oo_fanOut+0.331LDHH_numberOfPublicMethods-0.316ck_oo_lcom-0.288LDHH_numberOfPrivateMethods... numeric
@attribute '-0.447ck_oo_dit+0.314ck_oo_numberOfPrivateMethods-0.289ck_oo_cbo-0.231ck_oo_fanIn+0.21 LDHH_cbo...' numeric
@attribute 0.443ck_oo_numberOfPrivateAttributes-0.353CvsLogEntropy-0.297ck_oo_dit-0.292LDHH_numberOfPublicAttributes-0.24LDHH_numberOfAttributes... numeric
@attribute -0.535ck_oo_dit-0.356ck_oo_numberOfPrivateAttributes+0.262ck_oo_cbo+0.244ck_oo_fanIn+0.221ck_oo_numberOfAttributesInherited... numeric
@attribute 0.549numberOfHighPriorityBugsFoundUntil:-0.449numberOfCriticalBugsFoundUntil:-0.328ck_oo_numberOfPrivateAttributes-0.22numberOfMajorBugsFoundUntil:-0.186WCHU_numberOfPublicMethods... numeric
@attribute -0.401numberOfHighPriorityBugsFoundUntil:-0.28CvsEntropy-0.244LDHH_lcom-0.241ck_oo_fanOut-0.223ck_oo_numberOfPrivateAttributes... numeric
@attribute '0.35 CvsEntropy+0.266CvsLinEntropy+0.253CvsExpEntropy+0.24 LDHH_numberOfPublicMethods-0.237CvsLogEntropy...' numeric
@attribute -0.489ck_oo_noc+0.342LDHH_noc-0.253LDHH_fanOut-0.237ck_oo_fanIn-0.232CvsWEntropy... numeric
@attribute -0.471LDHH_numberOfPrivateMethods+0.308ck_oo_lcom-0.294CvsLogEntropy-0.27ck_oo_numberOfPublicMethods+0.219WCHU_lcom... numeric
@attribute -0.475ck_oo_noc+0.356LDHH_noc-0.281numberOfCriticalBugsFoundUntil:+0.253numberOfMajorBugsFoundUntil:-0.235LDHH_numberOfPublicAttributes... numeric
@attribute class {buggy,clean}

@data
3.185158,-0.0838,0.189369,-1.238382,0.168624,-0.246337,0.226693,-0.259403,-0.654574,0.109648,0.125689,0.022222,-0.110575,-0.021777,0.073253,-0.106073,0.229278,0.33841,-0.033798,-0.108589,0.128511,-0.371258,0.033693,-0.245501,-0.017514,clean
-6.709672,0.472325,1.797568,-0.562198,-1.319911,0.297071,0.645964,0.358818,0.370031,-0.648896,0.261117,-1.045896,-0.717511,-1.042108,-0.399266,-0.574297,0.143136,-0.051312,0.456204,-2.254865,-1.067364,0.455197,0.213276,-1.068686,-0.358049,clean
2.908335,-0.11087,-0.017475,-0.767222,0.077112,-0.233543,0.021357,-0.182322,-0.149553,0.018737,-0.038109,0.093491,0.367016,0.097262,0.175696,-0.211087,-0.063462,0.307796,0.559227,0.037699,-0.106888,-0.096816,0.077359,-0.275991,0.060532,clean
0.282219,0.034515,0.450412,1.711242,-1.245252,0.689214,-0.716255,-1.193569,0.747779,-1.143633,-1.597337,-1.426725,0.756963,-0.534545,0.507509,0.207958,0.907226,1.148222,0.77327,-0.224104,0.260871,-0.805568,-0.221489,0.363288,0.268746,clean
2.16367,0.470155,0.899146,0.290506,1.773774,-0.593395,-0.359135,0.270661,0.478335,-0.172334,0.319444,-0.579026,-0.396539,-0.600386,-0.061183,0.883886,-1.042695,-0.439959,-0.68206,-0.479411,-0.266274,-0.486685,0.278111,-0.237771,-0.054956,buggy
-0.766597,1.53598,-6.229647,1.388949,1.224215,-4.364605,-0.726807,1.410044,0.982469,-0.456479,1.05176,-2.136078,-0.105668,-0.973806,0.010691,-1.178719,1.289313,-0.240919,-2.161916,0.492412,-0.251915,0.426778,1.379351,-0.226422,-1.18934,buggy
0.816505,1.536389,1.216134,10.722017,-1.023347,-0.543547,0.947464,0.754438,-0.638294,3.174787,4.537656,1.048822,-2.517649,2.004944,0.12987,1.177649,1.084834,0.450497,0.505768,-0.073354,0.061758,0.06084,0.031143,-0.058739,0.254063,clean
1.03039,-0.122171,1.010649,-0.421995,0.009556,0.084722,-1.105696,-0.065803,-1.511403,2.396495,-0.05361,-1.149603,0.621164,0.547154,0.295485,0.414863,0.402115,0.256029,-0.525033,-0.203213,0.134012,0.024531,-0.246844,0.426173,0.127905,clean
3.564801,-0.378747,-0.034768,-0.824253,-0.593106,-0.056666,0.032954,-0.014768,-0.194159,-0.094686,0.074971,0.180407,-0.316619,-0.030728,0.300938,-0.10896,0.064523,-0.159971,-0.130249,-0.044396,0.018447,0.144979,-0.055298,0.24114,0.196239,clean
2.316386,0.15794,-0.04157,-0.037689,0.957704,-0.029031,-0.146982,-0.154038,0.159374,-0.404222,0.184461,-0.027533,0.408076,0.535232,-0.423516,-0.914385,-0.62822,-0.370457,0.094349,0.125607,-0.382207,0.248814,-0.360902,-0.183663,-0.329597,clean
-5.803242,0.453994,1.61677,0.208599,-1.434192,0.928041,-0.033331,-0.970219,-0.277389,-0.534296,-2.558423,-0.566206,-1.648479,0.243591,1.012971,0.436197,-0.929088,-0.549639,0.771836,-0.248141,-0.240584,0.33014,0.342875,-0.969437,0.00129,clean
-0.628315,0.239057,-0.4776,5.30714,-2.203274,-0.129065,-2.875587,1.9152,-0.511226,0.546615,-0.209943,-1.866986,3.106897,-0.869238,-0.497288,-0.886724,0.944965,0.701731,0.567723,1.197579,-0.430674,0.362981,-0.804597,-0.409518,0.82696,clean
3.7262,-0.236813,-0.158925,-1.088343,-0.455835,-0.138461,0.079029,-0.20415,-0.492344,0.002505,0.091528,0.360289,-0.261096,-0.201134,-0.066736,-0.282343,0.174424,-0.136533,0.298614,0.148244,0.260667,-0.092069,-0.057575,0.024563,0.112731,clean
2.881827,-0.638514,-0.014948,-1.128848,-0.664524,-0.028972,-0.196147,0.299611,-0.069973,0.051269,-0.237457,0.405775,0.236923,0.332326,0.372153,0.126595,-0.054814,0.033947,0.43268,0.163624,-0.228361,0.443806,0.130968,0.16649,0.22277,clean
-0.724929,1.563394,-9.353635,-1.15954,0.943532,-4.498276,-0.890448,-0.203077,2.574948,2.349783,-0.214281,-1.109523,-0.469109,-0.769875,0.704802,0.062062,2.09925,0.067134,-1.037343,2.328021,-0.283868,0.381723,0.56176,-0.099139,-0.458112,clean
2.42352,-0.259147,0.084125,-0.766437,0.990993,0.010132,-0.073497,0.059375,-0.411019,-0.17775,0.230226,0.340363,0.312887,0.45544,0.039763,-0.510881,-0.549951,-0.149291,0.211492,0.353665,-0.229604,0.468182,-0.268761,-0.112328,-0.393643,clean
3.266766,0.737727,0.268753,3.016591,1.433963,-0.795304,0.172166,-0.073115,0.828744,-1.12061,1.692571,0.190983,-2.330575,0.619535,0.140903,0.079739,-0.402135,-0.188134,0.123002,-0.004191,0.308235,-0.387027,-0.036572,-0.13743,0.061793,clean
0.154553,-0.47146,0.87882,-1.357788,0.535334,-0.016088,0.026633,-0.337653,-0.972631,0.035475,-0.516407,-0.269765,0.165561,0.161033,0.640704,1.581024,-0.328186,-0.023046,0.545804,0.363966,0.631107,0.25083,0.176735,0.130332,0.07731,buggy
1.258106,0.705313,-1.713374,1.628892,0.485764,-0.476686,-0.75056,-0.104012,1.941553,-0.272484,-0.131541,-0.52589,-0.447911,-0.530719,0.185613,-0.301971,0.020076,-0.074975,-0.627329,0.073418,0.018122,-0.001698,-0.146029,0.384098,-0.600286,clean
0.266135,0.64195,-0.617888,-0.268991,2.270905,3.773273,0.137622,1.188097,-0.471333,-0.265865,0.246589,-0.273195,0.085225,0.312653,0.032368,-0.594091,0.196165,0.536286,0.004433,-0.16123,-0.428159,-0.354423,0.273589,-0.553179,-0.172659,buggy
-1.169463,-0.382864,0.377776,-1.265249,0.6478,0.122791,-0.364288,0.370405,0.004688,0.128551,-0.739961,0.333393,1.03819,1.770038,-0.130147,0.747933,-0.603278,0.052206,0.568058,0.102135,-0.671394,0.379367,-0.150017,0.280403,-0.14659,buggy
-28.601797,4.814798,4.901876,-0.761493,9.805447,-0.551244,-0.496229,-4.077611,-1.986631,-1.112396,1.940148,3.648954,0.710717,0.428397,-2.549371,-7.015305,-0.446419,-1.90225,1.77963,0.009782,2.346063,0.878143,0.127121,3.403146,2.934964,buggy
2.582728,-0.408592,0.141823,-0.088367,-0.474625,-0.047744,-0.474267,0.304609,0.635859,-0.164201,-0.252953,-0.102564,0.126324,-0.253974,-0.144683,0.140309,0.207005,0.078239,0.249473,0.10442,0.052088,0.147508,-0.181047,0.207245,0.340714,clean
3.254456,0.423206,0.212723,0.150415,1.121809,-0.551832,-0.316492,-0.177112,-0.125412,-0.434486,0.439843,0.136788,-0.93372,-0.238305,-0.439425,-0.085701,-1.035764,-0.81775,-0.273295,0.017396,0.151017,-0.390005,0.217208,-0.19444,-0.024744,clean
1.024079,-0.368772,1.167675,-1.360925,0.859855,-0.149431,0.255839,0.514093,0.16237,0.424148,0.37335,-0.005707,1.003011,-0.01122,0.583144,0.77021,0.132221,0.648123,0.010354,0.264712,-0.017966,0.23636,0.079916,-0.048212,-0.490747,clean
3.481168,-0.400273,-0.149544,-0.747718,-0.612001,-0.041991,-0.115802,-0.056193,-0.13973,-0.063597,-0.117487,0.232903,0.027311,-0.206052,0.195068,-0.219152,0.309988,0.077392,0.469299,0.163385,0.162988,0.116921,-0.110373,0.10313,0.202798,clean
-4.587147,0.80861,-2.844299,-0.746302,-1.571821,-0.573214,0.562903,-2.02409,0.79999,-0.303622,0.901781,3.282866,1.404134,-1.068921,-0.421459,1.323082,0.050489,0.312252,-0.43366,-0.30065,0.227788,0.1399,0.218055,0.050784,-0.209828,buggy
-0.719334,0.096189,0.330616,5.108044,-2.598939,-0.804712,6.474643,2.48394,-1.204728,-0.235033,-1.897683,2.782459,2.340078,-2.325996,0.206211,0.263161,0.573787,-0.20908,-0.354206,-0.344861,-0.580867,0.836588,-0.148488,0.414936,0.224907,clean
3.206714,-0.088056,-0.606687,-1.171518,-0.065458,-0.478646,-0.105538,-0.043917,-0.222932,0.288,0.0205,0.284862,-0.359142,-0.347049,-0.197374,0.137876,0.392164,-0.175062,0.13983,0.262358,0.363859,-0.100837,0.18728,-0.012494,-0.091922,clean
2.245732,-0.088303,0.05991,-0.827605,-0.453567,-0.221271,-0.147184,0.146377,0.320067,-0.054215,-0.093427,-0.060695,-0.346367,0.534235,-0.712448,-0.123623,-0.377759,-0.330167,-0.70873,-0.176729,-0.127362,-0.242879,-0.110092,0.113288,0.156759,clean
1.09164,1.466256,1.140929,10.735986,-1.025136,-0.559202,0.916962,0.747385,-0.677997,3.197916,4.479614,0.986403,-2.59061,1.8775,0.155376,1.217749,1.233312,0.376951,0.506516,-0.185521,-0.065681,0.12931,-0.072737,0.034166,0.335699,clean
3.54518,0.579707,0.354445,2.972143,0.908262,-0.610084,0.140338,0.023271,0.827414,-1.191784,1.641034,0.15264,-2.487758,0.530251,0.208134,0.210005,-0.117534,-0.160793,-0.124653,-0.024287,0.405836,-0.356802,-0.027075,-0.003693,0.071274,clean
-3.542264,-1.285934,0.54744,-0.366642,-1.867313,0.731563,1.75865,-1.732846,0.156161,-1.275332,1.117569,0.550572,2.168748,0.362168,0.873526,0.857087,-0.605774,0.955533,-0.588,-0.515032,-0.776458,1.867616,-0.795402,0.579442,0.379015,buggy
3.103371,-0.48686,-0.164729,-1.160055,-0.325971,0.524604,0.307854,0.187024,-0.308323,0.005798,0.38063,0.357872,0.040077,-0.00028,0.109255,-0.268028,0.091819,0.087036,0.16464,0.29813,0.088549,0.162674,-0.636102,0.191105,-0.537478,clean
3.300387,-0.688744,-0.501279,-1.10987,-0.661717,-0.180692,-0.04594,-0.005169,-0.188119,0.152165,-0.131859,0.287106,-0.163493,-0.06061,0.28363,-0.041607,0.235831,-0.012688,0.252707,0.179738,0.114294,0.255904,-0.077617,0.223627,0.224335,clean
3.551706,0.298909,-2.001345,-0.815738,0.392598,1.78624,-0.007751,0.480828,-0.564936,-0.035204,0.134953,-0.035512,-0.875506,-0.273775,-0.478155,-0.243031,0.112075,-0.29968,-0.315456,0.271621,0.545328,-0.297606,-0.620482,-0.120328,-0.982885,clean
-11.288272,1.139996,3.414365,-0.190033,-1.859328,2.088738,0.244195,-0.836438,2.881381,0.637901,-0.780001,0.398143,-2.851887,-2.521323,-0.816047,-1.436501,2.364237,0.575397,0.412859,0.351763,-0.585995,-0.707697,-1.147788,-0.627413,-0.430777,clean
2.677413,-0.178421,-0.41152,-0.593821,-0.636012,-0.217368,0.461702,-0.54864,-0.066363,-0.183693,0.298511,-0.652814,-0.933063,-0.08013,-0.038048,0.259164,-0.441489,-0.318425,-0.468884,0.469304,0.821117,-0.066399,0.435731,0.085103,-0.146125,clean
3.146508,-0.092086,0.303365,1.170115,-0.585503,0.24296,-0.83608,-0.059802,0.894259,-0.705852,-0.525138,-0.528672,0.588634,-1.243138,0.175929,-0.274734,0.813484,0.65574,0.716405,0.331378,0.663774,-0.214495,-0.136391,-0.136424,0.074419,clean
2.318138,-0.372143,0.346863,-1.250378,-0.248032,-0.023355,0.72803,-0.605486,-0.571914,-0.003513,0.185368,-0.86583,-0.147651,0.088015,-0.094413,0.556008,-0.382098,-0.053496,0.610083,0.51873,0.527656,-0.089489,0.441625,-0.223778,-0.180728,clean
1.799005,0.42622,0.500159,-1.017208,2.48,-0.81758,0.45842,-0.815597,-1.01168,-0.02976,0.458813,-0.008095,0.904438,1.043591,-0.147972,-1.046205,-0.584865,0.620013,0.286546,-0.111594,-0.67316,-0.291395,0.409332,-0.940825,-0.256747,clean
-9.475072,0.809903,-0.392915,-1.51689,-1.510024,-0.152815,-1.1419,0.257873,1.100998,-0.248548,-0.320601,3.329006,0.409872,1.032426,-1.026826,0.214113,-0.657057,-0.010575,0.488198,-0.277918,0.086419,0.704046,0.735846,-0.914182,-0.023948,buggy
-0.651127,0.746978,0.971766,5.076585,1.029628,-0.383721,0.049029,0.180464,1.60061,-1.694693,-0.4692,-0.816522,0.480642,0.273608,0.541518,0.038327,0.514623,0.973263,0.414114,0.174238,0.326088,-0.195272,0.273402,-0.156228,-0.281542,clean
1.722392,-0.245407,-0.066469,-0.91054,-0.660625,-0.141339,-0.212726,0.226786,0.55703,0.12607,-0.35909,0.025207,0.450456,1.05819,-0.760959,-0.281279,0.413656,0.047722,0.200115,0.075137,-0.271158,0.057356,-0.142921,0.117995,0.246952,clean
0.481438,-0.305003,0.221645,-1.470497,-1.120492,0.080655,-0.419757,0.366689,0.276778,0.372122,-0.849979,0.314199,-0.579634,1.0373,-0.296386,-0.191639,0.200671,0.24872,0.015571,-0.14077,-0.460822,-0.312066,0.158717,-0.043681,0.202859,clean
-2.3788,-0.753243,0.447077,-1.931823,-0.645133,0.026872,-0.727525,2.434888,1.764678,0.788715,-0.495066,0.121662,1.578547,2.168758,-0.875439,1.507801,-1.130764,0.380702,0.727098,-0.106324,-0.866096,0.641769,0.085722,0.674286,0.32942,buggy
-2.871589,1.441615,-1.30075,0.299678,2.749147,0.376818,-0.515295,-1.000561,0.055902,-0.25798,-0.178015,1.460874,1.008626,-0.080626,-0.599944,-0.464037,0.614364,-0.786816,0.470711,-0.180844,-0.167204,0.772389,-0.822057,-0.649157,-0.235494,clean
-0.826345,0.165819,0.482451,1.99898,-1.272704,-1.697809,6.976849,5.910722,-1.620588,2.087065,-3.375758,1.154453,1.589751,-0.971029,-1.834949,-0.053434,-0.62217,-1.087503,-1.585901,0.931255,0.906209,-0.193477,0.034102,-0.12014,-1.449637,buggy
1.57895,0.365972,0.867201,-1.03063,2.327469,-0.773613,0.122409,0.084691,-0.352353,0.402839,0.434597,-0.747579,-0.289992,-0.195189,0.288819,0.685291,0.588267,0.315862,-1.385193,-0.459164,0.127017,-0.394384,0.274008,-0.086831,-0.442351,clean
-4.946582,-1.827775,-0.266454,-1.979989,-3.344183,0.392521,5.052585,-3.835055,-0.321579,-1.133757,2.123872,-8.808074,-0.607867,1.650476,-5.313656,1.48295,0.412946,-2.016294,2.038414,-0.55793,0.604948,2.146701,-0.355264,0.45003,-0.610581,clean
1.051231,-0.366959,0.324866,-1.016233,-0.033366,0.065481,0.490524,-1.001966,-0.893746,-0.292466,0.093516,0.349325,0.273902,-0.074749,0.297573,0.695295,-0.183755,-0.020156,0.378396,0.093989,0.11397,0.314477,-0.027741,-0.057246,0.14737,clean
-7.690101,0.418444,2.355673,1.92712,1.920119,-0.571177,-2.264345,1.309067,-0.278047,-1.772769,-1.306614,-0.471601,-0.081319,-0.737708,0.163409,1.136386,-1.072364,-0.18856,0.30758,1.649284,-0.651635,-0.181704,0.012873,-0.654154,0.670475,clean
3.213225,-0.379901,0.058694,-0.91365,-0.187294,-0.163451,0.047316,-0.011112,-0.204487,-0.038337,0.15966,0.221675,-0.150923,-0.122809,0.18542,-0.106225,-0.159923,-0.182363,-0.102287,0.03542,-0.027769,0.210887,-0.129129,0.132416,0.082444,clean
3.394648,-0.341105,-0.152123,-1.175016,-0.435827,-0.185813,0.073391,-0.073129,-0.389002,0.130207,0.042826,0.27889,-0.25518,-0.230707,-0.005663,0.058152,-0.060539,0.162058,0.250383,0.125165,0.263196,-0.22014,-0.0663,-0.100255,0.174101,clean
-4.021101,0.479601,-2.132465,2.007541,-1.781792,1.012052,1.123207,-3.845057,-1.385999,-3.098315,0.94225,-1.163304,1.07549,-1.459407,1.080375,-0.083912,0.406948,0.871427,0.943332,-1.348317,0.950548,-0.198997,0.548261,0.467072,-0.697973,clean
2.709443,-0.198188,-0.068719,0.613426,-0.584473,-0.129838,0.18357,-0.022868,0.086005,-0.452656,-0.596939,-0.613258,-0.065532,-0.291332,0.351691,-0.111906,-0.131858,-0.205252,0.114892,0.319351,0.458061,0.203557,0.185735,0.17378,0.025715,clean
-2.462221,0.194512,0.306002,-0.784376,-0.715808,0.448534,-0.506919,-1.087498,-0.588645,-0.377561,-0.81065,1.675148,-0.762378,-0.927298,0.795246,0.178611,0.822764,-0.548553,0.456078,-0.044194,0.256595,1.288929,-0.173329,-1.30744,-0.054222,clean
-1.388151,0.942881,0.976314,1.225515,3.005477,-1.211819,0.388695,-0.124934,-0.845042,-0.811073,-0.143374,-0.431404,0.949843,1.608599,-0.826103,-0.922459,-0.628832,0.116008,0.348151,-0.502042,-0.242369,-0.117434,0.347641,-0.193499,0.285055,buggy
2.842281,0.505681,0.022951,3.991755,0.38582,-0.424378,-0.548647,0.323513,2.245353,-1.47969,0.287883,-1.036469,-0.990866,-0.836035,0.707656,-0.251329,-0.638407,-0.50903,-1.284462,-0.291674,0.117888,0.248819,0.005697,0.323056,0.041183,clean
-0.784608,0.630294,0.782118,2.261583,-0.526988,0.46211,-1.490968,-0.160713,1.981053,-1.134628,-1.067122,0.00512,1.131537,-0.573868,-0.463026,0.374385,0.437567,0.228556,0.341437,-0.139711,-0.071352,-0.431409,-0.078615,0.365533,0.154337,clean
3.548578,-0.045509,0.138491,0.124648,-0.085704,-0.187304,-0.288664,-0.030091,0.294632,-0.60653,0.331366,-0.102963,-0.993793,-0.503327,0.011717,-0.063776,-1.364569,-1.002414,-1.396884,-0.156063,0.14949,0.011427,0.073121,0.155587,0.11885,clean
-3.225464,0.006378,1.660348,1.069049,0.110232,-0.060204,-2.283559,1.19518,0.207149,2.896965,1.283615,-0.625265,2.103843,1.852228,-1.130996,0.108568,-1.80413,0.387541,-0.976652,0.353555,0.072318,0.351771,0.748281,-0.210343,-0.014641,clean
1.399315,-0.267052,-0.044801,-0.972953,-0.809888,0.459982,-0.233553,0.448138,0.478853,0.186772,-0.433588,0.262153,0.344105,0.568771,-0.052943,0.155677,0.101291,0.221052,0.418174,0.058957,-0.313782,-0.055621,-0.537144,0.434441,-0.249806,clean
1.23355,0.050146,0.494569,0.631823,0.597267,-0.441507,-0.033514,0.405258,0.490504,-0.299967,-0.694306,-0.43784,0.822713,0.453561,-0.526651,-0.381083,-0.380321,0.114626,-0.072646,0.011948,-0.333595,-0.113748,0.249489,-0.351226,-0.052766,clean
2.787004,-0.170423,0.285795,-1.207739,0.235142,-0.24149,0.162345,-0.008712,-0.345364,0.155881,0.203354,0.224368,0.196308,0.072019,0.094344,0.087723,0.018796,0.070557,0.255844,0.078095,-0.028891,-0.014851,0.103046,-0.166325,-0.083345,clean
-1.518049,0.539371,0.833537,0.472294,1.289482,-0.988833,-0.451626,0.413719,-1.520327,-1.418677,-0.260421,-1.420419,0.528126,0.047267,0.048279,-0.131051,-0.222524,-0.578236,0.249434,1.303734,-0.586601,-0.277267,-0.171497,-0.565283,0.555605,clean
3.68878,-0.324418,-0.15619,-1.113105,-0.504614,-0.140008,0.020969,-0.110591,-0.456578,0.039297,0.040087,0.353044,-0.310362,-0.274931,-0.077813,-0.114526,0.141753,-0.09463,0.29034,0.14418,0.254923,-0.099452,-0.073041,0.043952,0.16545,clean
3.339201,-0.210658,-0.659508,-0.755668,-0.320768,-0.336885,-0.119753,-0.210243,-0.073575,0.091852,-0.068943,0.181542,-0.142849,-0.347311,-0.015769,-0.279584,0.45274,0.081204,0.311051,0.25212,0.373868,0.029397,-0.011805,-0.01542,0.049763,clean
-5.74741,1.244672,0.615419,-1.100238,-0.329192,0.468154,-0.914473,-1.743207,-1.242352,-0.309817,-1.505996,2.635282,-1.384968,-0.885559,0.605568,1.060939,1.134467,-0.903294,0.06164,-1.124932,-0.048705,0.138063,-0.360772,-0.963911,-0.211995,clean
0.251094,0.472629,0.857621,-1.135962,1.716015,-0.325322,0.275614,-0.917978,-1.006858,0.188464,-0.001715,-0.221802,0.317939,-0.731028,0.106726,1.069258,0.651352,-0.239988,0.317821,-0.142019,0.512808,-0.066934,0.028763,0.059367,-0.078272,clean
-1.362022,-0.255468,0.282464,3.404166,-1.812595,-1.313421,7.131309,2.786333,-1.647374,0.50217,-1.581715,2.485732,2.302257,-0.290341,-0.375346,-0.536413,0.522167,-0.082214,-1.089275,-0.337571,-1.264173,1.322957,-0.389604,0.422324,0.154381,clean
1.429747,-0.630193,0.398675,-1.078385,-0.381094,-0.005295,-0.292636,0.668435,0.574515,0.298798,-0.380995,0.052022,0.817556,0.747683,0.354388,0.305373,0.547628,0.158357,0.259158,0.107502,-0.324102,0.800151,-0.169069,0.422823,0.260297,clean
-3.907722,0.723022,-0.870959,5.678427,-4.145284,-2.808261,5.014462,5.821376,-5.614187,2.040681,-5.500304,-0.637238,1.75557,-0.001909,-2.898132,-0.432262,-0.577381,-2.101739,-1.762384,0.620286,0.247361,-1.054931,-0.25158,0.511095,1.335883,buggy
2.666499,-0.344669,0.041366,-0.88528,0.326932,0.201207,0.009155,0.149995,-0.247484,0.092423,0.045816,0.069484,0.271255,-0.104102,0.282934,-0.128901,0.221289,0.348332,0.387953,0.192399,0.140351,0.153756,-0.587165,0.012011,-0.267487,clean
-2.971439,0.061973,-0.178646,1.385235,-0.843431,0.091128,-0.262849,-0.900516,1.625096,-0.996988,-0.350711,0.100071,0.311887,1.266528,-0.597142,0.439503,-0.335323,0.192483,-0.489668,0.394011,-0.290324,0.109791,0.371623,0.417179,-0.179972,buggy
-16.369625,1.755183,-7.990993,-1.921182,-5.444401,-5.321181,-5.658284,3.729507,-4.255759,-5.305236,2.521412,0.006224,-1.916019,-1.010957,-0.680504,-0.117589,2.482881,-2.19116,0.03798,0.266748,-2.25361,0.222721,-0.77907,-2.687091,0.816243,clean
3.461661,-0.341039,-0.21062,-1.084354,-0.415708,0.083179,0.0316,0.007146,-0.35566,0.014933,0.011438,0.342586,-0.018229,0.04142,0.111531,-0.215672,0.097404,-0.113359,0.404063,0.142752,0.00896,0.145568,-0.204196,0.078013,-0.05155,clean
1.245573,0.571575,-1.073437,2.336942,-0.13058,-0.455393,-0.96772,-0.375175,1.996843,-0.913571,-0.323542,-0.357356,-0.101547,-0.58085,0.510771,0.019816,-0.170491,-0.2323,-0.807678,-0.320596,-0.016459,0.229583,0.040014,0.224714,0.067417,clean
0.184398,-0.033312,0.400193,1.495278,-1.612043,0.598148,-1.48746,0.450388,2.312589,-0.598866,-1.605486,-0.601879,1.391332,0.220561,-0.139562,-0.325958,1.13122,0.863894,0.856552,0.106307,-0.255539,-0.05102,-0.231643,0.624911,0.3207,clean
3.960083,0.020675,-0.062412,-0.222183,-0.340485,-0.128528,-0.347152,-0.175829,-0.199388,-0.34928,-0.071008,0.00883,-0.819396,-0.68455,-0.150347,-0.149352,-0.129686,-0.367581,-0.26034,0.005822,0.528091,-0.42245,-0.067846,0.011202,0.124806,clean
-1.088608,0.536519,0.401318,-1.042009,-0.298943,-0.11533,-0.540994,-0.07402,0.296283,0.088033,-0.664597,0.812661,-0.083514,0.59019,-1.041907,0.71228,0.032817,-0.389494,-0.288127,-0.59883,-0.16284,-0.631241,-0.11973,-0.251493,0.159324,clean
