@relation mydataframe
@attribute ev.g. numeric
@attribute iv.g. numeric
@attribute l numeric
@attribute i numeric
@attribute e numeric
@attribute lOComment numeric
@attribute lOBlank numeric
@attribute locCodeAndComment numeric
@attribute uniq_Op numeric
@attribute bug {'1','0'}
@data
1,1,0.4,12.68,79.25,0,0,0,5,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
3,5,0.1,53.98,5397.5,1,3,0,12,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
13,29,0.03,85.01,114916,2,3,1,18,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,5,0.08,70.96,11991.65,1,6,0,13,'0'
1,3,0.11,33.33,2800.68,2,1,0,11,'0'
1,1,0.22,31.44,650.93,0,0,0,7,'0'
3,5,0.08,37.44,6545,1,4,0,14,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.33,12.18,109.62,0,1,0,6,'0'
1,6,0.07,40.61,8849.14,1,4,0,10,'0'
7,7,0.05,32.79,15298.84,0,1,0,16,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0.5,5.8,23.22,0,0,0,4,'0'
1,1,0.42,21.25,122.4,0,0,0,3,'0'
1,2,0.2,4.14,103.4,0,0,0,5,'0'
1,1,0,0,0,1,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0.5,5.8,23.22,0,0,0,4,'0'
1,1,0.19,11.86,326.92,0,0,1,7,'0'
1,1,0.22,8,162,0,0,0,6,'0'
1,2,0.1,20.81,2081.48,0,2,0,10,'0'
1,1,0.4,7.86,49.13,0,0,0,5,'0'
1,1,0.38,16.84,119.78,3,4,0,4,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.12,24.67,1679.37,0,1,0,11,'0'
1,2,0.2,3.62,90.47,0,0,0,5,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.34,16.61,141.26,0,1,0,5,'0'
1,1,0.33,14.4,129.56,0,0,0,6,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,2,0.11,11.29,914.21,0,1,0,10,'0'
1,2,0.13,15.92,982.91,0,1,0,11,'0'
1,1,0.5,5.8,23.22,0,0,0,4,'0'
1,2,0.15,10.42,474.58,0,0,0,9,'0'
1,1,0,0,0,0,0,0,5,'0'
1,1,0,0,0,0,0,0,4,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,1,0,0,0,0,0,0,0,'0'
1,1,0.67,6.67,15,0,0,0,2,'0'
1,1,0.67,6.67,15,0,0,0,2,'0'
1,1,1,20.68,20.68,0,0,0,2,'0'
1,1,0,0,0,0,0,0,0,'0'
1,1,0,0,0,0,0,0,0,'0'
1,1,0,0,0,1,0,0,1,'0'
1,1,0,0,0,0,0,0,0,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,1,0,0,0,0,0,0,0,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,1,0.4,14.4,90,0,0,0,5,'0'
1,1,0.4,14.4,90,0,0,0,4,'0'
1,1,0.67,7.74,17.41,0,1,0,3,'0'
1,1,1,8,8,0,0,0,2,'0'
1,1,1,8,8,0,0,0,2,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,1,0.34,15.42,131.17,0,0,0,5,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
6,6,0.07,41.57,9244.97,1,3,0,14,'0'
1,1,1,8,8,0,0,0,2,'0'
1,1,0.25,24.81,384.58,0,0,0,7,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,1,0.5,9.83,39.3,0,0,0,4,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,1,1,8,8,0,0,0,2,'0'
1,1,1,91.38,91.38,0,0,0,2,'0'
1,1,0.14,35.66,1848.66,0,0,0,9,'0'
1,2,0.11,20.46,1584.75,0,0,0,11,'0'
1,2,0.11,19.25,1736.95,0,0,0,11,'0'
1,1,0.4,9.6,60,0,0,0,5,'0'
1,2,0.17,4.21,151.6,0,0,0,6,'0'
1,1,0.24,12.8,225.85,0,0,0,7,'0'
1,1,0.4,12.68,79.25,0,0,0,5,'0'
1,1,0.4,12.68,79.25,0,0,0,5,'0'
1,1,0.16,19.16,733.44,0,1,0,9,'0'
1,1,0.5,5.8,23.22,0,0,0,4,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,16.84,37.9,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.19,8.43,239.85,0,0,0,8,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.08,24.79,3676.11,0,5,0,11,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.33,9.51,85.59,0,0,0,6,'0'
1,1,0.4,6.2,38.77,0,0,0,5,'0'
1,1,0.4,6.2,38.77,0,0,0,5,'0'
1,1,0.5,5.8,23.22,0,0,0,4,'0'
1,1,0.5,5.8,23.22,0,0,0,4,'0'
1,1,0.25,7.11,113.74,0,0,0,4,'0'
1,1,0.33,9.51,85.59,0,2,0,6,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.4,9.6,60,0,0,0,5,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,2,0.17,8.96,322.65,0,0,0,9,'0'
1,2,0.17,9.56,344.16,0,0,0,9,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,2,0.14,3.86,189,0,0,0,7,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
3,2,0.21,16.19,373,0,1,0,8,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,2,0.14,3.86,189,0,0,0,7,'0'
3,2,0.22,11.85,239.86,0,0,0,9,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.14,11.72,574.31,0,4,0,10,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.5,11.63,46.53,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.33,8,72,0,0,0,6,'0'
1,1,0.25,11.09,177.52,0,0,0,8,'0'
3,2,0.07,45.74,8648.24,0,4,0,13,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.5,9.05,36.19,0,0,0,4,'0'
1,1,0.27,14.17,199.32,1,0,0,6,'0'
1,1,0.15,8.82,392.07,0,0,0,8,'0'
1,1,0.5,7.75,31.02,0,0,0,4,'0'
1,1,0.5,5.8,23.22,0,0,0,4,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
4,5,0.07,19.65,4246.13,3,3,0,14,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.22,15.11,306,0,0,0,9,'0'
1,1,0.22,15.11,306,0,0,0,9,'0'
1,1,0.22,15.11,306,0,0,0,9,'0'
1,1,0.22,15.11,306,0,0,0,9,'0'
1,1,0.22,15.11,306,0,0,0,9,'0'
1,1,0.22,15.11,306,0,0,0,9,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
3,5,0.05,29.51,13473.84,0,1,0,14,'0'
1,1,0.67,16.84,37.9,0,0,0,3,'0'
1,2,0.25,8.72,139.48,0,0,0,6,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.22,15.11,306,0,0,0,9,'0'
1,1,0.22,15.11,306,0,0,0,9,'0'
1,1,0.22,15.11,306,0,0,0,9,'0'
1,1,0.22,15.11,306,0,0,0,9,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.5,11.23,44.92,0,0,0,4,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,2,0.19,14.28,406.12,0,1,0,8,'0'
1,1,0.12,24.67,1679.37,0,1,0,11,'0'
1,1,0.44,25.73,134.42,0,0,0,4,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,2,0.24,18.78,331.25,0,0,0,7,'0'
1,1,0.5,7.75,31.02,0,1,0,4,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
1,3,0.16,13.3,544.7,1,0,0,8,'0'
1,2,0.04,13.43,6738.55,5,0,0,16,'0'
1,2,0.1,61.35,5688.55,2,3,0,13,'0'
1,1,0.21,16.32,355.35,0,0,0,8,'0'
1,1,0.18,59.23,1857.56,0,0,0,8,'0'
1,3,0.11,32.87,2619.98,1,1,0,10,'0'
1,1,0.5,5.8,23.22,0,0,0,4,'0'
1,1,0.5,5.8,23.22,0,0,0,4,'0'
1,1,0.33,7.49,67.38,0,0,0,6,'0'
1,1,0.2,20,500,0,0,0,8,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
5,6,0.05,41.61,14691.13,7,7,4,14,'0'
1,4,0.08,38.83,6195.35,0,3,0,12,'0'
1,1,0.18,52.46,1619.04,0,0,0,8,'0'
1,1,0.33,26.05,234.41,0,0,0,6,'0'
1,1,0.5,9.83,39.3,0,0,0,4,'0'
1,1,0.11,9.55,773.56,5,3,0,10,'0'
1,1,0.32,11.16,108.97,2,0,0,5,'0'
1,1,0.1,9.29,910.8,5,3,0,11,'0'
1,4,0.09,42.54,5529,0,3,0,12,'0'
8,9,0.04,42.66,24862.57,7,10,0,17,'0'
1,1,0.18,52.46,1619.04,0,0,0,8,'0'
1,1,0.33,26.05,234.41,0,0,0,6,'0'
1,1,0.5,9.83,39.3,0,0,0,4,'0'
1,1,0.18,59.23,1857.56,0,0,0,8,'0'
1,1,0.33,29.33,264,0,0,0,6,'0'
1,1,0.5,9.83,39.3,0,0,0,4,'0'
1,3,0.09,38.49,5189.4,0,4,0,11,'0'
1,1,0.2,21.74,519.55,0,0,0,8,'0'
1,1,0.33,21.58,194.18,0,0,0,6,'0'
1,4,0.08,42.08,6060,0,3,0,12,'0'
1,2,0.09,22.36,2705.67,6,9,0,11,'0'
1,1,0.23,11.86,227.03,0,1,0,7,'0'
1,1,0.33,14.99,134.92,0,0,0,6,'0'
1,1,0.23,11.86,227.03,0,1,0,7,'0'
1,1,0.18,52.46,1619.04,0,0,0,8,'0'
1,1,0.33,26.05,234.41,0,1,0,6,'0'
1,1,0.5,9.83,39.3,0,0,0,4,'0'
7,6,0.05,55.28,19447.82,5,6,0,19,'0'
1,2,0.1,22.43,2280.63,1,2,0,11,'0'
1,6,0.05,60.25,28182.18,10,8,0,20,'0'
1,1,0.2,20,500,0,0,0,8,'0'
1,1,0.19,27.26,737.24,0,0,0,8,'0'
1,2,0.16,17.4,687.61,1,2,0,8,'0'
1,1,0.5,7.75,31.02,17,1,0,4,'0'
1,2,0.07,10.25,2305.97,12,0,0,14,'0'
1,3,0.09,26.97,3590.06,6,1,1,12,'0'
1,4,0.1,54.53,5279.89,0,1,0,12,'0'
1,1,0.33,14.99,134.92,0,0,0,6,'0'
1,1,0.19,9.88,272.43,0,0,0,7,'0'
10,11,0.03,65.81,54815.82,3,6,5,26,'0'
1,1,0.21,14.69,319.82,0,0,0,8,'0'
1,2,0.14,10.75,526.99,0,2,0,8,'0'
1,4,0.1,43.17,3933.53,0,1,0,12,'0'
1,1,0.5,17.43,69.74,0,0,0,4,'0'
1,1,2,9.51,2.38,0,0,0,1,'0'
1,1,2,9.51,2.38,0,0,0,1,'0'
5,5,0.09,60.36,7594.91,3,1,0,12,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,0,'0'
1,1,0.23,107.09,2021.62,2,1,0,7,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0.4,26.63,166.42,0,0,0,3,'0'
1,1,0.35,26.64,217.45,0,0,0,4,'0'
1,3,0.07,25.41,4585.09,4,5,0,13,'0'
1,3,0.07,22.26,5163.25,5,1,1,12,'0'
1,1,0.5,5.8,23.22,0,0,0,4,'0'
1,1,0.33,12.18,109.62,0,0,0,6,'0'
3,2,0.13,23.97,1534.04,0,2,0,11,'0'
1,1,0.33,9.51,85.59,0,0,0,6,'0'
1,1,0.21,17.44,379.91,0,0,0,7,'0'
1,1,0.4,14.62,91.35,0,0,0,5,'0'
1,1,0.2,20,500,0,0,0,8,'0'
1,1,0.5,5.8,23.22,0,0,0,4,'0'
1,1,0.33,8,72,1,1,0,6,'0'
1,1,0.5,7.75,31.02,0,0,0,4,'0'
1,1,0.5,5.8,23.22,0,0,0,4,'0'
1,1,0.5,7.75,31.02,0,0,0,4,'0'
1,1,0.5,5.8,23.22,0,0,0,4,'0'
1,1,0.5,5.8,23.22,0,0,0,4,'0'
1,1,0.29,14.34,175.66,0,0,0,7,'0'
1,1,0.33,10.57,95.1,0,0,0,6,'0'
1,1,0.29,14.34,175.66,0,0,0,7,'0'
1,1,0.33,10.57,95.1,0,0,0,6,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.33,7.49,67.38,0,0,0,6,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.21,14.69,319.82,0,0,0,8,'0'
4,5,0.06,19.07,5809.61,0,2,0,16,'0'
1,2,0.17,26.65,959.47,0,0,0,10,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
3,3,0.08,28.31,4784.22,0,1,0,15,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.5,5.8,23.22,0,0,0,4,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.22,11.95,241.98,0,0,0,9,'0'
1,1,0.29,14.34,175.66,0,0,0,7,'0'
1,1,0.29,14.34,175.66,0,0,0,7,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,4,0.07,32.97,7583.33,0,2,0,14,'0'
1,1,0.29,11.86,145.3,0,0,0,7,'0'
1,4,0.07,19.61,4010.59,0,2,0,13,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.21,14.69,319.82,0,0,0,8,'0'
1,2,0.17,26.65,959.47,0,0,0,10,'0'
4,5,0.06,20.39,5461.06,0,2,0,15,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,2,0.15,32.68,1457.67,0,0,0,11,'0'
1,1,0.21,14.69,319.82,0,0,0,8,'0'
1,4,0.07,32.91,7317.04,0,2,0,13,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.25,10.3,164.84,0,0,0,6,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.5,5.8,23.22,0,0,0,4,'0'
1,1,0.29,11.86,145.3,0,0,0,7,'0'
1,1,0.5,5.8,23.22,0,0,0,4,'0'
1,1,0.5,7.75,31.02,0,0,0,4,'0'
1,4,0.09,47.63,6563.25,0,3,0,12,'0'
1,1,0.18,66.16,2101.93,0,0,0,8,'0'
1,3,0.09,25.84,3126.94,11,9,0,12,'0'
1,1,0.33,32.7,294.3,0,0,0,6,'0'
1,1,0.5,9.83,39.3,0,0,0,4,'0'
1,4,0.08,40.7,6772.5,0,3,0,12,'0'
1,1,0.18,52.46,1619.04,0,0,0,8,'0'
1,1,0.33,26.05,234.41,0,1,0,6,'0'
1,1,0.5,9.83,39.3,0,0,0,4,'0'
1,1,0.33,7.49,67.38,0,0,0,6,'0'
16,16,0.02,56.22,147636.19,5,4,5,22,'0'
1,1,0.5,5.8,23.22,0,0,0,4,'0'
1,3,0.11,16.82,1287.66,1,2,2,14,'0'
1,3,0.11,16.82,1287.66,1,2,2,14,'0'
1,3,0.11,16.82,1287.66,1,2,2,14,'0'
1,3,0.11,16.82,1287.66,1,2,2,14,'0'
1,3,0.11,16.82,1287.66,1,2,2,14,'0'
1,3,0.12,17.3,1142,1,1,2,13,'0'
1,3,0.11,16.82,1287.66,1,1,2,14,'0'
1,3,0.11,16.82,1287.66,1,2,2,14,'0'
1,3,0.11,16.82,1287.66,1,2,2,14,'0'
1,3,0.11,16.82,1287.66,1,2,2,14,'0'
1,3,0.11,16.82,1287.66,1,2,2,14,'0'
1,3,0.11,16.82,1287.66,1,2,2,14,'0'
1,3,0.12,18.01,1352.69,1,2,2,13,'0'
1,3,0.12,17.3,1142,1,1,2,13,'0'
1,1,0.29,8.15,99.85,0,0,0,7,'0'
1,6,0.04,28.18,20545.64,5,3,7,18,'0'
1,1,0.5,5.8,23.22,0,0,0,4,'0'
1,1,0.5,5.8,23.22,0,0,0,4,'0'
1,1,0.5,7.75,31.02,0,0,0,4,'0'
1,3,0.12,17.3,1142,1,1,2,13,'0'
1,3,0.12,17.3,1142,1,1,2,13,'0'
1,1,0.33,10.57,95.1,0,0,0,6,'0'
1,1,0.5,7.75,31.02,0,0,0,4,'0'
1,1,0.5,5.8,23.22,0,0,0,4,'0'
1,1,0.29,11.86,145.3,0,0,0,7,'0'
1,1,0.29,11.86,145.3,0,0,0,7,'0'
1,1,0.21,17.44,379.91,0,1,0,7,'0'
1,5,0.09,53.36,7081.52,0,2,0,12,'0'
1,6,0.06,79.12,21539.11,18,15,0,13,'0'
1,1,0.21,23.54,545.26,0,1,0,7,'0'
1,1,0.18,59.23,1857.56,0,0,0,8,'0'
1,1,0.33,29.33,264,0,1,0,6,'0'
1,1,0.5,9.83,39.3,0,0,0,4,'0'
1,1,0.19,27.26,737.24,0,0,0,8,'0'
1,1,0.21,16.32,355.35,0,0,0,8,'0'
1,1,0.23,11.86,227.03,1,1,0,7,'0'
1,1,0.2,20,500,0,0,0,8,'0'
1,1,0.29,12.85,157.4,0,0,0,7,'0'
1,1,0.29,11.86,145.3,0,0,0,7,'0'
1,1,0.33,10.57,95.1,0,0,0,6,'0'
1,1,0.29,10.44,127.89,0,0,0,7,'0'
3,3,0.11,14.71,1236.46,0,1,0,11,'0'
1,1,0.67,5.33,12,11,0,0,3,'0'
1,2,0.09,21.46,2511.9,2,1,0,14,'0'
1,1,0.5,7.75,31.02,0,0,0,4,'0'
1,1,0.4,9.6,60,0,0,0,5,'0'
1,2,0.11,11.35,879.22,0,0,0,8,'0'
1,1,0.22,14.38,291.26,1,1,1,9,'0'
3,3,0.07,21.02,3783.85,13,3,2,14,'0'
1,2,0.14,46.64,2223.49,0,1,0,10,'0'
1,1,0.21,16.32,355.35,0,0,0,8,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.18,39.43,1162,0,0,0,8,'0'
1,1,0.67,5.33,12,21,0,0,3,'0'
1,1,0.19,27.26,737.24,0,0,0,8,'0'
1,2,0.15,15.99,710.71,0,2,0,8,'0'
1,1,0.33,7.49,67.38,0,0,0,6,'0'
1,8,0.04,45.09,24551.51,2,2,0,22,'0'
1,1,0.5,5.8,23.22,0,0,0,4,'0'
1,1,0.4,7.24,45.24,0,0,0,5,'0'
1,1,0.5,7.75,31.02,0,0,0,4,'0'
1,1,0.5,5.8,23.22,0,0,0,4,'0'
1,1,0.5,7.75,31.02,0,0,0,4,'0'
1,3,0.11,23.17,2018.06,8,1,2,14,'0'
1,3,0.11,23.17,2018.06,6,1,2,14,'0'
1,1,0.5,5.8,23.22,0,0,0,4,'0'
1,1,0,0,0,0,0,0,1,'0'
1,2,0.22,6,121.5,0,0,0,6,'0'
1,2,0.18,17.05,539.48,0,1,0,10,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0.4,14.62,91.35,0,0,0,5,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,2,0.11,23.49,2053.4,0,1,1,11,'0'
1,3,0.09,30.96,4214.16,1,1,0,10,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,3,0.09,14.73,1891.62,0,2,0,12,'0'
1,1,0.33,23.25,209.28,0,0,0,5,'0'
1,3,0.11,27.39,2318.48,0,3,0,12,'0'
1,1,0.2,21.6,540,0,1,0,8,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,2,0.2,3.62,90.47,0,0,0,5,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.33,14.4,129.56,0,0,0,6,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,3,0.11,20.17,1584.94,1,0,0,13,'0'
1,1,0,0,0,0,0,0,6,'0'
1,1,0,0,0,0,0,0,6,'0'
1,2,0.17,30.49,1020.71,0,4,0,9,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,3,0.06,24.17,7403.33,0,1,0,14,'0'
1,1,0,0,0,0,0,0,0,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,1,0.67,10.34,23.26,0,0,0,3,'0'
1,1,0,0,0,0,0,0,0,'0'
1,1,1,8,8,0,0,0,2,'0'
1,1,1,8,8,0,0,0,2,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,3,0.12,29.61,2155.12,0,0,0,13,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,1,2,4,1,0,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,2,4,1,0,0,0,1,'0'
1,1,2,4,1,0,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,1,0.21,29.64,645.41,0,0,0,8,'0'
1,2,0.22,16.89,342,0,1,0,9,'0'
1,1,0.4,12.68,79.25,0,0,0,5,'0'
1,1,0.4,9.6,60,0,1,0,5,'0'
4,5,0.07,15.08,3392.67,0,0,0,15,'0'
1,1,0.4,12.68,79.25,0,0,0,5,'0'
1,1,0.4,9.6,60,0,1,0,5,'0'
7,6,0.04,15.2,8324.42,4,3,0,18,'0'
1,1,0.33,9.51,85.59,0,0,0,6,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
5,5,0.06,46.6,11417.66,3,1,1,15,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,2,0.13,9.87,611.96,0,1,0,9,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
