@relation mydataframe
@attribute nm numeric
@attribute nf numeric
@attribute la numeric
@attribute lt numeric
@attribute fix numeric
@attribute npt numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute bug {'1','0'}
@data
1,1,0.005495,182,1,1,12,8,'0'
2,3,0.286611,159.333333,1,1,323,312,'1'
2,3,0.025692,168.666667,1,1,10,10,'1'
1,1,0.056604,212,1,1,294,215,'1'
1,1,0.009434,212,1,1,145,86,'0'
1,1,0.042654,211,1,1,84,54,'1'
3,3,0.282873,301.666667,1,1,553,547,'1'
1,1,0.038997,359,1,1,475,319,'0'
1,3,0.003247,308,1,0.666667,182,132,'0'
2,2,0.318912,404.5,1,1,104.5,102,'1'
1,2,0.003113,803,1,0.5,20,19,'0'
1,5,0.012852,575.8,1,0.6,8.5,9,'1'
1,1,0.026263,495,1,1,31,22,'1'
1,1,0.004049,494,1,1,5,5,'0'
1,1,0,493,1,1,133,126,'0'
1,9,0.002751,363.555556,1,0.666667,131.333333,149,'0'
1,6,0.012204,437,1,0.833333,64,61,'1'
1,1,0.006098,492,1,1,296,333,'0'
1,2,0.005021,597.5,1,0.5,17,16,'0'
1,4,0.011019,453.75,1,1,23,22,'1'
1,1,0.008439,474,1,1,23,21,'0'
1,1,0.016878,474,1,1,22,22,'1'
1,1,0.010593,472,1,1,16,16,'1'
1,1,0.002128,470,1,1,277,305,'1'
1,3,0.037351,392.666667,0,1,163,160,'1'
1,2,0.013889,72,1,1,112,109,'0'
1,1,0.044118,68,1,1,197.5,243,'0'
1,3,0.002421,137.666667,0,0.666667,189.5,211,'1'
1,1,0.023904,502,1,1,32,23,'0'
1,1,0,493,1,1,134,127,'0'
1,2,0.043228,1561.5,1,1,25,19,'0'
1,6,0.002064,565.166667,1,1,293,678,'0'
1,2,0.046293,1436.5,1,1,21,15,'0'
1,1,0.019608,102,1,1,6,1,'1'
1,1,0,69,1,1,985.833333,964,'1'
1,1,0.016827,416,1,1,963.666667,982,'0'
3,3,0.003133,1170.333333,1,0.666667,970,1467,'0'
2,2,0.005263,475,1,1,951.666667,1430,'0'
2,4,0.039523,733.75,1,0.75,814.833333,1250,'1'
1,1,0.036458,384,1,1,122.65,258,'0'
1,1,0.010638,376,1,1,860,624,'0'
1,1,0.026738,374,1,1,838,592,'0'
1,1,0.291105,371,1,1,593.5,402,'1'
1,12,0.006101,273.166667,1,0.75,590.5,400,'0'
2,2,0.007955,440,1,1,513,357,'1'
2,8,0.006855,328.25,1,0.875,262,251,'1'
1,1,0.345238,336,1,1,53,40,'1'
1,1,0.018576,323,1,1,220,160,'1'
1,1,0.031034,290,1,1,63.57381,168,'0'
1,1,0.006969,287,1,1,110,113,'0'
1,1,0.003534,283,1,1,18,12,'0'
1,1,0.014134,283,1,1,89.833333,121,'0'
2,2,0.180039,255.5,1,1,99,97,'0'
1,1,0.003436,291,1,1,149.833333,161,'0'
1,1,0.006969,287,1,1,111,114,'0'
1,1,0.01108,361,1,1,861,625,'0'
1,1,0.033426,359,1,1,839,593,'0'
2,6,0.042022,567.166667,1,1,306,295,'1'
1,1,0.002304,434,1,1,88,42,'0'
1,1,0.076566,431,1,1,762.333333,766,'1'
2,3,0.002538,394,1,1,792.833333,1050,'0'
1,1,0.007282,412,1,1,832,632,'1'
1,1,0.034063,411,1,1,839,631,'0'
1,1,0.088235,408,1,1,861.5,615,'1'
2,2,0.048964,265.5,1,1,511,495,'1'
1,1,0.4275,400,1,1,502,340,'1'
1,1,0.002481,403,1,1,330,212,'1'
1,1,0.029777,403,1,1,296,154,'1'
1,1,0.007557,397,1,1,8,6,'0'
1,1,0.007614,394,1,1,1,1,'0'
1,1,0.596439,337,1,1,103.5,98,'1'
1,1,0.001742,574,1,1,194.45,614,'0'
2,4,0.004636,377.5,1,1,99.5,107,'1'
1,1,0.019856,554,1,1,9.333333,20,'1'
1,1,0.318996,558,1,1,180.166667,600,'1'
1,1,0.002242,446,1,1,8.333333,16,'0'
1,1,0.002242,446,0,1,2,2,'0'
1,1,0.015695,446,1,1,16,15,'1'
1,1,0.002066,484,1,1,646,572,'1'
1,1,0.002169,461,1,1,579,517,'0'
1,1,0.002247,445,1,1,303,340,'0'
1,1,0.002433,411,1,1,38,36,'0'
1,1,0.06326,411,1,1,37,35,'0'
1,1,0.002525,396,1,1,91,75,'0'
1,1,0.002525,396,1,1,12,12,'0'
1,2,0.176072,443,1,1,18,17,'1'
1,1,0,306,1,1,9,9,'0'
1,1,0,0,0,1,15,15,'0'
1,2,0.072785,474,1,1,119.75,206,'0'
1,2,0.00996,502,1,1,206.95,627,'0'
1,1,0.004338,461,1,1,488,438,'0'
2,3,0.001489,671.666667,1,1,358,350,'0'
1,1,0.002165,462,1,1,310,296,'0'
1,2,0.003765,664,0,1,303,289,'0'
1,1,0.017204,465,0,1,282,272,'0'
1,1,0.015086,464,0,1,273,263,'0'
1,1,0.004032,496,0,1,238,231,'0'
1,1,0.011788,509,1,1,68,68,'0'
1,1,0.005882,510,0,1,67,67,'0'
1,1,0.014,500,1,1,54,54,'0'
1,3,0.036702,663,1,1,50,50,'0'
1,1,0.238384,495,0,1,37,37,'0'
1,1,0.301887,583,1,1,179,129,'0'
1,1,0.004695,426,1,1,833,633,'0'
1,1,0.084706,425,1,1,862.5,616,'0'
1,1,0.002481,403,1,1,331,213,'0'
1,1,0.002309,433,1,1,89,43,'0'
1,1,0.076212,433,1,1,764.333333,768,'0'
1,1,0.162393,117,1,1,376,186,'1'
1,1,0.007042,142,1,1,83,37,'0'
1,1,0.077465,142,1,1,823.5,579,'0'
1,1,0.007143,140,1,1,715,498,'1'
1,1,0.428571,140,1,1,540,363,'1'
1,1,0.006494,154,1,1,81,67,'1'
1,1,0.103896,154,1,1,54,44,'1'
2,2,0.089965,289,1,1,25,24,'1'
1,1,0.004386,228,1,1,185.9,534,'1'
1,1,0.004386,228,1,1,789.05,843,'1'
1,1,0.061674,227,1,1,84,108,'1'
1,1,0.004525,221,1,1,15,15,'1'
1,2,0.079848,131.5,1,1,270,298,'0'
1,2,0.006993,214.5,0,1,249,276,'0'
1,1,0.004348,230,1,1,189.9,537,'0'
1,1,0.070513,156,1,1,825.5,581,'0'
1,1,0.070968,155,1,1,824.5,580,'0'
1,1,0.006536,153,1,1,714,497,'0'
1,1,0.007042,142,1,1,82,36,'0'
1,1,0,0,0,1,44,40,'0'
1,1,1.624506,253,0,1,44,40,'0'
2,2,0.002825,354,1,1,507,353,'0'
2,3,0.041738,391.333333,1,0.666667,254,243,'1'
2,2,0.059486,311,1,1,92,90,'1'
3,6,0.061624,511.166667,1,0.833333,32,32,'1'
3,19,0.022727,384.421053,1,0.526316,249,242,'1'
1,11,0.015928,365.272727,1,1,247,241,'1'
1,4,0.001786,560,1,1,287,672,'1'
1,1,0.017751,338,1,1,92.5,87,'0'
1,1,0.003003,333,1,1,91.5,86,'0'
1,1,0.017964,334,1,1,192.583333,522,'1'
1,2,0.003185,314,1,0.5,6,6,'0'
1,1,0.006079,329,1,1,8,13,'1'
1,1,0.003012,332,1,1,285.75,316,'0'
1,1,0.021341,328,1,1,1,1,'1'
2,2,0.069853,272,1,1,94,92,'0'
1,1,0,0,0,1,2,2,'0'
1,1,1.746479,213,1,1,3,3,'0'
1,1,0,0,0,1,190,217,'0'
1,5,0.400338,118.4,0,0.8,15,15,'0'
1,1,0.555556,27,0,1,46,42,'0'
2,2,0.073913,115,1,1,81,78,'1'
1,1,0.013699,73,1,1,23.704762,35,'0'
2,2,0.135338,66.5,1,1,651.5,668,'1'
1,1,0.014085,71,1,1,631.5,432,'0'
2,9,0.015581,356.555556,1,0.777778,278,267,'1'
1,6,0.002083,480,1,0.833333,15.333333,26,'0'
1,1,0.103448,58,0,1,72,72,'1'
1,1,0.365854,41,0,1,36,36,'0'
1,1,0.45,60,0,1,46,42,'0'
3,9,0.049029,446.444444,1,0.888889,261,261,'0'
1,1,0.013699,73,1,1,24.704762,36,'0'
3,20,0.047354,269.25,1,0.95,1026.75,1695,'0'
1,1,0.001558,642,1,1,25,22,'0'
1,1,0.001558,642,1,1,815.833333,810,'0'
2,5,0.007168,613.8,1,0.8,749.333333,1132,'0'
1,1,0.013975,644,1,1,751.5,740,'0'
1,1,0.033951,648,1,1,799,673,'1'
2,3,0.016351,897,1,0.666667,791,1013,'1'
1,1,0.007911,632,1,1,750.5,529,'1'
1,1,0.415214,631,1,1,732,512,'1'
3,3,0.163743,456,1,0.666667,643.5,678,'1'
1,1,0.007453,805,1,1,601,407,'1'
1,1,0.063591,802,1,1,595.5,401,'1'
1,1,0.001155,866,1,1,577,383,'0'
1,1,0.015029,865,1,1,575,382,'1'
1,1,0.122588,881,1,1,556,371,'1'
1,1,0.082271,863,1,1,521,352,'0'
1,1,0.005092,982,1,1,504,341,'1'
2,3,0.022785,658.333333,1,1,478,463,'1'
1,1,0,969,1,1,223,149,'0'
1,1,0.002634,1139,1,1,217,144,'0'
2,2,0.070006,828.5,1,1,193,140,'1'
1,1,0.001684,1188,1,1,125,86,'0'
1,1,0.001684,1188,1,1,113,75,'1'
1,1,0.005051,1188,1,1,87,62,'1'
2,3,0.039501,801.666667,1,1,72,70,'1'
1,1,0.037975,1185,1,1,48,36,'0'
1,1,0.020781,1203,1,1,19,14,'0'
1,1,0.015873,1197,1,1,1,1,'1'
1,7,0.000405,352.857143,1,0.571429,183,109,'0'
1,1,0.001656,1208,1,1,201.5,210,'0'
1,1,0.012438,1206,1,1,167.833333,179,'0'
1,1,0.014073,1208,1,1,114.5,118,'0'
1,1,0.016438,1095,1,1,29.583333,33,'1'
1,1,0.0046,1087,1,1,251.3,646,'0'
1,1,0.011982,1085,1,1,103,97,'1'
1,1,0.000929,1077,1,1,102.5,96,'0'
1,1,0.004664,1072,1,1,91.5,85,'1'
1,1,0.004664,1072,1,1,177.583333,601,'0'
1,6,0,561.833333,1,0.166667,216.964286,582,'0'
1,1,0.008257,1090,1,1,181.766667,528,'0'
1,1,0,1066,1,1,9,14,'0'
1,1,0.001626,615,1,1,1,1,'0'
1,1,0.001626,615,0,1,88.833333,113,'0'
1,1,0.002899,690,1,1,337,333,'0'
1,1,0.001445,692,1,1,62.333333,84,'1'
1,1,0.001445,692,1,1,289,288,'0'
1,1,0.017291,694,1,1,83,67,'0'
1,1,0.004286,700,1,1,63,48,'1'
1,1,0.001429,700,1,1,54,40,'1'
1,1,0.002288,437,1,1,170,197,'0'
1,1,0.002288,437,1,1,158,185,'0'
1,1,0.080092,437,0,1,157,184,'1'
1,3,0.042893,396.333333,1,0.333333,154,180,'1'
1,1,0.004938,405,0,1,15,15,'0'
1,4,0.646429,420,0,0.75,50,46,'0'
1,1,0.062937,715,1,1,27,27,'0'
1,2,0.063046,1086.5,1,1,555.25,622,'0'
1,1,0.004161,721,1,1,190.9,538,'0'
1,1,0.002778,720,1,1,204.333333,473,'0'
1,1,0.062587,719,1,1,26,26,'0'
1,1,0.008251,606,1,1,274,264,'0'
1,1,0.009917,605,1,1,83,83,'0'
1,2,0.005081,492,1,1,165,159,'0'
1,1,0.009917,605,0,1,84,84,'0'
1,1,0.001845,1084,1,1,126,87,'0'
1,1,0.001845,1084,1,1,200.5,209,'0'
1,1,0.013863,1082,1,1,168.833333,180,'0'
2,6,0.027333,884.166667,1,1,128.375,454,'0'
1,1,0.0046,1087,1,1,252.3,647,'0'
1,1,0.004044,989,1,1,837,628,'0'
1,1,0.008089,989,1,1,602,408,'0'
1,1,0.001016,984,1,1,577.5,387,'0'
1,1,0.001016,984,1,1,578,384,'0'
1,1,0.005086,983,1,1,505,342,'0'
2,3,0.024129,621.666667,1,1,481,466,'0'
1,1,0,969,1,1,224,150,'0'
1,1,0.002634,1139,1,1,218,145,'0'
1,4,0.038375,332.25,1,1,1036.75,1063,'0'
1,1,0.001563,640,1,1,26,23,'0'
1,1,0.001563,640,1,1,816.833333,811,'0'
1,1,0.035937,640,1,1,800,674,'0'
1,1,0,0,0,1,94,89,'0'
1,1,0.010417,96,1,1,15,15,'0'
1,1,0.177083,96,1,1,1,1,'0'
1,1,1.842105,76,0,1,94,89,'0'
1,19,0.015538,342.105263,1,0.210526,214,112,'1'
1,6,0.057018,266,1,0.833333,1036.75,1063,'0'
1,1,0,0,1,1,851.6,966,'0'
1,1,1.886926,283,1,1,851.6,966,'0'
1,1,0.003322,602,1,1,62,38,'0'
1,1,0.00846,591,1,1,961.166667,976,'0'
1,1,0.011551,606,1,1,971.333333,974,'1'
1,1,0.003257,614,1,1,957.166667,946,'0'
1,1,0.022727,616,1,1,6,4,'1'
1,1,0.041946,596,1,1,799,670,'1'
1,1,0.001727,579,1,1,357,321,'0'
1,1,0.031034,580,1,1,105.816667,250,'0'
1,1,0.015789,570,1,1,26,20,'0'
1,1,0.003521,568,1,1,19,13,'1'
1,1,0.021164,567,1,1,15,10,'0'
1,1,0.120721,555,1,1,809,568,'1'
1,1,0.001852,540,1,1,757,535,'0'
1,1,0.001852,540,1,1,639.5,436,'1'
2,2,0.002706,739,1,1,597.5,586,'1'
1,1,0.054845,547,1,1,541,364,'1'
4,7,0.009931,762.428571,1,1,526,602,'1'
1,1,0.176909,537,1,1,497,336,'1'
1,1,0.018868,477,1,1,472,316,'1'
2,2,0.037245,711.5,1,1,433,418,'1'
2,2,0.040275,509,1,1,343,226,'1'
2,2,0.043909,706,1,0.5,280,269,'1'
2,2,0.034884,688,1,1,156,149,'0'
1,1,0.005859,512,1,1,74,54,'1'
1,1,0.113725,510,1,1,68,50,'1'
1,1,0.001984,504,1,1,236.8,732,'0'
1,1,0.011928,503,1,1,63,47,'0'
1,1,0.001946,514,1,1,221,161,'1'
2,4,0.024444,562.5,1,0.5,118,113,'1'
3,12,0.010496,492.25,1,0.75,109,108,'1'
2,2,0.007256,758,1,1,14,13,'1'
1,1,0.001754,570,1,1,171,123,'0'
3,7,0.015009,666.285714,1,0.857143,99,95,'1'
1,1,0.005172,580,1,1,107.5,127,'0'
1,3,0.007191,649,1,0.666667,110.5,104,'1'
1,1,0.001736,576,1,1,281,666,'0'
1,1,0.005208,576,1,1,270.7,656,'1'
3,10,0.041284,436,1,0.8,225.7,717,'1'
1,1,0,586,1,1,204.95,625,'0'
1,1,0.003401,588,1,1,200.95,621,'1'
1,1,0.015332,587,1,1,196.95,618,'0'
1,1,0.001724,580,1,1,16.333333,27,'0'
1,1,0.006908,579,1,1,215.864286,586,'0'
1,1,0.001721,581,1,1,63,50,'0'
1,1,0.04811,582,1,1,10.833333,17,'1'
1,1,0.001773,564,1,1,17,16,'0'
1,1,0.008897,562,1,1,204.8,507,'1'
1,1,0.003676,544,1,1,14,14,'0'
1,1,0.003676,544,1,1,135.333333,153,'0'
1,1,0.036969,541,1,1,69,65,'0'
1,1,0.007449,537,1,1,34,32,'0'
1,1,0.001873,534,1,1,115,107,'1'
1,1,0.001873,534,1,1,149,148,'1'
1,1,0.003745,534,1,1,6.5,7,'1'
1,1,0.013133,533,1,1,69,68,'1'
1,1,0.166667,528,1,1,7,6,'1'
1,2,0.002188,457,1,1,22,20,'1'
1,1,0,518,1,1,11,11,'0'
1,2,0.038058,381,0,1,13,13,'1'
1,1,0.082852,519,1,1,8,8,'1'
1,1,0.002037,491,1,1,3,3,'1'
1,1,0.004073,491,1,1,1,1,'0'
1,1,0.012397,484,0,1,368,400,'1'
1,4,0.06213,422.5,0,0.75,244,271,'0'
1,1,0.003752,533,1,1,13,13,'0'
1,2,0.001855,808.5,1,1,2,2,'0'
1,1,0.007533,531,1,1,276,275,'0'
1,1,0.014363,557,0,1,458.25,529,'0'
1,14,0.568633,485.5,1,0.928571,851.6,966,'0'
1,1,0.001805,554,1,1,342.666667,720,'0'
1,6,0,474,1,0.5,212.95,633,'0'
1,1,0.019964,551,1,1,197.95,619,'0'
1,1,0.003676,544,1,1,15,15,'0'
1,1,0.048387,558,0,1,349,327,'0'
1,1,0.03525,539,1,1,318,303,'0'
1,3,0.004359,535.333333,0,1,271,261,'0'
1,1,0.011299,531,0,1,56,56,'0'
1,2,0.004888,511.5,0,1,52,52,'0'
1,3,0.016703,618.666667,0,1,36,36,'0'
1,3,0.034961,553,0,1,11,11,'0'
1,1,0.010204,588,1,1,833.5,588,'0'
1,3,0.010513,539,1,1,154,108,'0'
1,1,0.001695,590,1,1,170,122,'0'
1,1,0.005093,589,1,1,108.5,128,'0'
1,1,0.001706,586,1,1,280,665,'0'
1,1,0.005119,586,1,1,269.7,655,'0'
1,1,0.021053,570,1,1,16,11,'0'
1,1,0.001842,543,1,1,640.5,437,'0'
2,2,0.002701,740.5,1,1,599.5,588,'0'
1,1,0,551,1,1,499,338,'0'
1,1,0.172101,552,1,1,498,337,'0'
2,2,0.04446,708.5,1,1,435,420,'0'
2,2,0.039347,521,1,1,345,228,'0'
1,1,0.009091,220,1,1,979,994,'0'
1,1,0.004545,220,1,1,976,991,'0'
1,1,0.004695,213,1,1,663,453,'0'
1,1,0.14554,213,1,1,652.5,442,'1'
1,1,0.010309,194,1,1,236,158,'0'
1,1,0.030928,194,1,1,158,96,'1'
1,1,0.005128,195,1,1,978,993,'0'
1,2,0.007282,206,1,1,309,194,'0'
1,1,0.010309,194,1,1,237,159,'0'
1,1,0.004695,213,1,1,977,992,'0'
2,2,0.512712,118,1,1,950.666667,1421,'0'
1,1,0.007634,131,1,1,65,29,'0'
1,7,0.002637,487.571429,1,0.714286,793.666667,702,'1'
2,4,0.056047,254.25,1,1,797.5,703,'1'
2,2,0.03255,276.5,1,0.5,856.5,913,'1'
2,2,0.03255,276.5,1,1,818,856,'1'
2,8,0.0415,156.625,1,0.75,467,616,'1'
2,3,0.008363,279,1,0.666667,605,426,'0'
2,3,0.355932,157.333333,1,0.666667,227,218,'1'
1,1,0.018265,219,1,1,66,50,'0'
2,2,0.204578,349.5,1,1,236,238,'1'
1,1,0.016722,299,1,1,78,64,'0'
1,1,0.003344,299,1,1,25,24,'0'
1,3,0.018132,367.666667,1,1,80,64,'0'
2,4,0.03095,234.25,1,1,1042.75,1114,'0'
1,1,0.007576,132,1,1,64,28,'0'
1,1,0.064394,264,1,1,464,309,'0'
1,1,0.091954,261,1,1,191,135,'1'
1,1,0.007092,282,1,1,190,134,'0'
2,7,0.020083,583.285714,1,0.857143,40,39,'1'
1,1,0.336879,282,1,1,8,6,'1'
1,1,0.064151,265,1,1,465,310,'0'
2,2,0.131004,229,1,1,1042.75,1664,'0'
1,1,0,239,1,1,563,253,'1'
5,17,0.030066,594.764706,1,0.647059,1028.5,1741,'0'
4,5,0.029951,774.6,1,0.8,467,451,'0'
1,1,0.022876,306,1,1,962.833333,965,'0'
1,1,0.003268,306,1,1,23.110714,37,'0'
3,5,0.008061,992.4,1,0.8,236,225,'0'
2,8,0.008999,472.25,1,0.875,801.166667,1079,'1'
1,1,0.011799,339,1,1,855,619,'0'
1,2,0.004598,435,1,1,460,305,'0'
1,1,0.108504,341,1,1,243.114286,769,'1'
1,1,0.05638,337,1,1,501,339,'0'
1,5,0.032003,506.2,1,1,397,207,'1'
1,1,0.003077,325,1,1,103,71,'1'
1,1,0.003077,325,1,1,4,4,'0'
1,1,0.027692,325,1,1,295,216,'1'
1,1,0.006309,317,1,1,197,145,'0'
1,1,0,316,1,1,184,133,'0'
2,10,0.003171,567.6,1,0.7,139,134,'1'
1,1,0.101124,267,1,1,169.833333,181,'1'
1,2,0.015794,601.5,1,1,87.583333,106,'0'
2,3,0.047101,460,1,0.666667,105,123,'1'
1,1,0.004405,227,1,1,16.083333,25,'0'
1,1,0.004425,226,1,1,15.083333,24,'0'
1,1,0.008889,225,1,1,13.083333,22,'0'
1,1,0.062222,225,1,1,92,82,'1'
1,1,0.074236,229,1,1,12.833333,19,'0'
1,1,0.017778,225,1,1,71.05,157,'0'
1,1,0.054795,219,1,1,71,49,'1'
1,1,0.004651,215,1,1,4,4,'0'
1,1,0.004651,215,1,1,8,8,'0'
1,1,0.009346,214,1,1,7,7,'0'
1,1,0.004695,213,1,1,254.15,343,'0'
1,1,0.042654,211,1,1,371.5,370,'0'
1,1,0.009479,211,1,1,564.6,994,'1'
1,3,0.001613,413.333333,1,1,268.083333,293,'1'
1,1,0.004444,225,1,1,163.333333,180,'0'
1,1,0.004464,224,1,1,160.333333,177,'1'
1,1,0.023364,214,1,1,58.5,69,'0'
1,1,0.876777,211,1,1,42.166667,52,'1'
1,1,0.002915,343,1,1,12.5,13,'1'
1,1,0.005865,341,1,1,285,284,'1'
1,1,0.041176,340,1,1,8.5,9,'0'
1,1,0.210843,332,1,1,7.5,8,'1'
1,1,0.003279,305,1,1,3.5,4,'0'
1,1,0.006557,305,1,1,3,3,'0'
1,1,0.006557,305,1,1,2,2,'0'
1,1,0.050167,299,1,1,19,18,'0'
1,1,0.030303,297,1,1,18,17,'0'
1,1,0.092105,304,1,1,17,16,'1'
1,1,0.003367,297,1,1,42.5,52,'0'
1,1,0.006734,297,0,1,36.5,68,'1'
1,1,0.003367,297,1,1,10,10,'0'
1,1,0.030303,297,1,1,9,9,'1'
1,1,0.12069,290,1,1,10,10,'1'
1,2,0.13577,191.5,1,1,403.5,440,'1'
1,1,0.012552,239,1,1,396.5,433,'1'
1,1,0.050847,236,1,1,383.5,418,'0'
1,1,0.022831,219,0,1,225,252,'1'
1,1,0.004651,215,0,1,155,182,'1'
1,1,0.004673,214,0,1,25,25,'1'
1,1,0.071429,196,1,1,8,8,'0'
1,1,0.188776,196,1,1,7,7,'1'
1,1,0.041451,193,1,1,1,1,'0'
1,2,0.098901,182,1,1,172.5,194,'1'
1,1,0.005435,184,1,1,169,183,'0'
1,1,0.010929,183,0,1,166,166,'0'
1,2,0.031983,234.5,1,1,83,83,'1'
1,1,0.00578,173,1,1,76,76,'0'
1,1,0.00641,156,1,1,37,37,'0'
1,1,0.00641,156,1,1,30,30,'0'
1,1,0.00641,156,0,1,18,18,'0'
1,1,0.147436,156,1,1,17,17,'1'
1,2,0.007021,498.5,1,1,182.5,188,'0'
1,1,0.002924,342,1,1,553.25,620,'0'
1,4,0.028423,527.75,1,1,406,216,'0'
1,1,0.004444,225,1,1,162.333333,179,'0'
1,1,0.004464,224,1,1,161.333333,178,'0'
1,4,0.055556,337.5,1,1,27,27,'0'
1,2,0.020408,269.5,1,1,4,4,'0'
1,1,0.00295,339,1,1,25.110714,39,'0'
1,4,0.003333,375,1,1,662,452,'0'
1,1,0.032353,340,1,1,244.114286,770,'0'
1,1,0.020588,340,1,1,963.833333,966,'0'
1,1,0.002941,340,1,1,24.110714,38,'0'
1,1,0,0,0,1,36.5,41,'0'
1,1,0.034483,232,1,1,18.5,26,'0'
1,1,0.004386,228,1,1,15.5,23,'0'
1,1,0,228,1,1,14.5,22,'1'
2,3,0.001854,359.666667,1,0.666667,857.333333,1301,'0'
2,4,0.006809,807.75,1,1,800.666667,1226,'0'
1,2,0.011628,731,1,1,754.5,758,'0'
1,2,0.006024,249,1,0.5,803.166667,713,'1'
1,1,0,261,1,1,792.333333,687,'0'
1,1,0,295,1,1,365.666667,337,'0'
1,2,0.009653,777,1,1,355.166667,328,'0'
4,7,0.065127,445.285714,1,1,798,1043,'1'
1,1,0.008753,457,1,1,104.816667,249,'1'
3,19,0.01208,413.894737,1,0.473684,749.5,773,'1'
1,1,0,458,1,1,713,496,'0'
1,1,0.014925,536,1,1,66.961111,183,'0'
2,4,0.008592,523.75,1,1,525,507,'1'
2,2,0.04901,530.5,1,1,515,498,'1'
1,1,0,651,1,1,410,275,'0'
1,2,0.012543,438.5,1,1,235,157,'1'
1,1,0.003021,662,1,1,2,2,'1'
1,1,0.002999,667,1,1,214,142,'0'
1,1,0.054054,666,1,1,180,128,'1'
1,1,0.00761,657,1,1,109,73,'0'
1,1,0.00315,635,1,1,36.65,82,'1'
2,27,0.004944,322.148148,1,0.814815,293,284,'1'
2,2,0.028522,578.5,1,1,205,199,'1'
2,2,0.007519,665,1,1,202,196,'1'
1,1,0.002778,720,1,1,196,111,'1'
3,6,0.204352,628,1,1,214,212,'1'
1,1,0.002774,721,1,1,129,80,'1'
1,1,0,720,1,1,128,79,'0'
1,1,0.004115,729,1,1,201,149,'0'
2,4,0.043885,1202,1,1,88,85,'1'
2,11,0.005241,728.454545,1,0.545455,66,64,'1'
2,2,0.026432,567.5,1,1,177,171,'1'
1,2,0,903,1,1,3,3,'0'
1,1,0,776,1,1,117,85,'0'
2,3,0.012306,731.333333,1,0.666667,112,108,'1'
2,3,0.015267,742.333333,1,0.666667,90,87,'1'
2,3,0.018356,417.666667,1,1,70,69,'1'
1,1,0.00348,862,1,1,52,38,'1'
2,4,0.017465,615.5,1,1,212,261,'1'
2,9,0.018531,329.777778,1,0.888889,120.132936,466,'1'
1,1,0.015748,889,1,1,164.833333,176,'0'
1,1,0.001126,888,1,1,152.833333,164,'1'
3,11,0.017895,345.454545,1,0.818182,315,814,'1'
1,1,0.003472,864,1,1,99.583333,95,'1'
1,1,0.001166,858,1,1,93.5,88,'1'
1,1,0.005828,858,1,1,9.333333,19,'1'
1,1,0.013986,858,1,1,181.583333,604,'1'
1,1,0.005828,858,1,1,179.583333,603,'0'
1,1,0.001168,856,1,1,178.583333,602,'0'
1,1,0.002336,856,1,1,95,81,'1'
1,1,0.001159,863,1,1,89.5,79,'0'
1,1,0.004635,863,1,1,143.759524,400,'0'
2,6,0.065488,348.666667,1,1,35.5,39,'1'
1,1,0.001153,867,1,1,64,51,'0'
1,2,0.001951,512.5,1,1,50,40,'0'
1,1,0.00235,851,1,1,68.55,156,'1'
1,1,0.001176,850,1,1,25,22,'0'
1,1,0.001176,850,1,1,14,13,'0'
1,1,0.004706,850,1,1,9,8,'1'
1,1,0.001176,850,1,1,181.016667,529,'1'
1,1,0.001176,850,1,1,185.933333,513,'1'
1,1,0.012941,850,1,1,190.6,508,'0'
1,1,0.068235,850,1,1,1,1,'1'
1,1,0.001217,822,1,1,209.216667,505,'1'
1,3,0.022222,360,1,0.666667,76.666667,147,'1'
1,1,0.027412,912,1,1,68,46,'1'
1,1,0.020833,912,1,1,33,24,'1'
1,1,0.008811,908,1,1,3,3,'0'
1,1,0.001104,906,1,1,375,419,'1'
1,2,0.039294,623.5,1,1,641,567,'1'
1,1,0.001014,986,1,1,386.5,382,'1'
1,1,0.003125,960,1,1,254.833333,337,'0'
1,1,0.003128,959,1,1,617,548,'1'
2,3,0.176236,418,1,1,350.5,384,'1'
1,2,0.001513,661,1,1,282.583333,312,'0'
1,1,0.001049,953,1,1,584,522,'1'
1,2,0.006519,767,1,1,263.083333,286,'1'
1,1,0.001222,818,1,1,244.583333,267,'1'
1,6,0.018013,323.833333,1,0.833333,241.583333,262,'1'
1,1,0.001167,857,1,1,486,436,'0'
1,1,0.007642,916,1,1,21,21,'1'
1,1,0.001092,916,1,1,20,20,'0'
1,1,0.001124,890,0,1,187.083333,209,'0'
1,1,0.001124,890,1,1,186.083333,208,'0'
1,2,0.058361,762.5,1,1,206,199,'1'
1,1,0.006593,910,1,1,131,124,'0'
1,2,0.005652,1238.5,1,1,122,115,'1'
1,1,0.004415,906,1,1,115,108,'0'
1,1,0.025499,902,1,1,61,79,'0'
1,1,0.001109,902,1,1,250.666667,374,'0'
1,1,0.001109,902,0,1,247.666667,371,'1'
2,2,0.057631,468.5,1,1,107,102,'1'
1,1,0.001111,900,1,1,132.333333,150,'1'
1,1,0.001111,900,1,1,262.166667,368,'0'
1,2,0.020463,562,1,1,118.333333,136,'1'
1,2,0.000848,1179.5,1,1,115.333333,133,'1'
1,1,0,898,1,1,106.333333,126,'0'
1,1,0.006486,925,1,1,101.333333,121,'1'
1,1,0.00107,935,1,1,65.333333,87,'1'
1,4,0.007909,505.75,1,0.75,90,85,'1'
1,1,0.003161,949,1,1,302.5,357,'1'
1,2,0.006689,897,1,1,56.5,68,'0'
