@relation mydataframe
@attribute ns numeric
@attribute nm numeric
@attribute entropy numeric
@attribute la numeric
@attribute fix numeric
@attribute pd numeric
@attribute npt numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute bug {'1','0'}
@data
1,1,0,0.150943,0,2,1,20,20,'0'
1,1,0,1.534483,0,82,1,18,18,'0'
1,1,0,0.155172,1,32,1,4387,4827,'0'
1,1,0.721928,0.008982,0,223,1,106.876191,434,'0'
1,1,0,0.011494,1,1,1,1116.666667,1296,'0'
1,1,0,0,0,0,1,1689.5,1945,'0'
1,1,0,0.589744,0,330,1,650.85,1821,'0'
1,1,0,0,1,0,1,5281.833333,10313,'0'
1,1,0,0,0,0,1,123,123,'0'
1,1,0,0,0,0,1,3890,3871,'0'
1,1,0,0,0,5,1,1346.5,1601,'0'
1,17,0.781766,0.01412,0,560,0.315789,3419,3409,'0'
1,1,0,0,0,0,1,5834.55,12586,'0'
1,1,0,0,0,0,1,761.433333,1675,'0'
1,2,0.886541,0.294798,1,16,1,5615.609524,17201,'0'
1,1,0,0.052632,1,0,1,5555.421429,17128,'0'
1,1,0,0.157895,1,28,1,5554.421429,17127,'1'
1,2,0.964079,0.056818,0,234,1,727.169048,2366,'0'
1,10,0.549912,0.277323,0,2025,0.916667,5152.37381,15805,'1'
1,1,0,0.165217,0,27,1,162.333333,135,'0'
1,2,0.890492,0.089888,1,43,1,5900,15678,'0'
1,2,0.969606,0.198444,1,16,1,5898,15676,'0'
1,1,0,0.038462,0,2,1,864.7,2209,'1'
1,1,0,0.004808,1,0,1,5796.85,15514,'0'
1,1,0,0.2,0,25,1,5795.85,15513,'1'
1,1,0.499712,0.422594,0,958,1,5474.333333,15001,'1'
1,1,0,0.043956,1,12,1,4634.75,14173,'0'
1,1,0,0.099448,1,5,1,749.683333,2024,'1'
1,1,0,0.04142,1,1,1,6430.883333,13594,'0'
1,1,0,0.432099,0,0,1,700.466667,1742,'0'
1,1,0,0.082192,0,1,1,699.466667,1741,'0'
1,1,0,0.040323,1,34,1,6390.55,13547,'0'
1,1,0,0.016,0,0,1,774.933333,1707,'0'
1,2,0.893571,0.07027,1,20,1,6133.35,13034,'0'
1,2,0.94566,0.050279,1,20,1,5860.65,12614,'0'
1,2,0.166425,0.128125,0,11,1,5834.55,12586,'1'
1,1,0,0,0,0,1,764.433333,1678,'0'
1,5,0.782909,0.84738,0,302,0.714286,761.433333,1675,'0'
1,1,0,0.084211,0,3,1,5285,10276,'0'
1,2,0.99048,0.070866,0,0,1,6179.833333,9959,'0'
1,1,0,0.115385,0,0,1,125,125,'0'
1,1,0,0.040541,0,36,1,98,98,'0'
1,2,0.8672,0.403774,1,19,0.5,1362.5,1617,'1'
1,3,0.888729,0.031008,0,245,0.833333,1324,1576,'1'
1,1,0,0,0,12,1,1115,1349,'0'
1,1,0.668918,0.098684,1,0,0.666667,1053.5,1231,'0'
1,2,0.954434,0.080808,0,0,0.5,5829.5,8432,'0'
1,2,0.329846,0.393939,1,22,1,1040.666667,1195,'0'
1,2,0.272109,1.188679,0,19,0.666667,6049.5,8380,'0'
1,2,0.419921,0.036697,0,6,0.5,959.5,1081,'1'
1,2,0.232289,0.427481,0,52,1,4028,5282,'0'
1,1,0,0.011111,0,1,1,290.5,299,'0'
1,1,0,0.018868,0,3,1,269.5,278,'0'
1,2,0.721928,0.014235,0,120,1,263.5,272,'0'
1,1,0,0.018692,0,4,1,261.5,270,'0'
1,1,0,0,0,3,1,4780,4757,'0'
1,3,0.597095,0.013953,0,118,1,134,134,'0'
1,1,0,0,0,2,1,22,22,'0'
1,1,0,0.946903,0,3,1,19,19,'1'
1,2,0.787796,0.858553,0,173,0.75,4687,4664,'0'
1,1,0,0.006623,0,5,1,4533,4512,'0'
1,5,0.691232,0.120915,0,201,1,3764,3745,'0'
1,3,0.785407,0.020331,0,60,1,3656,3638,'1'
1,2,0.684038,0.034602,0,60,1,471,471,'1'
1,1,0,0.017241,1,5,1,2870,2860,'1'
1,1,0,0.017143,0,1,1,2678,2670,'0'
1,4,0.481633,0.429511,0,40,0.571429,2674,2666,'1'
1,1,0.749595,0.081081,1,64,1,4389,4829,'0'
1,1,0,0.126984,1,134,1,47,66,'0'
1,1,0,0.154255,0,133,1,42,61,'0'
1,1,0,0.05,0,30,1,5736.333333,10152,'0'
1,1,0.276195,0.550459,0,64,1,1689.5,1945,'1'
1,3,0.542231,0.273016,0,127,0.714286,1113.666667,1293,'1'
1,1,0,0.631579,0,1,1,1105.666667,1285,'0'
1,1,0,0.037037,0,44,1,4313.5,6479,'0'
1,1,0,0.037037,0,39,1,4261,5552,'0'
1,1,0,0.037037,0,2,1,292.5,301,'0'
1,1,0,0.137931,0,0,1,179,179,'1'
1,1,0,0.034483,0,11,1,4790,4767,'0'
1,1,0,0.032258,0,9,1,4690,4667,'0'
1,1,0,0.032258,0,0,1,4531,4510,'0'
1,1,0,0.032258,0,5,1,4530,4509,'0'
1,6,0.937362,0.032841,0,146,0.526316,4375,4355,'1'
1,1,0,0.034483,0,9,1,3387,3377,'0'
1,1,0,0.037037,0,9,1,564,585,'0'
1,1,0,0.037037,0,70,1,4330.5,5905,'0'
1,1,0,0.037037,0,41,1,4260,5551,'0'
1,1,0,0,0,0,1,5474.333333,15001,'0'
1,1,0,0,0,5,1,1347.5,1602,'0'
1,1,0,0,0,0,1,717.5,1621,'0'
1,1,0,0,0,67,1,696.633333,1738,'0'
1,2,0.995761,0.027066,0,66,0.666667,237,237,'0'
1,3,0,0,0,0,0.1,4067.5,5371,'0'
1,1,0,0,0,0,1,692.633333,1734,'0'
1,1,0,0.056604,0,71,1,5194.833333,11192,'0'
1,1,0,0.12,1,2,1,5274,10342,'0'
1,1,0.291818,0.158879,1,21,1,5275.166667,10335,'1'
1,1,0,0.327869,1,44,1,5233.75,10692,'0'
1,1,0,0.327869,0,1,1,5286.833333,10259,'1'
1,1,0,1,1,21,1,5323.083333,10543,'0'
1,1,0,0.176471,0,0,1,3,3,'0'
1,1,0,1.176471,1,22,1,2,2,'0'
1,1,0,0,1,0,0.25,5296.75,10328,'1'
1,1,0,0.145251,0,60,1,6255.133333,13373,'0'
1,2,0.990225,0.143498,1,15,1,5283.666667,11416,'0'
1,1,0,0,0,16,1,1292.416667,2031,'0'
1,1,0.237869,0.772512,1,17,1,5980.5,8423,'1'
1,1,0,2.836364,0,11,1,1,1,'1'
1,1,0.453716,0.121795,1,10,1,4575.5,6826,'0'
1,4,0.701028,0.220859,1,94,0.857143,4564.5,6815,'0'
1,2,0.454683,0.151235,1,124,0.666667,4392.5,6608,'1'
1,4,0.948579,0.652582,0,475,0.875,4198,4878,'0'
1,1,0,0.038462,1,1,1,4528,4507,'0'
1,1,0,0.142857,0,0,1,98,98,'0'
1,1,0,0.066667,0,1,1,3635,3617,'0'
1,2,0.74651,0.639731,0,248,0.25,390,390,'1'
1,2,0.997932,0.606838,0,55,0.4,38,38,'0'
1,3,0.650803,0.02303,0,35,0.6,2686,2678,'0'
1,1,0,0.017857,1,9,1,4577.5,6828,'0'
1,1,0,0,0,0,0.25,5418.333333,14945,'0'
1,1,0,0.18705,0,161,1,4504.828571,15904,'0'
1,2,0.857642,0.030142,0,68,0.666667,5792.4,15518,'0'
1,1,0,0.377953,0,0,1,4538.566667,14110,'1'
2,6,0.825872,0.183486,0,978,1,4472.388095,16792,'1'
1,1,0,0.234375,0,8,1,4572.05,14084,'1'
1,1,0,0,0,0,1,4580.05,14092,'0'
1,1,0,0,0,0,1,5408.333333,14935,'1'
1,4,0,0,1,0,0.1,4368,6356,'1'
1,2,0,0,0,141,1,4207.5,5005,'0'
1,1,0,0,1,0,1,3747,3728,'0'
1,3,0.782612,0.397311,0,124,0.75,4130,5704,'1'
1,1,0.970951,0.035294,1,2,0.5,4202,4881,'0'
1,1,0,0,0,0,1,4400,4379,'1'
1,1,0,0,0,0,1,46,65,'0'
2,2,0.999857,1.367347,0,0,0.5,86,109,'0'
1,1,0,0.037037,0,137,1,4166.5,5670,'0'
1,1,0,0,0,0,1,4418,6635,'1'
1,1,0,0,0,0,0.5,1707.5,1962,'0'
1,1,0,0.238095,0,8,1,1716.5,1971,'0'
1,1,0,0.341463,1,25,1,216,216,'1'
1,1,0,0.081081,1,0,1,4571,4550,'1'
1,1,0,0.944444,0,68,1,4538,4517,'1'
1,5,0.915377,0.128686,0,1528,0.866667,4418,6635,'0'
1,1,0.679158,0.910448,0,186,1,4184.5,5688,'0'
1,1,0,0,0,0,1,4165.5,5669,'0'
1,1,0,0,0,0,1,3639,3621,'0'
1,3,0.859214,2.177419,0,480,1,6260.133333,13378,'0'
1,1,0,0,1,0,1,5290.5,10292,'0'
1,7,0.558361,0.123188,1,236,0.857143,5905,15674,'0'
1,1,0,0.018519,1,37,1,5261.583333,11341,'0'
1,1,0,0.149068,0,25,1,1280.916667,2019,'0'
1,5,0.969022,0,0,162,0.8,9,9,'0'
1,1,0,0.01875,1,28,1,5732.333333,10148,'0'
1,1,0,0.74375,0,0,1,6181.833333,9961,'0'
1,2,0.921116,0.332123,1,142,0.571429,4387.5,6054,'1'
1,1,0.299921,0.877076,0,3,0.333333,4165.5,5669,'1'
1,1,0,0.030303,1,25,1,4264.5,5549,'0'
1,1,0,0.030612,1,4,1,599,654,'0'
1,1,0,0.166667,1,28,1,214,214,'1'
1,1,0,0.252747,1,0,1,99,99,'0'
1,2,0.633249,0.438202,0,15,0.666667,3639,3621,'1'
1,1,0,0.036364,1,0,1,2706,2697,'0'
1,2,0.692722,0.022152,0,5,1,4541.566667,14113,'0'
1,4,0.599412,0.395644,0,51,0.714286,4580.05,14092,'0'
1,1,0,0,0,0,0.125,4438.016667,13927,'1'
1,1,0,0.657143,0,58,1,1695.5,1951,'0'
1,2,0,0,0,0,0.25,4130,5704,'1'
1,2,0,0,0,0,0.333333,94,94,'1'
1,1,0,0,0,0,1,4581.05,14093,'0'
1,1,0,0.02,0,3,1,708.133333,1937,'0'
1,4,0.695824,0.301325,0,443,1,6465.833333,13621,'0'
1,1,0,0,0,0,1,5815.55,12567,'1'
1,3,0,0,0,0,0.142857,4451.016667,13940,'1'
1,2,0,0,0,2186,1,4451.016667,13940,'0'
1,2,0.269828,0.755814,1,28,1,90.983333,399,'1'
1,2,0,0,0,0,0.5,4702.216667,13847,'0'
1,1,0,0.2,1,89,1,5341.166667,10628,'0'
1,1,0,0,0,0,0.142857,6163.833333,9943,'1'
1,1,0,0.033898,0,25,1,163.333333,136,'0'
1,1,0,0,0,0,1,46,65,'0'
1,2,0.606111,1.741379,0,0,0.5,46,65,'0'
2,3,0,0,0,0,0.166667,4572.388095,16892,'0'
1,1,0,0,0,0,0.142857,4474.016667,13963,'1'
1,1,0,0.071429,1,202,1,5223.916667,11591,'0'
1,2,0.413817,0.148688,0,1,1,14,14,'0'
1,1,0,0,0,0,1,8,8,'0'
1,1,0,0.091429,1,129,1,20,20,'0'
1,2,0.769157,0.22833,0,123,1,11,11,'0'
1,1,0,0.191358,0,184,1,657.166667,1852,'0'
1,1,0,0.012821,1,0,1,5236.916667,11599,'0'
1,1,0,0.006452,1,0,1,5235.916667,11598,'0'
1,1,0,0.028169,1,8,1,5277,10341,'0'
1,1,0,0.042553,1,0,1,5293.5,10295,'1'
1,1,0,0.410072,0,1,1,5284.5,10286,'1'
1,2,0.980136,0.385852,0,0,1,5289,10280,'0'
1,1,0,0.683673,0,0,1,5287,10278,'0'
1,1,0,0,0,0,0.5,5520.333333,15047,'0'
1,1,0,0,0,0,1,2689,2681,'0'
1,5,0.813281,1.152024,0,1851,0.5,131.5,167,'1'
1,1,0,0,0,2,1,164.333333,137,'0'
1,1,0,0.033557,0,1,1,159.333333,132,'0'
1,2,0,0.166667,0,14,1,2689,2681,'0'
1,2,0.51186,0.076577,1,222,0.666667,5500.65,17022,'0'
1,5,0.998533,0.355908,1,368,0.125,149.333333,122,'0'
1,1,0.889967,0.251969,0,3,0.333333,168.333333,141,'0'
1,1,0,0,0,0,0.333333,154.333333,127,'0'
1,1,0,0,0,0,1,114.5,150,'0'
1,1,0,1.111111,0,45,1,114.5,150,'0'
1,1,0,0.173913,0,81,1,111.333333,143,'0'
1,2,0.599192,0.273077,0,4,0.5,158.333333,131,'0'
1,1,0,0,0,0,1,168.333333,141,'0'
1,2,0.428811,0.127072,0,0,0.5,154.333333,127,'0'
1,2,0,0,0,0,0.5,5920.8,15700,'1'
1,1,0,0,0,0,0.5,5865.4,15590,'0'
1,1,0,0,0,0,1,5676.333333,15203,'0'
1,1,0,0,0,0,0.5,5723.533333,12467,'0'
1,1,0,0,1,0,1,1362.5,1617,'0'
1,1,0.629249,0.104575,0,34,1,748.433333,1662,'0'
1,1,0,0.173913,0,246,1,713.5,1617,'0'
1,1,0,0,0,0,0.333333,1133.333333,1313,'1'
1,7,0.785522,0.731214,0,4464,0.5,4521.016667,14010,'0'
1,1,0.929943,0.338028,0,0,0.5,1148.333333,1328,'1'
1,1,0,0.102564,0,2,1,1148,1331,'1'
1,1,0,0,1,0,1,6431.883333,13595,'0'
1,1,0.082837,0.776923,0,90,1,6113,9889,'0'
1,1,0,0.024691,0,0,1,5651.5,8594,'0'
1,1,0,0.065217,1,0,1,5649.5,8592,'0'
1,1,0,0.84507,0,1,1,1151,1338,'0'
1,1,0,0.925926,1,0,1,1150.5,1337,'1'
1,3,0.299104,0.443787,0,12,1,1149.5,1336,'1'
1,2,0.643936,0.635593,0,1,1,1120.666667,1300,'0'
1,1,0,0,1,1,1,1106.666667,1286,'0'
1,1,0,0.453488,0,20,1,5800.5,8479,'0'
1,2,0.991076,0.142857,0,0,1,4241.5,5038,'0'
1,1,0,0.484848,0,9,1,4818,4795,'0'
1,2,0.754691,0.666667,0,126,1,4782,4759,'0'
1,1,0,0.677419,0,1,1,6421.966667,13585,'0'
1,1,0,0.034483,1,28,1,1570.833333,1977,'0'
1,1,0,0,0,0,0.5,1691.5,1947,'1'
1,1,0,0,0,0,1,765.416667,1542,'0'
1,1,0,0,0,0,1,707.816667,1790,'0'
1,1,0,0,0,0,1,591.5,613,'0'
1,1,0,0.036842,0,0,1,4379,4844,'0'
1,1,0,0.016129,1,3,1,4846,4821,'0'
1,5,0.602009,0.092251,0,51,1,2766,2757,'0'
1,1,0,0.036842,0,18,1,4378,4843,'0'
1,1,0,0.016129,1,5,1,4844,4819,'0'
1,1,0,0,0,84,1,23,23,'0'
1,1,0,0.294118,1,132,1,291.5,300,'0'
1,1,0,0.0125,0,68,1,6026.166667,10052,'0'
1,1,0,0.006061,1,1,1,1328,1580,'1'
1,1,0,0.025157,0,2,1,1145.333333,1325,'0'
1,1,0,0.004808,0,0,1,436.5,471,'0'
1,1,0,0.043269,0,3,1,435.5,470,'0'
1,1,0,0.072464,1,29,1,4112,5460,'0'
1,2,0.483911,0.320988,1,60,1,4228.5,5048,'0'
1,1,0,0.092896,0,17,1,257.5,266,'1'
1,2,0.99403,0.047745,1,0,0.5,259,259,'0'
1,2,0.932026,0.738786,0,14,1,4829,4804,'1'
1,1,0,0.270677,0,2,1,221,221,'0'
1,1,0,0.007813,1,0,1,215,215,'0'
1,1,0,0.070313,1,0,1,212,212,'1'
1,1,0,0.008197,0,0,1,208,208,'0'
1,1,0,0.677686,0,2,1,203,203,'0'
1,1,0,0.013889,0,0,1,184,184,'0'
1,1,0,0.08,1,0,1,183,183,'0'
1,1,0,0.013514,1,0,1,182,182,'0'
1,1,0,0.452055,0,11,1,181,181,'1'
1,1,0,0.010067,1,1,1,4,4,'0'
1,1,0,0.100977,1,53,1,4191,4171,'1'
1,2,0.420486,0.366255,1,93,1,4230.5,5050,'0'
1,1,0,3,1,93,1,5569.333333,8885,'0'
1,2,0.874618,1.265957,0,250,1,609.5,631,'0'
1,1,0,0.066667,0,0,1,727.416667,1502,'0'
1,1,0,0.133333,1,1,1,726.416667,1501,'0'
1,1,0,0.285714,1,228,1,715.416667,1490,'0'
1,1,0,0.092308,1,3,1,44,44,'0'
1,2,0,0,1,0,0.5,35,35,'1'
1,1,0,0,0,0,1,182,182,'0'
1,1,0,0.241379,0,377,1,763.533333,2054,'0'
1,2,0.771052,0.835443,1,193,0.666667,4289,6483,'0'
1,1,0,0.3125,0,88,1,155,155,'0'
1,1,0,0,1,0,1,226,204,'0'
1,1,0,0,0,0,1,5794.85,15512,'0'
1,1,0,3.6,1,83,1,97,89,'1'
1,1,0,0,0,0,1,609.5,631,'0'
1,1,0,0.0625,0,34,1,2823,2814,'0'
1,5,0.043852,0.015986,0,184,0.875,4433.5,6008,'0'
1,1,0,0.57377,1,84,1,4207.5,5541,'1'
1,1,0,0.206897,1,79,1,1,1,'1'
1,1,0,0.1,1,41,1,849.75,2194,'0'
1,1,0,0,0,0,1,5586.333333,15113,'1'
1,2,0.918296,0.153846,1,2,1,318.5,331,'0'
1,1,0,0,1,0,1,4555.5,6769,'1'
1,1,0,0.139013,1,1,1,17,16,'0'
1,1,0,0.261468,0,47,1,15,14,'0'
1,2,0.43947,0.292162,0,86,1,73,73,'0'
1,4,0.828871,0.017433,1,4,1,3592,3582,'1'
1,2,0.99403,0.006867,0,0,1,486,485,'0'
1,1,0,0.75,0,23,1,45,38,'0'
1,1,0,0.019737,1,118,1,4560.5,6774,'0'
1,1,0,0.018868,0,0,1,244,244,'1'
1,1,0,0.06962,0,47,1,243,243,'0'
1,1,0,0.113208,1,0,1,41,41,'0'
1,2,0.99403,0.030488,0,1,1,40,40,'1'
1,1,0,0.176471,0,8,1,5,5,'1'
1,1,0,0.10559,1,13,1,562.5,583,'0'
1,1,0,0,1,118,1,4556.5,6770,'0'
1,5,0.69897,0.016447,0,97,0.4,777.416667,1705,'0'
1,7,0.785533,0.204248,1,834,0.764706,6084.166667,10110,'1'
1,3,0.935785,0.015385,0,219,0.75,3818,3799,'0'
1,1,1,0.023392,1,0,0.5,6392.333333,9708,'1'
1,7,0.38206,0.665738,1,202,0.625,5773,8445,'1'
1,3,0.590096,0.244526,0,0,0.142857,887,1172,'0'
1,5,0.691848,0.732771,0,169,0.666667,742.5,1646,'0'
1,1,0,0.535714,0,2,1,29,22,'0'
1,1,0,0,0,0,1,20,19,'0'
1,1,0,0,1,0,1,4577.5,6828,'0'
1,2,0.918556,0.238994,1,14,1,877,1141,'1'
1,2,0,0,0,0,0.333333,838,1102,'1'
1,2,0,0,0,0,0.25,712.833333,1948,'1'
1,1,0,0,0,0,0.333333,6173.833333,9953,'1'
1,2,0.497244,0.405063,1,36,0.666667,5695.916667,12227,'1'
1,3,0.408828,0.663082,0,363,1,586.5,608,'0'
1,1,0,0,0,0,1,705.816667,1788,'0'
1,1,0,0,0,0,1,588.5,610,'0'
1,1,0,0.26087,1,54,1,216.666667,382,'0'
1,2,0.360275,0.425676,0,250,1,615.5,637,'0'
1,1,0,0,1,0,1,711.8,1929,'0'
1,1,0,0,0,0,1,1327,1579,'0'
1,1,0,0,1,0,1,227,205,'0'
1,1,0,0,1,0,1,97,89,'1'
1,1,0,0,1,0,0.333333,4560.5,6774,'1'
1,1,0,0,1,0,1,6085.166667,10111,'0'
1,1,0,0.6,0,1,1,18,17,'0'
1,1,0,0,0,0,1,16,15,'0'
1,1,0,0,0,38,1,469.5,498,'0'
1,1,0,0,0,0,1,494,494,'0'
1,1,0,0,0,0,1,46,39,'0'
1,1,0,0.886598,0,21,1,1770,1765,'0'
1,1,0,1.666667,1,9,1,1,1,'0'
1,5,0,0,0,0,0.032258,357,357,'1'
1,2,0.783497,0.120098,0,57,0.25,9,9,'0'
1,1,0,0.04,0,0,1,671,671,'0'
1,1,0,0.051282,1,10,1,981,981,'0'
1,1,0,0.025641,1,0,1,18,18,'0'
1,1,0,0,0,0,1,1468,1468,'0'
1,1,0,0,0,0,1,1468,1468,'0'
1,1,0,0,0,0,1,1468,1468,'0'
1,1,0,0,0,0,1,1468,1468,'0'
1,2,0.705035,1.662162,0,20,1,1631,1631,'0'
1,2,0.547972,0.243697,0,99,0.75,1854,1848,'0'
1,5,0,0,0,0,0.125,587,587,'1'
1,1,0,0,0,0,0.333333,591,591,'1'
1,6,0,0,0,0,0.111111,629,629,'1'
1,2,0,0,0,0,0.25,535,535,'1'
1,1,0,0.028,0,1,1,827,827,'0'
1,1,0,0.467742,1,1,1,799,799,'0'
1,5,0,0,0,0,0.1,535,535,'1'
1,1,0,0,0,0,1,646,646,'1'
1,3,0.092489,0.262911,0,45,0.111111,771,771,'1'
1,2,0,0,0,0,0.071429,165,165,'1'
1,1,0,0,0,0,0.045455,310,310,'1'
1,1,0,0,0,0,0.03125,771,771,'1'
1,1,0,0.037838,0,0,1,1008,1008,'0'
1,1,0,0,0,0,1,310,310,'0'
1,1,0,0,1,0,0.333333,813,813,'0'
1,5,0.497816,0.210526,0,20,1,909,909,'1'
1,1,0,0.03125,0,0,1,899,899,'0'
1,1,0,0,0,0,1,1010,1010,'0'
1,1,0.139233,0.892857,0,0,0.5,773,773,'0'
1,2,0,0.005405,0,876,0.206897,2192,2184,'1'
1,6,0.558857,0.694328,1,5,0.636364,813,813,'1'
1,2,0,0,0,0,0.034483,150,150,'1'
1,2,0.991892,0.258772,0,3,0.333333,898,898,'1'
1,1,0,0,1,0,1,895,895,'0'
1,1,0,1.507463,0,14,1,1010,1010,'0'
1,2,0.949196,0.071269,0,21,1,980,980,'0'
1,1,0,0,0,0,1,948,948,'0'
1,3,0,0,0,0,0.090909,75,75,'1'
1,1,0,0,0,0,0.333333,840,840,'1'
1,1,0,0,0,0,0.142857,574,574,'1'
1,1,0.904589,0.272727,0,27,0.666667,1007,1007,'0'
1,1,0,0,0,0,0.25,4,4,'1'
1,3,0,0,0,0,0.083333,216,216,'1'
1,1,0,0,0,0,1,1654,1654,'0'
1,1,0,0,0,0,1,1654,1654,'0'
1,1,0,0,0,0,1,1631,1631,'0'
1,1,0,0,0,0,1,1692,1688,'0'
1,1,0,0,0,0,1,1631,1631,'0'
1,1,0,0,0,0,1,1631,1631,'0'
1,1,0,0,0,0,1,1631,1631,'0'
1,1,0,0,0,0,1,1631,1631,'0'
1,1,0,0.041667,1,0,1,1659,1655,'0'
1,3,0,0,0,0,0.0625,261,261,'1'
1,12,0.634409,0.003699,0,839,0.175439,2479,2471,'1'
1,1,0.970951,0.020548,1,5,1,17,17,'0'
1,1,0,0.1875,0,9,1,10,10,'0'
1,2,0,0,0,0,0.043478,240,240,'1'
1,1,0,0,0,4,1,1003,1003,'0'
1,2,0.926388,0.683544,0,36,0.5,15,15,'0'
1,1,0,0.525,0,9,1,11,11,'0'
1,1,0.643825,0.978648,0,21,0.666667,3,3,'1'
1,2,0,0,0,0,0.2,599,599,'1'
1,1,0,0.023077,1,1,1,993,993,'0'
1,1,0,0,0,0,1,5729.533333,12473,'0'
1,1,0,0,0,0,1,6137.766667,13229,'0'
1,1,0,0,0,0,1,6176.116667,12949,'0'
1,1,0,0,0,0,0.2,5761.533333,12505,'0'
1,2,0,0,0,0,0.090909,5637.533333,12381,'1'
1,1,0,0,0,0,1,807.019048,2334,'0'
1,1,0,0,0,0,1,829.2,2152,'0'
1,1,0,0,0,0,1,6145.766667,13237,'0'
1,1,0,0,0,2,1,824.3,2162,'0'
1,1,0,0,0,0,0.5,6122.116667,12895,'0'
1,1,0,0,0,0,1,6190.116667,12963,'0'
1,2,0.222945,0.067873,0,53,0.666667,6317.033333,13445,'0'
1,1,0,0,0,0,1,6198.116667,12971,'0'
1,5,0.31265,0.043478,0,328,0.666667,6295.033333,13423,'0'
1,17,0.771397,0.149194,0,900,0.565217,5807.433333,15511,'1'
1,3,0.380492,0.129693,0,9,1,6332.033333,13460,'0'
1,1,0,0,0,0,0.2,6035.116667,12808,'0'
1,9,0.854381,0.105948,0,2701,0.636364,5604.016667,17182,'0'
1,2,0.970951,0.030675,1,183,1,4542.25,13900,'0'
1,1,0,0,0,0,1,6230.116667,13003,'0'
1,1,0,0,0,0,1,6238.616667,13356,'1'
1,1,0,0,0,0,0.5,6187.116667,12960,'0'
1,1,0,0,0,0,1,5771.533333,12515,'0'
1,1,0,0,0,0,1,6219.116667,12992,'0'
1,1,0,0,0,0,0.333333,6117.116667,12890,'0'
1,7,0.722261,0.130573,0,1173,1,829.2,2152,'0'
1,3,0,0,0,0,0.111111,848.866667,2292,'1'
1,2,0,0,0,0,0.5,5211.797619,16587,'0'
1,1,0,0.117647,0,157,1,4512.5,6191,'0'
1,2,0,0,0,0,0.25,216,216,'1'
1,1,0,0.411765,0,24,1,1786,1780,'0'
1,1,0,0.391304,0,76,1,949,1313,'1'
1,3,0.279824,0.429104,1,28,1,4320.5,6456,'0'
1,3,0.538383,0.141869,1,254,1,4596.5,6275,'1'
1,1,0,0,1,0,1,3383,3373,'1'
1,1,0,0,0,52,0.5,5945.766667,13037,'0'
1,1,0,0.242857,0,32,1,4397.5,6064,'0'
1,2,1,0.005848,1,45,1,1824,1818,'0'
1,4,0.62905,0.180412,1,60,1,1626,1865,'1'
1,1,0,0,0,0,1,3658,3640,'0'
1,11,0.715317,0.068005,0,316,0.642857,714.7,1770,'0'
1,1,0,0,0,0,1,5945.766667,13037,'0'
1,2,0.956457,0.272727,0,9,1,923.333333,1276,'1'
1,9,0.687957,0.891779,1,320,0.636364,5630.333333,8537,'1'
1,5,0.666489,0.163758,0,300,0.875,4249.5,5046,'1'
1,1,0,0.005464,1,0,1,51,51,'0'
1,6,0.399922,0.934657,0,22574,0.428571,5032.333333,14559,'1'
1,4,0.785475,0.026578,0,623,1,733.633333,1970,'0'
1,1,0,0,0,0,0.333333,5303.666667,10236,'0'
1,2,0.799668,0.013216,0,464,0.666667,762.683333,2037,'0'
1,1,0,0.077739,1,27,1,736.35,1987,'0'
1,1,0,0.007353,0,115,1,651.283333,1864,'1'
1,1,0,0.01476,1,38,1,765,1571,'0'
1,3,0.520921,0.041734,0,6,0.6,5318.333333,10588,'1'
1,1,0,0.100372,1,2,1,669,1434,'0'
1,3,0.479235,0.090909,1,158,1,5313.75,10556,'1'
1,2,0.041721,2.089552,0,5,1,5320.083333,10540,'1'
1,1,0,0.007143,1,5,1,1303.416667,2041,'1'
1,1,0,0.216981,1,272,1,482,482,'0'
1,2,0,0,0,0,0.0625,62,62,'1'
1,1,0,0.153153,0,157,1,756.683333,2031,'0'
1,9,0.843518,0.227273,0,380,0.769231,1687,1936,'1'
1,3,0.950403,0.751656,0,139,1,6123.833333,9874,'0'
1,1,0,0,0,13,1,1316,1568,'0'
1,2,0.249882,1.082927,0,1,1,4728,4705,'1'
1,1,0,0,0,85,1,107,107,'0'
1,1,0,0,0,0,1,1468,1468,'0'
1,1,0.114111,0.604651,0,46,1,1671,1920,'0'
1,1,0,0,0,0,1,1571,1571,'0'
1,2,0.978449,0.100418,0,165,1,729.633333,1966,'1'
1,46,0.693795,0.276033,1,12354,0.536585,5148.25,11134,'1'
1,2,0.650022,0.062201,1,2,1,1690.833333,1940,'0'
1,1,0,0.090909,1,0,1,1688,1937,'1'
1,1,0,0,0,0,1,1687,1936,'1'
1,1,0,0,0,0,0.333333,6501.033333,13733,'1'
2,4,0.375539,0.40339,0,674,1,4572.388095,16892,'1'
1,3,0.48619,1.094737,0,146,0.4,6499.65,13719,'0'
1,15,0.878609,1.620518,1,5298,0.238532,5972.333333,9288,'1'
1,1,0,0.011236,0,1,1,4144,4124,'0'
1,4,0.987503,0.02589,0,761,0.295455,3863,3844,'0'
1,2,0.974568,1.176923,1,339,1,4210.5,5008,'0'
1,1,0,0,0,0,0.333333,45,45,'1'
1,2,0.619382,0.065217,1,320,1,827.3,2165,'0'
1,1,0,0,0,0,0.5,6499.65,13719,'1'
1,1,0.842089,0.067114,0,1356,0.333333,708.716667,2391,'0'
1,2,0.882766,0.270945,0,80,0.5,1571,1571,'0'
