@relation mydataframe
@attribute ck_oo_numberOfPrivateMethods numeric
@attribute LDHH_lcom numeric
@attribute LDHH_fanIn numeric
@attribute WCHU_numberOfAttributes numeric
@attribute CvsWEntropy numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute LDHH_numberOfPrivateAttributes numeric
@attribute CvsEntropy numeric
@attribute LDHH_numberOfPublicAttributes numeric
@attribute WCHU_numberOfPrivateMethods numeric
@attribute ck_oo_numberOfPublicAttributes numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil. numeric
@attribute ck_oo_wmc numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute WCHU_numberOfPrivateAttributes numeric
@attribute CvsLogEntropy numeric
@attribute WCHU_noc numeric
@attribute LDHH_numberOfAttributesInherited numeric
@attribute ck_oo_fanOut numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_dit numeric
@attribute ck_oo_fanIn numeric
@attribute LDHH_noc numeric
@attribute WCHU_dit numeric
@attribute ck_oo_lcom numeric
@attribute ck_oo_rfc numeric
@attribute LDHH_wmc numeric
@attribute WCHU_fanOut numeric
@attribute WCHU_lcom numeric
@attribute ck_oo_numberOfAttributes numeric
@attribute numberOfHighPriorityBugsFoundUntil. numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute numberOfMajorBugsFoundUntil. numeric
@attribute WCHU_numberOfPublicMethods numeric
@attribute LDHH_dit numeric
@attribute WCHU_numberOfMethodsInherited numeric
@attribute LDHH_fanOut numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfPublicMethods numeric
@attribute bug {'1','0'}
@data
0,0,0,1.01,0.004584,0,0.018394,1.29357,0,0,0,0,0,10,0,1.01,0.153793,0,0,3,69,8,2,0,0,21,17,0,0,0,4,1,4,0,0,0,0,0,234,6,'0'
0,0,0,0,0.003978,0,0,7.95479,0,0,0,0,0,9,0,0,8.1394,0,0.001421,1,95,3,1,0,0,36,18,0,0,0,1,0,1,0,0,0,3.05,0,73,1,'0'
0,0.002311,0.00099,4.09,0.067243,0.000971,0,19.2708,0.002095,0,15,1,0,64,0,0,8.39042,0,0.01888,6,61,4,3,0,0,66,56,0.004531,2.02,3.45,22,0,0,1,1.01,0,10.15,0.001885,45,6,'1'
0,0,0.010167,0,0.010147,0,0,13.1474,0,0,5,0,2,40,0,0,0.314168,0,0.043647,11,380,3,1,0,1.02,15,85,0.002712,0,0,7,0,2,3,0,0.001409,2.02,0,38,6,'0'
0,0,0,0,0.003817,0,0,6.70304,0,0,1,0,0,6,0,0,8.10942,0,0,2,0,2,4,0,0,6,6,0,0,0,3,0,2,0,0,0,1.01,0,15,3,'0'
0,0,0,0,0.005998,0,0,9.60485,0,0,0,0,1,19,0,0,0.228743,0,0,12,18,2,2,0,0,10,58,0,3.03,0,2,0,0,2,0,0,4.04,0.003095,62,2,'0'
1,0.002447,0,0,0.008189,0.002056,0.001282,3.42644,0,0,0,1,0,56,0,1.02,0.094713,1.01,0,11,6,2,4,0,0,171,76,0.00499,1.03,2.35,6,0,3,0,1.01,0,1.01,0.001177,24,14,'0'
0,0,0.001049,1.01,0.026679,0,0,20.2148,0.002662,1.01,4,1,0,25,0.001038,0,8.45349,1.01,0.043647,5,394,6,2,0.001203,1.02,15,34,0.010214,1.01,0,4,1,0,1,0,0.001409,7.09,0.012545,107,5,'1'
0,0.000647,0,0,0.003133,0.000862,0,6.93237,0,0,0,0,0,6,0,0,0.162632,0,0.043647,0,419,7,1,0,1.02,15,10,0.000804,1.01,1.05,1,0,1,0,1.01,0.001409,6.08,0.000909,118,6,'0'
2,0.003722,0.001786,0,0.243232,0.002666,0,35.6225,0,3.03,1,0,1,148,0.002953,0,8.88507,0,0,36,0,1,4,0,0,190,211,0.044593,7.07,6.08,5,1,4,6,2.03,0,1.01,0.015521,8,15,'1'
0,0.000647,0,0,0.003232,0.000862,0,8.05174,0,0,0,0,0,5,0,0,0.18908,0,0.043647,1,387,3,1,0,1.02,10,9,0.000804,0,1.04,2,0,2,0,1.01,0.001409,3.03,0,35,5,'0'
0,0.004077,0.005722,0,0.122787,0.001945,0,14.6512,0,0,0,1,0,35,0,0,8.27325,0,0,0,0,1,26,0,0,595,35,0.007524,0,8.95,0,0,0,2,1.01,0,1.01,0,8,2,'0'
0,0.000647,0,1.01,0.003749,0.000862,0,6.93237,0.000695,0,1,0,0,7,0,0,0.162632,0,0.043647,0,385,6,1,0,1.02,21,12,0.000804,1.01,1.06,2,0,1,0,1.01,0.001409,9.11,0.000909,98,6,'0'
0,0,0,0,0.000241,0,0,1.26811,0,0,1,0,0,3,0,0,0.028815,0,0.033278,1,32,3,1,0,1.02,3,6,0,0,0,1,0,0,0,0,0.001409,2.02,0,21,3,'0'
0,0.000558,0,0,0.017652,0,0,9.52687,0,0,3,1,0,18,0,0,8.11153,0,0,7,0,1,3,0,0,10,39,0.001172,3.04,2.1,3,0,0,0,0,0,1.01,0.00266,8,0,'1'
0,0,0.001277,0,0.001229,0,0,2.36846,0,0,0,0,0,10,0,0,0.058891,0,0,3,9,2,2,0,0,15,13,0,0,0,5,0,5,0,0,0,1.01,0,23,6,'0'
0,0,0,0,0.002208,0,0,4.07501,0,0,4,0,0,18,0,0,0.097153,0,0,2,0,1,1,0,0,45,20,0,0,0,4,0,0,0,0,0,1.01,0,8,10,'0'
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.013189,2,69,5,0,0,0,6,8,0,0,0,1,0,1,0,0,0,6.06,0,54,2,'1'
5,0.003848,0.004257,2.04,0.090817,0.003114,0.002331,18.395,0,2.06,0,2,1,112,0.001863,2.1,0.463041,1.02,0.003668,8,3,2,6,0.000828,1.01,435,133,0.007,1.03,5.25,12,1,2,1,2.04,0.001409,3.08,0.001119,30,18,'0'
0,0,0,0,0.001369,0,0,1.47165,0,0,0,0,0,7,0,0,7.91776,0,0.02451,2,58,5,1,0,0,10,12,0,0,0,0,0,0,0,0,0,1.01,0,179,4,'0'
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,19,2,'0'
0,0.001051,0.001694,1.02,0.048928,0.001756,0.001522,5.79221,0,0,0,1,0,7,0,1.02,0.162436,1.01,0,4,0,1,1,0.002037,0,28,25,0.001369,1.01,1.17,0,0,0,1,1.02,0,0,0.001787,8,8,'0'
0,0,0,0,0.001556,0,0,4.08525,0,0,0,1,0,1,0,0,0.096569,0,0.001441,0,6,3,4,0,0,0,1,0,0,0,1,0,1,0,0,0,2.03,0,26,1,'0'
0,0,0,0,0.004352,0,0.000622,6.37263,0.00052,0,0,0,0,9,0,1.02,0.149798,0,0,1,0,1,3,0,0,28,16,0,1.01,0,2,0,2,0,0,0,1.01,0.00073,8,8,'0'
1,0.006109,0,1.02,0.196943,0.007332,0.001127,34.7321,0,2.03,0,0,0,86,0.001751,1.02,8.84711,0,0.001014,14,6,2,1,0,0,465,85,0.040642,9.32,11.28,14,1,14,5,7.11,0,8.12,0.025259,39,29,'0'
0,0,0,0,0.004847,0,0,7.79015,0,0,3,0,0,20,0,0,0.191221,0,0.043647,5,398,6,1,0,1.02,55,29,0.001851,0,0,3,0,0,0,0,0.001409,4.05,0,99,11,'0'
1,0.001925,0.000528,2.02,0.006907,0.002291,0.000451,4.49837,0,0,1,0,0,53,0,1.01,0.112806,0,0.022749,3,219,2,2,0,0,136,30,0.003339,0,2.31,9,0,7,0,2.02,0,2.05,0,55,16,'0'
0,0,0,0,0.002503,0,0,4.08525,0,0,0,0,0,7,0,0,0.096569,0,0,0,0,1,1,0,0,10,11,0,0,0,34,0,5,0,0,0,2.03,0,22,5,'0'
0,0,0,0,0.002953,0,0,8.33084,0,0,0,0,0,27,0,0,0.193456,0,0.016601,9,50,3,1,0,0,105,39,0,1.01,0,1,0,0,0,0,0,1.03,0.00073,118,9,'0'
0,0,0.001839,0,0.008851,0,0,12.6182,0,0,0,19,1,21,0,0,0.294949,0,0.043647,8,380,2,27,0,1.02,55,38,0.001806,0,0,0,1,0,4,0,0.001409,2.02,0,27,11,'0'
0,0,0.000731,0,0.003381,0,0,5.76357,0,0,0,0,0,3,0,0,0.130415,0,0,3,0,1,4,0,0,1,9,0.000722,0,0,0,1,0,1,0,0,1.01,0,8,2,'0'
0,0,0,0,0.002208,0,0,4.07501,0,0,0,0,0,6,0,0,0.097153,0,0.043647,4,397,6,1,0,1.02,6,16,0,0,0,0,0,0,0,0,0.001409,3.03,0,72,4,'0'
0,0.000726,0,1.02,0.016819,0.000757,0,10.0134,0.000965,0,1,2,1,11,0,0,0.260407,0,0.043647,1,380,3,8,0,1.02,28,14,0.002095,1.02,1.13,1,0,0,1,1.02,0.001409,2.02,0.000837,38,8,'0'
0,0,0,0,0.002208,0,0,4.07501,0,0,0,0,0,4,0,0,0.097153,0,0.043647,1,387,3,1,0,1.02,1,7,0,0,0,0,0,0,0,0,0.001409,2.02,0,32,2,'0'
0,0,0,0,0.002208,0,0,4.07501,0,0,0,0,0,4,0,0,0.097153,0,0.043647,2,388,8,1,0,1.02,3,11,0,0,0,0,0,0,0,0,0.001409,8.1,0,110,3,'0'
0,0,0,0,0.002887,0,0,10.1694,0,0,0,0,0,258,0,0,0.256506,0,0,12,1,3,1,0,0,66,352,0.001468,2.02,0,14,0,14,0,0,0,1.01,0.001667,40,11,'1'
0,0,0,0,0.027399,0,0,6.22874,0,0,0,0,0,3,0,0,0.208869,0,0.006779,0,3,4,1,0,1.02,3,3,0,1.01,0,2,1,2,0,0,0.008262,4.13,0.006321,38,3,'1'
0,0,0,0,0.002233,0,0,3.17525,0,0,0,2,0,21,0,0,0.085017,0,0,3,0,1,2,0,0,55,29,0,0,0,7,0,7,1,0,0,1.03,0,28,5,'0'
0,0.000718,0,1.01,0.005986,0.000787,0.00077,5.41047,0,0,0,0,0,18,0,1.01,0.132369,0,0,4,0,1,0,0,0,55,34,0.000925,1.01,1.11,9,0,8,0,1.01,0,1.01,0.000893,8,11,'0'
0,0,0.010964,0,0.005279,0,0,7.10696,0,0,4,0,0,25,0,0,8.06834,0,0,2,0,1,7,0,0,66,21,0.000886,0,0,4,0,0,1,0,0,1.01,0,8,12,'0'
0,0,0,6.17,1.10064,0,0.001185,43.3291,0.010975,0,43,5,8,0,0,1.01,1.32835,0,0.008498,0,282,1,0,0,1.02,0,0,0,0,0,129,7,9,20,0,0.001409,1.01,0,8,0,'1'
0,0.000845,0,0,0.000608,0.000847,0,1.5732,0,0,2,0,0,18,0,0,0.037167,0,0.036779,1,408,6,1,0,0,28,26,0.000895,0,1.13,2,0,0,0,1.02,0,6.08,0,101,8,'0'
0,0,0,0,0.010042,0,0,4.22835,0,0,0,0,0,51,0,0,0.11164,0,0,1,17,1,5,0,0,66,66,0,1.01,0,1,0,1,0,0,0,0,0.001764,0,5,'0'
1,0.001372,0.002785,0,0.126859,0.001601,0,2.4812,0,0,3,0,0,36,0,0,0.070905,0,0,4,0,1,3,0,0,45,27,0.001544,0,1.09,3,0,0,2,1.01,0,0,0,16,9,'0'
0,0.000726,0.008775,2.04,0.041466,0.000978,0,10.425,0,0,0,1,0,1,0,0,0.362124,0,0,0,0,1,1,0,0,1,2,0.001023,0,1.01,9,2,0,1,1.01,0,1.01,0,8,2,'0'
1,0.003169,0.000731,3.04,0.06213,0.003664,0.003884,14.3292,0,1.01,1,0,0,56,0.000773,3.03,0.349752,0,0.002293,3,2,2,2,0,0,300,130,0.006917,1.01,5.64,13,0,8,4,4.07,0,6.08,0.000869,41,24,'0'
0,0.008096,0.040346,0,0.195339,0.011508,0,32.6911,0,0,9,4,3,235,0,0,8.76815,0,0.041456,19,28,2,56,0,1.02,1540,244,0.024283,6.07,10.86,9,0,0,6,5.11,0.001409,2.02,0.008086,16,54,'1'
0,0,0,0,0.004728,0,0,6.50029,0,0,1,0,0,4,0,0,0.172037,0,0,1,1,2,0,0,0,1,6,0,0,0,1,0,0,0,0,0,2.02,0,18,2,'0'
1,0,0,0,0.033322,0,0,15.4387,0,0,0,0,1,46,0,0,8.31077,0,0.04453,19,408,3,2,0,1.02,55,79,0.003748,1.02,0,2,1,2,3,0,0.001409,2.02,0.001497,58,10,'1'
1,0,0,0,0.002208,0,0,4.07501,0,0,0,0,0,15,0,0,0.097153,0,0,2,0,2,1,0,0,10,55,0,0,0,3,0,3,0,0,0,1.01,0,22,3,'0'
0,0.003589,0,0,0.002208,0,0,4.07501,0,0,0,3,0,5,0,0,0.097153,1.01,0,1,2,2,3,0.0038,0,10,6,0,0,1.05,2,0,0,0,0,0,2.04,0,14,2,'0'
0,0,0,0,0.002533,0,0,5.26021,0,0,0,0,0,8,0,0,0.128392,0,0,1,0,1,1,0,0,10,8,0,0,0,3,0,3,0,0,0,1.01,0,8,5,'0'
0,0,0,0,0.002208,0,0,4.07501,0,0,2,0,0,9,0,0,0.097153,0,0.043647,2,386,6,1,0,1.02,10,15,0,0,0,3,0,1,1,0,0.001409,5.06,0,85,5,'0'
0,0,0,0,0.004989,0,0,10.1241,0,0,3,0,0,34,0,0,0.259327,0,0.049938,5,135,3,1,0,0,36,26,0,0,0,3,0,0,0,0,0,8.18,0,67,2,'0'
0,0,0,0,0.007394,0,0,6.62518,0,0,5,2,0,7,0,0,0.158491,0,0,5,0,1,3,0,0,21,25,0,0,0,5,0,0,0,0,0,1.01,0,8,0,'0'
0,0.004874,0,1.04,0.039722,0.005736,0,11.93,0.006873,0,9,0,0,64,0,0,8.25875,0,0.005043,9,119,3,2,0,0,105,50,0.008658,1.01,1.5,9,1,0,0,1.03,0,3.05,0.005297,40,13,'0'
1,0,0,0,0.002561,0,0,3.9771,0,0,4,0,0,22,0,0,0.094053,0,0,1,0,1,1,0,0,21,11,0.001073,0,0,4,0,0,0,0,0,1.01,0,8,6,'0'
0,0.000558,0.021853,0,0.009116,0,0,10.6043,0,0,0,0,0,32,0,0,8.20567,0,0.001421,5,97,4,58,0,0,105,47,0.00152,0,1.14,4,0,3,1,0,0,3.05,0,79,4,'0'
0,0,0,0,0.006324,0,0,6.40012,0,0,3,0,0,2,0,0,0.154739,0,0.03264,1,28,2,1,0,0,1,4,0,0,0,3,0,0,0,0,0,7.09,0,25,2,'0'
0,0.001397,0,1.02,0.018479,0.000862,0,10.7589,0.000529,0,5,0,0,22,0,0,0.251687,0,0,5,0,2,1,0,0,45,39,0.001724,3.03,2.2,5,0,0,0,1.01,0,2.02,0.002836,18,8,'0'
0,0.000726,0.000838,0,0.00319,0.000757,0,9.14824,0,0,0,0,1,9,0,0,0.221303,0,0.043647,1,384,6,0,0,1.02,28,13,0.001073,0,1.07,1,0,0,1,1.01,0.001409,5.06,0,79,8,'0'
0,0,0,0,0.005638,0,0,3.9771,0,0,0,0,0,8,0,0,0.094053,0,0.043647,1,415,6,1,0,1.02,10,12,0,0,0,0,0,0,0,0,0.001409,6.08,0,93,5,'0'
0,0,0.012802,1.03,0.001162,0,0,1.09529,0.008512,0,7,0,0,4,0,0,0.073505,0,0,0,0,1,3,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,8,3,'0'
0,0,0,2.04,0.018244,0,0,12.566,0.001136,0,10,0,0,53,0,0,8.20489,0,0.01888,6,61,4,1,0,0,28,47,0.003656,0,0,15,0,0,0,0,0,10.15,0,45,5,'1'
0,0,0.004829,0,0.002208,0,0,4.07501,0,0,0,3,0,5,0,0,0.097153,0,0.043647,2,384,4,6,0,1.02,21,13,0,0,0,0,0,0,0,0,0.001409,5.06,0,69,7,'0'
0,0.006443,0.00099,1.01,0.027547,0.006707,0,7.86064,0.00084,0,1,0,0,25,0,0,8.10379,0,0.01888,7,52,3,2,0,0,28,24,0.007618,1.01,3.18,2,0,0,0,2.02,0,6.07,0.000993,27,5,'1'
7,0,0,0,0.004095,0,0,2.51582,0,0,0,0,0,32,0,0,0.070602,0,0,9,0,2,1,0,0,36,44,0,0,0,5,1,5,0,0,0,0,0,11,2,'0'
9,0.01163,0.002976,0,0.144784,0.010658,0,26.4736,0,2.04,5,0,1,172,0.00242,0,8.55626,0,0.013878,38,47,2,15,0,0,741,285,0.014433,4.08,8.76,11,3,6,4,4.04,0,1.02,0.012739,32,28,'1'
0,0,0,0,0.003978,0,0,7.95479,0,0,0,0,0,19,0,0,8.1394,0,0.001421,3,95,3,3,0,0,66,37,0,0,0,3,0,2,0,0,0,3.05,0,73,3,'0'
0,0,0,0,0.010562,0,0,7.94507,0,0,0,0,0,13,0,0,0.207851,0,0.046698,7,421,4,1,0,1.02,1,23,0,1.01,0,0,1,0,0,0,0.001409,2.02,0.000972,68,2,'0'
1,0,0.001008,0,0.020386,0,0,5.7915,0,0,4,0,0,36,0,0,0.135701,0,0,1,0,1,1,0,0,36,24,0.001767,0,0,4,0,0,0,0,0,1.01,0,8,8,'0'
0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,2,2,1,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,33,2,'1'
0,0,0,0,0.002386,0,0,5.1154,0,0,0,2,0,22,0,0,0.121597,0,0,3,0,2,2,0,0,36,22,0,0,0,8,0,0,0,0,0,2.02,0,15,6,'0'
0,0,0,0,0,0,0,0,0,0,1,4,0,2,0,0,0,0,0,0,2,3,3,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,36,2,'1'
1,0.014863,0.030122,1.01,0.08156,0.013223,0,23.8259,0,1.01,0,2,1,134,0.001777,0,8.62125,1.01,0.004526,27,59,4,27,0.01184,0,903,273,0.026449,1.02,5.09,3,3,0,2,3.04,0,7.19,0.011407,160,27,'1'
19,0,0,0,0.046646,0,0,18.5538,0,0,5,1,0,283,0,0,0.471849,0,0,28,0,1,9,0,0,2278,493,0.008427,1.01,0,33,1,0,2,0,0,1.01,0.001104,33,32,'1'
0,0,0,0,0.005103,0,0,7.11369,0,0,2,0,0,49,0,0,0.171667,0,0.047439,5,135,3,1,0,0,6,24,0.002697,0,0,2,0,0,0,0,0,5.07,0,67,2,'0'
0,0.000934,0.008874,0,0.007052,0,0,8.43242,0,0,0,0,0,37,0,0,8.14429,0,0.001421,6,97,3,6,0,0,153,69,0.000954,1.01,1.18,9,1,4,0,0,0,3.03,0.000993,84,4,'0'
0,0.0083,0,6.22,0.259526,0.009968,0.006085,20.2197,0,0,0,0,0,100,0,4.07,8.46014,0,0.001114,4,20,2,4,0,0,780,105,0.011037,0,12.04,49,0,22,0,7.16,0,4.05,0,25,39,'1'
0,0.002451,0,0,0.015381,0.004148,0,13.0619,0,0,0,0,0,22,0,0,8.31531,2.02,0,0,0,1,0,0.001202,0,231,22,0.003788,0,1.21,0,2,0,0,1.01,0,2.02,0,30,22,'0'
3,0.002834,0,2.02,0.113798,0.002444,0,16.5532,0,2.02,3,0,1,37,0.002401,0,0.410094,0,0,15,18,2,1,0,0,55,78,0.004492,3.06,3.45,4,1,0,2,2.02,0,4.04,0.00335,62,4,'0'
0,0,0.001011,0,0.002274,0,0,5.19438,0,0,0,3,0,6,0,0,0.123602,1.02,0,0,4,3,8,0.0038,0,15,6,0,0,0,3,0,0,0,0,0,3.05,0,19,3,'0'
1,0,0,0,0.001369,0,0,1.47165,0,0,3,0,0,24,0,0,7.91776,0,0,3,0,1,1,0,0,28,18,0,0,0,3,1,0,0,0,0,0,0,16,7,'0'
0,0,0,0,0.004015,0,0,5.60179,0,0,0,0,0,7,0,0,0.132044,0,0,1,0,1,1,0,0,3,11,0.000804,0,0,2,0,2,0,0,0,1.01,0,10,3,'0'
1,0,0.019992,1.02,0.034397,0,0,24.8564,0.002662,0,17,3,1,95,0,0,0.684112,0,0.04453,18,391,2,36,0,1.02,378,111,0.011237,2.03,0,17,1,0,1,0,0.001409,2.02,0.004101,31,26,'0'
0,0,0,0,0.003771,0,0,7.88927,0,0,1,0,0,1,0,0,0.188296,0,0.036902,0,35,4,1,0,1.02,0,1,0,0,0,1,0,0,0,0,0.001409,3.05,0,47,1,'0'
0,0.000617,0.014943,0,0.005219,0,0,6.84846,0,0,0,0,0,40,0,0,8.10896,0,0.001421,7,95,3,5,0,0,171,75,0.000839,0,1.18,10,0,6,0,0,0,2.02,0,73,7,'0'
3,0.002345,0,2.02,0.13892,0.000971,0.00022,29.1299,0.000186,1.01,4,0,1,60,0.000481,1.01,8.70001,0,0.03264,28,28,2,2,0,0,120,106,0.013968,3.04,3.42,5,1,1,3,1.01,0,7.09,0.003163,25,7,'0'
0,0,0,0,0.001374,0,0,3.97098,0,0,4,0,0,7,0,0,0.093454,0,0.015465,5,150,3,3,0,0,6,14,0,1.01,0,4,0,0,0,0,0,3.03,0.001121,44,4,'1'
1,0,0,0,0.004051,0,0,7.57299,0,0,1,0,0,8,0,0,0.181247,0,0.012208,2,54,2,0,0,0,10,16,0,0,0,1,0,0,0,0,0,2.02,0,19,4,'1'
0,0.000753,0.011505,0,0.010251,0.00089,0,13.4078,0,0,1,6,0,19,0,0,8.25459,0,0.043647,9,384,5,14,0,1.02,28,30,0.010401,3.03,1.07,1,0,0,0,1.01,0.001409,8.09,0.002691,87,7,'0'
1,0,0,0,0.002208,0,0,4.07501,0,0,3,0,0,13,0,0,0.097153,0,0,1,0,1,1,0,0,6,10,0,0,0,3,0,0,0,0,0,1.01,0,8,3,'0'
0,0,0,0,0.002208,0,0,4.07501,0,0,0,0,0,1,0,0,0.097153,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,1,0,0,0,2.03,0,23,1,'0'
0,0,0,0,0.017774,0,0,7.26753,0,0,0,1,0,22,0,0,0.182148,0,0.001101,6,13,3,2,0,0,6,29,0,0,0,1,0,0,0,0,0,2.06,0,55,2,'0'
1,0,0.000855,0,0.045999,0,0,17.6478,0,0,3,1,1,14,0,0,8.36931,1.01,0.043647,7,386,6,2,0.001203,1.02,15,27,0.008386,2.02,0,3,1,0,3,0,0.001409,8.1,0.005272,95,3,'0'
0,0.004335,0.010167,0,0.007816,0.004043,0,10.7711,0,0,1,1,0,3,0,0,8.15155,0,0,1,3,3,3,0,0,6,5,0.004753,0,2.09,3,1,0,0,1.01,0,2.04,0,17,3,'0'
0,0,0,0,0.003275,0,0,5.1154,0,0,0,1,0,27,0,0,0.121597,0,0,0,0,1,1,0,0,120,40,0,0,0,12,0,0,0,0,0,1.01,0,15,16,'0'
1,0.000718,0.002293,0,0.003346,0,0.00077,6.77104,0.000939,1.01,0,0,0,12,0.001087,1.01,0.160922,0,0.005575,0,152,2,3,0,0,66,14,0.001815,1.01,1.11,1,0,1,0,0,0,1.01,0.000889,41,11,'0'
0,0.002311,0.00099,2.05,0.065847,0.000971,0,21.3849,0.00084,0,10,0,0,58,0,0,8.44618,0,0.01888,6,61,4,3,0,0,55,46,0.004531,2.02,3.41,16,0,0,1,1.01,0,10.15,0.001885,45,6,'1'
0,0,0,2.02,0.018937,0,0.001798,10.8995,0,0,0,1,0,29,0,1.01,0.262326,0,0,5,0,2,4,0,0,66,61,0,1.01,0,3,0,1,0,0,0,1.01,0.001119,13,6,'0'
0,0,0,0,0.003351,0,0,5.07933,0,0,0,0,0,3,0,0,0.120678,0,0,0,0,1,1,0,0,3,3,0,0,0,1,0,0,0,0,0,1.01,0,8,3,'0'
0,0.000501,0,1.01,0.014768,0.000742,0,8.66785,0.002837,0,3,0,1,1,0,0,8.13047,0,0.005044,0,12,7,1,0,1.01,1,2,0.000886,1.01,1.02,3,1,0,1,1.01,0.004395,3.1,0.000671,52,2,'0'
0,0,0.002588,3.05,0.013591,0.000616,0.000526,10.8648,0.008228,0,4,2,0,4,0,1.01,0.294846,0,0.016601,2,12,1,2,0,0,1,7,0.00092,0,0,6,0,0,0,1.01,0,4.05,0,16,0,'0'
0,0.000845,0,0,0.000931,0.000847,0,3.58431,0,0,3,0,0,6,0,0,0.085172,0,0.035941,1,429,8,1,0,0,10,8,0.000895,0,1.04,3,0,0,0,1.01,0,6.08,0,120,5,'0'
5,0,0,0,0.061242,0,0,6.92842,0,0,3,0,0,67,0,0,0.173252,0,0,16,3,2,8,0,0,55,105,0.001824,0,0,5,0,2,0,0,0,1.04,0,20,3,'0'
0,0,0,2.02,0.005403,0,0,9.52046,0.007884,0,4,0,0,4,0,0,8.13496,0,0.043647,2,419,7,1,0,1.02,3,8,0.000868,0,0,4,1,0,0,0,0.001409,5.07,0,115,3,'0'
5,0.000974,0,0,0.055925,0.001082,0,12.4195,0,0,0,0,0,39,0,0,8.31314,0,0,12,0,1,0,0,0,21,88,0.004473,4.05,1.06,9,1,9,1,1.01,0,0,0.01043,8,2,'0'
0,0,0,0,0.002208,0,0,4.07501,0,0,0,0,0,4,0,0,0.097153,0,0.043647,1,387,3,1,0,1.02,1,7,0,0,0,0,0,0,0,0,0.001409,2.02,0,32,2,'0'
0,0,0,0,0.004968,0,0,8.4491,0,0,0,0,0,1,0,0,8.10052,0,0.020619,0,83,5,2,0,0,0,2,0,0,0,2,0,0,0,0,0,11.19,0,57,1,'1'
0,0,0,0,0.004678,0,0,8.6406,0,0,1,0,0,7,0,0,0.213761,0,0,3,0,1,1,0,0,3,18,0,0,0,1,0,0,0,0,0,1.01,0,10,3,'0'
1,0.000718,0.002293,0,0.003346,0,0.00077,6.77104,0.000939,1.01,0,0,0,12,0.001087,1.01,0.160922,0,0.005575,0,152,2,4,0,0,66,14,0.001815,1.01,1.11,1,0,1,0,0,0,1.01,0.000889,41,11,'0'
0,0,0.000582,0,0.003978,0,0,7.95479,0,0,0,0,0,9,0,0,8.1394,0,0.001421,2,95,3,2,0,0,36,19,0,0,0,1,0,1,0,0,0,2.02,0,75,1,'0'
1,0,0,1.01,0.007907,0,0.000774,8.41166,0,0,0,0,0,45,0,1.01,0.217854,0,0.001092,5,114,1,1,0,0,136,69,0.002431,2.02,0,12,1,10,0,0,0,1.01,0.003521,8,16,'0'
0,0,0,0,0.001742,0,0,4.08525,0,0,4,0,0,4,0,0,0.096569,0,0,0,0,1,1,0,0,1,2,0,0,0,4,0,0,0,0,0,1.01,0,8,1,'0'
0,0.001012,0.002047,0,0.005064,0.001571,0,9.69849,0,0,1,0,0,16,0,0,0.239063,0,0.043647,2,388,8,2,0,1.02,21,25,0.001437,0,1.06,6,0,1,0,1.01,0.001409,8.1,0,109,7,'0'
5,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,7,0,2,1,0,0,55,31,0,0,0,3,0,2,0,0,0,0,0,13,4,'0'
6,0.003908,0.0022,0,0.057438,0.005997,0,18.8534,0,1.02,9,0,3,142,0.000703,0,8.37449,0,0,16,0,1,4,0,0,378,246,0.013617,5.05,5.25,17,2,3,3,2.05,0,1.01,0.004209,8,6,'1'
0,0.002513,0.002878,0,0.004458,0.004094,0,6.91346,0,0,0,7,0,7,0,0,8.06267,0,0,3,5,1,2,0,0,15,13,0.003152,0,1.05,3,0,0,0,1.01,0,2.02,0,13,5,'0'
0,0.001084,0.001269,2.04,0.034021,0.001706,0.00095,10.5335,0,1.04,0,0,0,1,0.001088,2.04,0.252483,0,0,0,0,2,2,0,1.01,0,2,0.002804,2.05,2.44,0,0,0,0,2.05,0,2.09,0.00244,43,1,'0'
0,0,0.011296,1.03,0.162745,0,0,10.2807,0,0,0,9,1,898,0,0,0.240687,0,0.004692,13,151,1,34,0,0,528,2062,0.001815,3.09,0,1,1,0,1,0,0,1.01,0.002794,8,33,'0'
1,0.00105,0.003813,2.05,0.161406,0.001729,0.00381,12.236,0,1.01,0,0,1,20,0.002751,2.04,0.317055,0,0,9,0,1,5,0,0,21,59,0.007101,3.03,1.15,2,0,1,4,1.02,0,1.01,0.006307,8,6,'0'
