@relation mydataframe
@attribute ns numeric
@attribute nm numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute pd numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute bug {'1','0'}
@data
1,1,0.949399,2.777778,0.522222,18,0,275,4973.733333,4761,'0'
1,1,0,0,0,0,1,0,3660.75,2112,'0'
1,1,0,0,0,0,1,0,3368.083333,2173,'0'
1,2,0.657715,0.002047,0.002047,349,0,245,3356.583333,2188,'0'
1,3,0.652347,0.018797,0.009023,332.5,0,148,3373.083333,2178,'0'
1,1,0,3.166667,0,18,0,0,3368.083333,2173,'0'
1,1,0,0,0,255,1,0,2599.017352,6781,'0'
1,1,0,0.117647,0.666667,51,1,46,4970.5,5040,'0'
1,1,0,0,0.097902,143,0,0,4308.983333,3940,'0'
1,2,0.965636,0.127907,0.005814,86,0,0,4307.983333,3939,'0'
1,1,0,0.028169,0.014085,142,1,15,4307.75,3912,'0'
1,1,0,1.205674,0.943262,141,0,0,3380.316667,2807,'1'
1,1,0,0.192,0.16,125,1,2,3379.316667,2806,'0'
1,1,0,0.063492,0.039683,126,0,4,3370.066667,2799,'0'
1,1,0,0.008065,0,124,1,1,3355.483333,2778,'0'
1,1,0,0.894309,0.097561,123,1,1,3356.733333,2776,'1'
1,1,0,0.030928,0.082474,97,0,0,3350.783333,2774,'0'
1,1,0,0.2,4.7,50,0,105,4979.166667,4767,'0'
1,1,0,0.006849,0.013699,146,1,61,3887.261905,6304,'1'
1,1,0,0.020408,0.006803,147,1,7,4404.1,5384,'0'
1,1,0,0.006897,0,145,0,16,1855.483333,1737,'0'
1,1,0,0.032787,0.032787,122,1,3,4953.9,5154,'0'
1,1,0,0.008197,0.008197,122,0,0,4920.9,5137,'0'
1,1,0,0.008264,0.008264,121,0,3,4919.9,5136,'0'
2,3,0.736951,0.180444,0.016129,248,1,60,4929.3,5233,'1'
1,1,0,0.2,0.05,100,1,1,4956.45,5104,'1'
1,1,0,0.042735,0.111111,117,1,5,4953.683333,5098,'1'
1,2,0.996792,0.138614,0.009901,50.5,0,0,4966.533333,5028,'0'
2,3,0.775924,0.170626,0.055076,154.333333,1,383,5064.816667,5056,'1'
1,1,0,0,0,0,1,0,3328.433333,2223,'0'
1,3,0.646742,0.558655,0.460069,523.4,0,304,3366.083333,2171,'0'
1,1,0,0,0.689655,58,0,6,2102.632937,38,'0'
1,1,0.391244,0.014925,0.009328,268,1,46,2887.218038,6704,'1'
1,1,0,0.041315,0.015962,1065,1,1,1102.183333,70,'0'
1,1,0.630887,0.130159,0.033333,210,0,49,4917.3,5120,'0'
1,1,0,0.564103,0.025641,39,1,32,5072.316667,4985,'0'
1,1,0.413817,0.052174,0.052174,115,0,3,5051.2,4946,'0'
1,1,0,0.666667,0.656863,102,1,25,5063.733333,4933,'0'
1,1,0.684038,0.023923,0.028708,104.5,0,0,5099.383333,4911,'0'
1,1,0,0.012195,0.012195,82,0,0,5097.383333,4909,'0'
1,1,0.886683,0.00998,0.007984,100.2,1,135,5005.133333,4805,'0'
1,1,0.779743,0.055755,0.044964,185.333333,1,3,3371.65,2810,'0'
1,1,0.999295,0.136691,0.016787,208.5,0,46,3375.316667,2803,'0'
1,1,0.766624,0.674541,0.194226,190.5,0,6,3365.066667,2794,'0'
1,1,0,0.340206,0.103093,97,0,0,3349.783333,2773,'0'
1,1,0,0.051095,0.00365,274,1,0,3797.516667,2560,'0'
1,1,0.883223,0.174216,0.045296,143.5,1,8,3795.516667,2559,'1'
1,1,0,0.737374,0.323232,99,0,3,3759.35,2486,'1'
1,1,0.672295,0.468085,0.255319,23.5,0,5,3754.35,2480,'1'
1,1,0,0,0.017241,58,1,0,4961.816667,4734,'0'
1,1,0.696212,0.023952,0.017109,584.5,0,2,1097.65,65,'0'
1,2,0.754472,0.054114,0.085248,337.25,1,106,3344.433333,2233,'0'
1,1,0,0,0,8,1,0,1256.351984,2468,'0'
1,1,0,0,3.454545,11,1,70,4,4,'0'
1,1,0,0,0,19,1,0,1251.351984,2464,'0'
1,1,0.942366,0.513089,0.350785,47.75,1,12,2875.916667,503,'1'
1,1,0,0,0,36,1,0,2637.166667,536,'0'
1,1,0.852405,0.089445,0.039356,279.5,1,0,2880.916667,508,'1'
1,1,0.825627,0.10687,0.099237,65.5,1,0,2635.25,556,'0'
1,1,0.970279,0.053412,0.013353,224.666667,1,19,2633.25,554,'1'
1,1,0.845351,0.290323,0.182796,46.5,1,2,2853.75,491,'0'
1,1,0,0,0.057034,526,1,195,1768.933333,583,'0'
1,1,0,0.042202,0.029358,545,1,1,2635.916667,557,'0'
1,1,0,0.001821,0,549,1,0,2634,548,'0'
1,1,0,0.016423,0,548,1,2,2633,547,'1'
1,1,0,0.053506,0.042435,542,1,13,2633.75,542,'0'
1,1,0.873981,0.022099,0.009208,271.5,1,3,2878.916667,506,'0'
1,1,0,0.008421,0.008421,475,1,2,2876.916667,504,'0'
1,1,0.058575,0.415861,0.143133,172.333333,1,3,2861.75,494,'1'
1,1,0.991076,0.027668,0.007905,253,1,0,2852.583333,488,'1'
1,1,0,0.360656,1.098361,61,1,12,2637.166667,536,'0'
1,1,0,0.017857,0,112,1,2,1767.266667,585,'0'
1,1,0,0.027027,0.018018,111,1,217,1771.433333,584,'0'
1,1,0,0.009091,0.109091,110,1,7,2638.166667,537,'0'
1,1,0.929943,0.085366,0.082317,328,1,2,2873.333333,514,'1'
1,1,0,0.022901,0.053435,131,1,4,2897.916667,512,'0'
1,1,0.479051,0.084956,0.031858,188.333333,1,7,2896.916667,511,'1'
1,1,0,0,0,60.772727,1,0,2849.583333,486,'1'
1,3,0.658726,0.144954,0.137156,181.666667,0,402,1072,112,'1'
1,2,0.982735,0.067368,0.053684,73.076923,0,102,27,27,'0'
1,1,0.873479,0.029412,0.021008,79.333333,0,24,2402.333333,82,'0'
1,1,0,0.078652,0.168539,89,1,43,1877.433333,1769,'0'
1,2,0.995253,0.026954,0.006289,556.5,1,55,972,860,'0'
1,1,0,0,0.015625,64,0,116,1043.833333,114,'0'
1,1,0,0.246377,0.043478,69,0,168,1535.533333,719,'0'
1,4,0.627689,0.286333,0.429808,95.117647,1,461,1252.833333,1732,'1'
1,3,0.695159,0.047866,0.004037,578,1,18,1052.833333,1148,'1'
1,3,0.936338,0.023744,0.018222,86.238095,0,161,2423.333333,103,'0'
1,2,0,0,0,0,0,1890,1476.45,629,'0'
1,1,0,0,0,107,1,0,3538.190476,5759,'1'
1,2,0.850556,0.014143,0.014143,133.555556,1,374,1620.465476,2349,'1'
1,1,0,0.021053,0.010526,95,0,2,2121.383333,1419,'0'
1,1,0,0.106667,0.026667,75,0,168,1536.533333,720,'0'
1,1,0,0,0,0,0,0,481.333333,279,'0'
1,1,0,0.012048,0.004016,249,1,257,1827.85,582,'0'
1,1,0,0.003817,0.003817,262,1,169,1157.200397,2364,'0'
1,3,0.79384,0.081717,0.020083,288.8,1,70,1600.74881,2137,'1'
1,1,0.877962,0.02965,0.070081,185.5,0,7,971.5,1394,'1'
1,1,0.777461,0.326471,0.197059,113.333333,0,26,1121.666667,1606,'1'
1,1,0,0.033755,0.008439,237,1,1,799,1262,'0'
1,1,0.830041,0.333333,0.230241,145.5,1,10,798,1260,'1'
1,1,0,0,0.036842,190,0,132,711.5,1153,'0'
1,1,0,0.005348,0,187,1,1,1864.116667,1746,'0'
1,1,0,0.065574,0.032787,183,1,17,1948.983333,1237,'0'
1,1,0.322757,0.018987,0.007911,316,1,18,1355,326,'0'
1,2,0.578795,0.095745,0.007092,141,1,4,1840.016667,1171,'0'
1,1,0,0.03125,0.00625,160,1,0,3036.333333,1292,'0'
1,1,0,1.724359,1.608974,156,0,117,3035.333333,1291,'1'
1,1,0,0.758389,0.536913,149,0,166,1477.533333,683,'0'
1,3,0.946395,0.005533,0.027663,241,0,436,3798.633333,4645,'0'
1,1,0,0.035024,0,828,1,98,577.616667,1958,'0'
1,1,0,0.009828,0.002457,814,1,88,989.083333,1863,'0'
1,2,0.70123,0.08198,0.063418,431,1,89,1253.833333,1821,'1'
1,1,0,0.017478,0.003745,801,1,1,1251,1818,'0'
1,3,0.544096,0.081758,0.009455,599.333333,1,56,1274.833333,1806,'1'
1,1,0,0.114685,0.068531,715,1,44,1271.833333,1803,'1'
1,1,0,0.001418,0.001418,705,1,7,1253.833333,1733,'0'
1,1,0,0.067701,0.012694,709,0,3,1138.166667,1618,'1'
1,1,0,0.205047,0.045741,634,0,19,1122.666667,1607,'0'
1,3,0.748726,0.04927,0.04562,365.333333,1,19,1488.813095,2061,'0'
1,3,0.814894,0.02926,0.009036,464.8,1,205,1473.967857,2046,'1'
1,2,0.958451,0.030349,0.027314,439.333333,0,58,843.166667,1336,'0'
1,1,0,0.038961,0.001623,616,1,33,584,603,'0'
1,2,0.567579,0.62777,0.366322,338.5,1,2,645.5,578,'1'
1,2,0.763681,0.009564,0.004184,418.25,1,157,1863.483333,1745,'0'
1,2,0.811278,0.001786,0.0125,280,1,15,643.5,576,'0'
1,2,0.811278,0.012456,0.001779,281,1,48,600,537,'0'
1,1,0,0.004141,0.004141,483,0,3,211,57,'0'
1,1,0,0.002105,0,475,1,6,2402.833333,127,'0'
1,2,0.900923,0.074157,0.053933,178,0,870,1621.05,757,'0'
1,1,0,1.597849,1.673118,465,0,166,1478.533333,684,'0'
1,1,0,0.016129,0.016129,62,1,6,569.507143,2014,'0'
1,1,0,0.016393,0.016393,61,1,197,571.007143,2013,'0'
1,1,0,0.230769,0.217949,78,0,166,1479.533333,685,'0'
1,2,0.910878,0.021818,0.089697,412.5,0,282,734.5,1176,'0'
1,1,0,0.090909,0.045455,110,1,26,168.733333,45,'0'
1,3,0.589443,0.03771,0.006734,371.25,1,43,1254.666667,1831,'0'
1,1,0,0.226804,0.103093,97,0,20,1123.833333,1609,'0'
1,1,0,0.031008,0,129,0,1,3447.566667,2887,'0'
1,1,0,1.981308,1.738318,107,0,184,3304.6,2672,'0'
1,1,0.693127,0.43617,0.021277,47,1,395,2087.933333,1394,'0'
1,1,0,0,0,5,1,0,987,872,'1'
1,3,0.369212,0.36973,0.384705,320.542857,0,3725,3590.433333,2330,'0'
1,2,0.724408,0.102941,0.102941,17,0,636,1482.316667,653,'0'
1,1,0,0.030189,0,265,1,14,246.666667,295,'0'
1,2,0.991821,0.075929,0,309.5,1,220,182.5,226,'0'
1,2,0.584662,0.093023,0.002736,243.666667,0,31,70,63,'0'
1,4,0.906554,0.150766,0.002356,121.285714,1,351,1275.166667,1792,'1'
1,1,0.380947,0.06383,0.079787,94,1,36,272.5,321,'0'
1,1,0,0.222222,0.166667,36,0,0,1211.833333,1685,'0'
1,2,0.328401,2.035714,0.928571,42,1,28,1094,1570,'1'
1,3,0,0,0,67.333333,0,0,4521.416667,3562,'1'
1,1,0,0,0,20,0,0,3365.478571,5892,'0'
1,2,0.888647,0.272,0.12,62.5,0,142,944.5,140,'0'
1,1,0,0,0,0,0,0,507.333333,297,'0'
2,2,0.72074,0.641921,0.449782,32.714286,0,0,316.666667,229,'0'
1,1,0.9164,2.188889,0,30,0,0,507.333333,297,'0'
1,1,0,0,0,0,0,0,507.333333,297,'0'
1,2,0.716491,0.263959,0.766497,28.142857,0,0,292.666667,180,'0'
1,1,0,0,0,0,0,0,316.666667,195,'0'
1,1,0,2.026316,0,38,0,0,316.666667,195,'0'
1,1,0,0,0,0,0,0,481.333333,279,'0'
1,1,0.570904,0.357143,1.258929,37.333333,0,0,507.333333,297,'0'
1,2,0.787125,0.295302,0.211409,74.5,0,106,487.333333,284,'0'
1,1,0,0,0,0,0,0,481.333333,279,'0'
1,1,0.847836,0.110526,0.073684,63.333333,0,0,277.666667,173,'0'
1,1,0,0,0,0,0,0,481.333333,279,'0'
1,2,0.886734,1.807432,0,59.2,0,0,481.333333,279,'0'
1,1,0,0,0,0,0,0,507.333333,297,'0'
1,1,0,0,0,0,0,0,307.666667,188,'0'
1,1,0,4,0,8,0,0,307.666667,188,'0'
1,1,0,0.016807,0.008403,238,1,82,811.5,1136,'0'
1,3,0.511202,0.281216,0.024973,184.2,0,38,716,632,'1'
1,1,0,0.005618,0,178,0,212,1195,241,'0'
1,1,0,0,0,0,0,312,1476.45,629,'0'
1,1,0,0.017937,0.008969,223,1,196,812,1137,'0'
1,1,0,0.00905,0.113122,221,0,141,736.833333,1192,'0'
1,1,0,0,0,33,1,0,2026.333333,1618,'0'
1,1,0,0.006849,0.006849,146,0,177,2607.505159,6776,'0'
1,1,0,2.369863,2.006849,146,1,61,3099.872222,6672,'1'
1,3,0.805164,0.188052,0.109091,148.076923,1,178,1112.666667,1600,'1'
1,1,0,0.027586,0.027586,145,1,0,793.5,1267,'0'
1,2,0.336624,0.44058,0.275362,115,1,192,2026.333333,1618,'1'
1,2,0.943709,0.150588,0.007059,141.666667,1,183,2047.066667,1359,'0'
1,1,0,0.009434,0.009434,106,1,4,846.416667,226,'1'
1,1,0,0.02439,0.006098,164,1,21,389.833333,510,'0'
1,1,0,0.079755,0.06135,163,1,39,1733.957143,2708,'0'
1,1,0,0.023392,0.011696,171,1,136,1295.224603,2363,'0'
1,2,0.749595,0.057851,0,242,1,58,1613.396429,2323,'0'
1,2,0,0,0,24,1,0,848.483333,1476,'0'
1,1,0,0.009119,0.006079,329,1,172,732.666667,816,'0'
1,1,0,1.835866,1.650456,329,1,111,3301.119444,6552,'1'
1,1,0,0.022152,0.012658,316,1,6,1438.364286,1988,'0'
1,1,0.718723,0.497925,0.491701,160.666667,1,249,801.833333,1265,'1'
1,2,0.367498,0.071918,0.049658,292,0,69,773,476,'1'
1,1,0,0.020202,0,297,0,7,113.916667,58,'0'
1,1,0.985228,0.005693,0.00759,263.5,0,19,107.733333,51,'0'
1,1,0.982859,0.048662,0.014599,205.5,0,41,106.266667,49,'0'
1,1,0,0.004167,0.004167,240,0,0,3319.6,2686,'0'
1,1,0,0.004484,0.004484,223,1,11,1138.416667,390,'0'
1,1,0,0.116592,0.143498,223,1,30,389,117,'0'
1,1,0,0.0125,0.0125,240,0,213,728.066667,228,'0'
1,1,0,0.009259,0.009259,216,0,176,453,204,'0'
1,1,0.954434,0.03125,0.03125,64,0,125,264.666667,162,'0'
1,2,0.51647,0.364341,0.186047,32.25,0,955,5111,5865,'0'
1,2,0.284686,0.41436,0.230969,578,1,456,1069.916667,1371,'1'
1,1,0,0,0.009434,106,1,5,3399.141667,5930,'0'
1,1,0,0.004651,0.004651,215,1,1,3890.230952,5713,'0'
1,7,0.617734,0.029911,0.023214,203.636364,0,0,184,168,'1'
1,1,0,0.022857,0,175,1,0,1382,346,'0'
1,1,0,0.02439,0.134146,82,1,0,2692.3579,6831,'0'
1,1,0,1.776471,1.623529,85,1,7,2691.3579,6830,'0'
1,1,0,0.172414,0.022989,87,1,1,216.5,268,'1'
1,1,0,0.061856,0.731959,97,1,63,2690.044553,6729,'0'
1,1,0,0.040816,0,98,1,12,3204.655159,6641,'0'
1,1,0,0.129412,0,85,1,32,3886.103571,6309,'1'
1,1,0,0,0.013333,75,0,0,938.5,137,'0'
1,15,0.752087,0.244016,0.141543,238.079365,0,12095,4993,6112,'0'
1,7,0.546442,0.070205,0.049475,328.909091,0,2546,2868.227561,6722,'0'
1,1,0,0.715447,0.113821,123,1,104,2889.81526,6709,'0'
1,1,0,0.010753,0.021505,93,1,103,2887.678355,6706,'0'
1,1,0,0.280788,0.216749,203,0,15,793.5,1138,'0'
1,2,0.695736,0.092914,0.029564,266.375,0,374,782,485,'1'
1,1,0,0.057692,0.105769,104,0,4,102.816667,44,'0'
1,1,0,0.092593,0.018519,108,1,2,4955.866667,5114,'0'
1,3,0.313008,0.113366,0.071379,357.25,1,385,2220.166667,1510,'1'
1,1,0,0.15534,0.029126,103,0,3,99.033333,41,'0'
1,1,0,0,0,99,0,0,98.033333,40,'1'
1,2,0.851492,0.076744,0.023256,286.666667,0,101,230,192,'0'
1,3,0.78166,0.046243,0.028902,57.666667,0,4,96,75,'0'
1,3,0.407153,0.118644,0.033898,70.8,0,142,2149.5,1906,'0'
1,1,0,0.298246,0.175439,57,0,114,241.166667,85,'0'
1,1,0,0.156863,0,51,0,35,2507.666667,426,'0'
1,1,0,0.254237,0.220339,59,0,174,1605.05,751,'0'
1,1,0,0,0,28,0,0,331,199,'0'
1,1,0,0.044444,0.044444,45,0,0,1116,995,'0'
1,5,0.919346,0.028216,0.056432,180.75,1,439,2720.90303,6914,'0'
1,1,0,0,0,23,0,0,838.166667,1331,'1'
1,1,0,0.034483,0.008621,116,1,442,1825.85,580,'0'
1,1,0.94566,0.032922,0.012346,121.5,1,58,1611.465476,2340,'0'
1,1,0,0.039063,0.007813,128,1,15,1096.833333,1576,'1'
1,1,0.558629,0.082988,0.012448,120.5,0,56,119.761905,65,'0'
1,1,0,0.017391,0.008696,115,0,0,333,200,'0'
1,2,0.286397,0.057915,0.019305,129.5,0,89,331,199,'0'
1,3,0.839093,0.057083,0.019583,342.857143,1,1148,1983.516667,1299,'1'
1,3,0.726747,0.431438,0.187291,85.428571,0,60,5235.166667,5286,'0'
1,5,0.561207,0.037358,0.052337,230.875,0,1700,258.166667,154,'1'
1,1,0,0,0,15,1,0,4494.25,3607,'0'
1,4,0.930366,0.059505,0.030654,176.454545,1,4181,617.442857,2062,'1'
1,1,0,0.089005,0,191,1,2,1122.833333,1608,'0'
1,1,0,0.006452,0.109677,155,1,1,4127.5,3264,'0'
1,1,0,0.097222,0.020833,144,1,0,797.333333,1258,'1'
1,1,0,0.021127,0.021127,142,1,2,796.333333,1257,'0'
1,2,0.762687,0.086724,0.086057,299.8,0,91,120.161905,77,'0'
1,2,0.634665,0.048487,0.007159,439,1,223,987,872,'1'
1,2,0.746908,0.218913,0.102755,223.833333,0,247,98.033333,40,'1'
1,1,0,0.212121,0.015152,66,0,106,796.583333,178,'1'
1,1,0,0.04918,0.016393,61,1,14,1034.5,61,'0'
1,2,0.860119,0.026534,0.014096,241.2,0,685,1482.316667,653,'0'
1,1,0.490395,0.560472,0.976401,84.75,0,649,736.833333,1189,'0'
1,1,0,0.25,0.075,40,1,225,750.833333,810,'0'
1,2,0,0,0,53.5,1,0,4476.616667,5230,'1'
1,12,0.895707,0.02887,0.040654,138.55102,0,3607,2170.383333,1468,'1'
1,2,0.581672,0.017294,0.003052,327.666667,0,161,94.566667,33,'0'
1,1,0.772313,0.121849,0.268908,79.333333,0,484,742.833333,1196,'0'
1,1,0,0.046154,0.107692,130,1,22,2760.90303,6954,'0'
1,1,0,0,0.725191,131,1,0,618.442857,2063,'0'
1,2,0.591673,0.142857,0.010989,45.5,1,9,1377.371429,1910,'0'
1,1,0,0.234375,0.234375,64,1,141,502.5,198,'0'
1,1,0,0.071429,0,28,0,191,1639.8,790,'0'
1,5,0.455313,0.211806,0.013889,24,0,1287,5165,5919,'0'
1,2,0.965648,0.003487,0.000654,1147,0,60,812.166667,1305,'0'
1,1,0,0,0,0,0,0,726.5,1168,'0'
1,1,0,0.136842,0.021053,95,0,0,747.333333,1208,'0'
1,1,0,0,0,0,0,0,726.5,1168,'0'
1,1,0,0,0,0,0,0,726.5,1168,'0'
1,1,0,0,0,0,0,0,726.5,1168,'0'
1,3,0.666349,1.191176,0.367647,37.777778,0,807,726.5,1168,'0'
1,1,0.642514,0.432476,0.430868,44.428571,0,33,3372.166667,2748,'0'
1,1,0.165427,0.673913,0.663043,46,1,2,3358.166667,2734,'0'
1,1,0,0.272727,0.272727,22,0,0,3346,2718,'0'
1,1,0.805926,0.911111,0.288889,101.25,0,13,2002.866667,1095,'0'
1,11,0.654758,0.07614,0.170603,38.375,0,850,907.283333,396,'0'
1,1,0.505299,0.625887,0.134752,56.4,0,9,3353.916667,2728,'0'
1,9,0.222444,0.167628,0.193944,41.402985,0,1121,1178.95,686,'0'
1,1,0,0,0,42,0,0,3355.916667,2730,'0'
1,1,0.986324,0.029412,0.083333,51,1,0,3376.166667,2752,'0'
1,1,0,0,0,22.166667,0,0,2002.866667,1095,'0'
1,2,0.832045,0.127721,0.104499,172.25,0,16,3867.5,3825,'0'
1,1,0,0,0,42.5,0,0,3853.5,3804,'0'
1,5,0.146453,0.472289,0.666265,13.174603,0,148,3853.5,3804,'1'
1,6,0.957207,0.069143,0.069573,133.057143,0,548,4105.5,4108,'0'
1,4,0.623201,0.645161,0.482079,26.571429,0,423,4837.166667,4857,'0'
1,1,0.596467,0.098795,0.096386,46.111111,0,38,4053.5,4056,'0'
1,2,0.927557,0.071429,0.015528,107.333333,0,129,3362.233333,2784,'0'
1,1,0.789655,0.215054,0.188172,124,0,0,3380.166667,2756,'0'
1,1,0,0.101449,0.31401,207,0,0,3355.916667,2730,'0'
1,1,0.65654,0.184466,0.101942,103,0,0,3336.333333,2708,'0'
1,1,0,0.070707,0.010101,99,0,1,3330.266667,2698,'0'
1,1,0,0.073684,0.031579,95,1,1,3326.6,2693,'0'
1,1,0,0.010638,0.010638,94,1,0,3325.6,2692,'0'
1,1,0.732067,0.458065,0.045161,77.5,0,0,3324.6,2691,'0'
1,1,0,0.021277,0.021277,47,0,0,3305.6,2673,'0'
1,1,0,0.382979,0.06383,47,0,0,3302.6,2670,'0'
1,2,0,0.644231,0.471154,34.666667,0,183,3298.6,2666,'0'
1,4,0.49085,0.041147,0.022444,129.354839,0,531,3776.5,3727,'1'
1,1,0,0.023256,0.011628,86,1,11,3359.233333,2781,'0'
1,2,0.08096,0.229651,0.098837,114.666667,0,0,3322.6,2689,'0'
1,1,0,0.986301,0.69863,73,0,7,3358.233333,2780,'0'
1,1,0,0,0,16,0,0,3392.816667,2833,'0'
1,3,0,0,0,29.37931,0,0,3095.5,3056,'0'
1,3,0.709226,0.04182,0.04182,26.225806,0,0,3278.5,3233,'0'
1,1,0,0,0,5.090909,0,0,3215.5,3170,'0'
1,8,0.881964,0.091503,0.133987,17,0,657,3136.5,3101,'0'
1,1,0,0,0,4.666667,0,0,3176.5,3131,'0'
1,2,0.624304,0.012661,0.015641,1007,1,361,948.75,1245,'0'
1,1,0,2.324324,0.027027,37,0,357,1049.833333,1145,'0'
1,1,0,0,0,0,1,0,3532.433333,4408,'0'
1,2,0.617985,0.064858,0.009927,503.666667,1,143,3545.433333,4418,'0'
1,1,0,0.007407,0.007407,135,0,25,3517.15,4323,'0'
1,1,0,0.076923,0,104,1,89,1363,766,'0'
1,2,0.413817,0.080972,0.040486,247,1,17,1017.333333,1316,'1'
1,1,0,0.128788,0.121212,132,1,10,911.5,1202,'1'
1,1,0,0.015152,0.022727,132,1,0,1466.900253,63,'0'
1,2,0.787189,0.041543,0.065282,84.25,1,580,1069.666667,1174,'0'
1,1,0,0.030303,0,33,1,9,912.833333,1201,'0'
1,1,0,0.214286,0.214286,28,1,25,3518.15,4324,'0'
1,2,0.678217,0.312903,0.019355,103.333333,1,319,1342,795,'0'
1,5,0.401502,1.388106,0.983568,75.176471,1,672,4171.433333,5267,'1'
1,2,0.678217,0.312903,0.019355,103.333333,1,299,1314.5,798,'0'
1,2,0.666842,0.394077,0.059226,109.75,1,13,909.333333,1197,'1'
1,1,0,0.008,0,125,1,28,1018.333333,1317,'0'
1,2,0.989588,0.028555,0.000583,858,1,288,1065.666667,1170,'1'
1,1,0,1,1,0,1,8,4273.666667,5062,'0'
1,1,0,1,1,0,1,25,3519.15,4325,'0'
1,1,0,0,0,25.6,1,0,1063.666667,1168,'1'
1,1,0,0,0,0,1,0,3508.516667,4386,'0'
1,1,0,0.134752,0.007092,141,0,38,3602.483333,4353,'0'
1,3,0.806573,0.03241,0.007841,637.666667,1,129,3819.483333,4666,'0'
1,1,0,0,0,8.5,1,0,903.95,1615,'0'
1,1,0,0,0,0,1,0,3508.516667,4386,'0'
1,1,0,0,0,22,0,0,3572.066667,4251,'0'
1,1,0,3.133333,0.033333,30,0,401,932.5,1229,'0'
1,1,0,0,0,0,1,0,3545.433333,4418,'0'
1,2,0.153742,0.132353,0,170,1,141,3545.433333,4418,'0'
1,2,0,0,0,17.333333,1,0,3544.066667,4223,'1'
1,3,0.75597,0.0125,0.010714,186.666667,1,4,4032.666667,4884,'0'
1,3,0.817345,0.030744,0.001618,206,0,16,4022.666667,4874,'0'
1,1,0,1,1,0,1,0,3520.15,4326,'0'
1,1,0,0.683673,0.112245,98,1,7,872.133333,1559,'1'
1,1,0,2.394366,0.014085,71,1,9,862.416667,1543,'0'
1,2,0.889164,0.010251,0.005695,219.5,1,1128,857.366667,1527,'0'
1,1,0,1,1,0,0,0,4010.483333,4856,'0'
1,1,0,0,0,0,1,0,3792.633333,4639,'0'
1,4,0.877714,0.108915,0.048713,362.666667,1,55,938.5,1235,'1'
1,4,0.588126,0.468635,0.01107,54.2,0,540,4188.8,5015,'0'
1,1,0,1,1,0,0,0,4113.25,4930,'0'
1,1,0,1,1,0,0,14,4112.25,4929,'0'
1,1,0,0,0,0,1,0,3508.516667,4386,'0'
1,1,0,1,1,0,0,22,4117.25,4934,'0'
1,2,0,0,0,33,1,0,881.133333,1568,'1'
1,1,0,0,0,0,0,4,5036.666667,6372,'0'
1,1,0,0.125,1.875,4,0,2,98,83,'0'
1,1,0,0.181818,0.181818,5.5,0,7,84,70,'0'
1,1,0,0.090909,0.090909,11,0,0,54,41,'0'
1,1,0,0,0.454545,11,0,0,53,40,'0'
1,1,0,0.7,0,20,0,0,52,39,'0'
1,1,0,0.636364,0,11,0,0,55,42,'0'
1,1,0,0,0,8.1,0,0,51,38,'0'
1,1,0,0,0,173,0,0,2065.933333,1377,'0'
1,1,0,0.428571,0.285714,14,0,0,82,68,'0'
1,1,0,0.05,0.1,60,0,1,99,84,'0'
1,1,0,0.04918,0.016393,61,1,0,81,67,'0'
1,1,0,4.555556,0.111111,18,0,1,100,85,'0'
1,2,0.777106,0.008808,0.008808,214.444444,0,1,5028.666667,6364,'0'
1,1,0,0.004367,0.026201,229,0,1,101,86,'0'
1,1,0,0.051724,0.00431,232,1,0,89,74,'0'
1,1,0,0,0,134,0,0,59,45,'0'
1,1,0,0,0,0,0,1,102,87,'0'
1,1,0,0.202532,0.063291,79,0,0,144,128,'0'
1,1,0,0.026667,0,75,0,1,103,88,'0'
1,2,0,0,0,57,0,0,79,65,'0'
1,1,0,0,0,0,0,1,104,89,'0'
1,1,0,0.327434,0,113,0,0,3358.066667,4089,'0'
1,1,0,0,0,0,0,0,3360.066667,4091,'0'
1,2,0,0,0,69.5,0,0,3441.383333,4138,'1'
1,1,0,0.150943,1,53,1,0,1639.054762,2677,'0'
1,1,0,0.305882,0.047059,85,1,52,1638.054762,2676,'1'
1,2,0.979869,0.067039,0,89.5,1,13,690.402381,2144,'0'
1,1,0,0.190476,0.365079,63,0,13,667.254762,2117,'1'
1,1,0,0.018868,0,53,0,0,2904,344,'0'
1,1,0,0,0,70,1,0,671.514286,2122,'0'
1,1,0,0.015209,0.007605,263,1,21,2682.071104,7207,'0'
1,2,0.695354,0.231102,0.2527,115.75,1,16,2746.155592,7187,'1'
1,1,0,0,0,245,1,0,2778.388167,7091,'0'
1,1,0,0,0,55.5,1,0,2837.674856,7056,'1'
1,1,0,0.00813,0.00813,123,1,3,2597.877159,7259,'0'
1,1,0,0.341463,0.154472,123,1,156,2606.270241,7257,'0'
1,1,0,0.219298,0.201754,114,1,14,2646.990024,7232,'1'
1,1,0,0.056075,0,107,1,4,2723.549856,7191,'0'
1,1,0,0.057692,0.105769,104,1,0,2747.155592,7188,'0'
1,3,0.565136,0.137177,0.218688,150.9,1,1013,2743.103752,7172,'1'
1,2,0.593792,0.043344,0.018576,215.333333,1,60,1641.864286,2681,'1'
1,1,0,0.039683,0.02381,126,1,195,2593.645707,7262,'0'
1,1,0,0.341463,0.154472,123,1,128,2601.661144,7247,'0'
