@relation mydataframe
@attribute ns numeric
@attribute nm numeric
@attribute entropy numeric
@attribute la numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute bug {'1','0'}
@data
1,2,0.796324,0.067651,1,7,178,1879.5,2242,'1'
1,1,0,0.031746,1,1,1,1010,1156,'1'
1,1,0,0,1,1,15,954,1100,'0'
1,2,0.941058,0.105292,0,13,2111,2545.757143,8046,'0'
1,3,0.70554,0.093588,0,14,1561,2532.883333,8024,'0'
1,2,0.955494,0.058537,1,8,114,762,797,'0'
1,5,0.583646,0.054685,1,13,266,719,754,'0'
1,1,0.497864,0.08982,1,3,12,1347,3113,'0'
1,1,0,0,0,1,0,846,992,'1'
1,1,0.946395,0.008639,0,13,180,800,835,'0'
1,2,0.131107,0.048387,1,8,22,2674.252381,6511,'0'
1,6,0.866205,0.053293,0,17,3492,2907.933333,5397,'0'
1,1,0,0.018116,0,5,152,66,66,'0'
1,1,0,0.072464,0,4,17,2602.25,4979,'0'
1,1,0,0.003802,1,3,36,2370.666667,4095,'0'
1,2,0.995727,0.005935,0,3,209,2096.083333,3679,'1'
1,1,0,0.003774,0,3,30,2155.666667,2939,'0'
1,1,0,0.011364,1,2,15,2080.5,2562,'0'
1,1,0,0.208333,0,2,12,2083,2389,'0'
1,1,0,0.035433,0,2,7,1926.5,2228,'0'
1,9,0.726354,0.022305,0,3,230,1822,2105,'0'
1,1,0,0.411765,0,2,4,1729.5,1997,'0'
1,1,0.945925,0.123955,0,7,956,2009,2581,'0'
1,1,0,0.113725,0,7,67,2626.438889,9077,'0'
1,5,0.734635,0.024809,0,15,944,2673.483333,8252,'0'
1,5,0.435187,0.042318,0,13,729,2246.959524,5968,'1'
1,1,0,0.06,0,4,59,515.804762,1612,'0'
1,1,0,0.082645,0,3,53,3291.72619,7314,'0'
1,1,0,0.004348,0,3,1,3458.966667,7107,'0'
1,2,0.583019,0.028027,0,6,30,2890.6,5356,'1'
1,2,0.987817,0.013388,0,11,29,3476.083333,7080,'0'
1,1,0,0.004386,0,1,15,2898.45,5247,'0'
1,1,0,0.082645,0,3,54,3290.72619,7313,'0'
1,4,0.63499,0.014394,0,20,630,875.333333,1668,'0'
1,1,0.9995,0.061871,0,13,114,2132.049603,8071,'0'
1,1,0,0,1,12,1,2297.08254,8010,'0'
1,1,0,0,0,12,1,1969.816667,3175,'0'
1,1,0,0,0,12,0,2367.428175,7963,'0'
1,1,0,0,0,12,0,2515.166667,3609,'0'
1,1,0,0.01506,1,12,0,2511.166667,3605,'0'
1,1,0,0.00597,0,12,4,2510.166667,3604,'0'
1,1,0,0.003367,0,11,16,2488.739286,7680,'0'
1,2,0.629354,0.019608,0,15,33,2814.066667,5108,'1'
1,1,0,0,1,9,0,1312.2,3451,'0'
1,1,0,0.03861,0,7,16,2005,2974,'0'
1,1,0,0.007722,0,7,30,1833.333333,3759,'0'
1,2,0.997503,0,0,9,67,2444.916667,4577,'0'
1,2,1,0.011605,1,12,14,1623.583333,2815,'1'
1,1,0,0.011628,0,6,0,2001.25,3585,'0'
1,1,0,0.007782,1,6,1,488,877,'0'
1,5,0.430081,0.010839,0,11,30,1979.416667,3561,'0'
1,1,0,0.008097,1,6,1,2376.666667,4167,'0'
1,1,0,0,0,6,3,1822.25,3361,'0'
1,2,0.591673,0.013825,0,10,84,1147,1302,'0'
1,1,0,0.165217,0,6,22,1968.5,2643,'1'
1,1,0,0.023474,0,5,11,472.5,609,'0'
1,1,0,0.02381,0,4,0,1821.5,2267,'0'
1,3,0.903214,0.040498,0,4,67,1815.5,2261,'0'
1,1,0,0.162679,0,4,2,1794.5,2240,'0'
1,1,0.644254,0.026984,1,5,25,2068,2583,'1'
1,1,0,0.035088,0,3,1,1867.5,2050,'1'
1,2,0.227382,0.196237,0,9,16,1816,1994,'0'
1,1,0,0.118812,0,2,0,206,202,'0'
1,1,0.96023,0.019355,0,1,12,1450,1586,'0'
1,1,0,0.108225,1,6,63,1971.5,2642,'0'
1,2,0,0.008183,0,4,115,917,916,'0'
1,1,0,0.027273,0,1,2,503,503,'0'
1,1,0.985057,0.007188,0,8,24,444,444,'0'
1,1,0,0,0,1,0,417,417,'0'
1,3,0.714338,0.039457,1,6,89,2308.065296,9939,'0'
1,1,0,0.014286,1,5,191,969,1835,'0'
1,1,0,0.003559,0,4,1,2574.558333,8995,'0'
1,1,0,0.11032,0,4,61,2574.044444,8991,'0'
1,2,0.547247,0.085954,0,1,90,2128.166667,3149,'0'
1,1,0,0.003802,0,1,3,1532.666667,2474,'0'
1,1,0,0.003559,0,4,154,2573.558333,8994,'0'
1,1,0,0.11032,0,4,148,2587.517857,8989,'0'
1,1,0,0.003759,0,6,34,2548.187518,10398,'0'
1,2,0.786238,0.037037,1,11,690,2551.884452,10282,'0'
1,1,0,0.011952,0,6,13,2521,3704,'0'
1,1,0.909519,0.046296,0,11,380,1500.5,2437,'1'
1,2,0.976414,0.057906,0,4,24,1664.5,1649,'0'
1,2,0.980676,0.011017,0,12,78,764,764,'0'
1,1,0,0.035714,0,2,5,2600.15,4798,'0'
1,1,1,0.002307,1,5,10,1919.333333,3138,'0'
1,3,0.79208,0.026908,0,7,347,799.766667,1526,'0'
1,2,0.711893,0.063123,0,13,131,1143.2,2315,'0'
1,3,0.855401,0.010506,0,18,98,1426.95,3804,'1'
1,3,0.813778,0.016445,0,16,365,1311.2,3450,'0'
1,2,0.572358,0.097458,0,10,107,1444.316667,3320,'0'
1,2,0.546328,0.058615,1,8,15,1360,3126,'0'
1,1,0,0.042254,0,8,38,1363.4,3078,'0'
1,2,0.918296,0.032258,0,9,86,1753.5,2582,'0'
1,1,0,0.015385,0,6,4,400.5,774,'0'
1,1,1,0.126984,0,6,35,2069.833333,3757,'0'
1,2,0,0.036923,0,4,22,1791.666667,2377,'1'
1,1,0.997503,0.068,0,3,29,2221.5,3478,'0'
1,2,0.511463,0.05287,0,11,32,402.666667,711,'1'
1,1,1,0.214286,0,5,35,2178.5,3123,'0'
1,1,1,0.111111,0,5,74,2189.333333,2985,'0'
1,3,0.698707,0.101382,0,10,562,2219,2893,'0'
1,1,0.067,3,0,3,0,2011,2583,'0'
1,1,0,0,0,2,18,2529.791667,7924,'0'
1,1,0,0,0,1,0,3519.234127,10760,'0'
1,1,0.998388,0.181118,0,2,5,877,1023,'0'
1,1,0,0.344828,0,5,346,3469.266667,7007,'0'
1,1,0,0.24,0,5,92,1731,2635,'0'
1,1,0,0.133333,0,1,14,1795.5,2241,'0'
1,1,0,0,0,1,0,1723,1859,'1'
1,3,0.918296,0.005922,0,11,30,4175.435714,9581,'0'
1,1,0,0,0,1,0,882,1316,'0'
1,3,0.886053,0.0526,0,10,208,2619.214286,7602,'1'
1,2,0.964079,0.1,0,6,177,3464.016667,7043,'1'
1,2,0.329846,0.043928,0,7,252,65,65,'0'
1,1,0,0.068182,1,1,0,2230.333333,3938,'0'
1,1,0,0.011628,1,1,36,2094.083333,3677,'0'
1,1,0,0,0,2,45,2128.166667,3631,'0'
1,1,0,1.055556,0,1,13,2141.166667,3541,'0'
1,1,0,0.1,0,1,0,2245.833333,3535,'0'
1,2,0,0,0,1,0,2242.833333,3532,'0'
1,2,0.69835,0.244604,0,2,22,2106.166667,2963,'1'
1,1,0,0.166667,0,1,5,2124.5,2920,'0'
1,2,0,0,0,1,0,2132.833333,2902,'0'
1,5,0.907629,0.05567,0,10,508,1502.804762,3940,'0'
1,1,0,0.057692,0,6,1,4185.142857,9743,'0'
1,15,0.846204,0.030628,0,17,6643,3223.633333,6635,'0'
1,2,0.179256,0.822222,0,3,0,2572,4876,'0'
1,2,0.962961,0.051724,0,3,93,1816.083333,3373,'1'
1,1,0,0.652174,0,2,3,2131.166667,3634,'1'
1,1,0,0.846154,0,2,0,2124,3622,'1'
1,1,0,1.138889,0,2,77,2123,3621,'0'
1,1,0,0.033333,0,4,19,1728,1753,'1'
1,1,0.975965,0.025464,1,11,4653,2550.784524,10385,'0'
1,1,0,0,0,1,0,1119.433333,2193,'1'
1,3,0.724995,0.033633,0,8,66,562.5,561,'1'
1,15,0.750302,0.112413,0,12,4496,2605.333333,5631,'1'
1,1,0,0.078947,1,5,52,521,556,'0'
1,2,0.788992,0.009404,0,8,128,1847.083333,3404,'0'
1,1,0,0.192308,0,3,17,1826.5,2272,'1'
1,1,0,0.459459,0,3,0,749,895,'0'
1,1,0,0.271429,0,3,0,397.5,566,'0'
1,1,0,0.698113,0,2,7,662,808,'0'
1,2,0.95282,0.033183,0,14,319,2314.309235,9932,'0'
1,2,0.825011,0.033333,0,11,129,1925,2900,'0'
1,1,0.882741,0.07611,1,12,273,2579.677381,7642,'0'
1,1,0,0,0,10,3,554.5,553,'0'
1,2,0.981941,0.035714,0,9,4,671.5,732,'0'
1,3,0.878398,0.025818,1,9,47,1623.75,2829,'0'
1,1,0.943939,0.032937,0,8,77,1912.25,3611,'0'
1,1,0,0.140351,0,5,21,2223.5,3480,'0'
1,1,0,0.117647,0,4,9,471.5,608,'0'
1,1,0,1.584906,0,3,8,750,896,'0'
1,1,0,0.006289,0,5,6,1970.666667,3390,'0'
1,2,0.083901,0.372671,0,8,168,1971.916667,3359,'0'
1,3,0.579673,0.081858,0,13,291,1962.333333,3310,'0'
1,1,0,0.008,0,4,1,1485.5,2635,'0'
1,2,0.949849,0.343066,0,2,12,459,455,'1'
1,3,0.759257,0.066914,0,8,26,379,375,'0'
1,6,0.599976,0.018365,0,11,65,198,194,'0'
1,1,0,0.007353,0,6,6,746,754,'0'
1,1,0,0.126126,0,5,0,51,51,'0'
1,1,0.793753,0.455556,0,5,11,2349.916667,4477,'0'
1,1,0,0.054348,0,4,0,2358.5,4465,'0'
1,1,0,0.521739,0,4,1,2357.5,4464,'0'
1,1,0,0.019417,0,3,62,2281.333333,3990,'0'
1,1,0.868375,0.101911,0,3,200,2118,3616,'0'
1,2,0,0.018692,0,3,0,2232.333333,3261,'0'
1,1,0,0.10989,1,3,60,2162.333333,2952,'0'
1,2,0.792039,1.245283,1,2,76,2079.5,2597,'1'
1,7,0.890637,0.035897,0,9,1175,3000.6,5503,'0'
1,5,0.951779,0.101961,0,18,667,969,968,'1'
1,2,0.708836,0.070833,0,5,63,2129.516667,4480,'0'
1,2,0.918296,0.012766,0,5,2,2785.133333,5200,'0'
1,1,0,0.798658,0,4,41,2669.766667,5077,'1'
1,1,0,0.059829,0,4,4,2358.916667,4486,'0'
1,1,0,0.973684,0,3,169,2108.083333,3691,'1'
1,1,1,0.09901,1,1,6,2082,2388,'0'
1,1,0.970951,0.019802,1,3,6,2181.833333,3109,'1'
1,2,1,0.00346,0,1,8,2180.833333,3100,'0'
1,1,0,0.021505,0,1,3,2179.833333,3000,'0'
1,1,0,0,0,1,0,2193.333333,2989,'1'
1,2,0.93333,0.0047,0,10,883,1527.475,3991,'0'
1,1,0,0.061644,1,1,5,2583.190476,5461,'0'
1,1,0,0,0,1,0,2593.011905,5460,'0'
1,1,0,0.234848,1,10,106,2360.460773,9628,'0'
1,7,0.926359,0.012305,0,21,712,1613.65,3902,'0'
1,1,0,0.050847,1,10,1,2032.545058,8086,'0'
1,2,0.918296,0.016234,0,17,6,2745.967063,8906,'0'
1,1,0,0.095652,0,10,6,2134.05,3450,'0'
1,1,0,0.032258,1,10,2,2324.850794,8048,'0'
1,1,0,0.032787,0,10,0,2001.9,3184,'1'
1,1,0,0.087302,0,10,12,2000.9,3183,'0'
1,3,0.805943,0.044061,0,11,507,2267.124603,7802,'1'
1,1,0,0.027027,1,8,43,3487.866667,7003,'0'
1,4,0.789194,0.105263,0,5,229,1902.666667,2992,'1'
1,1,0,0.037879,0,2,1,1796.5,2242,'0'
1,1,0,0.138462,0,2,2,1906,2095,'0'
1,1,0,0.042017,0,2,1,1893,2082,'0'
1,1,0,0.0625,0,2,10,1859,2037,'0'
1,1,0,0,1,2,0,2029,2335,'0'
1,1,0,0.026667,1,6,42,1977.805952,5616,'0'
1,1,0,0,0,6,163,2610.428571,5498,'0'
1,1,0,0.04,1,3,52,1933,2198,'0'
1,1,0,0.01,0,7,174,2561.260317,9452,'0'
1,8,0.613189,0.017816,0,13,187,2762.266667,6566,'0'
1,1,0,0,0,4,61,1775,2114,'0'
1,2,0.893693,0.14121,0,5,31,1482,1618,'1'
1,2,0.995499,0.258427,0,3,0,9,7,'0'
1,2,0.999526,0.064706,0,3,15,7,5,'0'
1,1,0,0,0,1,0,1943,2497,'0'
1,1,0,0.413793,0,1,21,1785,2320,'0'
1,1,0,0,0,1,0,1912,2101,'1'
1,2,0.987079,0.316547,0,8,2204,2531.286905,9227,'0'
1,1,0,0,0,1,0,2511.739286,7703,'0'
1,2,0.660603,0.60452,0,6,521,2459.363167,10179,'0'
1,2,0,0,0,1,0,2506.739286,7698,'0'
1,2,0.588588,0.393939,0,9,340,2361.04145,9706,'0'
1,1,0.730926,0.22549,0,8,271,2477.909921,9314,'0'
1,3,0.856291,0.054224,0,11,59,1941.916667,3523,'1'
1,1,0.235193,0.426829,0,4,24,1891.083333,3448,'1'
1,1,0,0.025641,0,3,3,2114.166667,3809,'0'
1,4,0.703716,0.04797,0,5,24,1814.5,1988,'1'
1,3,0.96701,0.104089,0,3,83,2122.5,2531,'0'
1,1,0,0,0,1,0,2060,2366,'1'
1,7,0.972339,0.025885,0,10,3010,1870.083333,3852,'1'
1,1,0,0.111111,0,4,130,1184.5,1489,'0'
1,1,0,0.28866,0,2,0,380,376,'0'
1,1,0,0.104575,1,7,22,3365.115476,7546,'0'
1,1,0,0.006897,0,5,209,2021.916667,3709,'0'
1,1,0,0.006944,1,4,1,1866.083333,3423,'0'
1,1,0,0.042553,0,4,10,1805,2144,'0'
1,1,0,0.128378,0,3,69,1772,3310,'0'
1,11,0.799076,0.035581,0,11,1324,1748,3031,'1'
1,2,0.647231,0.400709,0,6,169,1904.333333,2994,'0'
1,1,0,0.304348,0,1,3,1434,1570,'1'
1,4,0.726397,0.063245,0,12,314,2560.260317,9451,'0'
1,1,0,0.008065,0,9,0,2657.558333,8941,'0'
1,2,0.62357,0.105727,0,9,204,2656.558333,8940,'0'
1,1,0,0,0,9,14,764,764,'0'
1,1,0,0.193277,1,7,3,3516.256746,10769,'0'
1,1,0,0.008772,0,7,14,4219.109524,9541,'1'
1,1,0,0.017544,0,7,139,559,559,'0'
1,1,0,0.052632,0,6,90,2672.380952,5326,'0'
1,2,0.475943,0.052097,0,12,219,2570.988456,10507,'0'
1,1,0,0.157658,1,10,1,1118.333333,2192,'0'
1,2,0.663197,0.050542,1,10,9,1116.5,2189,'1'
1,1,0,0.054054,1,10,8,2507.969913,9500,'0'
1,2,0.453716,0.018571,0,12,53,2451.166667,9234,'0'
1,2,0.971555,0.016623,0,11,100,554,554,'0'
1,1,0,0.002703,0,9,0,341,341,'0'
1,2,0.985228,0.012727,0,10,43,336,336,'0'
1,3,0.733475,0.029283,0,14,1,184,184,'0'
1,2,0.77935,0.067437,0,13,267,144,144,'0'
1,2,0.300391,0.053731,0,11,332,2427.633333,7763,'0'
1,1,0,0,0,8,3,2871.338095,7002,'0'
1,2,0.999338,0.073222,0,12,5,478,904,'0'
1,1,0,0.025937,0,7,3,2491.716667,6086,'1'
1,1,0,0.009524,0,6,4,2408.25,5789,'0'
1,2,0.598347,0.072816,0,11,57,2412.183333,5759,'0'
1,1,0,0.006452,1,6,71,2713.016667,5571,'0'
1,1,0,0.009554,0,6,0,2856.816667,5164,'0'
1,1,0,0.060703,0,6,1,2855.816667,5163,'1'
1,1,0,0.003226,0,6,0,2845.816667,5151,'0'
1,1,0,0.090615,0,6,2,2777.116667,5035,'0'
1,1,0,0.003289,0,6,4,1957.333333,3305,'0'
1,1,0,0.161184,0,6,73,1948.666667,3276,'1'
1,1,0,0.026756,0,6,6,1993.333333,2983,'0'
1,1,0,0.036913,0,6,47,1946,2905,'0'
1,1,0,0.014706,1,4,4,1608,1928,'0'
1,2,1,0.129944,1,5,110,1536,1856,'1'
1,1,0,0.084559,1,4,0,1421.75,2543,'0'
1,1,0,0.186567,0,3,8,1434.5,1745,'0'
1,1,0,0.011494,0,3,18,1361,1671,'0'
1,1,0,0.003802,0,3,1,1742.5,3047,'0'
1,1,0,0.041985,0,3,51,1161,1416,'0'
1,2,0.190349,0.355072,0,4,54,976,972,'1'
1,1,0,0.009132,0,3,95,2201.5,3189,'1'
1,1,0,0.018349,0,2,4,621,616,'0'
1,1,0,0.027778,0,2,1,548,543,'0'
1,2,0.954434,0.015385,0,6,6,316,312,'0'
1,1,0,0.013333,0,1,4,286,282,'0'
1,1,0,0,0,6,64,2350.5,3406,'0'
1,2,0.864974,0.012291,0,10,103,2529.825,7946,'0'
1,3,0.876822,0.029774,0,12,107,4210.142857,9768,'0'
1,4,0.627792,0.091571,0,13,114,573,573,'0'
1,1,1,0.005479,0,6,3,506,506,'0'
1,1,0,0.89781,0,6,42,445,445,'1'
1,6,0.92792,0.04892,0,12,169,3482.416667,7034,'0'
1,1,0.938815,0.009511,0,8,143,1981.75,3334,'0'
1,1,0.981397,0.080396,0,6,32,1736,2640,'0'
1,1,0.814975,0.052535,0,6,36,1932.666667,2289,'1'
1,1,0,0.073684,0,4,15,1926,2279,'0'
1,3,0.897029,0.089479,1,7,830,390.5,491,'0'
1,2,0.998636,0.059322,0,10,45,2540.34127,9422,'0'
1,1,0,0.0125,0,4,203,2113.555519,8427,'0'
1,1,0,0.1125,1,4,15,2303.81746,7853,'0'
1,1,0,0.425,0,4,230,2277.786508,7814,'0'
1,12,0.952717,0.006285,0,12,512,3415.4,6851,'0'
1,1,0,0.12963,0,2,15,1819.083333,3376,'0'
1,1,0,0,0,1,0,1814.5,1988,'1'
1,1,0,0,0,1,19,2163.666667,3539,'0'
1,1,0,0,0,1,0,2222.5,3479,'0'
1,3,0.792127,0.231256,0,10,590,2592.666667,3653,'1'
1,1,0,0.025974,0,8,259,2168.5,3201,'0'
1,4,0.992007,0.007074,0,12,354,4181.595238,9737,'0'
1,2,0.851983,0.123077,0,8,83,3308.966667,6722,'1'
1,1,0,0.03,0,5,0,2357.916667,4485,'0'
1,1,0,0.009524,0,3,3,2070.833333,3758,'0'
1,1,0,0.009524,0,3,11,2041.166667,3719,'0'
1,1,0,0.047619,0,3,35,2108.166667,3699,'0'
1,2,1,0.052356,1,3,90,2149.666667,2933,'0'
1,4,0.935246,0.124309,0,9,293,838,838,'1'
1,2,0.684038,0.012072,1,8,144,3270.109524,7352,'0'
1,1,0.9359,0.045918,0,5,263,2686.6,5353,'1'
1,1,0,0,0,1,0,2072.833333,3760,'1'
1,6,0.806987,0.08474,0,15,256,2303.844012,9967,'1'
1,1,0,0.104278,0,10,10,1970.716667,3166,'0'
1,1,0,0.187335,0,10,3,1956.683333,3143,'0'
1,1,0,0.017199,0,10,4,1140.55,2215,'0'
1,1,0,0.040712,0,10,7,4155.345238,9708,'0'
1,1,0,0.041775,0,10,25,897,897,'0'
1,1,0,0,0,10,82,560,560,'0'
1,4,0.197603,0.1778,0,15,217,831.5,999,'1'
1,2,0.582246,0.034662,0,11,69,3457.5,6958,'0'
1,1,0,0.00277,0,7,24,3483.85,6954,'0'
1,3,0.516343,0.052402,0,10,800,3298.066667,6711,'1'
1,4,0.556215,0.019411,0,14,143,2462.5,5063,'1'
1,1,0,0,0,5,6,2634.766667,5042,'0'
1,1,0,0.009709,0,5,17,517,515,'0'
1,1,0,0,0,3,13,2279.333333,3988,'0'
1,1,0,0.057692,0,3,17,2073.833333,3761,'0'
1,1,0,0.014563,0,3,13,2149.166667,3549,'0'
1,5,0.644098,0.027917,0,5,194,2132.833333,2902,'1'
1,1,0,0.073171,0,3,21,2180.5,3125,'0'
1,1,0,0.084416,0,3,37,2194.333333,2990,'0'
1,1,0,0.014925,1,3,15,2070.5,2588,'0'
1,1,0,0.076923,1,2,0,1810,1946,'0'
1,1,0,0.03125,0,2,0,1978,2282,'0'
1,1,0,0.032258,0,2,0,1917.5,2202,'0'
1,1,0,0.106383,0,2,0,1911.5,2196,'0'
1,1,0,0.230769,0,2,0,1898.5,2183,'0'
1,1,0,1,0,2,3,1875.5,2160,'0'
1,1,0,0.035088,0,2,2,1858.5,2143,'0'
1,1,1,0.007092,1,7,289,2811.066667,5105,'0'
1,2,0.018262,0.075916,0,5,0,861,1007,'0'
1,1,0,0.258333,0,6,22,3115.238095,10024,'0'
1,2,0.463729,0.165877,1,3,270,2376.666667,4179,'0'
1,1,0,0.017857,0,3,2,1893.083333,3450,'0'
1,1,0,0.090909,0,3,15,1883.083333,3440,'0'
1,1,0,0.009434,0,3,193,1765,3302,'0'
1,1,0,0.144231,0,1,1,1828.5,2274,'1'
1,1,0,0.014493,0,4,75,3381.983333,6814,'0'
1,1,0,0.217391,0,4,0,122,121,'1'
1,1,0,0.017544,0,4,199,121,120,'0'
1,1,0,0.222222,0,1,0,2124.166667,3819,'0'
1,2,0,0,0,1,0,1143.2,2315,'1'
1,1,0,0.142857,0,5,5,2450.983333,7787,'0'
1,1,0,0.074074,0,3,15,1425.833333,2903,'0'
1,1,1,0.012579,1,7,0,1438.166667,2863,'1'
1,1,0,0.271605,0,7,0,847,847,'0'
1,2,0.702467,0.017176,0,8,45,2622.214286,7605,'0'
1,1,0,0.087912,0,7,1,43,43,'1'
1,2,0.619382,0.020833,0,8,154,38,38,'1'
1,16,0.734332,0.015419,0,15,2806,2107.833333,4110,'0'
1,3,0.419403,0.326531,0,6,906,2095.383333,4328,'1'
1,3,1,0.021108,0,4,146,2290.166667,3395,'1'
1,7,0.677896,0.036779,0,4,7,1712,1848,'0'
1,10,0.528985,0.054842,0,12,378,1558,1694,'1'
1,1,0.619382,0.020408,0,4,197,420.833333,314,'0'
1,3,0.942681,0.009398,0,12,13,1919,2108,'0'
1,3,0.645076,0.013029,1,5,0,1823,1959,'1'
1,1,0,0.014493,1,4,1,1826.333333,2268,'0'
1,1,0,0.122449,0,3,78,2109.666667,2947,'0'
1,1,0,0.12766,1,1,0,1865,2043,'1'
1,1,0,0.064103,0,1,0,1597,1733,'0'
1,1,0,0.358974,0,1,7,1596,1732,'1'
1,1,0,0.057692,0,6,10,542.083333,376,'0'
1,1,0,0.03,0,6,6,1492.833333,2643,'0'
1,12,0.885338,0.010853,0,7,404,1141,1293,'1'
1,1,0,0.101695,0,4,7,1951,2505,'0'
1,1,0,0.277778,1,3,1,1885,2074,'1'
1,3,0.773507,0.048667,0,10,6,1885,2073,'0'
1,2,0.892623,0.133803,1,5,4,1861,2039,'0'
1,2,0.762905,0.160839,0,5,14,1858,2036,'0'
1,2,0.801167,0.051351,0,5,36,1820,1998,'1'
1,3,0.719939,0.068878,0,11,35,1744,1880,'1'
1,1,0,0.145161,0,3,10,199,195,'0'
1,1,0.828358,0.038513,0,4,27,1459,1595,'1'
1,5,0.744427,0.078134,0,10,84,2571.677381,7634,'1'
1,6,0.485115,0.104721,0,12,769,2542.70119,7545,'0'
1,1,0.944326,0.010821,0,14,1215,3404.572619,7543,'0'
1,2,0.353359,0.035971,0,8,27,2989.480952,7208,'0'
1,1,0,0.031496,0,7,0,2883.3,6837,'0'
1,1,0,0.208,0,7,2,2878.3,6832,'0'
1,1,0,0.007692,0,7,20,872,872,'0'
1,1,0,0.152672,1,7,176,332,332,'0'
1,1,0,0.147826,0,4,84,1947.5,3426,'0'
1,1,0,0.046296,0,4,58,1351.6,3086,'0'
1,1,0,0.081818,0,3,20,1721,2652,'0'
1,1,0,0.057692,0,1,4,1837.5,2187,'0'
1,3,0.690223,0.041975,0,10,18,1628.5,1950,'1'
1,1,0,0.011494,0,3,14,1584,2760,'0'
1,1,0,0.126437,0,3,54,1840.083333,3397,'0'
1,1,0,0.011905,1,3,31,1840.666667,2309,'0'
1,1,0,0.130952,0,3,78,2111.666667,2949,'1'
1,1,0,0.105263,0,2,0,1817.5,2263,'0'
1,4,0.974405,0.041588,0,12,480,925.5,1481,'0'
1,1,0.999966,0.71123,0,3,88,2812.633333,5232,'0'
1,3,0.812578,0.040794,0,6,744,1961.916667,3543,'1'
1,1,0.968666,0.041551,0,3,245,2229.333333,3937,'0'
1,1,0.825738,0.030644,0,4,616,1715.666667,3093,'0'
1,1,0,0,0,1,0,2184.5,3129,'0'
1,1,0,0,0,1,0,2179.5,3124,'1'
1,1,0,0.09375,0,3,33,1936.5,2139,'0'
1,1,0.919535,0.17121,0,8,162,2833.735714,6777,'0'
1,1,0.969724,0.010657,0,6,590,1305.883333,2971,'0'
1,1,0.975504,0.012891,1,3,0,1892,2081,'0'
1,2,1,0.007353,0,1,2,3529.653968,10793,'0'
1,1,0,0,0,1,0,3529.820635,10791,'0'
1,1,0,0.105263,0,2,461,1600.55,3871,'0'
1,1,0,0,0,1,0,477,573,'0'
1,1,0.84672,0.112,0,1,0,494,590,'0'
1,1,0.975615,0.054945,0,4,310,2047,2619,'0'
1,1,0,1.5,0,1,13,557,660,'0'
1,1,0,0.003759,0,7,6,2687.416667,3898,'0'
1,1,0,0.011278,0,7,11,2604.583333,3809,'0'
1,1,0,0.003759,0,6,4,2082.666667,3084,'0'
1,2,0.426887,0.037227,0,11,306,1531.666667,2473,'0'
1,3,0.962961,0.009589,0,10,240,3366.572619,7505,'0'
1,2,0.8077,0.103292,0,9,293,2577.422619,7766,'0'
1,2,0.970951,0.028481,1,11,115,1521.883333,3987,'0'
1,1,0,0.013158,0,4,2,1427.616667,3790,'0'
1,2,0.576272,0.087625,1,11,1087,1419.1,3779,'1'
1,1,0.970951,0.029412,0,3,6,660.5,788,'0'
1,1,0,1,0,3,0,610.5,716,'0'
1,2,0.345117,0.292683,1,3,8,606.5,712,'0'
1,1,0,0.189474,1,3,2,558,661,'0'
1,1,0,0.010526,0,2,7,552,655,'0'
1,2,0.468996,0.066225,0,3,2,367.5,451,'0'
1,1,0,0.031579,0,1,3,497.5,600,'1'
1,2,0,0.047431,0,4,397,477,573,'1'
1,1,0,0.010526,1,3,8,1799,2082,'0'
1,1,0,0.012987,0,4,122,2019.166667,3020,'0'
1,1,0,0.023077,0,2,272,1415.266667,3754,'0'
1,2,0.913115,0.021067,1,8,140,1538.333333,2854,'0'
1,1,0,0.007692,1,2,2,1627.416667,2813,'0'
1,1,0,0.021739,1,2,19,1935.5,2137,'0'
1,1,0.970951,0.029412,0,3,16,649,775,'0'
1,1,0,0.210526,1,1,4,609.5,715,'1'
1,1,0,0.006536,0,4,122,2018.166667,3019,'0'
1,1,0,0.044872,0,2,0,100,1,'0'
1,1,0,0.017167,1,5,398,2530.784524,10365,'0'
1,3,0.57938,0.005725,0,17,27,2612.583333,3817,'0'
1,1,0,0.023529,1,3,14,2158,3188,'0'
1,1,0,0.042918,0,3,10,1789.833333,2762,'0'
1,1,0,0.004274,1,3,9,2244.943651,7775,'0'
1,1,0,0,0,2,2,1562.666667,2504,'0'
1,1,0,0.178138,0,2,31,1359.5,2296,'0'
1,3,0.813193,0.025819,0,14,4,1286.833333,2196,'0'
1,1,0,0,0,1,0,3604.556746,10667,'0'
1,3,0.638217,0.175097,0,7,404,2060.366667,3495,'0'
1,2,1,0.010676,0,8,228,2749,3975,'0'
1,1,0,0.033333,0,3,1,4170.828571,9582,'0'
1,2,0.584239,0.233051,1,4,54,4192.12619,9576,'1'
1,5,0.392096,0.139747,0,12,143,2602.35119,7838,'1'
1,1,0,0.192308,0,3,18,2578.422619,7767,'0'
1,6,0.837363,0.124374,0,13,1496,2578.904762,7672,'1'
1,1,0,4.478261,0,2,1,3459.966667,7108,'0'
1,1,0,0,0,1,0,3234.633333,6646,'0'
1,1,0,0,0,1,0,1708.5,3235,'0'
1,1,0,0,0,1,0,1705.5,3232,'0'
1,1,0,0.005291,0,8,169,2563.347547,10582,'0'
