@relation mydataframe
@attribute v.g. numeric
@attribute ev.g. numeric
@attribute iv.g. numeric
@attribute l numeric
@attribute d numeric
@attribute i numeric
@attribute e numeric
@attribute lOComment numeric
@attribute lOBlank numeric
@attribute locCodeAndComment numeric
@attribute uniq_Opnd numeric
@attribute total_Opnd numeric
@attribute bug {'1','0'}
@data
3,3,1,0.15,6.67,12.6,560,0,1,0,6,8,'0'
1,1,1,0.67,1.5,10.84,24.38,0,0,0,2,2,'0'
2,1,2,0.19,5.25,16.92,466.26,0,1,1,6,9,'0'
7,1,6,0.02,40.87,68.39,114224.87,0,3,0,53,228,'0'
1,1,1,0.44,2.25,16.21,82.12,0,0,0,4,6,'0'
2,1,1,0.2,5,10.04,250.95,0,0,0,4,5,'0'
1,1,1,0.4,2.5,13.2,82.5,0,1,0,4,5,'0'
3,1,2,0.13,7.5,17.79,1000.78,0,2,0,9,15,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
1,1,1,0.67,1.5,10.84,24.38,0,0,0,2,2,'0'
2,1,2,0.1,9.67,36.61,3421.23,1,2,0,21,29,'0'
2,1,2,0.07,14.44,26.17,5454.93,0,2,0,16,33,'0'
4,1,2,0,0,0,0,0,0,0,0,0,'0'
6,5,3,0.06,15.63,26.66,6514.56,0,5,2,19,33,'0'
1,1,1,0.27,3.75,6.74,94.75,0,0,0,2,3,'0'
9,7,5,0.05,20,19.87,7949.16,12,1,0,14,35,'0'
3,1,2,0.18,5.6,11.52,361.36,0,0,0,5,8,'0'
10,1,10,0.1,9.83,70.36,6803.2,31,9,0,30,59,'0'
4,1,2,0,0,0,0,0,0,0,0,0,'0'
3,3,1,0.16,6.42,14.01,577.01,0,2,0,6,7,'0'
1,1,1,0.5,2,13.5,54,0,0,0,4,4,'0'
3,1,2,0,0,0,0,0,0,0,0,0,'0'
6,3,2,0.05,18.2,16.63,5507.46,0,1,0,10,26,'0'
5,1,1,0.05,19.5,13.06,4967.71,1,2,0,8,24,'0'
8,1,1,0,0,0,0,0,0,0,0,0,'0'
7,1,7,0.05,19.08,34.7,12631.04,0,7,0,25,53,'0'
1,1,1,0.4,2.5,30.11,188.21,0,1,0,8,10,'0'
4,1,1,0.08,13.06,14.63,2496.98,1,1,0,8,19,'0'
1,1,1,0.5,2,7.75,31.02,0,0,0,2,2,'0'
1,1,1,0.36,2.75,31.29,236.61,2,1,0,8,11,'0'
5,4,5,0.07,14,30.99,6073.45,7,7,2,19,38,'0'
2,1,2,0.25,4,22.84,365.51,4,3,0,7,8,'0'
8,1,6,0.03,38.18,18.59,27100.17,17,1,0,11,56,'0'
3,1,3,0.08,12.5,24.62,3846.26,4,2,0,12,30,'0'
1,1,1,0.16,6.4,42.55,1742.87,3,1,0,15,32,'0'
2,1,1,0.14,7,17.14,840,0,1,0,8,14,'0'
2,1,2,0.18,5.56,46.19,1427.27,2,2,0,17,27,'0'
2,1,1,0.26,3.85,23.36,346.21,3,2,0,10,11,'0'
3,1,3,0.13,7.87,39.4,2439.21,0,3,0,19,23,'0'
1,1,1,0.17,5.83,18.38,625.58,0,0,0,6,14,'0'
2,1,1,0.16,6.25,11.67,455.68,0,0,0,4,10,'0'
9,7,6,0,0,0,0,0,0,0,0,0,'0'
9,7,6,0,0,0,0,0,0,0,0,0,'0'
9,6,5,0,0,0,0,0,0,0,0,0,'0'
8,4,6,0,0,0,0,0,0,0,0,0,'0'
11,7,6,0,0,0,0,0,0,0,0,0,'0'
12,6,7,0.03,32.34,65.65,68662.97,30,19,1,47,152,'0'
10,1,9,0,0,0,0,0,0,0,0,0,'0'
16,15,9,0.02,47.25,37.1,82830.56,19,6,0,32,112,'0'
10,4,7,0.06,17.64,67.88,21110.89,10,11,0,37,87,'0'
2,1,2,0.17,6,9.97,358.77,0,0,0,4,8,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0.37,2.71,61.45,452.73,3,3,0,14,19,'0'
1,1,1,0.37,2.71,61.45,452.73,3,3,0,14,19,'0'
2,1,2,0.08,13.23,30.21,5288.35,0,3,0,13,43,'0'
5,1,1,0.04,26.81,14.74,10599.21,0,7,0,8,33,'0'
4,1,1,0.05,22,11.82,5720,0,6,0,5,20,'0'
5,1,1,0.04,26.81,14.74,10599.21,0,7,0,8,33,'0'
1,1,1,0.2,5,6.18,154.4,0,0,0,2,4,'0'
1,1,1,0.2,5,6.18,154.4,0,0,0,2,4,'0'
5,1,1,0.04,26.81,14.74,10599.21,0,7,0,8,33,'0'
1,1,1,0.2,5,6.18,154.4,0,0,0,2,4,'0'
1,1,1,0.2,5,6.18,154.4,0,0,0,2,4,'0'
12,1,1,0.01,67.6,16.93,77365.58,0,15,0,10,104,'0'
1,1,1,0.21,4.67,17.13,373.12,0,1,0,6,7,'0'
4,1,4,0,0,0,0,0,0,0,0,0,'0'
8,1,8,0.08,12.53,151.16,23738.4,8,10,0,79,132,'0'
7,1,6,0,0,0,0,0,0,0,0,0,'0'
7,1,6,0,0,0,0,0,0,0,0,0,'0'
5,1,4,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
3,1,2,0.07,14.46,22.17,4637.64,0,3,0,14,27,'0'
2,1,2,0.09,10.77,22.08,2560.32,0,1,0,13,20,'0'
45,40,20,0.03,33.95,73.23,84426.99,22,13,0,43,146,'0'
15,6,7,0.05,21.58,37.27,17352.91,9,12,0,26,51,'0'
4,1,1,0.06,16.55,16.63,4551.62,0,2,0,11,28,'0'
1,1,1,0.14,7.11,21.27,1075.46,0,4,0,9,16,'0'
10,5,4,0.03,31.91,15.83,16121.43,0,3,0,11,39,'0'
4,1,4,0.09,11.11,29.76,3674.28,0,6,0,18,25,'0'
7,5,4,0.05,21.82,18.96,9025.64,0,2,0,11,30,'0'
10,1,4,0,0,0,0,0,0,0,0,0,'0'
5,1,1,0.1,10.05,23.28,2348.96,0,5,1,11,17,'0'
6,6,1,0,0,0,0,0,0,0,0,0,'0'
6,6,1,0.04,23.33,12.18,6632.91,0,3,0,9,28,'0'
6,1,1,0.03,32.67,13.1,13977.12,2,1,0,6,28,'0'
2,1,1,0.19,5.33,9.73,276.75,0,0,0,3,4,'0'
18,18,8,0.03,38.63,51.51,76854.68,0,6,14,24,103,'0'
4,1,2,0.07,14.58,27.07,5758.04,0,0,0,12,25,'0'
1,1,1,0.28,3.6,13.45,174.36,0,3,0,5,6,'0'
2,1,2,0.15,6.56,33.66,1449.79,0,0,0,16,21,'0'
1,1,1,0.27,3.75,21.32,299.83,0,0,0,8,10,'0'
1,1,1,0.27,3.75,21.32,299.83,0,0,0,8,10,'0'
1,1,1,0.5,2,32.25,129.06,0,1,0,8,8,'0'
1,1,1,0.33,3.08,54.47,515.65,0,3,0,13,20,'0'
1,1,1,0.5,2,9.83,39.3,0,0,0,3,3,'0'
8,1,7,0.09,10.55,33.43,3718.1,0,0,0,11,29,'0'
9,9,3,0.03,30,13.63,12267.61,2,3,0,9,30,'0'
10,10,5,0.04,27.04,19.23,14060,2,3,0,13,37,'0'
9,9,4,0.04,26.25,17.57,12107.75,2,3,0,12,35,'0'
7,6,3,0.04,22.5,14.1,7138.92,3,3,0,10,25,'0'
9,9,4,0.04,26.25,17.76,12236.56,3,4,0,12,35,'0'
10,6,6,0.05,19.23,31,11460.53,3,4,0,22,47,'0'
7,6,3,0.04,22.5,14.1,7138.92,3,3,0,10,25,'0'
2,1,2,0.22,4.6,52.25,1105.69,0,0,0,20,23,'0'
2,1,1,0.29,3.5,20.09,246.08,0,0,0,6,6,'0'
3,3,1,0.1,9.6,20.9,1926.47,0,1,0,10,16,'0'
3,1,2,0,0,0,0,0,0,0,0,0,'0'
5,5,1,0,0,0,0,0,0,0,0,0,'0'
6,1,1,0.02,40.07,13.94,22390.71,7,11,0,7,51,'0'
4,1,3,0.09,10.66,31.23,3546.85,0,1,1,16,31,'0'
4,1,2,0.12,8.4,28.3,1997.05,0,2,0,15,21,'0'
5,5,3,0.17,6,19.46,700.55,0,2,0,9,12,'0'
8,4,6,0.06,15.65,23.43,5741.78,1,3,0,13,37,'0'
2,1,1,0.4,2.5,11.41,71.32,0,0,0,4,4,'0'
3,1,2,0.07,13.5,20.14,3670.21,0,3,0,10,30,'0'
13,1,5,0.05,20.63,32.52,13841.82,3,4,0,19,56,'0'
8,1,2,0.09,11.73,26.84,3695.17,0,2,0,15,32,'0'
5,1,4,0.08,13.2,25.94,4519.05,0,1,0,15,33,'0'
1,1,1,0.31,3.21,21.19,218.94,0,1,0,7,9,'0'
3,3,3,0.14,7,26.76,1311.07,0,1,0,11,14,'0'
1,1,1,0.44,2.29,24.22,126.52,0,1,0,7,8,'0'
5,5,1,0.06,17.19,18.04,5329.82,0,2,0,8,25,'0'
4,4,1,0,0,0,0,0,0,0,0,0,'0'
3,1,2,0,0,0,0,0,0,0,0,0,'0'
3,1,1,0,0,0,0,0,0,0,0,0,'0'
3,1,1,0,0,0,0,0,0,0,0,0,'0'
3,1,1,0,0,0,0,0,0,0,0,0,'0'
3,1,1,0,0,0,0,0,0,0,0,0,'0'
2,1,2,0,0,0,0,0,0,0,0,0,'0'
7,7,2,0.04,23.86,17.14,9758.75,16,40,0,11,35,'0'
4,1,1,0.08,11.79,11.32,1572.66,4,1,0,7,15,'0'
6,3,2,0.05,21.12,12.89,5752.84,0,1,0,8,26,'0'
3,1,3,0.1,10.5,26.41,2911.92,4,4,1,13,21,'0'
2,1,2,0.06,16.8,19.11,5394.13,0,4,0,10,28,'0'
3,1,3,0.1,10.05,23.28,2348.96,1,2,0,11,17,'0'
15,9,9,0,0,0,0,0,0,0,0,0,'0'
2,1,2,0.1,9.6,20.9,1926.47,0,2,0,10,16,'0'
3,3,2,0.09,11.5,25.6,3385.75,0,3,0,15,23,'0'
1,1,1,0.25,4,9.69,155.1,0,1,0,2,4,'0'
2,1,2,0.25,4.04,36.39,593.43,0,0,0,13,15,'0'
1,1,1,0.2,5,6.18,154.4,0,0,0,2,4,'0'
1,1,1,0.5,2,7.75,31.02,0,3,0,2,2,'0'
1,1,1,0.15,6.59,35.81,1555.45,0,0,0,11,29,'0'
1,1,1,0.22,4.5,19.92,403.31,0,0,0,6,9,'0'
1,1,1,0.33,3,13.84,124.54,0,0,0,5,5,'0'
1,1,1,0,0,0,0,0,0,1,0,0,'0'
1,1,1,0.33,3,13.84,124.54,0,0,0,5,5,'0'
1,1,1,0.13,8,9.37,599.71,0,0,0,2,8,'0'
19,8,15,0.03,34.59,53.35,63844.18,0,22,0,32,123,'0'
1,1,1,0.23,4.4,25.59,495.39,0,1,0,10,11,'0'
1,1,1,0.5,2,9.83,39.3,0,0,0,3,3,'0'
1,1,1,0.04,25.38,11.04,7110.43,0,7,0,4,29,'0'
1,1,1,0.25,4,9.69,155.1,0,0,0,2,4,'0'
1,1,1,0.5,2,10.34,41.36,0,1,0,2,2,'0'
1,1,1,0.5,2,10.34,41.36,0,1,0,2,2,'0'
1,1,1,0.25,4,9.69,155.1,0,1,0,2,4,'0'
1,1,1,0.5,2,10.34,41.36,0,1,0,2,2,'0'
2,1,2,0.14,7.2,20.44,1059.56,1,4,0,10,12,'0'
2,1,2,0.14,7.2,20.44,1059.56,1,4,0,10,12,'0'
2,1,2,0.09,11.23,21.24,2676.78,3,6,0,11,19,'0'
4,1,3,0.07,14,26.43,5180,0,7,0,16,28,'0'
2,1,1,0.1,9.63,14.83,1373.5,0,5,0,8,11,'0'
1,1,1,0.67,1.5,5.33,12,1,1,0,1,1,'0'
5,5,3,0.06,15.58,27.65,6714.23,2,5,0,18,33,'0'
2,1,2,0.15,6.72,19.93,900.64,3,3,0,9,11,'0'
3,3,2,0.1,9.55,19.46,1773.11,3,3,0,11,15,'0'
2,1,2,0.16,6.14,46.44,1748.86,4,5,0,22,27,'0'
4,4,1,0.07,14.88,14.09,3117.7,0,3,0,8,17,'0'
3,1,2,0.04,23.8,8.39,4751.73,0,2,0,5,17,'0'
3,1,1,0.07,14.44,14.2,2963.04,0,3,0,9,20,'0'
1,1,1,0.67,1.5,5.33,12,0,0,0,1,1,'0'
9,6,3,0.03,34.74,24.83,29962.81,8,6,3,19,60,'0'
3,1,2,0.04,23.8,8.39,4751.73,0,3,0,5,17,'0'
3,3,2,0.06,16.36,17.52,4690.16,0,3,0,11,20,'0'
7,5,2,0.05,20.5,29.18,12264.41,3,6,1,19,41,'0'
2,1,2,0.08,12,12.6,1814.83,0,3,0,5,10,'0'
1,1,1,0.5,2,9.83,39.3,0,0,0,3,3,'0'
2,1,2,0.1,10.5,10.29,1134,0,2,0,4,7,'0'
7,4,5,0.06,16.81,46.44,13123.81,12,6,3,29,65,'0'
33,33,17,0.02,44,43.34,83897.1,19,20,4,39,143,'0'
2,1,2,0.15,6.46,31.95,1333.91,0,4,0,13,21,'0'
5,3,3,0.07,13.36,16.32,2916.76,1,2,1,11,21,'0'
7,6,4,0.05,21.35,41.66,18984.28,8,11,0,26,74,'0'
11,9,6,0.04,25.06,58.85,36971.26,17,11,3,39,115,'0'
6,4,4,0.06,16.5,40,10888.66,3,4,1,25,55,'0'
13,6,6,0.03,32.85,42.16,45510.75,1,10,4,31,97,'0'
14,12,6,0.03,29.92,29.33,26258.54,6,5,0,25,68,'0'
11,8,5,0.03,28.83,38.57,32050.38,2,6,4,29,76,'0'
2,1,1,0.17,5.83,8.54,290.67,1,1,0,3,5,'0'
17,16,16,0.05,18.75,40.31,14171.48,20,6,1,24,60,'0'
17,16,16,0.05,18.75,40.03,14072.38,20,7,1,24,60,'0'
4,4,3,0.17,5.79,17.28,578.57,0,1,0,7,9,'0'
4,4,3,0.17,5.79,17.98,601.71,0,0,0,7,9,'0'
1,1,1,0.4,2.5,7.86,49.13,0,0,0,2,2,'0'
5,5,4,0.16,6.19,21.8,834.61,0,0,0,8,11,'0'
4,4,3,0.19,5.33,17.85,507.65,0,0,0,6,8,'0'
4,4,3,0.17,5.79,20.05,671.14,0,0,0,7,9,'0'
4,4,3,0.17,5.79,19.36,648,0,0,0,7,9,'0'
3,3,2,0.19,5.25,15.63,430.73,0,1,0,6,7,'0'
3,3,2,0.19,5.25,17.12,471.76,0,0,0,6,7,'0'
4,4,3,0.17,5.79,17.98,601.71,0,1,0,7,9,'0'
3,3,1,0.11,9.17,10.26,861.77,0,1,0,6,10,'0'
3,3,2,0.21,4.8,13.88,319.72,0,1,0,5,6,'0'
2,1,1,0.29,3.5,15.36,188.21,0,1,0,5,5,'0'
4,4,3,0.19,5.33,17.85,507.65,0,0,0,6,8,'0'
16,16,15,0.06,17.5,34.89,10683.67,17,4,1,20,50,'0'
4,3,3,0.05,20.9,33.07,14441.62,1,4,0,24,59,'0'
2,1,1,0.13,8,33.67,2154.75,0,2,0,15,24,'0'
1,1,1,0.38,2.67,9.47,67.38,0,1,0,3,4,'0'
11,1,11,0.04,23.67,72.26,40473.12,6,17,2,39,142,'0'
4,1,3,0.06,16,42.28,10824.5,12,19,0,26,64,'0'
9,1,9,0.05,19.78,73.22,28658.69,6,17,0,37,122,'0'
12,1,12,0.04,24.19,81.4,47614.91,8,19,2,43,160,'0'
10,4,8,0.04,22.5,45.13,22847.72,15,11,3,29,87,'0'
6,1,6,0.06,17.92,28.15,9037.87,7,30,0,18,43,'0'
13,6,7,0.03,36.76,48.4,65391.43,25,19,1,37,136,'0'
3,1,3,0.12,8.56,19.7,1442.08,0,4,0,9,14,'0'
2,1,1,0.4,2.5,13.2,82.5,0,0,0,4,5,'0'
3,1,2,0.08,12.4,25.69,3950.36,19,1,0,15,31,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
1,1,1,0.11,8.86,32.72,2567.36,0,4,0,14,31,'0'
3,1,3,0.1,9.75,24.29,2309.16,0,6,0,12,18,'0'
2,1,2,0.25,4,8.72,139.48,0,0,0,3,4,'0'
3,1,1,0.08,12.41,19.95,3072.34,1,5,0,11,21,'0'
3,1,1,0.06,16.03,24.89,6397.47,0,4,1,15,37,'0'
3,1,1,0.08,12.5,20.91,3266.79,0,5,1,12,25,'0'
8,1,7,0.07,14.61,37.8,8066.95,1,4,0,23,48,'0'
1,1,1,0.67,1.5,5.33,12,0,0,0,1,1,'0'
2,1,1,0.05,18.67,7.83,2728.41,0,0,1,3,16,'0'
5,1,1,0.06,17.33,15.93,4786,0,1,0,6,16,'0'
5,1,4,0.13,7.5,37.82,2127.25,0,5,0,18,27,'0'
4,1,2,0.11,9.21,25.22,2138.11,0,0,0,12,17,'0'
4,1,4,0.12,8.46,30.47,2181.75,0,1,0,13,22,'0'
1,1,1,0.29,3.5,9.49,116.27,0,1,0,3,3,'0'
9,1,8,0.11,9.23,53.71,4571.12,0,8,0,20,41,'0'
9,1,1,0.14,7,53.57,2625,0,1,0,18,18,'0'
1,1,1,0.2,5,6.74,168.44,0,0,0,2,4,'0'
1,1,1,0.16,6.25,6.74,263.19,0,0,0,2,5,'0'
1,1,1,0.17,6,15.57,560.43,0,2,0,5,10,'0'
4,1,4,0.07,15,25.7,5781.54,0,3,0,13,30,'0'
4,1,4,0.07,13.5,23.99,4372.04,0,5,0,15,27,'0'
11,8,8,0.04,23.71,51.95,29204.5,16,9,0,31,98,'0'
1,1,1,0.27,3.75,6.74,94.75,0,0,0,2,3,'0'
1,1,1,0.2,5,6.74,168.44,0,0,0,2,4,'0'
1,1,1,0.19,5.4,15.38,448.34,0,2,0,5,9,'0'
4,1,4,0.08,12,26.7,3845.11,0,3,0,13,26,'0'
5,4,3,0.07,14.62,29.56,6323.27,0,2,0,16,36,'0'
1,1,1,0.33,3,25.9,233.13,0,1,0,7,7,'0'
3,1,3,0.07,13.54,23.32,4275.02,0,3,0,13,22,'0'
3,1,3,0.1,10.29,23.01,2437.44,0,2,0,12,19,'0'
3,1,3,0.1,10.29,23.01,2437.44,0,2,0,12,19,'0'
3,1,3,0.1,10.29,23.01,2437.44,0,3,0,12,19,'0'
2,1,2,0.17,5.73,27.17,891.1,0,3,0,11,14,'0'
3,1,3,0.07,13.54,23.32,4275.02,0,3,0,13,22,'0'
3,1,3,0.1,10.29,23.01,2437.44,0,3,0,12,19,'0'
2,1,2,0.16,6.14,27.47,1034.31,0,3,0,11,15,'0'
8,1,1,0.02,50.36,10.54,26723.14,10,2,3,7,47,'0'
18,12,8,0.03,31.34,51.31,50387.2,5,12,0,40,109,'0'
5,1,3,0.14,7.08,23.92,1200.33,0,3,0,12,17,'0'
16,7,9,0.03,36.97,44.59,60959,16,13,0,37,114,'0'
3,1,2,0,0,0,0,0,0,0,0,0,'0'
4,1,3,0,0,0,0,0,0,0,0,0,'0'
3,1,2,0,0,0,0,0,0,0,0,0,'0'
13,10,4,0,0,0,0,0,0,0,?,?,'0'
4,1,4,0,0,0,0,0,0,0,0,0,'0'
3,3,1,0,0,0,0,0,0,0,0,0,'0'
6,6,2,0,0,0,0,0,0,0,0,0,'0'
6,6,2,0,0,0,0,0,0,0,0,0,'0'
5,3,1,0.05,21.75,15.59,7373.28,1,3,0,10,29,'0'
8,1,6,0.05,21.08,32.74,14549.77,4,4,1,25,62,'0'
5,1,2,0.06,16.36,32.07,8587.52,4,5,1,22,45,'0'
12,5,4,0.02,41.5,26.44,45539.85,20,27,2,22,83,'0'
12,6,4,0.03,35.42,28.22,35409.67,19,30,2,25,77,'0'
24,24,21,0,0,0,0,0,0,0,0,0,'0'
4,4,2,0.06,16.57,23.69,6505.13,4,13,0,14,29,'0'
4,4,2,0.05,19.8,26.5,10387.42,2,12,0,15,33,'0'
8,6,3,0.04,28.47,23.95,19411.73,7,13,4,17,44,'0'
7,5,2,0.05,21.94,23.42,11272.23,6,16,4,16,39,'0'
5,1,3,0,0,0,0,0,0,0,0,0,'0'
4,1,2,0,0,0,0,0,0,0,0,0,'0'
10,10,2,0,0,0,0,0,0,0,0,0,'0'
4,1,4,0.04,28.31,41.72,33429.05,0,14,0,26,92,'0'
4,3,2,0.12,8.13,15.14,999.25,3,1,0,8,10,'0'
29,29,11,0.02,49.48,30.41,74453.39,0,5,5,24,95,'0'
6,5,2,0,0,0,0,0,0,0,0,0,'0'
17,14,11,0,0,0,0,0,0,0,0,0,'0'
11,1,5,0.03,32.15,31.27,32324.04,0,4,0,26,76,'0'
7,7,4,0,0,0,0,0,0,0,0,0,'0'
9,7,5,0.04,28.26,61.29,48932.72,1,9,0,43,135,'0'
5,4,3,0.03,29.42,19.93,17256.56,7,7,0,13,51,'0'
2,1,2,0.12,8.53,32.46,2362.35,3,4,0,16,21,'0'
6,6,3,0.05,19.5,12.39,4710.76,4,3,0,8,24,'0'
2,1,2,0.19,5.25,25.69,708.15,0,4,0,10,15,'0'
2,1,2,0.11,9.47,42.05,3773.88,0,5,0,19,36,'0'
2,1,2,0.11,9,11.72,949.37,0,1,0,6,12,'0'
2,1,1,0.1,10.5,11.91,1312.72,0,2,0,6,14,'0'
2,1,2,0.09,10.8,9.52,1110.22,0,1,0,5,12,'0'
1,1,1,0.25,4,28.32,453.2,1,2,0,9,12,'0'
4,4,2,0.06,15.56,14.54,3518.33,0,3,0,9,20,'0'
5,5,3,0.17,5.85,22.51,770.36,0,3,0,10,13,'0'
1,1,1,0.29,3.5,13.32,163.12,0,1,0,5,5,'0'
1,1,1,0.67,1.5,16.84,37.9,0,0,0,4,4,'0'
3,1,3,0.07,15,15.85,3565.29,0,3,0,8,24,'0'
7,7,1,0,0,0,0,0,0,0,0,0,'0'
23,6,9,0.02,64.29,53.55,221324.02,7,16,0,42,180,'0'
4,1,4,0.1,10.46,47.94,5246.31,3,6,0,26,34,'0'
12,4,9,0,0,0,0,0,0,0,0,0,'0'
15,6,6,0.05,21.3,90.79,41183.72,9,12,0,62,139,'0'
2,1,1,0.21,4.8,13.88,319.72,0,0,0,5,6,'0'
3,1,1,0.14,7.15,19.66,1004.96,0,2,0,10,13,'0'
5,5,2,0.05,19,13.27,4791.29,0,2,0,8,19,'0'
5,5,1,0.11,9.5,18,1624.19,0,1,0,9,19,'0'
1,1,1,0.33,3,22.2,199.82,0,1,0,7,7,'0'
1,1,1,0.67,1.5,22,49.5,0,1,0,5,5,'0'
3,1,2,0.11,9.5,21.28,1920.13,0,2,0,13,19,'0'
2,1,1,0.19,5.25,13.39,369.12,0,1,0,6,9,'0'
1,1,1,0.32,3.12,11.16,108.97,0,0,0,4,5,'0'
2,1,1,0.16,6.3,10.81,429.12,0,1,0,5,9,'0'
3,1,1,0.1,9.64,27.58,2564.3,0,2,0,14,27,'0'
2,1,2,0,0,0,0,0,0,0,0,0,'0'
5,3,2,0.03,38,17.63,25460,0,4,0,13,52,'0'
1,1,1,0.14,7.19,37.93,1959.5,0,6,0,16,23,'0'
1,1,1,0.14,7.19,37.93,1959.5,0,6,0,16,23,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
2,1,2,0.07,13.87,24.65,4740.18,0,4,0,15,26,'0'
2,1,2,0.07,13.63,34.41,6394.96,0,7,0,19,37,'0'
7,7,3,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0.13,7.79,55.3,3357.12,0,7,0,24,34,'0'
2,1,1,0.04,23.22,28.49,15363.84,2,7,0,18,44,'0'
1,1,1,0.13,7.89,52.86,3292.03,0,7,0,23,33,'0'
4,1,3,0.02,53.65,32.28,92912.68,5,19,0,17,96,'0'
5,1,5,0.04,27.26,50.14,37269.58,0,8,0,19,74,'0'
5,1,3,0.02,47.69,42.27,96152.47,0,17,0,26,124,'0'
1,1,1,0.19,5.34,42.58,1215.96,0,4,0,16,19,'0'
1,1,1,0.09,10.8,15.16,1768.14,0,7,0,5,12,'0'
7,4,3,0.02,47.67,23.89,54287.21,5,14,0,18,78,'0'
1,1,1,0.08,12.6,14.81,2350.66,0,8,0,5,14,'0'
7,1,7,0.05,22.17,41.05,20171.67,0,6,0,18,57,'0'
2,1,2,0.05,21.78,54.61,25901.98,4,5,0,27,84,'0'
10,1,9,0.04,23.88,48.23,27513.65,1,8,0,26,69,'0'
1,1,1,0.12,8.44,69.95,4979.76,0,3,0,24,45,'0'
4,3,2,0.13,8,13.03,833.99,0,0,0,6,8,'0'
4,1,4,0.08,12.67,26.19,4201.63,0,7,0,12,19,'0'
1,1,1,0.2,5,16.75,418.81,0,1,0,7,10,'0'
3,1,3,0.08,13.13,29.53,5087.83,0,3,0,16,30,'0'
6,3,3,0.05,19.74,35.54,13847.46,2,8,0,25,47,'0'
5,3,3,0.07,14.98,36.79,8252.37,0,6,0,21,37,'0'
1,1,1,0.1,10,15.6,1560,0,3,0,6,12,'0'
3,1,2,0.13,8,13.55,867.34,0,3,0,6,8,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
5,1,3,0.05,21.53,29.49,13673.67,1,11,0,15,38,'0'
67,67,34,0.03,32.45,119.74,126117.24,6,28,1,55,238,'0'
10,1,8,0.04,28,31.38,24605.47,2,8,0,27,54,'0'
3,1,3,0.03,32.25,33.85,35218.8,0,8,0,31,80,'0'
2,1,2,0.11,9.17,19.8,1663.94,0,1,0,9,15,'0'
2,1,2,0.07,15,33.29,7490.93,0,3,0,18,36,'0'
13,1,3,0.05,18.64,49.52,17204,9,14,0,18,61,'0'
4,1,2,0.08,13.09,17.07,2925.55,0,4,0,11,18,'0'
1,1,1,0.11,9.39,16.14,1423.55,0,3,0,9,13,'0'
3,3,2,0.06,16.39,46.39,12460.75,0,8,0,27,59,'0'
3,1,3,0.11,8.86,24.83,1950.69,0,6,0,11,15,'0'
1,1,1,0.13,7.5,23.63,1328.99,1,4,0,10,15,'0'
1,1,1,0.14,7.31,20.12,1076.02,1,4,0,8,13,'0'
1,1,1,0.11,9.5,29.44,2656.99,4,6,0,12,19,'0'
1,1,1,0.11,9.5,29.44,2656.99,4,6,0,12,19,'0'
1,1,1,0.11,9.5,29.44,2656.99,4,6,0,12,19,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0.19,5.19,33.5,903.03,0,3,0,13,15,'0'
1,1,1,0.1,10,18.8,1880.23,0,2,0,7,14,'0'
1,1,1,0.16,6.09,43.23,1602.57,0,6,0,17,23,'0'
1,1,1,0.11,9.38,21.35,1876.47,0,2,0,8,15,'0'
1,1,1,0.33,3,14.99,134.92,0,0,0,5,5,'0'
3,1,3,0.09,10.56,25.3,2822.18,0,2,0,16,26,'0'
3,1,3,0.09,10.56,25.3,2822.18,0,2,0,16,26,'0'
1,1,1,0.24,4.2,26.28,463.52,0,2,0,10,12,'0'
3,1,3,0.07,14.7,42.57,9198.64,0,6,0,20,42,'0'
1,1,1,0.08,12.09,46.08,6739.4,0,6,0,16,43,'0'
3,1,2,0.1,9.75,16.4,1559.14,1,3,0,8,13,'0'
5,1,2,0.04,27.24,50.66,37588.57,2,14,0,42,104,'0'
1,1,1,0.33,3,13.84,124.54,0,0,0,5,5,'0'
11,5,2,0,0,0,0,0,0,0,0,0,'0'
6,6,2,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
2,1,2,0.12,8.46,30.89,2211.36,0,5,0,13,20,'0'
1,1,1,0.41,2.44,34.82,208.05,0,0,0,9,11,'0'
3,1,3,0.11,9,24.4,1976.54,1,4,2,12,24,'0'
3,1,3,0.09,10.56,25.3,2822.18,0,2,0,16,26,'0'
1,1,1,0.4,2.5,15.95,99.66,0,1,0,5,5,'0'
3,1,3,0.09,10.56,25.3,2822.18,0,2,0,16,26,'0'
4,3,3,0.09,10.91,20.68,2461.32,0,2,0,11,16,'0'
2,1,2,0.19,5.14,16.71,442.04,0,1,0,7,9,'0'
2,1,2,0.12,8.25,25.77,1754.01,0,4,0,12,18,'0'
